player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions
P0042,Team_B,Striker,76,0.0,1.5,6.5,23.3,33,2,3.65
P0043,Team_A,Guard,62,7.5,3.5,4.5,29.9,30,1,1.05
P0044,Team_E,Midfielder,79,11.0,9.6,8.4,24.7,25,8,0.5
P0045,Team_E,Forward,80,20.5,4.5,5.8,16.8,28,16,0.91
P0046,Team_K,Forward,40,13.4,5.8,3.1,25.6,37,7,8.15
P0047,Team_F,Midfielder,74,12.5,0.2,5.7,25.9,35,10,3.03
P0048,Team_L,Forward,51,16.4,4.6,0.0,48.0,28,12,0.92
P0049,Team_G,Center,58,2.3,0.5,3.6,23.1,33,2,2.25
P0050,Team_B,Defender,34,23.6,4.2,7.3,23.6,23,1,1.16
P0051,Team_L,Striker,57,17.0,2.0,8.2,11.4,30,9,3.61
P0052,Team_I,Striker,43,16.6,3.0,12.4,39.7,34,9,4.26
P0053,Team_G,Midfielder,22,15.5,0.5,2.3,39.9,26,16,1.16
P0054,Team_I,Guard,65,14.4,5.9,3.9,43.5,34,13,4.75
P0055,Team_F,Defender,39,5.8,7.8,0.2,40.1,23,2,0.5
P0056,Team_C,Center,46,1.7,3.3,3.1,29.3,35,10,1.06
P0057,Team_A,Forward,39,0.0,8.7,9.4,18.9,22,6,5.11
P0058,Team_F,Guard,55,27.0,8.9,15.7,28.8,34,2,4.09
P0059,Team_J,Center,77,3.2,5.9,1.6,17.9,28,12,1.94
P0060,Team_G,Defender,46,18.9,5.2,0.1,12.7,35,15,1.92
P0061,Team_C,Center,39,16.4,7.2,4.3,11.1,35,1,0.78
P0062,Team_H,Forward,11,12.1,7.1,4.5,5.0,25,13,0.5
P0063,Team_J,Striker,81,23.2,4.7,0.0,20.3,36,3,4.72
P0064,Team_K,Midfielder,18,15.1,0.0,4.8,37.8,35,11,2.2
P0065,Team_I,Guard,37,21.8,5.1,2.9,10.7,27,10,5.92
P0066,Team_D,Striker,32,0.0,3.4,10.0,20.3,22,1,0.78
P0067,Team_C,Forward,25,16.6,6.5,10.8,5.5,33,7,0.77
P0068,Team_G,Center,70,0.2,3.8,6.7,14.9,36,10,3.88
P0069,Team_D,Defender,71,11.2,0.4,10.2,45.3,29,11,0.5
P0070,Team_F,Guard,14,7.6,2.2,8.0,27.9,21,11,1.77
P0071,Team_G,Midfielder,52,11.5,4.8,5.4,35.7,29,13,2.17
P0072,Team_I,Center,57,18.4,3.3,3.8,25.0,28,17,0.91
P0073,Team_C,Striker,55,4.1,6.3,5.8,18.7,24,6,0.5
P0074,Team_H,Forward,66,10.3,0.4,1.1,33.7,36,17,6.63
P0075,Team_J,Defender,50,1.9,2.8,8.8,21.2,27,1,0.5
P0076,Team_G,Center,30,19.5,4.6,0.0,21.4,33,17,0.87
P0077,Team_C,Striker,76,22.5,10.4,5.1,31.0,36,13,2.55
P0078,Team_D,Defender,24,4.4,1.1,5.7,44.3,28,16,9.55
P0079,Team_G,Center,37,10.0,6.9,10.7,17.6,25,11,0.67
P0080,Team_F,Midfielder,63,21.3,0.9,14.1,15.1,29,10,1.29
P0081,Team_A,Guard,62,15.1,0.0,1.6,8.9,22,6,0.5
P0082,Team_K,Forward,11,3.0,1.5,10.3,36.9,28,2,0.92
P0083,Team_J,Forward,44,15.1,4.8,13.5,35.8,24,17,4.62
P0084,Team_E,Center,72,14.4,4.9,4.3,29.0,37,13,4.48
P0085,Team_K,Guard,70,7.7,5.6,7.3,15.0,34,4,1.61
P0086,Team_F,Midfielder,38,2.2,6.9,4.6,25.0,32,12,0.71
P0087,Team_B,Midfielder,13,17.8,0.0,10.4,26.8,24,16,0.91
P0088,Team_F,Forward,38,3.1,5.3,2.4,22.7,22,8,2.01
P0089,Team_B,Midfielder,10,11.6,0.0,5.9,20.3,20,17,8.64
P0090,Team_H,Guard,68,5.9,7.9,2.0,31.4,34,3,0.57
P0091,Team_B,Midfielder,62,9.1,5.2,0.0,13.1,31,8,8.1
P0092,Team_A,Striker,56,0.0,2.9,5.4,33.6,33,8,7.17
P0093,Team_B,Striker,25,16.8,5.5,10.8,23.5,23,12,2.13
P0094,Team_B,Center,65,6.4,0.0,5.8,31.3,37,7,0.84
P0095,Team_I,Defender,20,5.7,2.8,11.5,5.0,33,15,4.87
P0096,Team_L,Midfielder,54,9.4,3.8,5.6,45.4,35,11,1.07
P0097,Team_H,Center,45,21.5,5.2,0.6,24.7,23,8,0.8
P0098,Team_H,Center,32,14.0,0.2,7.7,21.8,25,17,1.09
P0099,Team_D,Defender,63,19.2,0.8,3.0,11.8,22,15,3.1
P0100,Team_H,Midfielder,18,12.4,0.8,6.7,30.5,22,14,1.61
P0101,Team_A,Forward,64,11.6,0.0,8.8,14.3,27,8,1.15
P0102,Team_B,Defender,60,0.0,5.8,3.2,23.6,30,1,6.58
P0103,Team_J,Defender,67,5.5,3.9,5.3,42.7,23,3,3.15
P0104,Team_D,Forward,63,6.7,4.6,0.6,25.6,32,7,0.5
P0105,Team_B,Midfielder,51,22.1,6.0,7.5,33.5,32,2,1.57
P0106,Team_C,Defender,20,10.5,4.6,9.5,24.1,24,6,0.98
P0107,Team_G,Defender,52,20.3,0.1,4.5,19.0,32,13,0.5
P0108,Team_B,Midfielder,43,27.0,3.6,12.1,27.1,22,7,3.62
P0109,Team_H,Midfielder,18,13.9,5.4,20.0,31.1,33,12,6.83
P0110,Team_L,Forward,62,0.0,3.1,11.0,25.0,21,17,6.64
P0111,Team_A,Defender,58,16.7,4.6,5.3,29.9,34,4,5.2
P0112,Team_C,Defender,17,9.1,6.5,10.5,9.0,35,10,6.12
P0113,Team_I,Midfielder,33,0.0,3.0,5.6,26.9,29,6,0.5
P0114,Team_I,Defender,81,5.9,7.0,6.2,19.5,24,16,2.03
P0115,Team_J,Defender,21,5.9,7.7,0.2,29.8,34,3,2.5
P0116,Team_J,Midfielder,24,14.6,9.6,4.5,34.8,28,7,0.89
P0117,Team_L,Guard,53,11.4,1.2,6.4,28.5,25,17,1.63
P0118,Team_F,Defender,13,5.2,2.4,3.8,33.2,32,17,1.25
P0119,Team_K,Midfielder,38,16.7,5.0,0.2,46.8,31,16,2.24
P0120,Team_H,Forward,78,15.9,5.1,5.6,29.0,32,1,0.5
P0121,Team_A,Center,46,10.2,0.7,6.9,22.6,30,16,1.3
P0122,Team_J,Striker,56,12.9,6.3,7.8,15.0,32,2,0.5
P0123,Team_K,Defender,17,29.7,7.1,3.3,38.6,32,10,2.35
P0124,Team_L,Center,81,1.1,5.1,8.9,25.8,35,15,3.09
P0125,Team_E,Forward,32,5.0,1.8,5.2,41.9,35,10,12.69
P0126,Team_A,Guard,49,0.0,4.0,6.2,18.9,23,1,1.42
P0127,Team_K,Guard,69,8.6,0.7,8.5,14.0,30,12,0.5
P0128,Team_H,Defender,60,25.0,4.5,5.2,10.5,34,9,5.11
P0129,Team_A,Center,15,15.9,0.0,6.8,48.0,36,7,0.64
P0130,Team_C,Center,49,13.0,1.6,3.1,29.7,34,13,6.35
P0131,Team_C,Guard,69,16.9,1.1,3.7,5.0,20,16,0.94
P0132,Team_I,Forward,11,13.1,2.1,5.4,29.0,27,7,4.78
P0133,Team_D,Center,27,0.0,2.6,16.5,15.5,28,15,2.57
P0134,Team_C,Defender,67,0.0,0.8,5.6,5.0,28,8,3.63
P0135,Team_G,Center,63,0.0,6.4,1.3,32.8,32,5,3.61
P0136,Team_K,Guard,67,11.2,0.4,1.5,26.5,20,5,8.0
P0137,Team_F,Striker,28,21.1,1.2,7.2,39.4,26,7,4.25
P0138,Team_H,Forward,15,14.1,0.6,8.6,18.5,27,13,0.5
P0139,Team_E,Striker,60,24.3,0.0,8.0,10.2,34,15,1.44
P0140,Team_H,Defender,24,10.4,5.6,1.9,25.6,29,17,0.5
P0141,Team_F,Defender,63,4.8,2.6,4.3,12.4,26,12,0.5
P0142,Team_G,Center,42,17.1,6.8,11.2,40.7,35,7,1.11
P0143,Team_K,Striker,44,21.2,1.9,0.2,30.8,27,2,5.13
P0144,Team_D,Forward,52,19.5,5.4,1.9,38.3,26,6,2.28
P0145,Team_H,Center,31,3.2,1.0,4.8,31.6,26,16,1.37
P0146,Team_G,Midfielder,54,23.6,0.7,0.0,25.4,22,4,1.57
P0147,Team_B,Striker,75,16.1,6.7,2.9,18.4,26,4,0.8
P0148,Team_B,Center,63,15.0,5.5,6.4,28.9,34,5,4.55
P0149,Team_C,Forward,59,16.3,0.0,7.7,10.1,22,16,8.04
P0150,Team_A,Defender,65,11.8,5.3,2.2,26.5,23,5,2.82
P0151,Team_K,Striker,50,1.6,2.6,7.9,13.9,26,16,3.0
P0152,Team_L,Center,81,2.2,0.6,0.0,5.0,36,1,0.84
P0153,Team_G,Center,68,12.6,3.8,1.1,5.9,25,12,3.4
P0154,Team_L,Midfielder,57,0.0,7.0,1.4,24.6,30,13,4.0
P0155,Team_B,Guard,12,17.9,7.0,10.3,19.6,28,15,8.57
P0156,Team_B,Forward,19,10.4,6.6,0.2,12.7,28,3,1.19
P0157,Team_K,Forward,33,0.0,5.7,7.1,21.6,32,4,5.35
P0158,Team_A,Forward,27,10.2,3.7,1.0,27.1,25,2,2.07
P0159,Team_D,Forward,24,7.7,7.6,6.9,37.4,25,14,5.84
P0160,Team_G,Guard,33,8.5,3.4,11.9,30.9,32,10,6.14
P0161,Team_B,Forward,10,20.3,6.2,2.2,26.8,34,7,4.46
P0162,Team_I,Midfielder,74,8.3,4.6,6.8,19.3,28,5,7.09
P0163,Team_C,Guard,52,12.0,0.0,10.2,34.2,25,1,0.52
P0164,Team_K,Striker,56,0.0,2.4,3.9,14.6,31,13,0.5
P0165,Team_G,Midfielder,77,5.2,3.8,9.1,32.3,22,6,1.86
P0166,Team_G,Guard,34,0.0,2.2,6.9,29.2,24,3,4.77
P0167,Team_J,Midfielder,27,20.4,0.0,0.0,19.6,35,6,1.45
P0168,Team_E,Striker,35,10.5,9.8,9.5,32.3,20,8,1.05
P0169,Team_F,Defender,71,19.2,3.5,12.2,21.8,21,0,1.68
P0170,Team_I,Midfielder,69,22.6,0.0,9.0,23.6,34,7,2.45
P0171,Team_A,Striker,37,24.2,6.7,3.1,44.3,34,6,4.26
P0172,Team_E,Center,21,25.1,3.8,4.7,37.0,35,15,0.95
P0173,Team_B,Forward,20,1.0,1.9,5.4,30.6,30,12,1.73
P0174,Team_L,Center,16,1.6,3.9,10.7,19.1,29,2,0.5
P0175,Team_L,Striker,34,18.6,1.2,4.1,30.0,31,8,1.66
P0176,Team_I,Midfielder,45,0.0,3.3,0.0,25.3,34,15,0.5
P0177,Team_F,Guard,36,10.3,9.3,6.2,14.9,22,13,6.92
P0178,Team_H,Midfielder,20,6.2,5.6,2.9,30.1,28,9,0.51
P0179,Team_B,Forward,21,4.1,1.0,6.3,39.0,26,4,3.32
P0180,Team_L,Striker,24,24.3,7.2,7.5,21.5,23,14,3.96
P0181,Team_G,Center,68,1.0,4.3,8.8,28.5,20,1,2.77
P0182,Team_G,Striker,17,0.0,1.1,4.0,35.1,32,8,2.55
P0183,Team_H,Defender,29,2.7,6.5,7.5,27.3,20,2,2.45
P0184,Team_K,Forward,69,13.2,10.3,4.3,5.0,23,16,10.18
P0185,Team_C,Forward,75,0.2,6.5,4.4,48.0,22,16,6.01
P0186,Team_A,Striker,32,7.2,3.5,8.3,23.6,30,1,3.71
P0187,Team_D,Guard,38,11.8,7.5,6.4,17.8,31,0,6.37
P0188,Team_K,Guard,78,16.7,4.6,5.9,8.5,33,7,8.48
P0189,Team_I,Defender,77,0.0,0.1,5.0,10.1,37,10,3.69
P0190,Team_I,Center,49,2.8,1.6,9.7,48.0,25,3,0.5
P0191,Team_I,Guard,19,1.9,2.6,7.1,17.8,35,4,5.01
P0192,Team_H,Striker,32,14.7,0.4,8.8,6.8,22,1,6.29
P0193,Team_L,Forward,12,8.5,9.5,7.7,41.0,37,14,0.5
P0194,Team_A,Center,37,15.0,1.6,10.3,40.4,23,15,1.61
P0195,Team_F,Midfielder,28,0.0,5.4,6.0,16.0,21,12,0.5
P0196,Team_F,Center,19,13.2,6.0,6.6,13.5,34,0,2.0
P0197,Team_K,Forward,49,4.7,2.3,10.8,25.6,32,14,3.37
P0198,Team_B,Defender,66,6.6,3.2,2.6,10.6,27,11,1.2
P0199,Team_H,Midfielder,43,8.4,0.4,3.1,12.6,26,3,11.01
P0200,Team_H,Striker,80,13.3,3.3,6.4,19.8,24,12,2.89
P0201,Team_L,Center,50,0.3,3.2,2.9,13.4,31,10,1.31
P0202,Team_G,Forward,43,12.3,0.0,2.0,30.3,29,13,1.1
P0203,Team_G,Center,28,0.0,3.5,8.4,29.7,21,16,0.5
P0204,Team_C,Guard,11,18.0,6.3,8.7,33.3,32,9,6.42
P0205,Team_K,Center,46,8.1,3.1,9.8,10.2,28,14,3.38
P0206,Team_E,Defender,74,14.3,0.0,3.2,35.7,21,11,3.49
P0207,Team_A,Striker,53,9.2,6.2,1.2,32.3,31,13,1.27
P0208,Team_F,Guard,25,7.4,6.4,5.7,21.1,34,15,0.87
P0209,Team_F,Center,64,13.1,4.4,2.7,25.2,36,8,3.35
P0210,Team_L,Center,43,20.0,6.0,3.3,33.5,26,15,4.26
P0211,Team_J,Defender,43,13.6,7.0,9.3,39.9,33,10,0.5
P0212,Team_G,Forward,16,0.0,5.0,1.6,22.4,35,2,4.66
P0213,Team_L,Forward,24,7.9,0.3,0.0,28.9,27,15,0.92
P0214,Team_J,Midfielder,81,15.2,4.6,1.9,12.7,31,1,0.5
P0215,Team_C,Striker,37,3.4,3.4,9.6,17.9,34,1,3.16
P0216,Team_C,Center,54,8.6,6.4,10.0,22.8,36,6,3.21
P0217,Team_F,Midfielder,10,14.6,1.4,6.2,24.0,36,1,7.35
P0218,Team_F,Guard,28,21.1,1.5,3.4,30.8,31,5,7.75
P0219,Team_D,Striker,30,14.2,4.3,5.7,35.0,28,16,11.0
P0220,Team_K,Forward,69,0.0,2.2,6.0,32.8,27,12,0.66
P0221,Team_B,Midfielder,47,21.2,5.9,7.3,26.3,27,14,3.5
P0222,Team_J,Forward,25,14.0,2.6,3.8,10.0,23,10,2.75
P0223,Team_B,Guard,60,9.1,6.1,9.7,18.9,20,6,2.76
P0224,Team_L,Midfielder,65,0.0,0.8,7.0,36.6,25,1,3.55
P0225,Team_C,Midfielder,29,6.3,6.8,8.1,19.9,26,5,7.1
P0226,Team_I,Center,78,22.8,7.1,8.4,24.7,36,2,4.17
P0227,Team_I,Center,20,4.1,3.3,8.7,13.0,29,6,12.96
P0228,Team_A,Midfielder,75,16.8,3.2,3.7,27.3,24,15,7.2
P0229,Team_F,Center,27,11.6,2.6,13.3,5.0,21,15,3.89
P0230,Team_C,Striker,20,19.3,5.9,8.9,27.6,37,4,3.9
P0231,Team_L,Guard,61,12.2,3.1,4.1,32.6,33,12,0.5
P0232,Team_D,Midfielder,12,5.6,5.2,3.5,17.1,27,5,0.7
P0233,Team_D,Defender,58,1.6,2.6,11.2,9.3,28,15,2.84
P0234,Team_J,Striker,66,2.5,7.5,1.1,12.8,32,16,2.74
P0235,Team_C,Forward,21,30.0,2.9,5.0,33.7,26,13,8.03
P0236,Team_K,Forward,55,13.7,5.7,0.0,35.0,28,13,4.56
P0237,Team_B,Center,15,16.2,7.5,1.8,27.4,33,7,2.67
P0238,Team_A,Center,57,14.6,8.1,3.4,31.5,32,3,0.97
P0239,Team_A,Defender,16,2.4,2.3,5.5,30.6,33,4,6.7
P0240,Team_L,Center,36,11.4,1.7,8.9,25.5,21,14,1.67
P0241,Team_K,Striker,77,8.1,0.0,1.6,40.3,32,12,0.5
P0242,Team_B,Defender,51,3.6,3.5,9.1,5.0,23,11,6.12
P0243,Team_A,Forward,62,13.9,4.5,12.2,15.9,33,10,0.5
P0244,Team_L,Forward,36,0.0,0.0,6.9,16.1,32,10,0.56
P0245,Team_K,Striker,61,0.0,3.5,1.2,42.5,26,13,4.4
P0246,Team_F,Defender,73,6.0,0.0,3.6,13.9,32,15,0.58
P0247,Team_C,Center,15,20.2,7.5,0.9,19.3,31,4,3.57
P0248,Team_F,Striker,11,5.4,3.7,1.2,30.4,31,2,1.71
P0249,Team_J,Midfielder,49,0.0,6.0,8.3,23.8,27,2,0.97
P0250,Team_E,Forward,32,11.8,9.0,10.2,25.1,25,8,0.5
P0251,Team_I,Striker,63,13.9,2.2,4.9,27.0,29,12,1.53
P0252,Team_L,Defender,51,15.4,2.5,2.1,22.9,30,14,2.7
P0253,Team_L,Forward,27,18.9,3.3,3.2,15.4,22,13,0.5
P0254,Team_J,Guard,63,30.1,4.5,2.9,42.9,37,17,0.54
P0255,Team_E,Midfielder,11,20.5,2.6,4.3,5.0,25,9,2.84
P0256,Team_K,Guard,57,5.4,5.1,13.5,27.3,25,2,2.98
P0257,Team_B,Guard,35,12.6,0.0,7.2,14.3,21,17,3.99
P0258,Team_K,Defender,68,25.1,3.1,0.3,34.5,26,0,0.5
P0259,Team_B,Forward,54,9.4,3.6,8.9,36.0,33,16,2.19
P0260,Team_L,Guard,38,18.2,5.0,0.0,27.7,30,17,1.0
P0261,Team_J,Defender,71,15.2,2.8,2.8,31.4,30,6,0.5
P0262,Team_J,Guard,43,24.9,4.7,8.0,26.6,20,0,7.14
P0263,Team_D,Midfielder,67,17.2,0.0,5.8,20.3,33,9,4.06
P0264,Team_H,Forward,28,5.0,2.7,0.0,18.6,32,3,4.04
P0265,Team_K,Guard,53,13.1,0.2,5.2,33.6,24,4,0.9
P0266,Team_I,Striker,22,0.0,2.6,5.7,31.4,30,10,2.08
P0267,Team_F,Midfielder,39,5.4,7.8,3.7,26.4,22,14,3.98
P0268,Team_L,Forward,19,16.1,2.5,7.3,11.8,34,2,0.5
P0269,Team_G,Midfielder,16,3.4,2.7,3.4,27.9,27,9,0.5
P0270,Team_G,Striker,75,5.9,5.6,6.5,24.6,30,6,1.36
P0271,Team_F,Guard,38,7.0,2.8,7.9,18.6,34,12,4.08
P0272,Team_J,Forward,64,0.0,6.3,6.4,38.5,25,12,1.47
P0273,Team_K,Forward,20,20.1,7.8,10.5,21.9,32,3,2.95
P0274,Team_G,Midfielder,11,12.0,4.5,4.2,35.4,27,5,3.2
P0275,Team_C,Defender,28,14.8,6.7,8.9,32.0,32,3,0.86
P0276,Team_J,Striker,71,2.4,6.4,0.4,21.1,22,10,9.24
P0277,Team_F,Forward,71,9.6,3.0,9.9,32.9,29,6,0.5
P0278,Team_J,Defender,61,27.6,3.8,12.5,28.7,34,9,0.86
P0279,Team_C,Defender,38,20.4,3.4,8.6,7.6,24,10,2.53
P0280,Team_A,Midfielder,40,14.0,5.1,10.0,29.6,24,17,4.23
P0281,Team_A,Guard,14,15.0,8.6,4.4,34.7,23,1,0.5
P0282,Team_H,Forward,54,13.1,4.4,6.1,15.2,23,9,6.02
P0283,Team_E,Center,26,11.1,4.1,8.1,5.9,22,15,4.58
P0284,Team_D,Forward,53,12.1,6.6,6.3,23.5,26,7,1.18
P0285,Team_L,Midfielder,42,19.7,8.5,7.6,6.8,36,14,5.05
P0286,Team_H,Forward,44,14.2,3.5,8.1,23.4,25,9,2.25
P0287,Team_F,Midfielder,48,19.0,10.6,4.8,39.7,32,13,3.96
P0288,Team_A,Defender,72,0.0,7.2,7.9,16.4,32,13,1.48
P0289,Team_L,Striker,42,21.2,1.3,6.0,21.1,26,9,1.99
P0290,Team_K,Striker,22,16.4,6.9,6.8,43.3,34,3,0.5
P0291,Team_E,Center,29,6.4,3.7,4.1,20.1,22,8,2.5
P0292,Team_E,Forward,51,23.3,7.1,0.0,28.2,34,11,1.09
P0293,Team_C,Defender,68,19.8,1.7,6.6,18.5,29,8,2.22
P0294,Team_I,Defender,32,1.4,2.4,1.7,45.9,31,9,6.74
P0295,Team_B,Defender,41,12.8,6.8,8.2,22.9,21,14,4.03
P0296,Team_G,Defender,46,15.8,1.7,6.7,31.2,23,9,1.93
P0297,Team_E,Center,53,9.4,4.0,9.0,18.5,30,2,6.0
P0298,Team_L,Midfielder,41,9.9,2.8,6.7,17.3,20,13,3.22
P0299,Team_H,Center,12,6.4,3.4,7.3,13.7,31,8,7.77
P0300,Team_L,Midfielder,53,16.6,0.1,9.0,17.9,27,7,1.12
P0301,Team_J,Forward,77,4.6,2.6,1.7,5.0,28,3,0.72
P0302,Team_I,Striker,51,18.7,10.3,14.4,5.0,23,1,2.63
P0303,Team_H,Midfielder,69,9.1,5.0,8.0,31.9,24,12,2.49
P0304,Team_F,Forward,61,14.8,2.8,2.8,41.2,29,9,4.41
P0305,Team_F,Defender,11,18.8,4.8,7.5,28.0,21,11,2.64
P0306,Team_J,Striker,74,14.4,0.0,3.3,39.0,27,4,1.16
P0307,Team_D,Striker,51,7.4,7.3,0.0,8.5,23,1,3.55
P0308,Team_D,Striker,47,5.5,8.7,0.0,10.3,22,9,1.87
P0309,Team_G,Center,51,6.8,3.3,9.8,17.3,33,7,0.51
P0310,Team_G,Guard,73,25.1,0.3,5.6,19.9,22,4,2.7
P0311,Team_J,Center,58,10.4,4.0,0.0,31.6,26,3,2.73
P0312,Team_C,Center,34,15.4,5.7,11.8,9.4,32,17,4.4
P0313,Team_D,Forward,52,23.0,7.2,1.3,8.3,25,5,2.92
P0314,Team_C,Center,47,20.9,7.0,6.2,12.8,22,15,6.15
P0315,Team_L,Forward,60,19.5,7.0,1.2,48.0,29,3,0.5
P0316,Team_I,Guard,55,9.0,0.2,2.2,17.1,27,5,2.19
P0317,Team_L,Forward,12,17.6,7.4,4.8,21.7,34,13,3.01
P0318,Team_I,Forward,35,13.8,7.7,6.7,23.0,24,13,2.55
P0319,Team_B,Defender,80,11.8,6.6,4.9,48.0,31,12,0.65
P0320,Team_K,Guard,28,18.3,0.0,9.4,30.7,27,11,5.58
P0321,Team_C,Guard,51,9.2,5.8,1.9,24.8,35,17,0.89
P0322,Team_E,Guard,70,18.2,2.9,2.0,11.2,23,14,19.03
P0323,Team_L,Center,27,6.0,10.0,0.4,18.3,36,15,7.6
P0324,Team_D,Center,73,10.8,0.5,5.1,28.0,35,8,3.26
P0325,Team_J,Striker,71,5.2,0.6,13.2,31.2,30,5,0.5
P0326,Team_F,Guard,59,5.4,4.9,6.5,33.2,29,11,5.7
P0327,Team_E,Striker,60,12.2,8.5,2.0,37.8,23,7,0.5
P0328,Team_G,Guard,11,10.5,0.0,8.4,41.5,37,17,2.34
P0329,Team_C,Center,22,8.8,9.1,3.3,22.9,34,8,2.39
P0330,Team_C,Midfielder,62,13.6,5.4,1.1,20.7,27,9,3.27
P0331,Team_L,Striker,42,30.5,6.8,4.2,25.2,25,4,2.93
P0332,Team_A,Forward,68,2.3,5.5,6.7,27.2,26,14,3.15
P0333,Team_H,Center,34,3.8,8.5,9.4,30.1,33,5,2.1
P0334,Team_I,Striker,60,18.4,6.1,3.1,29.5,20,15,0.91
P0335,Team_L,Center,32,23.5,8.5,5.3,37.7,31,14,5.08
P0336,Team_A,Guard,79,11.4,7.7,9.6,33.3,24,11,3.0
P0337,Team_F,Striker,64,15.1,1.0,3.8,35.9,24,1,3.53
P0338,Team_D,Striker,54,20.1,1.4,3.0,38.6,27,7,0.86
P0339,Team_D,Forward,60,12.9,3.5,6.8,5.0,34,3,0.5
P0340,Team_H,Midfielder,10,33.4,5.2,1.8,31.6,22,7,7.35
P0341,Team_K,Guard,23,23.1,3.4,8.3,10.0,26,11,7.35
P0342,Team_H,Midfielder,16,2.6,5.8,0.0,27.0,29,6,0.89
P0343,Team_J,Defender,64,20.2,0.0,12.4,19.9,25,14,0.89
P0344,Team_K,Forward,61,24.3,0.0,12.2,14.5,33,12,9.86
P0345,Team_J,Midfielder,52,20.9,3.4,6.1,30.2,23,5,2.11
P0346,Team_I,Center,40,0.0,4.5,6.9,29.5,36,16,0.83
P0347,Team_A,Center,52,1.7,0.0,8.5,30.0,29,11,2.55
P0348,Team_I,Guard,19,8.3,4.5,7.7,22.1,26,7,0.61
P0349,Team_D,Forward,49,3.5,5.6,9.5,27.2,35,7,0.7
P0350,Team_C,Midfielder,21,24.3,7.0,2.6,35.9,34,3,0.5
P0351,Team_E,Striker,64,6.2,2.6,4.9,25.1,32,12,13.78
P0352,Team_F,Midfielder,46,9.1,7.4,3.2,30.9,20,16,5.13
P0353,Team_D,Guard,48,5.8,0.0,0.0,25.3,22,16,1.99
P0354,Team_I,Defender,75,19.8,1.7,4.6,11.7,24,4,3.23
