trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,on_time_pct,passenger_satisfaction
T000062,Route_7,Ferry,8,4.1,27,12.08,1.1,Tue,0,Clear,0.757,3.4
T000063,Route_10,Subway,18,15.1,36,6.98,5.0,Sun,0,Clear,0.768,4.0
T000064,Route_3,Subway,6,42.8,19,12.26,17.2,Sat,0,Rain,0.978,4.0
T000065,Route_4,Ferry,17,8.9,24,3.17,1.7,Wed,0,Rain,1.0,3.5
T000066,Route_13,Tram,17,37.6,28,2.06,1.0,Tue,0,Clear,0.968,3.0
T000067,Route_9,Ferry,2,9.7,37,8.94,0.4,Fri,0,Clear,0.838,3.2
T000068,Route_17,Subway,16,4.4,34,8.18,2.5,Thu,0,Clear,0.89,4.3
T000069,Route_4,Tram,11,41.0,27,5.28,0.7,Tue,0,Clear,0.953,3.1
T000070,Route_13,Ferry,18,36.8,34,3.01,4.0,Fri,0,Clear,0.724,5.0
T000071,Route_20,Subway,6,14.4,37,3.57,9.9,Sat,1,Clear,0.681,3.4
T000072,Route_5,Subway,14,40.6,20,7.62,0.8,Fri,1,Clear,0.823,2.2
T000073,Route_5,Tram,11,11.2,27,9.17,5.9,Mon,0,Clear,0.754,3.5
T000074,Route_3,Bus,21,32.6,25,3.9,22.3,Thu,1,Clear,0.745,3.4
T000075,Route_3,Ferry,1,17.3,30,9.63,6.5,Sun,0,Snow,0.855,3.2
T000076,Route_5,Tram,12,20.7,39,13.81,2.7,Fri,0,Rain,0.83,4.2
T000077,Route_7,Train,6,26.1,29,6.48,3.8,Sun,0,Clear,0.805,4.1
T000078,Route_6,Train,14,8.0,26,14.57,0.9,Tue,0,Clear,0.834,4.4
T000079,Route_9,Train,15,17.7,28,4.97,2.6,Wed,0,Clear,0.898,3.4
T000080,Route_17,Bus,5,19.6,39,5.35,11.0,Sun,0,Rain,0.833,4.2
T000081,Route_18,Tram,11,33.0,32,9.69,8.7,Thu,1,Clear,0.91,2.9
T000082,Route_8,Bus,12,11.8,26,3.76,1.8,Sun,0,Clear,0.982,4.0
T000083,Route_18,Tram,2,32.8,34,1.78,0.9,Thu,0,Rain,0.691,3.0
T000084,Route_2,Train,12,33.1,31,14.5,1.2,Wed,0,Fog,0.854,3.8
T000085,Route_17,Subway,14,42.6,30,8.53,11.2,Sat,0,Clear,0.742,4.3
T000086,Route_7,Subway,2,4.3,37,5.81,3.0,Thu,0,Clear,1.0,4.4
T000087,Route_18,Subway,7,32.0,35,11.7,0.9,Sun,0,Clear,0.949,3.5
T000088,Route_8,Tram,20,10.0,27,3.62,24.4,Wed,0,Clear,0.764,3.4
T000089,Route_2,Bus,10,12.1,25,8.28,6.9,Thu,0,Fog,1.0,3.7
T000090,Route_3,Train,15,25.1,33,12.48,1.5,Tue,0,Clear,0.851,5.0
T000091,Route_9,Tram,8,15.3,31,10.09,2.0,Sun,0,Clear,0.834,4.2
T000092,Route_16,Bus,10,3.8,17,8.3,27.0,Tue,0,Clear,0.923,4.1
T000093,Route_16,Ferry,14,44.6,26,6.3,4.0,Fri,0,Clear,0.812,3.9
T000094,Route_13,Ferry,5,17.5,27,5.24,6.5,Sun,0,Snow,0.727,3.9
T000095,Route_16,Bus,14,6.0,30,7.33,10.7,Wed,0,Rain,0.965,3.8
T000096,Route_10,Bus,4,21.4,31,13.68,0.5,Fri,0,Clear,0.852,4.4
T000097,Route_13,Ferry,2,37.2,32,2.29,3.2,Tue,0,Snow,1.0,4.0
T000098,Route_11,Ferry,21,31.4,35,11.79,1.6,Fri,0,Clear,0.84,2.8
T000099,Route_16,Tram,8,10.3,30,7.25,5.3,Wed,0,Clear,0.817,3.1
T000100,Route_1,Bus,1,34.7,24,7.12,9.7,Thu,0,Clear,0.922,4.4
T000101,Route_5,Ferry,5,33.1,38,5.63,0.9,Tue,0,Rain,0.83,3.0
T000102,Route_19,Bus,10,1.7,28,7.11,2.1,Mon,0,Clear,0.766,3.4
T000103,Route_13,Ferry,10,36.0,27,8.66,0.5,Mon,0,Rain,1.0,2.3
T000104,Route_14,Bus,4,18.3,24,10.97,8.6,Sat,0,Rain,0.626,3.1
T000105,Route_9,Bus,2,1.4,28,4.09,5.8,Tue,1,Clear,1.0,3.8
T000106,Route_20,Tram,9,8.4,35,10.8,0.7,Wed,0,Clear,0.928,2.8
T000107,Route_12,Train,8,40.4,40,7.03,2.2,Sun,0,Rain,0.755,4.8
T000108,Route_9,Train,2,44.9,21,6.92,26.8,Mon,0,Clear,0.752,3.0
T000109,Route_6,Ferry,2,22.0,22,10.56,0.9,Fri,0,Clear,0.966,3.0
T000110,Route_15,Bus,18,27.3,23,10.12,10.6,Thu,0,Snow,0.898,3.0
T000111,Route_6,Train,3,0.9,28,1.94,0.2,Sat,0,Clear,1.0,3.6
T000112,Route_9,Tram,9,3.0,24,11.68,1.9,Tue,0,Clear,1.0,3.7
T000113,Route_13,Ferry,17,31.3,22,12.94,0.6,Sun,0,Rain,0.861,3.9
T000114,Route_4,Train,13,28.8,31,9.28,5.6,Wed,0,Clear,0.937,4.5
T000115,Route_5,Bus,3,5.1,29,2.48,16.9,Thu,0,Snow,0.912,3.3
T000116,Route_12,Bus,14,9.6,35,9.28,4.8,Sat,0,Clear,0.798,2.3
T000117,Route_10,Subway,16,38.5,25,13.55,5.9,Tue,0,Clear,1.0,5.0
T000118,Route_10,Subway,8,29.9,28,5.01,0.2,Sun,0,Clear,0.752,4.3
T000119,Route_7,Ferry,10,21.8,41,10.17,0.2,Tue,0,Fog,0.916,3.4
T000120,Route_3,Subway,1,41.3,19,8.97,5.5,Sun,0,Rain,0.799,3.7
T000121,Route_8,Train,0,13.1,35,14.2,0.5,Tue,0,Clear,0.84,4.1
T000122,Route_15,Train,13,22.8,35,8.98,10.6,Thu,0,Clear,0.815,4.2
T000123,Route_5,Bus,1,1.3,30,12.71,20.5,Sun,0,Rain,0.84,5.0
T000124,Route_1,Subway,15,33.0,22,8.27,0.6,Sun,0,Clear,0.856,3.1
T000125,Route_3,Train,0,7.1,21,14.53,3.2,Mon,1,Snow,0.881,5.0
T000126,Route_20,Tram,18,29.5,34,5.22,3.9,Thu,0,Rain,0.739,2.9
T000127,Route_14,Subway,14,36.2,31,8.99,0.4,Sun,0,Clear,0.885,2.1
T000128,Route_20,Ferry,11,6.6,29,2.68,0.9,Fri,0,Snow,1.0,2.9
T000129,Route_16,Ferry,14,30.1,33,12.87,1.7,Tue,0,Rain,0.751,3.1
T000130,Route_18,Subway,11,11.7,36,9.85,7.9,Sun,0,Clear,0.935,2.5
T000131,Route_16,Ferry,18,11.6,33,4.75,2.6,Fri,0,Rain,0.741,3.8
T000132,Route_18,Bus,6,14.8,40,5.2,13.4,Mon,0,Clear,0.803,3.8
T000133,Route_8,Tram,13,30.7,20,11.63,10.7,Thu,0,Clear,0.83,1.8
T000134,Route_13,Tram,20,11.6,24,8.23,11.1,Wed,0,Clear,1.0,3.9
T000135,Route_11,Tram,2,25.0,36,13.33,5.3,Fri,0,Snow,0.861,4.3
T000136,Route_16,Subway,19,42.2,29,4.86,3.4,Thu,0,Clear,0.803,3.5
T000137,Route_6,Tram,6,22.3,27,8.76,5.9,Fri,0,Clear,0.866,2.3
T000138,Route_18,Subway,13,3.9,28,2.93,3.5,Sun,0,Clear,0.755,3.4
T000139,Route_20,Ferry,7,42.0,29,8.08,6.3,Sat,0,Rain,0.845,5.0
T000140,Route_8,Bus,12,18.6,38,6.24,4.8,Thu,0,Rain,0.844,3.9
T000141,Route_16,Subway,11,6.2,29,14.57,14.3,Thu,0,Clear,0.807,4.0
T000142,Route_6,Tram,14,39.0,24,5.1,4.2,Sat,0,Clear,0.897,4.1
T000143,Route_12,Train,4,4.1,32,5.8,1.1,Tue,0,Rain,0.887,4.3
T000144,Route_13,Train,15,20.3,28,14.35,2.0,Fri,0,Clear,0.926,2.9
T000145,Route_4,Train,16,27.2,30,4.07,6.1,Mon,1,Clear,1.0,2.7
T000146,Route_7,Tram,10,31.8,31,4.03,6.7,Wed,1,Clear,0.942,2.3
T000147,Route_11,Subway,15,24.6,35,10.41,0.6,Wed,0,Fog,0.799,5.0
T000148,Route_20,Subway,14,36.5,38,12.19,15.0,Sun,0,Clear,0.675,2.9
T000149,Route_19,Bus,0,20.0,24,7.84,2.6,Sun,0,Clear,0.813,2.9
T000150,Route_2,Bus,7,29.7,31,8.32,6.6,Tue,1,Clear,1.0,2.0
T000151,Route_2,Ferry,1,29.6,25,10.28,8.0,Sun,0,Rain,0.942,4.2
T000152,Route_12,Train,9,19.8,29,4.76,0.1,Mon,0,Rain,0.861,2.5
T000153,Route_16,Bus,0,37.4,35,13.33,2.9,Sat,0,Clear,0.95,4.0
T000154,Route_1,Tram,10,6.5,34,13.61,6.1,Sat,0,Clear,0.965,5.0
T000155,Route_17,Tram,15,12.8,34,14.44,4.3,Sat,0,Clear,0.942,3.6
T000156,Route_16,Subway,15,6.8,29,9.58,3.6,Wed,0,Clear,0.773,4.0
T000157,Route_12,Train,19,18.1,31,1.67,9.1,Wed,0,Clear,0.914,1.5
T000158,Route_5,Ferry,5,30.2,33,5.66,4.4,Sat,0,Clear,0.803,5.0
T000159,Route_3,Train,18,40.7,23,6.99,19.0,Sat,0,Clear,0.641,3.9
T000160,Route_3,Tram,1,10.7,38,12.09,3.6,Mon,0,Fog,0.694,2.4
T000161,Route_17,Bus,4,12.7,43,12.2,2.1,Sun,0,Clear,0.708,3.9
T000162,Route_7,Bus,15,29.5,35,11.99,4.4,Mon,0,Clear,0.956,3.4
T000163,Route_4,Tram,17,8.3,35,3.99,0.5,Sat,0,Clear,0.805,5.0
T000164,Route_1,Train,1,32.4,36,5.08,2.5,Mon,0,Clear,0.768,3.0
T000165,Route_4,Train,10,14.9,50,3.36,7.8,Thu,1,Clear,0.812,3.0
T000166,Route_14,Ferry,6,22.8,35,12.28,0.6,Sat,0,Rain,0.777,3.1
T000167,Route_17,Subway,18,8.5,31,12.13,6.4,Sun,0,Clear,0.731,3.5
T000168,Route_12,Bus,18,7.8,26,6.41,1.6,Thu,0,Fog,0.823,2.3
T000169,Route_9,Train,22,26.0,20,4.12,2.3,Sun,1,Fog,0.803,5.0
T000170,Route_13,Train,0,12.1,31,5.37,6.4,Mon,0,Clear,0.789,4.2
T000171,Route_12,Ferry,6,25.9,32,14.86,3.7,Mon,0,Clear,0.891,2.8
T000172,Route_17,Tram,10,14.3,40,12.11,0.9,Mon,0,Clear,0.889,3.8
T000173,Route_3,Train,4,40.1,30,2.4,4.2,Fri,0,Rain,0.981,2.8
T000174,Route_18,Train,0,38.8,29,11.43,12.2,Sat,0,Rain,0.694,3.0
T000175,Route_19,Train,14,38.2,33,4.66,7.7,Fri,0,Clear,0.693,3.0
T000176,Route_13,Train,7,33.5,28,5.8,6.8,Fri,0,Snow,0.878,3.2
T000177,Route_15,Ferry,1,17.4,26,10.18,2.0,Thu,0,Fog,0.68,3.6
T000178,Route_16,Tram,7,17.1,30,1.72,5.5,Sat,1,Clear,0.886,3.9
T000179,Route_15,Ferry,0,4.1,27,10.72,0.3,Wed,1,Clear,0.795,3.9
T000180,Route_3,Ferry,6,44.1,30,10.11,1.6,Mon,0,Snow,1.0,5.0
T000181,Route_14,Ferry,20,14.0,35,14.15,8.0,Fri,0,Rain,0.933,3.5
T000182,Route_2,Tram,20,33.1,23,13.47,1.4,Wed,0,Clear,1.0,2.2
T000183,Route_9,Subway,3,35.7,20,5.76,6.9,Sat,0,Clear,0.867,2.7
T000184,Route_19,Bus,0,36.5,38,14.52,23.9,Wed,0,Clear,0.925,3.6
T000185,Route_9,Ferry,20,21.4,32,5.72,6.0,Mon,0,Rain,0.736,3.3
T000186,Route_11,Bus,22,11.9,27,4.89,0.8,Thu,0,Clear,0.725,3.7
T000187,Route_20,Train,10,2.8,27,8.35,2.7,Mon,0,Snow,0.902,3.9
T000188,Route_7,Ferry,8,43.7,31,7.14,18.7,Tue,0,Fog,0.754,1.9
T000189,Route_1,Subway,21,24.0,31,8.34,2.4,Tue,0,Clear,0.85,3.2
T000190,Route_16,Ferry,6,41.1,29,13.9,1.2,Wed,0,Rain,0.818,3.6
T000191,Route_17,Subway,1,43.6,26,8.92,3.9,Fri,0,Rain,0.784,5.0
T000192,Route_19,Ferry,20,5.0,32,1.55,3.8,Tue,0,Clear,0.912,1.1
T000193,Route_18,Ferry,2,13.8,39,13.01,0.4,Sat,0,Clear,0.941,3.8
T000194,Route_6,Train,19,23.6,30,13.06,10.3,Mon,0,Rain,1.0,3.8
T000195,Route_15,Ferry,2,40.7,30,11.55,2.3,Fri,0,Clear,0.828,4.2
T000196,Route_4,Bus,0,12.0,36,10.49,12.5,Sun,0,Clear,0.956,3.1
T000197,Route_4,Train,0,5.0,35,6.33,1.8,Sat,0,Clear,0.947,5.0
T000198,Route_7,Ferry,5,16.3,32,9.72,1.2,Sat,0,Rain,0.662,5.0
T000199,Route_20,Subway,20,18.2,26,8.03,3.4,Sun,0,Rain,0.848,2.4
T000200,Route_11,Subway,12,26.0,31,2.22,10.7,Fri,0,Clear,0.679,4.3
T000201,Route_15,Ferry,18,16.5,30,3.39,5.0,Wed,0,Clear,0.706,3.4
T000202,Route_2,Subway,4,4.0,35,5.32,5.5,Sat,1,Clear,0.994,3.9
T000203,Route_18,Bus,9,42.9,33,13.72,4.8,Wed,0,Snow,0.807,4.4
T000204,Route_1,Tram,1,4.1,38,7.95,2.8,Thu,0,Rain,0.976,3.1
T000205,Route_5,Ferry,5,37.2,26,13.89,5.9,Mon,0,Clear,0.718,4.6
T000206,Route_16,Bus,10,45.0,32,9.16,13.2,Sun,0,Snow,0.815,3.6
T000207,Route_16,Subway,1,21.9,25,7.73,6.3,Sun,0,Clear,0.958,3.3
T000208,Route_18,Bus,13,43.6,22,10.98,5.7,Fri,0,Snow,0.809,3.4
T000209,Route_16,Subway,15,13.2,39,14.85,6.0,Fri,0,Rain,0.884,3.3
T000210,Route_20,Subway,4,2.9,34,11.42,9.4,Sat,0,Clear,1.0,2.2
T000211,Route_11,Subway,2,25.5,28,8.64,2.4,Thu,0,Rain,0.854,4.6
T000212,Route_13,Bus,5,34.8,34,3.83,4.5,Fri,0,Clear,0.871,4.1
T000213,Route_19,Bus,8,31.7,30,9.7,0.2,Thu,0,Clear,0.819,3.4
T000214,Route_14,Train,12,0.8,23,6.74,1.4,Wed,0,Rain,0.827,4.1
T000215,Route_16,Bus,10,41.6,26,4.1,3.2,Thu,0,Clear,0.804,3.3
T000216,Route_9,Subway,13,3.1,24,6.31,14.3,Wed,0,Rain,0.795,2.2
T000217,Route_4,Bus,10,25.9,37,2.15,3.5,Thu,1,Clear,0.721,3.8
T000218,Route_11,Train,14,40.6,32,11.6,10.2,Sat,0,Clear,0.972,3.9
T000219,Route_7,Train,22,30.9,28,4.45,4.5,Mon,0,Clear,0.798,4.0
T000220,Route_1,Subway,4,31.8,26,4.38,0.7,Thu,0,Snow,0.903,3.4
T000221,Route_13,Subway,6,21.0,21,12.87,10.1,Mon,0,Rain,0.748,3.8
T000222,Route_4,Subway,10,5.4,28,7.46,8.4,Sun,0,Clear,0.754,4.0
T000223,Route_4,Train,21,20.9,33,4.1,1.7,Sun,0,Clear,0.885,2.4
T000224,Route_7,Train,2,39.1,23,5.75,0.4,Wed,0,Rain,1.0,4.6
T000225,Route_18,Bus,15,22.8,32,1.74,5.3,Sat,1,Clear,0.789,2.3
T000226,Route_11,Bus,1,44.7,31,2.74,15.2,Tue,1,Rain,0.88,4.9
T000227,Route_12,Ferry,11,23.4,27,7.82,0.5,Mon,0,Snow,0.832,3.5
T000228,Route_13,Subway,21,1.6,19,3.84,4.4,Tue,0,Clear,0.679,3.6
T000229,Route_2,Bus,5,33.3,28,2.01,5.7,Wed,0,Clear,0.815,3.5
T000230,Route_17,Train,3,38.9,35,14.16,6.9,Mon,0,Clear,0.993,4.4
T000231,Route_13,Subway,9,20.7,27,9.31,5.5,Tue,0,Rain,0.96,3.0
T000232,Route_8,Bus,11,23.9,25,4.06,1.4,Wed,0,Clear,0.944,5.0
T000233,Route_10,Train,2,1.1,17,9.58,8.0,Fri,0,Clear,0.765,4.4
T000234,Route_11,Train,12,5.4,30,10.2,3.5,Thu,0,Clear,0.887,2.7
T000235,Route_11,Train,3,21.2,37,4.67,18.6,Sat,0,Clear,0.776,3.5
T000236,Route_8,Tram,11,39.8,42,6.82,4.9,Tue,1,Rain,0.891,4.3
T000237,Route_20,Ferry,11,31.5,23,2.68,3.4,Tue,1,Clear,0.894,4.3
T000238,Route_11,Tram,15,5.5,29,5.35,8.2,Fri,0,Clear,0.767,3.5
T000239,Route_10,Ferry,12,28.3,31,4.52,11.1,Sun,0,Clear,0.924,2.5
T000240,Route_3,Subway,3,25.8,35,10.49,0.7,Thu,0,Clear,0.872,2.2
T000241,Route_20,Train,19,6.2,20,12.41,5.6,Thu,0,Clear,0.847,3.5
T000242,Route_3,Train,21,13.8,31,8.06,8.7,Tue,0,Clear,0.851,3.8
T000243,Route_15,Tram,8,26.8,20,7.22,4.2,Tue,1,Clear,0.916,3.4
T000244,Route_13,Train,8,38.9,35,7.1,2.0,Tue,0,Clear,0.885,2.3
T000245,Route_12,Tram,2,9.9,33,11.44,0.8,Wed,0,Clear,0.982,5.0
T000246,Route_1,Ferry,9,21.1,31,10.43,7.0,Wed,0,Snow,0.798,3.4
T000247,Route_16,Subway,16,12.7,33,5.42,5.2,Tue,0,Rain,0.767,2.4
T000248,Route_19,Bus,12,18.1,42,5.7,1.8,Mon,1,Rain,0.922,3.1
T000249,Route_18,Bus,21,21.8,39,8.54,8.8,Sun,0,Fog,0.818,4.2
T000250,Route_8,Train,1,39.5,29,2.1,2.7,Thu,0,Clear,0.957,3.3
T000251,Route_17,Ferry,3,18.5,31,7.96,5.8,Tue,0,Clear,0.624,3.3
T000252,Route_7,Subway,9,44.5,23,2.14,7.6,Sun,0,Clear,0.869,3.8
T000253,Route_9,Subway,8,21.5,30,11.81,2.2,Tue,0,Fog,0.748,3.4
T000254,Route_19,Subway,8,42.8,37,7.03,0.7,Tue,0,Clear,0.762,3.8
T000255,Route_19,Tram,6,29.3,32,3.6,0.7,Thu,0,Rain,0.995,4.5
T000256,Route_19,Train,16,34.4,34,2.58,1.0,Tue,0,Fog,0.905,2.3
T000257,Route_18,Ferry,15,2.0,34,1.96,3.6,Thu,0,Rain,0.847,3.8
T000258,Route_9,Ferry,11,9.6,32,1.62,3.9,Sat,0,Rain,0.901,2.8
T000259,Route_16,Train,20,8.5,39,1.55,2.9,Fri,0,Fog,0.966,3.6
T000260,Route_11,Ferry,12,40.6,22,7.57,4.6,Sat,0,Clear,0.897,4.0
T000261,Route_18,Bus,12,43.5,28,12.12,15.7,Mon,0,Clear,0.883,3.2
T000262,Route_11,Subway,21,13.9,27,10.32,3.8,Thu,0,Clear,0.824,2.8
T000263,Route_18,Ferry,16,41.6,28,13.37,9.5,Mon,0,Clear,0.816,3.7
T000264,Route_10,Ferry,13,15.7,36,12.84,26.0,Tue,0,Rain,0.673,3.6
T000265,Route_10,Ferry,22,41.1,30,5.56,11.2,Mon,0,Clear,0.901,3.5
T000266,Route_15,Bus,0,45.0,33,7.65,1.0,Sun,0,Clear,0.759,3.5
T000267,Route_9,Ferry,7,22.9,22,4.63,0.5,Fri,0,Snow,0.831,3.9
T000268,Route_9,Tram,18,33.8,31,14.64,0.1,Sat,0,Fog,0.815,4.4
T000269,Route_17,Train,20,21.5,28,12.85,3.5,Tue,0,Clear,0.759,3.4
T000270,Route_11,Train,12,20.3,24,6.8,4.4,Tue,0,Rain,0.785,4.3
T000271,Route_16,Train,6,1.6,31,12.27,2.5,Sat,0,Snow,0.848,2.2
T000272,Route_4,Train,11,35.7,31,14.97,2.4,Wed,0,Snow,1.0,3.5
T000273,Route_7,Tram,6,32.8,25,9.03,2.5,Mon,0,Rain,0.881,3.4
T000274,Route_17,Ferry,13,20.6,38,10.58,7.2,Tue,0,Clear,0.875,3.1
T000275,Route_19,Bus,3,41.4,25,13.89,1.9,Mon,0,Rain,0.822,4.4
T000276,Route_13,Subway,11,20.8,41,2.29,3.4,Mon,1,Clear,0.913,3.5
T000277,Route_18,Subway,20,5.8,26,14.48,4.1,Wed,0,Rain,0.879,2.6
T000278,Route_5,Subway,20,3.1,31,10.82,3.8,Fri,1,Clear,1.0,3.7
T000279,Route_7,Subway,0,5.4,31,2.34,5.4,Fri,0,Clear,0.889,3.1
T000280,Route_18,Subway,11,4.6,26,8.43,1.9,Fri,0,Rain,1.0,3.4
T000281,Route_12,Subway,21,39.6,26,13.9,2.8,Sun,0,Clear,0.781,3.2
T000282,Route_14,Tram,18,3.1,32,3.14,25.4,Fri,1,Clear,0.803,3.3
T000283,Route_12,Ferry,8,25.9,37,5.83,2.7,Tue,0,Clear,0.766,2.7
T000284,Route_10,Bus,19,29.1,21,5.82,1.4,Fri,0,Snow,0.734,3.4
T000285,Route_8,Tram,22,23.8,29,11.38,2.2,Mon,0,Clear,0.8,2.6
T000286,Route_15,Bus,20,44.2,19,13.66,5.2,Fri,0,Rain,0.728,4.0
T000287,Route_7,Bus,22,25.1,27,1.75,8.7,Wed,0,Clear,0.726,2.5
T000288,Route_20,Ferry,18,38.3,26,9.5,5.3,Wed,0,Clear,0.814,4.2
T000289,Route_18,Tram,0,30.1,30,13.66,1.4,Sat,0,Clear,0.914,3.2
T000290,Route_4,Bus,7,27.8,39,13.29,5.8,Fri,1,Clear,0.843,3.6
T000291,Route_15,Ferry,20,38.6,30,9.01,5.5,Thu,0,Snow,0.948,4.2
T000292,Route_9,Tram,21,10.8,23,2.11,1.2,Thu,0,Clear,0.955,3.6
T000293,Route_10,Train,15,43.1,26,10.78,15.1,Tue,0,Clear,0.881,3.8
T000294,Route_2,Ferry,9,9.7,46,1.87,2.2,Sat,0,Clear,0.903,3.1
