trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition
T000047,Route_15,Bus,5,42.0,38,14.53,0.0,Tue,0,Clear
T000048,Route_6,Ferry,20,16.2,28,8.74,0.4,Sun,0,Clear
T000049,Route_11,Subway,11,15.0,36,7.47,0.7,Sat,0,Clear
T000050,Route_7,Tram,17,37.0,21,14.76,12.7,Tue,0,Clear
T000051,Route_14,Bus,8,21.5,29,14.84,4.3,Mon,0,Clear
T000052,Route_14,Bus,16,1.9,34,5.99,0.4,Tue,0,Clear
T000053,Route_6,Bus,19,34.3,31,12.59,3.7,Tue,0,Clear
T000054,Route_9,Train,9,44.8,31,9.59,8.7,Wed,0,Rain
T000055,Route_1,Subway,22,7.5,23,3.35,10.9,Tue,0,Rain
T000056,Route_20,Subway,14,28.2,28,6.15,0.6,Wed,1,Clear
T000057,Route_16,Bus,8,11.2,39,3.89,4.2,Thu,0,Rain
T000058,Route_10,Subway,14,12.2,35,3.87,5.8,Sun,0,Snow
T000059,Route_9,Subway,4,24.4,41,4.05,4.6,Mon,0,Clear
T000060,Route_6,Tram,15,24.6,31,3.77,8.0,Fri,0,Clear
T000061,Route_8,Train,18,32.3,24,12.67,2.6,Wed,0,Rain
T000062,Route_2,Bus,8,36.6,28,14.2,9.1,Fri,0,Snow
T000063,Route_2,Train,6,8.3,20,7.88,0.7,Sat,0,Clear
T000064,Route_12,Tram,19,41.1,20,5.62,1.7,Mon,0,Clear
T000065,Route_5,Bus,5,15.0,26,10.82,3.1,Sat,0,Clear
T000066,Route_7,Train,12,42.9,30,14.07,3.3,Sun,0,Snow
T000067,Route_10,Subway,19,38.8,31,8.06,6.2,Mon,0,Clear
T000068,Route_20,Bus,7,23.5,33,7.4,1.7,Thu,1,Rain
T000069,Route_14,Bus,9,26.4,43,6.24,6.3,Mon,0,Rain
T000070,Route_19,Subway,3,5.3,35,9.46,11.4,Tue,0,Rain
T000071,Route_12,Tram,10,3.0,28,14.31,6.6,Mon,0,Rain
T000072,Route_18,Tram,10,32.4,28,13.08,3.5,Fri,0,Rain
T000073,Route_19,Train,3,5.6,23,12.06,14.8,Sun,0,Rain
T000074,Route_13,Ferry,4,28.4,27,12.08,1.9,Sat,0,Rain
T000075,Route_16,Ferry,18,42.9,19,14.82,3.3,Tue,0,Rain
T000076,Route_9,Train,13,29.3,27,14.03,0.4,Sun,1,Rain
T000077,Route_19,Subway,0,21.9,43,2.16,1.4,Thu,0,Rain
T000078,Route_8,Subway,2,27.1,18,4.96,12.0,Thu,0,Clear
T000079,Route_10,Tram,3,40.8,22,1.8,3.6,Fri,0,Clear
T000080,Route_5,Subway,9,31.5,29,6.35,2.0,Thu,0,Clear
T000081,Route_10,Bus,2,16.5,31,2.64,1.7,Tue,0,Rain
T000082,Route_6,Ferry,8,4.2,32,9.01,1.9,Wed,0,Clear
T000083,Route_4,Tram,4,36.2,35,13.75,1.7,Fri,0,Clear
T000084,Route_15,Ferry,7,30.5,31,12.36,3.9,Thu,0,Clear
T000085,Route_11,Subway,9,13.2,28,10.97,0.0,Fri,0,Clear
T000086,Route_6,Train,9,3.2,33,10.61,9.7,Tue,0,Clear
T000087,Route_6,Tram,20,2.2,25,3.47,0.4,Thu,0,Snow
T000088,Route_17,Subway,8,4.7,25,2.98,0.1,Thu,0,Clear
T000089,Route_4,Tram,6,2.0,25,13.97,0.5,Thu,0,Clear
T000090,Route_15,Ferry,3,10.4,27,1.77,0.2,Thu,0,Clear
T000091,Route_6,Tram,0,41.6,26,11.11,3.5,Tue,0,Clear
T000092,Route_2,Tram,21,24.7,35,7.24,3.4,Tue,0,Clear
T000093,Route_10,Bus,20,15.2,21,1.98,1.0,Sun,0,Clear
T000094,Route_12,Ferry,16,40.2,25,9.4,9.5,Tue,0,Clear
T000095,Route_8,Subway,22,6.7,30,8.86,3.0,Fri,0,Clear
T000096,Route_5,Subway,20,11.7,36,10.66,13.9,Sat,1,Fog
T000097,Route_9,Subway,11,34.9,31,5.72,9.3,Thu,0,Clear
T000098,Route_3,Tram,12,33.5,23,1.63,12.7,Wed,0,Rain
T000099,Route_3,Ferry,12,31.5,24,13.82,2.4,Fri,0,Rain
T000100,Route_9,Tram,15,14.8,46,2.12,13.5,Fri,0,Rain
T000101,Route_4,Subway,3,8.2,37,3.57,8.5,Wed,0,Clear
T000102,Route_4,Tram,10,18.2,21,7.62,12.7,Fri,0,Rain
T000103,Route_9,Train,1,21.1,35,7.29,9.2,Wed,0,Rain
T000104,Route_9,Subway,22,30.4,23,14.23,6.7,Fri,0,Fog
T000105,Route_14,Tram,1,27.0,39,8.57,5.0,Fri,0,Clear
T000106,Route_10,Tram,16,27.2,38,11.35,0.9,Tue,0,Rain
T000107,Route_4,Ferry,11,24.2,31,3.93,2.0,Wed,1,Snow
T000108,Route_5,Subway,19,42.7,29,2.91,2.6,Fri,0,Clear
T000109,Route_1,Tram,13,34.4,25,13.27,0.9,Mon,0,Rain
T000110,Route_3,Ferry,4,40.4,28,9.87,1.6,Mon,0,Rain
T000111,Route_16,Bus,9,41.9,27,14.76,4.2,Sun,0,Rain
T000112,Route_10,Ferry,7,43.1,24,4.46,0.8,Mon,0,Clear
T000113,Route_17,Tram,12,25.6,27,7.05,2.2,Thu,0,Clear
T000114,Route_16,Ferry,20,35.3,27,7.93,7.0,Mon,0,Clear
T000115,Route_20,Subway,11,25.0,27,7.47,8.0,Tue,0,Clear
T000116,Route_9,Subway,15,19.7,26,13.54,5.8,Tue,0,Fog
T000117,Route_8,Tram,21,8.0,24,10.26,0.5,Fri,0,Clear
T000118,Route_11,Bus,14,12.7,32,4.68,10.2,Sat,1,Snow
T000119,Route_7,Ferry,2,18.9,21,13.06,1.1,Mon,1,Clear
T000120,Route_12,Bus,11,24.8,25,4.32,5.4,Wed,1,Rain
T000121,Route_11,Subway,4,16.9,34,6.23,1.3,Fri,0,Clear
T000122,Route_5,Bus,13,11.6,38,3.87,0.4,Wed,0,Clear
T000123,Route_1,Subway,14,3.8,29,3.12,4.6,Sat,0,Snow
T000124,Route_2,Ferry,14,28.3,18,10.79,0.3,Thu,1,Clear
T000125,Route_20,Ferry,17,19.3,27,12.75,2.6,Thu,0,Clear
T000126,Route_2,Ferry,6,17.7,23,14.9,7.2,Sun,0,Snow
T000127,Route_7,Ferry,21,31.9,29,6.32,13.5,Fri,0,Clear
T000128,Route_16,Train,11,38.2,21,5.51,1.4,Fri,0,Clear
T000129,Route_14,Bus,12,24.2,27,9.2,7.7,Thu,0,Clear
T000130,Route_3,Bus,15,20.7,25,14.91,12.3,Sun,0,Rain
T000131,Route_10,Ferry,19,16.8,31,4.15,0.8,Sun,0,Rain
T000132,Route_19,Ferry,19,24.1,28,6.04,19.4,Thu,0,Rain
T000133,Route_19,Train,5,20.6,39,12.15,5.5,Mon,0,Clear
T000134,Route_14,Bus,20,23.9,27,4.48,8.1,Fri,0,Snow
T000135,Route_20,Ferry,7,24.1,27,8.37,0.5,Sat,0,Rain
T000136,Route_7,Ferry,1,37.6,27,6.28,3.0,Tue,0,Clear
T000137,Route_1,Subway,5,16.3,34,9.6,4.8,Tue,0,Clear
T000138,Route_3,Ferry,2,29.5,32,9.69,2.2,Sat,0,Rain
T000139,Route_1,Tram,22,22.6,39,8.48,8.5,Mon,0,Clear
T000140,Route_16,Subway,15,17.8,24,10.71,1.4,Mon,0,Fog
T000141,Route_3,Tram,21,12.5,26,2.34,2.5,Thu,0,Clear
T000142,Route_3,Bus,1,36.7,34,13.04,5.5,Sun,0,Rain
T000143,Route_12,Tram,9,27.9,24,2.89,0.1,Thu,0,Snow
T000144,Route_9,Subway,10,38.2,28,7.47,9.3,Tue,0,Clear
T000145,Route_1,Train,18,42.0,31,12.73,3.0,Mon,0,Clear
T000146,Route_4,Bus,14,42.5,26,7.22,0.8,Mon,0,Rain
T000147,Route_15,Bus,21,40.9,32,8.6,1.1,Tue,0,Clear
T000148,Route_16,Bus,22,31.7,28,9.79,6.8,Fri,0,Snow
T000149,Route_8,Tram,8,25.8,34,2.67,2.1,Fri,0,Rain
T000150,Route_18,Ferry,13,5.8,43,3.4,12.9,Sat,0,Snow
T000151,Route_1,Bus,12,39.1,28,13.69,7.8,Sat,0,Snow
T000152,Route_17,Tram,6,35.4,25,5.88,3.9,Wed,0,Clear
T000153,Route_8,Bus,1,6.3,17,10.9,3.5,Tue,0,Clear
T000154,Route_7,Ferry,13,10.9,37,8.48,4.3,Mon,0,Clear
T000155,Route_5,Tram,2,14.5,27,12.77,5.0,Sat,0,Clear
T000156,Route_11,Train,7,38.8,33,10.55,1.0,Tue,0,Rain
T000157,Route_18,Subway,9,40.2,37,4.88,6.6,Thu,0,Rain
T000158,Route_9,Tram,8,35.9,47,6.49,10.2,Sat,0,Clear
T000159,Route_2,Subway,4,22.8,33,14.27,4.0,Fri,0,Rain
T000160,Route_13,Ferry,1,9.3,25,5.64,0.2,Thu,0,Clear
T000161,Route_3,Subway,11,26.0,28,3.06,2.1,Tue,1,Snow
T000162,Route_17,Bus,16,43.7,39,11.64,2.3,Tue,0,Clear
T000163,Route_18,Tram,11,15.4,33,4.43,9.1,Sun,0,Clear
T000164,Route_16,Ferry,12,8.1,28,11.69,2.9,Tue,0,Clear
T000165,Route_3,Tram,16,25.7,33,7.35,0.8,Tue,1,Rain
T000166,Route_13,Bus,11,0.6,34,11.64,14.6,Mon,0,Rain
T000167,Route_12,Ferry,4,6.0,32,1.9,4.1,Mon,0,Snow
T000168,Route_11,Subway,8,2.1,29,3.43,19.6,Sat,0,Clear
T000169,Route_11,Train,12,15.7,31,9.36,1.8,Sat,0,Snow
T000170,Route_5,Train,1,32.0,32,1.66,11.0,Sun,0,Clear
T000171,Route_9,Ferry,7,34.9,22,10.89,0.0,Wed,0,Clear
T000172,Route_5,Train,18,29.6,32,9.32,0.9,Mon,0,Rain
T000173,Route_19,Ferry,4,15.5,27,4.36,4.0,Mon,0,Fog
T000174,Route_20,Bus,13,43.4,26,5.58,8.1,Thu,0,Clear
T000175,Route_11,Tram,19,8.7,20,14.28,3.4,Tue,0,Clear
T000176,Route_5,Train,11,41.7,27,10.25,5.0,Wed,0,Clear
T000177,Route_20,Ferry,12,4.2,23,2.46,2.9,Fri,0,Rain
T000178,Route_6,Subway,13,20.7,38,14.86,6.4,Sat,0,Clear
T000179,Route_14,Subway,9,13.5,24,8.64,2.7,Thu,0,Clear
T000180,Route_11,Tram,11,34.3,28,13.36,3.2,Mon,0,Clear
T000181,Route_16,Tram,12,42.1,27,3.97,1.6,Sun,0,Clear
T000182,Route_9,Ferry,2,13.5,27,3.58,15.3,Tue,0,Clear
T000183,Route_7,Bus,11,36.2,37,8.56,0.3,Tue,0,Clear
T000184,Route_15,Subway,12,37.3,28,2.64,0.2,Fri,0,Clear
T000185,Route_1,Subway,8,26.0,31,12.25,3.2,Tue,0,Clear
T000186,Route_7,Tram,18,39.9,36,9.62,4.0,Sat,0,Snow
T000187,Route_2,Bus,4,35.7,31,12.84,1.0,Mon,0,Rain
T000188,Route_8,Tram,20,6.9,21,6.59,0.9,Thu,0,Clear
T000189,Route_11,Bus,16,41.5,34,3.08,11.0,Sun,0,Clear
T000190,Route_2,Ferry,13,19.9,34,5.63,3.7,Tue,0,Rain
T000191,Route_8,Bus,22,21.3,21,11.43,6.6,Mon,0,Fog
T000192,Route_12,Train,22,10.5,21,12.43,1.7,Sat,0,Clear
T000193,Route_14,Bus,19,29.1,22,9.86,7.8,Sun,0,Clear
T000194,Route_16,Ferry,20,32.8,38,1.92,1.6,Tue,1,Rain
T000195,Route_4,Bus,4,35.9,25,9.23,3.7,Wed,0,Clear
T000196,Route_11,Train,9,32.4,29,6.03,1.7,Thu,0,Clear
T000197,Route_6,Tram,7,3.2,32,7.22,15.5,Tue,0,Rain
T000198,Route_8,Tram,18,7.3,29,12.82,1.6,Fri,0,Snow
T000199,Route_9,Train,15,8.0,28,1.91,1.9,Thu,0,Clear
T000200,Route_16,Train,1,27.6,37,3.43,0.6,Sun,0,Rain
T000201,Route_20,Train,10,15.9,23,10.46,0.1,Thu,0,Clear
T000202,Route_7,Train,1,42.2,28,4.4,15.0,Sat,0,Clear
T000203,Route_4,Tram,6,23.6,24,6.59,0.1,Sun,0,Clear
T000204,Route_9,Subway,15,20.1,36,10.38,0.4,Fri,0,Rain
T000205,Route_19,Ferry,16,29.5,33,14.58,3.5,Sat,0,Clear
T000206,Route_2,Bus,5,44.9,30,12.14,2.7,Thu,0,Clear
T000207,Route_17,Tram,1,21.5,36,8.76,0.8,Tue,1,Clear
T000208,Route_14,Tram,19,39.1,23,14.92,2.5,Sun,0,Clear
T000209,Route_18,Bus,14,43.9,28,4.41,17.2,Wed,0,Rain
T000210,Route_20,Bus,20,20.0,28,14.99,7.9,Sun,0,Clear
T000211,Route_4,Tram,4,42.6,39,5.94,0.0,Sun,0,Rain
T000212,Route_19,Ferry,5,9.2,25,13.0,4.7,Sun,0,Clear
T000213,Route_10,Ferry,21,41.9,28,3.35,3.6,Wed,0,Snow
T000214,Route_13,Subway,2,24.0,27,9.58,0.1,Tue,0,Clear
T000215,Route_19,Subway,20,5.0,31,12.49,13.0,Mon,1,Clear
T000216,Route_16,Ferry,0,2.7,29,7.48,0.5,Tue,0,Clear
T000217,Route_12,Ferry,12,7.9,25,6.79,0.4,Thu,0,Clear
T000218,Route_13,Train,21,34.6,32,2.66,2.7,Sun,0,Clear
T000219,Route_18,Ferry,20,15.4,28,12.91,3.7,Tue,0,Clear
T000220,Route_20,Train,15,8.9,38,3.89,2.4,Sun,0,Rain
T000221,Route_12,Ferry,3,32.7,41,1.94,3.7,Sat,0,Clear
T000222,Route_5,Tram,0,1.1,27,5.72,1.0,Tue,1,Clear
T000223,Route_12,Tram,1,14.9,26,11.83,4.9,Mon,0,Clear
T000224,Route_18,Tram,2,5.7,23,2.42,11.3,Sun,0,Rain
T000225,Route_20,Bus,22,34.8,38,4.92,1.3,Tue,0,Clear
T000226,Route_8,Bus,14,21.1,28,2.55,9.1,Sun,0,Clear
T000227,Route_17,Bus,7,12.9,42,2.38,8.7,Mon,0,Rain
T000228,Route_2,Train,6,44.6,28,11.63,20.1,Fri,0,Clear
T000229,Route_16,Train,5,3.1,21,5.47,4.7,Mon,0,Rain
T000230,Route_9,Subway,8,39.8,37,6.3,5.0,Sun,0,Rain
T000231,Route_8,Train,5,41.1,34,8.28,2.7,Sat,0,Rain
T000232,Route_16,Ferry,20,38.8,34,2.44,0.3,Fri,1,Fog
T000233,Route_19,Train,13,29.6,22,13.21,3.9,Tue,0,Clear
T000234,Route_14,Subway,20,12.3,25,10.38,18.5,Sat,0,Fog
T000235,Route_19,Train,17,5.1,24,9.34,9.2,Fri,0,Clear
T000236,Route_7,Tram,8,3.8,22,1.56,13.3,Wed,0,Snow
T000237,Route_20,Subway,19,18.6,32,4.09,8.4,Wed,0,Clear
T000238,Route_3,Train,11,31.4,26,8.79,9.3,Fri,0,Clear
T000239,Route_18,Tram,0,9.3,30,12.04,5.9,Sat,0,Snow
T000240,Route_11,Ferry,3,11.4,29,5.97,2.6,Thu,0,Snow
T000241,Route_15,Subway,5,38.8,40,14.06,5.8,Fri,0,Clear
T000242,Route_5,Ferry,17,12.2,24,14.12,0.1,Wed,0,Clear
T000243,Route_18,Ferry,3,24.7,36,8.04,3.0,Fri,0,Snow
T000244,Route_3,Ferry,7,42.1,20,3.81,10.2,Wed,1,Clear
T000245,Route_11,Train,22,5.9,36,14.51,0.9,Fri,1,Clear
T000246,Route_1,Bus,19,25.3,39,12.82,10.3,Mon,0,Clear
T000247,Route_15,Ferry,17,33.1,25,12.77,4.3,Mon,0,Clear
T000248,Route_16,Subway,11,12.4,27,7.62,3.2,Wed,0,Clear
T000249,Route_5,Bus,17,20.3,37,3.45,3.3,Mon,0,Clear
T000250,Route_19,Tram,18,5.3,34,7.43,0.9,Mon,0,Clear
T000251,Route_2,Ferry,19,11.0,24,2.1,0.1,Mon,0,Clear
T000252,Route_2,Subway,17,6.8,25,7.38,3.3,Wed,0,Rain
T000253,Route_4,Bus,1,43.4,20,9.07,1.1,Tue,1,Clear
T000254,Route_7,Tram,10,20.9,28,3.2,2.9,Wed,0,Rain
T000255,Route_19,Subway,9,1.3,38,1.82,0.4,Thu,0,Clear
T000256,Route_5,Subway,6,24.8,32,3.58,1.7,Wed,0,Clear
T000257,Route_17,Train,18,30.4,27,13.91,0.4,Mon,1,Rain
T000258,Route_10,Tram,7,35.0,42,8.78,3.3,Thu,0,Clear
T000259,Route_16,Ferry,9,24.7,38,6.58,8.0,Tue,0,Rain
T000260,Route_17,Subway,19,36.2,30,4.21,0.4,Mon,0,Clear
T000261,Route_2,Tram,9,42.7,30,8.53,2.6,Thu,0,Rain
T000262,Route_2,Tram,22,8.0,30,1.83,2.1,Mon,0,Rain
T000263,Route_1,Tram,10,44.4,39,13.71,10.4,Mon,0,Rain
T000264,Route_20,Subway,3,15.5,28,8.84,8.2,Tue,0,Rain
T000265,Route_13,Ferry,10,33.9,35,2.18,5.2,Sat,0,Clear
T000266,Route_13,Bus,12,35.2,22,8.63,5.4,Sat,0,Clear
T000267,Route_17,Bus,2,12.3,36,1.98,0.4,Wed,0,Clear
T000268,Route_17,Train,16,31.1,30,4.93,3.9,Thu,0,Rain
T000269,Route_5,Tram,0,34.9,32,13.85,6.6,Thu,1,Clear
T000270,Route_3,Subway,11,11.8,31,8.05,10.0,Sat,0,Clear
T000271,Route_11,Tram,4,7.3,26,7.62,2.0,Fri,0,Rain
T000272,Route_11,Train,22,40.6,34,9.45,0.6,Sun,0,Clear
T000273,Route_18,Train,16,18.2,38,10.5,2.7,Tue,0,Clear
T000274,Route_18,Subway,6,26.9,23,8.44,17.6,Sun,0,Clear
T000275,Route_11,Subway,20,0.6,23,14.02,4.1,Wed,0,Rain
T000276,Route_5,Ferry,1,25.9,27,7.41,0.6,Mon,0,Snow
T000277,Route_4,Bus,13,10.8,28,2.82,7.1,Tue,0,Rain
T000278,Route_15,Ferry,11,13.7,23,6.67,3.9,Fri,1,Clear
T000279,Route_15,Tram,9,39.7,23,4.35,6.6,Fri,1,Clear
T000280,Route_10,Tram,8,9.4,31,9.42,4.6,Tue,0,Clear
T000281,Route_20,Ferry,6,10.3,29,14.82,10.1,Tue,0,Clear
T000282,Route_4,Subway,14,19.5,25,11.22,7.5,Tue,0,Clear
T000283,Route_7,Ferry,18,31.4,30,6.59,1.2,Wed,0,Clear
T000284,Route_12,Train,19,30.4,29,10.95,13.6,Fri,0,Clear
T000285,Route_3,Tram,5,5.3,37,10.94,26.5,Thu,0,Clear
T000286,Route_19,Ferry,20,2.3,35,5.45,4.2,Fri,0,Rain
T000287,Route_17,Subway,5,31.2,21,2.53,4.0,Sun,0,Clear
T000288,Route_16,Subway,18,16.0,40,3.01,5.2,Wed,0,Clear
T000289,Route_9,Train,19,19.5,31,6.02,2.2,Fri,0,Clear
T000290,Route_17,Ferry,1,7.9,26,5.78,3.2,Tue,0,Clear
T000291,Route_4,Tram,4,16.3,34,9.73,4.9,Sun,0,Snow
T000292,Route_4,Bus,2,1.2,26,11.82,1.3,Mon,0,Clear
T000293,Route_10,Tram,12,24.0,27,9.56,3.8,Fri,1,Clear
T000294,Route_10,Tram,6,8.9,26,3.07,1.5,Fri,0,Rain
T000295,Route_4,Bus,22,41.8,27,10.66,8.4,Tue,0,Clear
T000296,Route_1,Train,10,31.9,31,9.54,0.4,Mon,0,Rain
T000297,Route_19,Bus,9,34.6,29,7.76,4.4,Wed,0,Rain
T000298,Route_20,Tram,9,41.2,34,4.3,2.4,Tue,0,Clear
T000299,Route_2,Ferry,4,44.8,37,5.7,1.6,Thu,0,Snow
T000300,Route_19,Ferry,12,12.6,28,14.09,3.2,Fri,0,Snow
T000301,Route_8,Subway,4,14.5,24,3.51,2.8,Wed,0,Clear
T000302,Route_19,Ferry,20,6.6,24,11.2,1.1,Mon,0,Clear
T000303,Route_8,Tram,9,22.2,20,3.39,3.3,Fri,1,Rain
T000304,Route_17,Ferry,10,19.9,34,2.82,6.4,Mon,0,Rain
T000305,Route_10,Subway,9,30.9,23,12.84,0.3,Wed,0,Clear
T000306,Route_11,Ferry,13,18.9,47,2.08,2.3,Sat,0,Clear
T000307,Route_9,Subway,9,25.1,32,14.15,18.7,Thu,1,Clear
T000308,Route_9,Ferry,21,39.2,18,4.89,3.5,Tue,0,Snow
T000309,Route_14,Bus,21,24.7,38,3.92,0.3,Sun,0,Clear
T000310,Route_17,Tram,13,16.8,31,8.66,4.5,Wed,0,Clear
T000311,Route_9,Train,11,29.5,31,3.11,8.4,Thu,0,Clear
T000312,Route_7,Ferry,8,22.3,30,10.52,1.7,Sun,0,Snow
T000313,Route_16,Bus,21,13.0,36,5.78,1.5,Thu,0,Snow
T000314,Route_10,Bus,10,38.6,24,3.94,0.4,Mon,0,Clear
T000315,Route_17,Subway,12,21.6,25,12.96,10.3,Thu,0,Clear
T000316,Route_16,Ferry,5,9.8,20,7.26,3.0,Tue,0,Clear
T000317,Route_11,Bus,3,13.5,26,8.06,17.7,Wed,0,Clear
T000318,Route_17,Tram,21,29.9,34,7.11,3.1,Tue,0,Clear
T000319,Route_15,Subway,21,2.8,29,3.19,2.7,Tue,0,Rain
T000320,Route_13,Train,0,24.5,39,2.59,6.2,Thu,1,Clear
T000321,Route_2,Bus,3,31.6,25,13.56,3.8,Sat,0,Clear
T000322,Route_4,Train,6,22.5,37,2.8,6.0,Sun,0,Rain
T000323,Route_3,Subway,4,32.1,24,6.99,5.1,Sun,0,Clear
T000324,Route_5,Subway,7,28.6,27,12.79,5.4,Fri,0,Rain
T000325,Route_13,Tram,18,26.7,32,6.86,2.7,Tue,0,Clear
T000326,Route_20,Subway,5,22.9,21,3.93,22.0,Fri,1,Rain
T000327,Route_11,Ferry,14,34.0,29,4.84,7.9,Tue,0,Clear
T000328,Route_16,Subway,18,41.0,28,6.72,3.8,Thu,0,Clear
T000329,Route_12,Ferry,6,32.3,35,13.47,2.5,Sun,0,Rain
T000330,Route_17,Bus,20,39.3,28,6.73,2.7,Wed,0,Clear
T000331,Route_15,Ferry,18,38.1,41,14.71,0.5,Fri,0,Clear
T000332,Route_9,Tram,21,11.0,25,12.35,5.6,Thu,0,Clear
T000333,Route_10,Subway,20,10.7,31,8.45,3.6,Tue,0,Clear
T000334,Route_9,Subway,5,40.3,32,9.72,5.8,Wed,0,Rain
T000335,Route_13,Subway,15,13.0,30,2.75,1.9,Wed,0,Clear
T000336,Route_15,Bus,22,31.6,27,5.74,2.0,Fri,0,Clear
T000337,Route_4,Subway,22,23.5,39,10.7,3.6,Tue,0,Snow
T000338,Route_10,Train,2,2.9,32,6.67,2.8,Thu,0,Snow
T000339,Route_10,Train,10,2.1,35,13.63,5.0,Sun,0,Snow
T000340,Route_6,Tram,2,40.8,32,4.38,0.7,Thu,0,Clear
T000341,Route_6,Subway,19,27.9,26,6.03,12.0,Sun,0,Clear
T000342,Route_13,Ferry,13,13.8,24,12.93,2.0,Tue,0,Clear
T000343,Route_14,Tram,9,21.1,26,5.73,2.1,Fri,0,Clear
T000344,Route_16,Bus,22,38.3,33,8.38,13.8,Sat,0,Snow
T000345,Route_1,Subway,6,31.2,29,6.02,7.2,Thu,0,Clear
T000346,Route_3,Subway,13,37.6,24,14.17,0.5,Wed,0,Clear
T000347,Route_1,Train,21,6.5,33,6.18,11.7,Wed,0,Rain
T000348,Route_18,Tram,20,31.2,33,9.76,6.3,Wed,0,Clear
T000349,Route_6,Train,13,4.1,34,9.67,1.9,Wed,0,Rain
T000350,Route_13,Train,15,9.1,33,11.71,3.1,Wed,0,Rain
T000351,Route_7,Bus,17,5.2,26,5.88,0.6,Sun,0,Rain
T000352,Route_9,Tram,12,40.5,24,9.36,3.3,Sat,1,Rain
T000353,Route_4,Tram,4,2.3,24,11.32,1.3,Tue,0,Fog
T000354,Route_3,Ferry,7,11.0,31,3.35,0.0,Sat,0,Rain
T000355,Route_1,Tram,22,21.8,29,11.53,2.3,Sat,0,Rain
