trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition
T000070,Route_6,Ferry,10,35.6,34,14.93,0.2,Thu,0,Clear
T000071,Route_8,Train,15,27.4,32,10.3,1.4,Thu,0,Clear
T000072,Route_12,Train,0,21.2,34,7.61,3.9,Tue,0,Clear
T000073,Route_3,Subway,10,30.4,33,13.23,2.3,Sun,0,Clear
T000074,Route_5,Bus,7,38.0,38,5.74,12.2,Fri,0,Clear
T000075,Route_15,Tram,17,7.2,27,5.54,3.5,Wed,0,Rain
T000076,Route_3,Subway,3,31.7,31,14.26,2.2,Thu,0,Rain
T000077,Route_9,Tram,13,24.5,30,11.48,0.6,Wed,0,Clear
T000078,Route_7,Tram,19,2.9,30,12.71,0.6,Wed,0,Clear
T000079,Route_19,Train,15,26.9,35,7.99,1.9,Sat,0,Snow
T000080,Route_13,Train,7,20.8,27,12.04,1.1,Mon,0,Rain
T000081,Route_19,Tram,6,30.0,29,4.44,5.5,Sat,0,Clear
T000082,Route_14,Subway,6,11.2,25,12.08,3.3,Wed,0,Rain
T000083,Route_20,Tram,2,5.3,28,2.51,1.8,Sat,0,Rain
T000084,Route_1,Subway,15,44.1,34,7.67,10.3,Sun,1,Clear
T000085,Route_17,Tram,11,40.8,36,10.21,12.4,Mon,0,Snow
T000086,Route_17,Subway,20,9.5,23,6.04,3.9,Fri,0,Rain
T000087,Route_5,Tram,19,16.7,34,7.01,7.2,Fri,1,Snow
T000088,Route_18,Train,16,39.8,26,13.8,2.9,Tue,0,Clear
T000089,Route_6,Subway,9,10.6,20,2.25,3.1,Thu,0,Snow
T000090,Route_1,Train,3,16.8,40,7.5,1.2,Thu,0,Clear
T000091,Route_9,Bus,14,7.9,24,1.65,2.4,Mon,0,Clear
T000092,Route_7,Ferry,17,35.9,29,1.63,0.6,Wed,0,Clear
T000093,Route_12,Bus,11,22.6,30,2.18,2.5,Sat,0,Clear
T000094,Route_3,Train,4,43.3,26,7.44,1.9,Wed,0,Rain
T000095,Route_1,Bus,12,38.6,28,12.03,0.7,Sun,0,Clear
T000096,Route_10,Tram,17,5.2,32,9.22,3.1,Thu,0,Clear
T000097,Route_6,Train,3,12.7,36,7.71,0.7,Tue,0,Rain
T000098,Route_5,Tram,17,7.9,23,2.88,1.7,Fri,0,Clear
T000099,Route_10,Train,21,8.9,34,11.34,2.8,Tue,0,Rain
T000100,Route_20,Subway,0,22.0,23,12.44,6.3,Sun,0,Clear
T000101,Route_18,Train,21,6.6,22,6.75,4.7,Mon,0,Clear
T000102,Route_5,Bus,7,1.1,29,13.29,0.6,Tue,0,Clear
T000103,Route_9,Tram,12,0.7,25,7.2,2.3,Fri,0,Clear
T000104,Route_20,Ferry,5,18.1,35,9.84,2.2,Thu,0,Fog
T000105,Route_19,Train,0,2.7,24,11.35,2.3,Thu,0,Clear
T000106,Route_5,Subway,18,16.5,34,1.92,2.7,Tue,0,Clear
T000107,Route_16,Train,22,24.8,30,5.22,1.8,Thu,0,Clear
T000108,Route_7,Bus,2,13.5,38,11.71,6.1,Mon,0,Rain
T000109,Route_2,Train,17,23.8,27,4.51,8.9,Sat,0,Rain
T000110,Route_6,Bus,5,26.7,29,4.36,2.1,Thu,0,Clear
T000111,Route_1,Ferry,22,21.5,32,4.43,2.2,Sat,0,Clear
T000112,Route_20,Train,15,2.1,24,2.1,6.6,Mon,0,Rain
T000113,Route_1,Subway,8,40.4,32,4.83,2.1,Sat,0,Clear
T000114,Route_14,Tram,14,40.1,32,8.47,0.2,Mon,0,Rain
T000115,Route_19,Ferry,6,16.8,31,9.77,2.2,Fri,1,Clear
T000116,Route_1,Bus,18,22.3,26,13.57,1.3,Wed,0,Rain
T000117,Route_4,Subway,5,16.9,28,1.88,2.4,Sun,0,Rain
T000118,Route_15,Train,10,3.1,35,2.46,2.3,Tue,0,Rain
T000119,Route_8,Bus,15,22.9,32,4.77,3.8,Tue,0,Snow
T000120,Route_18,Bus,13,42.2,24,11.79,6.8,Fri,0,Rain
T000121,Route_9,Tram,2,33.9,29,9.1,8.1,Wed,1,Clear
T000122,Route_9,Train,2,33.6,39,9.57,7.4,Tue,0,Clear
T000123,Route_15,Subway,2,1.9,30,8.61,0.0,Sat,0,Rain
T000124,Route_2,Train,4,40.6,28,2.11,2.1,Tue,0,Clear
T000125,Route_18,Ferry,19,1.7,28,10.18,3.6,Tue,0,Clear
T000126,Route_16,Subway,9,10.6,21,14.8,2.1,Mon,1,Rain
T000127,Route_9,Tram,5,0.6,29,13.18,3.3,Fri,0,Snow
T000128,Route_17,Tram,2,16.6,30,5.13,4.2,Tue,0,Fog
T000129,Route_5,Ferry,16,42.8,27,6.61,8.6,Mon,1,Rain
T000130,Route_5,Tram,14,18.8,28,8.47,8.7,Mon,0,Rain
T000131,Route_1,Ferry,16,36.6,29,9.58,5.0,Wed,0,Clear
T000132,Route_8,Bus,8,6.5,39,2.09,4.7,Wed,1,Clear
T000133,Route_16,Train,9,35.9,31,13.33,4.9,Sat,0,Clear
T000134,Route_20,Tram,17,26.0,22,8.07,12.7,Thu,0,Clear
T000135,Route_4,Subway,12,28.6,36,3.09,6.6,Mon,0,Clear
T000136,Route_7,Subway,14,5.4,29,10.9,1.1,Mon,0,Rain
T000137,Route_18,Train,9,6.6,32,14.65,3.0,Mon,0,Rain
T000138,Route_13,Train,6,27.4,29,1.85,5.4,Thu,0,Clear
T000139,Route_17,Subway,9,42.2,27,2.53,9.0,Thu,0,Snow
T000140,Route_7,Bus,14,8.2,35,8.42,1.1,Thu,0,Rain
T000141,Route_4,Subway,6,3.5,36,9.01,0.4,Tue,1,Rain
T000142,Route_5,Subway,5,10.8,29,13.58,17.4,Sat,0,Clear
T000143,Route_14,Train,10,18.3,35,9.26,3.0,Mon,1,Snow
T000144,Route_12,Tram,17,37.6,38,6.82,4.8,Thu,0,Clear
T000145,Route_8,Ferry,6,3.1,24,12.26,1.7,Tue,0,Clear
T000146,Route_10,Tram,9,13.1,29,7.5,2.4,Tue,0,Rain
T000147,Route_7,Train,13,32.8,27,1.62,2.6,Tue,0,Snow
T000148,Route_9,Subway,13,23.2,30,9.44,5.5,Thu,0,Fog
T000149,Route_6,Ferry,1,32.1,20,9.7,6.3,Fri,0,Clear
T000150,Route_16,Ferry,22,44.4,27,7.04,5.3,Fri,0,Clear
T000151,Route_6,Bus,2,10.1,28,5.48,1.7,Sun,0,Rain
T000152,Route_11,Bus,17,16.7,28,11.35,0.1,Thu,0,Rain
T000153,Route_12,Bus,13,44.7,26,3.92,2.3,Fri,0,Rain
T000154,Route_14,Bus,16,40.7,28,14.11,9.5,Thu,0,Snow
T000155,Route_4,Tram,5,24.9,21,10.03,11.9,Sat,0,Clear
T000156,Route_3,Bus,19,24.2,29,11.68,2.7,Sat,0,Clear
T000157,Route_14,Ferry,22,23.1,34,14.35,8.6,Tue,0,Clear
T000158,Route_5,Ferry,18,42.9,34,8.11,2.4,Tue,0,Snow
T000159,Route_15,Bus,14,22.8,24,6.33,4.3,Fri,0,Clear
T000160,Route_6,Tram,17,26.9,21,6.06,2.1,Thu,0,Clear
T000161,Route_4,Bus,1,31.1,26,1.73,3.4,Thu,0,Clear
T000162,Route_3,Bus,1,39.1,32,11.58,5.4,Sat,0,Snow
T000163,Route_3,Train,19,19.8,25,8.37,12.3,Fri,0,Clear
T000164,Route_10,Ferry,9,20.9,30,7.38,8.7,Thu,0,Snow
T000165,Route_16,Tram,10,35.9,24,7.29,1.6,Wed,0,Clear
T000166,Route_3,Bus,21,29.6,32,3.72,6.8,Fri,0,Clear
T000167,Route_14,Subway,18,19.7,18,7.43,1.8,Fri,0,Rain
T000168,Route_6,Ferry,13,20.3,28,8.52,10.6,Thu,1,Rain
T000169,Route_18,Train,8,41.6,19,8.9,2.0,Sat,0,Rain
T000170,Route_6,Ferry,0,21.0,28,4.73,8.3,Fri,0,Clear
T000171,Route_4,Ferry,13,29.0,39,7.86,4.9,Wed,0,Snow
T000172,Route_10,Ferry,5,4.7,28,2.44,5.6,Wed,0,Rain
T000173,Route_19,Subway,15,22.0,26,4.56,6.1,Sun,0,Clear
T000174,Route_4,Train,16,2.7,24,14.09,1.8,Wed,0,Rain
T000175,Route_17,Subway,20,14.0,22,6.5,0.5,Mon,1,Clear
T000176,Route_3,Ferry,7,15.5,29,13.75,1.1,Fri,0,Fog
T000177,Route_10,Bus,20,25.9,27,3.44,9.5,Wed,0,Clear
T000178,Route_20,Tram,6,18.5,32,4.63,0.5,Sun,0,Fog
T000179,Route_17,Train,14,22.7,27,13.84,0.2,Wed,0,Rain
T000180,Route_19,Tram,16,20.0,35,4.12,1.7,Mon,0,Clear
T000181,Route_15,Bus,15,41.4,27,7.65,0.1,Fri,0,Clear
T000182,Route_2,Subway,5,25.9,25,3.33,3.9,Wed,0,Clear
T000183,Route_6,Ferry,0,24.2,28,13.95,6.4,Wed,0,Clear
T000184,Route_14,Ferry,2,15.7,35,10.8,6.3,Thu,0,Clear
T000185,Route_11,Ferry,2,10.0,44,4.19,0.4,Thu,0,Rain
T000186,Route_14,Tram,0,18.9,26,2.98,5.6,Fri,0,Snow
T000187,Route_15,Train,4,43.6,33,7.24,11.0,Sun,0,Rain
T000188,Route_16,Bus,1,33.4,33,11.24,2.5,Sun,0,Rain
T000189,Route_3,Ferry,1,27.4,32,12.41,5.0,Fri,0,Clear
T000190,Route_6,Bus,18,3.5,27,13.92,3.8,Wed,1,Clear
T000191,Route_3,Ferry,8,14.4,28,7.38,16.4,Mon,0,Clear
T000192,Route_18,Tram,13,12.6,37,1.78,16.0,Mon,0,Clear
T000193,Route_5,Bus,7,6.8,33,11.7,3.4,Fri,0,Rain
T000194,Route_3,Subway,14,11.8,23,14.26,5.3,Thu,0,Rain
T000195,Route_7,Ferry,7,3.2,40,2.19,7.3,Sun,0,Clear
T000196,Route_13,Bus,8,37.5,22,3.72,1.0,Mon,0,Clear
T000197,Route_10,Subway,0,44.0,32,12.81,10.0,Sat,0,Clear
T000198,Route_2,Train,0,33.6,43,4.17,0.1,Fri,0,Clear
T000199,Route_20,Subway,22,6.1,44,7.17,1.4,Thu,0,Rain
T000200,Route_5,Bus,20,43.9,38,8.62,1.4,Thu,0,Snow
T000201,Route_20,Ferry,4,39.4,28,3.54,3.9,Mon,0,Clear
T000202,Route_14,Subway,8,39.5,23,3.22,0.7,Fri,0,Clear
T000203,Route_20,Tram,17,36.9,33,10.6,11.9,Wed,0,Clear
T000204,Route_11,Train,20,12.1,28,8.21,5.0,Tue,0,Clear
T000205,Route_4,Train,7,27.1,23,14.1,3.2,Tue,1,Clear
T000206,Route_10,Ferry,12,22.2,32,11.17,2.1,Wed,0,Clear
T000207,Route_12,Tram,17,11.2,27,5.24,3.9,Sun,0,Rain
T000208,Route_6,Subway,15,5.2,42,6.42,4.3,Mon,0,Clear
T000209,Route_9,Subway,20,13.9,22,13.81,1.3,Sun,0,Clear
T000210,Route_5,Train,1,28.1,31,1.83,8.9,Thu,0,Clear
T000211,Route_15,Subway,22,38.9,28,13.58,10.4,Sun,0,Snow
T000212,Route_6,Train,17,1.2,29,12.69,0.3,Sat,0,Rain
T000213,Route_10,Subway,15,41.1,33,6.25,1.4,Sat,1,Clear
T000214,Route_13,Tram,13,28.6,32,11.94,16.8,Mon,0,Clear
T000215,Route_12,Bus,4,24.8,29,14.52,7.8,Thu,0,Rain
T000216,Route_2,Bus,10,17.2,28,2.61,6.1,Sat,0,Clear
T000217,Route_12,Ferry,19,11.1,38,9.66,4.5,Tue,0,Clear
T000218,Route_6,Bus,7,29.4,32,6.51,2.1,Tue,0,Clear
T000219,Route_8,Bus,20,36.4,43,12.15,8.0,Tue,0,Clear
T000220,Route_12,Tram,14,14.7,32,7.76,0.1,Mon,0,Clear
T000221,Route_7,Ferry,3,40.3,25,1.74,1.6,Thu,0,Clear
T000222,Route_8,Bus,9,13.4,27,10.89,1.7,Tue,0,Clear
T000223,Route_7,Ferry,9,12.1,32,4.38,4.8,Fri,0,Rain
T000224,Route_6,Ferry,11,11.1,32,12.97,1.0,Sat,0,Clear
T000225,Route_14,Bus,4,11.7,28,11.8,2.4,Fri,0,Clear
T000226,Route_13,Train,12,23.8,41,10.8,4.7,Wed,0,Rain
T000227,Route_6,Subway,5,22.3,30,2.07,1.2,Sat,0,Clear
T000228,Route_14,Bus,21,26.3,30,2.17,6.6,Thu,0,Rain
T000229,Route_13,Ferry,20,10.8,27,7.15,5.6,Tue,0,Clear
T000230,Route_17,Train,6,30.7,35,1.79,2.4,Mon,0,Clear
T000231,Route_11,Train,4,13.4,37,10.57,10.0,Tue,0,Snow
T000232,Route_13,Ferry,14,20.0,34,8.12,3.1,Mon,1,Clear
T000233,Route_15,Subway,18,1.6,28,12.1,3.4,Sat,0,Clear
T000234,Route_8,Bus,9,17.8,19,3.54,0.2,Sat,0,Clear
T000235,Route_16,Bus,11,34.2,30,10.51,0.4,Wed,0,Snow
T000236,Route_14,Train,16,42.4,24,2.59,5.3,Tue,1,Clear
T000237,Route_5,Ferry,12,12.3,32,9.3,16.4,Sun,0,Rain
T000238,Route_12,Ferry,12,9.1,40,12.98,4.6,Tue,1,Clear
T000239,Route_12,Bus,5,40.4,36,11.4,6.7,Mon,0,Rain
T000240,Route_1,Bus,12,43.7,27,12.53,2.2,Tue,0,Snow
T000241,Route_6,Tram,0,37.6,31,10.5,8.3,Sat,0,Snow
T000242,Route_8,Bus,15,4.3,33,10.9,22.9,Fri,0,Snow
T000243,Route_18,Tram,13,30.3,32,14.57,0.6,Wed,0,Snow
T000244,Route_13,Subway,5,16.4,24,1.81,1.8,Wed,0,Clear
T000245,Route_10,Subway,2,14.5,40,7.15,3.4,Mon,0,Clear
T000246,Route_20,Ferry,16,10.7,27,10.62,0.9,Wed,0,Clear
T000247,Route_3,Train,13,16.4,37,6.33,0.0,Fri,0,Rain
T000248,Route_5,Subway,14,15.5,28,13.94,2.4,Wed,0,Fog
T000249,Route_12,Train,22,39.7,30,12.91,9.5,Mon,0,Rain
T000250,Route_16,Train,9,20.5,31,13.32,4.6,Wed,0,Clear
T000251,Route_13,Train,4,40.5,29,5.09,2.2,Wed,0,Clear
T000252,Route_3,Tram,7,17.1,24,11.54,0.3,Sun,0,Clear
T000253,Route_5,Bus,13,22.5,34,11.81,2.2,Sat,0,Clear
T000254,Route_10,Ferry,21,2.7,27,4.63,3.0,Mon,0,Clear
T000255,Route_6,Bus,11,35.3,32,12.59,0.6,Mon,0,Rain
T000256,Route_1,Train,8,24.4,27,2.91,1.5,Wed,0,Snow
T000257,Route_1,Tram,6,43.5,43,4.22,0.0,Tue,0,Clear
T000258,Route_20,Train,3,10.8,35,10.06,0.7,Wed,0,Clear
T000259,Route_4,Tram,7,6.9,27,6.18,2.8,Sun,0,Clear
T000260,Route_10,Subway,5,1.6,29,8.01,1.2,Sat,0,Clear
T000261,Route_16,Subway,21,26.9,38,2.34,0.8,Sat,0,Clear
T000262,Route_4,Train,14,1.5,40,8.4,17.6,Mon,0,Clear
T000263,Route_4,Bus,6,12.8,36,11.22,2.3,Thu,1,Clear
T000264,Route_8,Bus,14,6.9,30,1.77,2.3,Wed,0,Clear
T000265,Route_20,Train,8,15.9,31,14.5,1.2,Fri,0,Clear
T000266,Route_13,Bus,0,33.0,32,11.72,8.9,Thu,0,Clear
T000267,Route_16,Tram,15,20.4,20,2.81,6.9,Sun,0,Snow
T000268,Route_9,Subway,19,43.1,32,9.82,2.1,Fri,0,Clear
T000269,Route_10,Bus,3,7.8,26,14.62,10.5,Wed,0,Clear
T000270,Route_5,Tram,14,40.4,31,3.12,11.8,Thu,0,Clear
T000271,Route_19,Subway,11,27.3,25,11.8,2.2,Sat,0,Clear
T000272,Route_2,Ferry,17,11.6,29,5.53,0.3,Thu,1,Snow
T000273,Route_19,Tram,2,43.6,29,13.39,6.6,Wed,0,Clear
T000274,Route_18,Train,7,22.9,26,5.84,2.1,Thu,0,Clear
T000275,Route_8,Bus,10,14.4,35,2.68,2.1,Fri,0,Clear
T000276,Route_1,Train,13,35.2,20,3.8,6.2,Thu,0,Rain
T000277,Route_20,Subway,3,14.0,26,9.64,9.2,Tue,0,Rain
T000278,Route_5,Bus,21,28.1,30,2.08,0.4,Fri,0,Clear
T000279,Route_19,Ferry,13,37.0,22,10.94,4.3,Thu,0,Clear
T000280,Route_1,Tram,3,9.6,30,14.34,5.8,Mon,0,Clear
T000281,Route_11,Train,2,11.8,29,14.17,1.8,Sun,0,Clear
T000282,Route_4,Ferry,6,27.2,25,14.74,7.2,Wed,0,Clear
T000283,Route_17,Bus,22,20.0,26,12.95,0.4,Mon,1,Clear
T000284,Route_2,Train,3,27.7,22,10.51,4.6,Sat,0,Fog
T000285,Route_11,Subway,6,14.6,29,1.68,0.4,Tue,0,Clear
T000286,Route_4,Tram,17,38.6,28,13.68,1.6,Sat,0,Clear
T000287,Route_15,Subway,6,34.9,31,10.06,3.0,Wed,0,Clear
T000288,Route_4,Tram,10,15.3,31,7.23,4.2,Fri,0,Clear
T000289,Route_11,Bus,20,3.2,37,8.94,2.7,Sun,0,Rain
T000290,Route_8,Subway,10,37.3,24,10.83,0.5,Fri,0,Clear
T000291,Route_17,Tram,5,42.4,45,4.59,6.5,Sat,0,Clear
T000292,Route_3,Subway,8,18.3,20,6.37,7.0,Tue,0,Rain
T000293,Route_18,Train,15,29.4,28,6.35,14.8,Tue,0,Snow
T000294,Route_5,Tram,11,23.4,28,9.7,0.1,Sun,0,Clear
T000295,Route_10,Train,20,5.2,27,11.49,0.9,Thu,0,Clear
T000296,Route_14,Bus,22,28.4,28,14.27,12.2,Sun,0,Clear
T000297,Route_19,Bus,7,7.9,32,10.15,4.1,Thu,0,Clear
T000298,Route_14,Bus,6,14.5,26,2.35,0.8,Mon,0,Clear
T000299,Route_7,Tram,22,42.2,32,14.53,3.8,Tue,0,Snow
T000300,Route_16,Bus,13,29.9,31,2.41,1.8,Sat,0,Clear
T000301,Route_4,Tram,7,37.0,26,12.12,0.2,Sun,1,Snow
T000302,Route_15,Subway,3,20.6,29,8.53,3.5,Tue,0,Rain
T000303,Route_6,Tram,5,6.0,22,14.57,0.5,Fri,0,Clear
T000304,Route_7,Tram,14,17.2,24,10.19,7.2,Sun,0,Clear
T000305,Route_11,Tram,16,25.1,29,14.35,6.8,Fri,0,Rain
T000306,Route_1,Ferry,7,42.0,32,8.57,3.1,Fri,0,Clear
T000307,Route_20,Train,10,24.7,26,14.59,1.7,Fri,0,Clear
T000308,Route_20,Subway,6,17.4,35,12.54,5.0,Sat,0,Rain
T000309,Route_13,Train,20,43.1,20,14.78,2.9,Mon,0,Rain
T000310,Route_14,Train,16,33.3,32,10.66,3.2,Sat,0,Clear
T000311,Route_11,Subway,19,17.4,21,6.02,4.5,Wed,1,Snow
T000312,Route_20,Ferry,21,20.6,33,14.96,3.5,Fri,0,Clear
T000313,Route_14,Tram,17,13.1,34,12.48,7.1,Thu,0,Snow
T000314,Route_6,Tram,18,2.8,20,9.31,6.5,Thu,0,Rain
T000315,Route_14,Bus,19,9.6,32,11.96,0.9,Fri,0,Clear
T000316,Route_5,Tram,14,19.7,28,10.45,4.2,Fri,0,Snow
T000317,Route_10,Subway,8,33.3,26,14.93,2.4,Fri,0,Fog
T000318,Route_13,Ferry,12,33.0,25,13.52,17.3,Sat,0,Clear
T000319,Route_16,Subway,6,9.4,32,2.46,1.9,Thu,1,Clear
T000320,Route_5,Bus,10,27.8,31,12.53,6.2,Sat,0,Rain
T000321,Route_10,Bus,6,27.9,26,7.25,6.8,Sat,1,Clear
T000322,Route_12,Subway,4,28.8,32,7.97,3.4,Wed,0,Rain
T000323,Route_11,Ferry,0,6.3,25,10.15,1.6,Wed,0,Rain
T000324,Route_13,Train,19,31.0,35,9.62,2.9,Wed,0,Clear
T000325,Route_14,Tram,21,33.3,30,5.39,1.2,Wed,0,Clear
T000326,Route_10,Subway,21,19.0,31,11.95,0.4,Fri,0,Clear
T000327,Route_1,Tram,8,43.6,37,10.92,1.8,Mon,0,Clear
T000328,Route_20,Ferry,19,21.2,27,3.75,3.1,Mon,0,Clear
T000329,Route_20,Bus,16,42.5,31,9.3,4.9,Fri,0,Clear
T000330,Route_18,Bus,13,20.2,28,12.43,5.2,Wed,0,Clear
T000331,Route_17,Bus,10,3.6,26,1.62,0.9,Fri,0,Clear
T000332,Route_16,Tram,14,7.4,32,6.08,6.3,Mon,0,Rain
T000333,Route_9,Subway,6,43.1,30,9.29,1.4,Sat,0,Fog
T000334,Route_15,Train,0,23.3,23,7.74,3.1,Thu,0,Rain
T000335,Route_14,Subway,8,14.0,27,2.97,5.4,Fri,0,Rain
T000336,Route_1,Bus,3,34.2,41,8.56,7.3,Tue,0,Clear
T000337,Route_11,Train,8,26.6,24,12.17,0.8,Mon,0,Clear
T000338,Route_9,Ferry,18,44.3,37,9.8,2.2,Fri,0,Clear
T000339,Route_10,Tram,9,12.1,31,12.61,4.6,Fri,0,Clear
T000340,Route_2,Ferry,21,44.4,32,13.34,3.6,Thu,0,Clear
T000341,Route_18,Bus,12,10.0,27,4.51,11.3,Thu,0,Clear
T000342,Route_13,Ferry,18,0.5,27,8.02,12.9,Fri,0,Clear
T000343,Route_10,Subway,12,32.9,29,11.95,0.7,Fri,0,Clear
T000344,Route_9,Ferry,3,12.3,29,3.95,5.2,Fri,0,Clear
T000345,Route_1,Train,14,39.4,38,8.44,6.7,Thu,0,Clear
T000346,Route_5,Bus,19,33.9,29,10.38,5.5,Thu,0,Clear
T000347,Route_19,Ferry,5,20.0,32,13.75,0.0,Fri,0,Rain
T000348,Route_20,Bus,4,20.9,33,12.22,0.8,Fri,0,Clear
T000349,Route_18,Train,16,26.0,30,5.52,10.2,Fri,1,Clear
T000350,Route_17,Train,12,6.8,35,8.86,6.3,Sat,0,Clear
T000351,Route_16,Bus,22,11.7,38,9.47,6.7,Tue,0,Clear
T000352,Route_20,Subway,7,30.5,34,10.07,3.2,Mon,1,Rain
T000353,Route_20,Train,19,9.1,21,2.08,8.2,Sat,0,Rain
T000354,Route_10,Bus,9,9.5,28,8.76,6.2,Fri,0,Fog
T000355,Route_19,Bus,22,42.2,32,5.2,2.8,Fri,0,Clear
T000356,Route_11,Subway,4,42.9,38,3.02,5.8,Wed,0,Rain
