machine_id,machine_type,timestamp,temperature_c,vibration_mm_s,pressure_bar,rpm,power_consumption_kw,noise_db,humidity_pct,is_failure,failure_within_24h,failure_within_7d
MACHINE_001,Compressor,2024-01-02 15:00:00,48.45,1.767,103.4,1975.4,16.67,61.9,69.0,0,0,0
MACHINE_001,Compressor,2024-01-02 16:00:00,49.35,1.857,101.18,2012.3,21.45,83.7,59.0,0,0,0
MACHINE_001,Compressor,2024-01-02 17:00:00,50.07,1.656,103.65,1996.9,24.75,63.8,53.8,0,0,0
MACHINE_001,Compressor,2024-01-02 18:00:00,48.44,1.793,103.89,2003.4,23.9,81.2,39.9,0,0,0
MACHINE_001,Compressor,2024-01-02 19:00:00,45.93,1.723,101.39,1996.4,15.41,79.3,50.8,0,0,0
MACHINE_001,Compressor,2024-01-02 20:00:00,52.79,1.845,105.81,2029.9,9.26,63.4,30.6,0,0,0
MACHINE_001,Compressor,2024-01-02 21:00:00,45.21,1.814,104.47,1959.1,12.93,75.6,64.5,0,0,0
MACHINE_001,Compressor,2024-01-02 22:00:00,45.26,1.664,97.67,2000.7,9.8,61.9,35.2,0,0,0
MACHINE_001,Compressor,2024-01-02 23:00:00,46.47,1.718,110.04,1996.1,8.85,61.0,36.8,0,0,0
MACHINE_001,Compressor,2024-01-03 00:00:00,48.45,1.566,109.77,2003.2,20.99,75.7,33.3,0,0,0
MACHINE_001,Compressor,2024-01-03 01:00:00,50.37,1.608,102.23,1977.9,17.37,69.2,48.5,0,0,0
MACHINE_001,Compressor,2024-01-03 02:00:00,49.82,1.701,103.49,1983.4,9.85,66.7,45.1,0,0,0
MACHINE_001,Compressor,2024-01-03 03:00:00,46.55,1.604,104.53,2020.7,20.78,72.5,33.5,0,0,0
MACHINE_001,Compressor,2024-01-03 04:00:00,51.71,1.723,101.25,1974.8,16.42,68.9,69.5,0,0,0
MACHINE_001,Compressor,2024-01-03 05:00:00,47.95,1.646,102.73,1994.2,8.47,82.4,33.2,0,0,0
MACHINE_001,Compressor,2024-01-03 06:00:00,49.21,1.665,102.14,2017.6,18.37,83.2,52.3,0,0,0
MACHINE_001,Compressor,2024-01-03 07:00:00,50.53,1.593,104.71,1947.7,7.3,75.3,41.5,0,0,0
MACHINE_001,Compressor,2024-01-03 08:00:00,48.54,1.548,101.29,1994.8,24.8,68.1,62.4,0,0,0
MACHINE_001,Compressor,2024-01-03 09:00:00,50.88,1.747,98.56,1981.8,21.61,84.1,35.0,0,0,0
MACHINE_001,Compressor,2024-01-03 10:00:00,48.84,1.654,104.89,1994.3,8.27,64.1,62.6,0,0,0
MACHINE_001,Compressor,2024-01-03 11:00:00,44.25,1.706,103.12,2028.5,14.25,67.5,59.9,0,0,0
MACHINE_001,Compressor,2024-01-03 12:00:00,49.32,1.648,104.58,2017.9,23.8,75.7,43.4,0,0,0
MACHINE_001,Compressor,2024-01-03 13:00:00,49.69,1.794,102.41,2010.6,9.97,78.6,31.3,0,0,0
MACHINE_001,Compressor,2024-01-03 14:00:00,49.63,1.703,103.06,1982.9,8.0,65.7,58.9,0,0,0
MACHINE_001,Compressor,2024-01-03 15:00:00,51.44,1.77,100.7,1992.2,16.67,70.0,48.5,0,0,0
MACHINE_001,Compressor,2024-01-03 16:00:00,49.23,1.557,104.2,2017.0,23.45,77.7,36.1,0,0,0
MACHINE_001,Compressor,2024-01-03 17:00:00,45.99,1.858,103.6,2018.1,24.7,81.0,35.0,0,0,0
MACHINE_001,Compressor,2024-01-03 18:00:00,48.78,1.779,103.4,1994.0,5.09,68.3,45.9,0,0,0
MACHINE_001,Compressor,2024-01-03 19:00:00,48.21,1.732,99.37,1997.3,7.82,64.4,49.9,0,0,0
MACHINE_001,Compressor,2024-01-03 20:00:00,48.21,1.739,103.07,1980.4,24.94,72.6,53.8,0,0,0
MACHINE_001,Compressor,2024-01-03 21:00:00,47.1,1.737,111.58,1980.4,20.51,71.3,51.0,0,0,0
MACHINE_001,Compressor,2024-01-03 22:00:00,51.16,1.462,99.65,1986.9,13.17,60.6,36.2,0,0,0
MACHINE_001,Compressor,2024-01-03 23:00:00,48.49,1.673,104.17,1999.9,18.05,66.0,34.0,0,0,0
MACHINE_001,Compressor,2024-01-04 00:00:00,50.09,1.714,100.63,2014.8,22.93,60.3,33.4,0,0,0
MACHINE_001,Compressor,2024-01-04 01:00:00,45.33,1.846,100.15,1986.2,16.81,66.7,55.0,0,0,0
MACHINE_001,Compressor,2024-01-04 02:00:00,44.5,1.839,102.24,2010.5,14.75,82.4,62.0,0,0,0
MACHINE_001,Compressor,2024-01-04 03:00:00,52.98,1.737,100.01,2004.5,5.37,82.9,34.7,0,0,0
MACHINE_001,Compressor,2024-01-04 04:00:00,49.49,1.499,104.64,2022.2,18.3,64.4,66.6,0,0,0
MACHINE_001,Compressor,2024-01-04 05:00:00,49.44,1.433,102.83,2006.5,9.91,69.7,41.5,0,0,0
MACHINE_001,Compressor,2024-01-04 06:00:00,46.72,1.775,105.35,2006.2,9.3,60.8,40.5,0,0,0
MACHINE_001,Compressor,2024-01-04 07:00:00,48.66,1.604,102.82,2007.3,19.56,72.4,57.5,0,0,0
MACHINE_001,Compressor,2024-01-04 08:00:00,50.08,1.613,105.74,1971.1,6.83,82.9,35.5,0,0,0
MACHINE_001,Compressor,2024-01-04 09:00:00,46.03,1.647,106.32,2014.9,18.85,81.2,40.0,0,0,0
MACHINE_001,Compressor,2024-01-04 10:00:00,49.53,1.69,100.63,2023.6,24.42,83.6,49.0,0,0,0
MACHINE_001,Compressor,2024-01-04 11:00:00,47.74,1.758,99.66,2012.5,6.54,77.4,43.6,0,0,0
MACHINE_001,Compressor,2024-01-04 12:00:00,48.29,1.626,106.97,1972.8,17.32,65.8,31.0,0,0,0
MACHINE_001,Compressor,2024-01-04 13:00:00,50.1,1.674,107.54,1988.8,14.6,75.7,64.9,0,0,0
MACHINE_001,Compressor,2024-01-04 14:00:00,47.78,1.815,102.61,1996.9,10.74,67.4,39.3,0,0,0
MACHINE_001,Compressor,2024-01-04 15:00:00,44.8,1.549,103.38,1986.0,23.89,71.7,54.5,0,0,0
MACHINE_001,Compressor,2024-01-04 16:00:00,49.0,1.719,101.96,1991.9,8.73,79.5,44.0,0,0,0
MACHINE_001,Compressor,2024-01-04 17:00:00,47.92,1.552,104.9,1995.0,9.48,73.4,53.7,0,0,0
MACHINE_001,Compressor,2024-01-04 18:00:00,47.44,1.631,104.73,2009.2,16.02,62.2,46.3,0,0,0
MACHINE_001,Compressor,2024-01-04 19:00:00,50.44,1.574,105.96,1981.3,22.02,72.4,49.2,0,0,0
MACHINE_001,Compressor,2024-01-04 20:00:00,47.69,1.774,105.63,1995.3,18.17,81.3,64.7,0,0,0
MACHINE_001,Compressor,2024-01-04 21:00:00,49.67,1.755,101.93,2012.1,22.44,60.7,63.0,0,0,0
MACHINE_001,Compressor,2024-01-04 22:00:00,51.08,1.588,103.96,2028.1,10.74,75.4,69.2,0,0,0
MACHINE_001,Compressor,2024-01-04 23:00:00,50.18,1.535,104.67,1994.5,24.26,68.5,55.3,0,0,0
MACHINE_001,Compressor,2024-01-05 00:00:00,47.78,1.689,104.27,1988.5,17.42,61.1,64.9,0,0,0
MACHINE_001,Compressor,2024-01-05 01:00:00,49.4,1.617,103.48,1961.8,18.67,71.1,40.9,0,0,0
MACHINE_001,Compressor,2024-01-05 02:00:00,45.77,1.45,100.81,2016.7,18.61,76.4,40.9,0,0,0
MACHINE_001,Compressor,2024-01-05 03:00:00,48.22,1.555,100.19,2035.7,24.68,70.2,65.8,0,0,0
MACHINE_001,Compressor,2024-01-05 04:00:00,46.17,1.814,104.9,2011.6,21.9,79.0,55.0,0,0,0
MACHINE_001,Compressor,2024-01-05 05:00:00,51.17,1.719,105.0,1987.4,9.01,72.3,32.6,0,0,0
MACHINE_001,Compressor,2024-01-05 06:00:00,50.35,1.604,102.52,1954.0,10.83,77.4,64.4,0,0,0
MACHINE_001,Compressor,2024-01-05 07:00:00,48.62,1.612,111.08,2002.0,16.19,60.2,43.1,0,0,0
MACHINE_001,Compressor,2024-01-05 08:00:00,48.17,1.601,100.87,1996.9,18.79,80.0,38.0,0,0,0
MACHINE_001,Compressor,2024-01-05 09:00:00,49.22,1.59,109.31,2009.7,19.28,80.0,43.6,0,0,0
MACHINE_001,Compressor,2024-01-05 10:00:00,51.3,1.689,109.08,2006.5,6.21,66.2,36.4,0,0,0
MACHINE_001,Compressor,2024-01-05 11:00:00,46.61,1.617,112.77,2000.6,9.57,84.9,69.0,0,0,0
MACHINE_001,Compressor,2024-01-05 12:00:00,49.9,1.567,103.1,1969.1,19.54,78.6,47.0,0,0,0
MACHINE_001,Compressor,2024-01-05 13:00:00,45.55,1.87,98.98,1991.0,23.25,65.3,54.9,0,0,0
MACHINE_001,Compressor,2024-01-05 14:00:00,47.42,1.709,102.22,1989.1,8.62,81.4,49.7,0,0,0
MACHINE_001,Compressor,2024-01-05 15:00:00,48.36,1.776,100.41,2008.9,24.39,66.5,56.3,0,0,0
MACHINE_001,Compressor,2024-01-05 16:00:00,47.73,1.704,104.1,1976.8,21.58,70.8,39.9,0,0,0
MACHINE_001,Compressor,2024-01-05 17:00:00,46.99,1.722,106.42,2026.9,21.88,80.1,53.4,0,0,0
MACHINE_001,Compressor,2024-01-05 18:00:00,48.15,1.65,106.06,2003.5,7.44,71.3,67.4,0,0,0
MACHINE_001,Compressor,2024-01-05 19:00:00,47.49,1.67,104.29,2011.5,14.09,72.9,49.6,0,0,0
MACHINE_001,Compressor,2024-01-05 20:00:00,50.89,1.566,102.0,2040.8,8.54,77.3,63.5,0,0,0
MACHINE_001,Compressor,2024-01-05 21:00:00,48.61,1.87,102.53,2003.8,18.79,76.9,38.6,0,0,0
MACHINE_001,Compressor,2024-01-05 22:00:00,51.94,1.555,103.68,2009.1,20.65,74.2,59.5,0,0,0
MACHINE_001,Compressor,2024-01-05 23:00:00,45.3,1.576,106.04,2015.2,21.36,63.0,51.8,0,0,0
MACHINE_001,Compressor,2024-01-06 00:00:00,46.48,1.526,100.9,1959.4,12.47,65.7,32.9,0,0,0
MACHINE_001,Compressor,2024-01-06 01:00:00,50.85,1.823,104.05,2025.0,5.51,68.5,45.2,0,0,0
MACHINE_001,Compressor,2024-01-06 02:00:00,50.71,1.914,105.66,2019.6,5.36,64.9,30.3,0,0,0
MACHINE_001,Compressor,2024-01-06 03:00:00,48.16,1.709,103.31,2013.6,14.72,66.4,41.4,0,0,0
MACHINE_001,Compressor,2024-01-06 04:00:00,49.03,1.809,100.91,2021.3,7.44,64.5,57.2,0,0,0
MACHINE_001,Compressor,2024-01-06 05:00:00,52.36,1.692,108.07,2001.0,5.87,75.8,68.1,0,0,0
MACHINE_001,Compressor,2024-01-06 06:00:00,48.77,1.674,99.67,2037.5,23.0,68.8,39.5,0,0,0
MACHINE_001,Compressor,2024-01-06 07:00:00,50.27,1.613,104.59,1986.9,16.73,64.2,59.5,0,0,0
MACHINE_001,Compressor,2024-01-06 08:00:00,48.3,1.657,106.77,2046.7,12.82,74.9,49.9,0,0,0
MACHINE_001,Compressor,2024-01-06 09:00:00,49.5,1.592,106.8,2024.6,7.57,62.6,59.0,0,0,0
MACHINE_001,Compressor,2024-01-06 10:00:00,47.91,1.649,102.13,1982.2,12.1,61.7,50.8,0,0,0
MACHINE_001,Compressor,2024-01-06 11:00:00,47.43,1.74,105.26,2044.9,11.66,76.7,69.8,0,0,0
MACHINE_001,Compressor,2024-01-06 12:00:00,52.01,1.711,105.55,2004.0,18.8,65.0,51.4,0,0,0
MACHINE_001,Compressor,2024-01-06 13:00:00,51.84,1.639,102.27,1974.4,24.85,83.2,51.6,0,0,0
MACHINE_001,Compressor,2024-01-06 14:00:00,53.31,1.709,104.27,1999.4,19.17,60.9,42.1,0,0,0
MACHINE_001,Compressor,2024-01-06 15:00:00,47.26,1.646,101.33,1970.5,17.01,72.9,66.8,0,0,0
MACHINE_001,Compressor,2024-01-06 16:00:00,48.83,1.66,104.68,2008.9,11.09,62.0,46.1,0,0,0
MACHINE_001,Compressor,2024-01-06 17:00:00,46.6,1.801,103.2,2006.5,23.46,72.2,54.3,0,0,0
MACHINE_001,Compressor,2024-01-06 18:00:00,48.69,1.538,102.05,1998.8,7.7,84.1,52.0,0,0,0
MACHINE_001,Compressor,2024-01-06 19:00:00,45.06,1.605,104.72,1986.6,17.39,76.3,36.1,0,0,0
MACHINE_001,Compressor,2024-01-06 20:00:00,48.24,1.819,104.32,1995.8,9.78,63.6,34.9,0,0,0
MACHINE_001,Compressor,2024-01-06 21:00:00,49.27,1.607,99.27,2020.7,15.54,70.7,35.2,0,0,0
MACHINE_001,Compressor,2024-01-06 22:00:00,45.93,1.647,105.5,2017.7,5.22,70.4,49.3,0,0,0
MACHINE_001,Compressor,2024-01-06 23:00:00,50.39,1.59,100.89,2001.9,14.09,81.1,33.9,0,0,0
MACHINE_001,Compressor,2024-01-07 00:00:00,47.78,1.581,99.76,1970.2,20.7,82.3,68.2,0,0,0
MACHINE_001,Compressor,2024-01-07 01:00:00,50.95,1.557,103.61,2020.9,18.19,82.4,55.5,0,0,0
MACHINE_001,Compressor,2024-01-07 02:00:00,48.73,1.594,109.91,2005.2,6.7,77.9,32.9,0,0,0
MACHINE_001,Compressor,2024-01-07 03:00:00,47.06,1.799,105.91,2025.7,8.48,62.5,56.4,0,0,0
MACHINE_001,Compressor,2024-01-07 04:00:00,50.66,1.594,102.91,1997.5,20.49,76.1,51.2,0,0,0
MACHINE_001,Compressor,2024-01-07 05:00:00,51.58,1.849,101.31,2009.7,23.56,65.6,44.9,0,0,0
MACHINE_001,Compressor,2024-01-07 06:00:00,52.78,1.559,103.21,1997.0,17.92,67.1,62.6,0,0,0
MACHINE_001,Compressor,2024-01-07 07:00:00,50.34,1.588,106.54,2017.2,8.55,73.6,69.4,0,0,0
MACHINE_001,Compressor,2024-01-07 08:00:00,49.47,1.604,107.59,2002.9,15.84,74.8,50.3,0,0,0
MACHINE_001,Compressor,2024-01-07 09:00:00,52.29,1.732,102.01,2012.1,5.19,66.2,59.1,0,0,0
MACHINE_001,Compressor,2024-01-07 10:00:00,48.25,1.584,108.88,2010.4,8.76,68.9,61.4,0,0,0
MACHINE_001,Compressor,2024-01-07 11:00:00,45.77,1.559,101.42,1960.6,22.72,74.8,45.7,0,0,0
MACHINE_001,Compressor,2024-01-07 12:00:00,45.62,1.796,102.22,2053.7,6.3,74.5,52.5,0,0,0
MACHINE_001,Compressor,2024-01-07 13:00:00,51.93,1.765,103.85,2028.7,6.17,68.4,61.4,0,0,0
MACHINE_001,Compressor,2024-01-07 14:00:00,48.85,1.817,101.72,1965.2,9.41,75.0,59.4,0,0,0
MACHINE_001,Compressor,2024-01-07 15:00:00,49.05,1.727,102.83,2007.7,21.8,69.6,52.9,0,0,0
MACHINE_001,Compressor,2024-01-07 16:00:00,47.69,1.558,104.3,1967.1,23.81,66.5,47.2,0,0,0
MACHINE_001,Compressor,2024-01-07 17:00:00,47.93,1.71,100.54,2001.5,19.56,72.4,47.5,0,0,0
MACHINE_001,Compressor,2024-01-07 18:00:00,47.46,1.716,106.17,2027.0,6.38,61.4,41.3,0,0,0
MACHINE_001,Compressor,2024-01-07 19:00:00,49.38,1.647,102.96,2033.9,6.31,72.2,31.3,0,0,0
MACHINE_001,Compressor,2024-01-07 20:00:00,43.82,1.758,104.07,2012.8,6.05,70.5,40.4,0,0,0
MACHINE_001,Compressor,2024-01-07 21:00:00,46.45,1.726,104.11,2009.5,7.28,63.8,39.0,0,0,0
MACHINE_001,Compressor,2024-01-07 22:00:00,49.07,1.784,105.16,2016.4,19.16,73.6,33.3,0,0,0
MACHINE_001,Compressor,2024-01-07 23:00:00,46.14,1.664,102.53,2042.7,18.02,73.6,32.5,0,0,0
MACHINE_001,Compressor,2024-01-08 00:00:00,48.3,1.807,101.94,1986.5,11.6,78.9,50.8,0,0,0
MACHINE_001,Compressor,2024-01-08 01:00:00,47.95,1.721,103.69,1987.8,15.77,72.4,34.2,0,0,0
MACHINE_001,Compressor,2024-01-08 02:00:00,47.82,1.784,104.21,1973.7,20.86,74.4,55.4,0,0,0
MACHINE_001,Compressor,2024-01-08 03:00:00,50.2,1.65,106.82,2015.6,22.14,82.7,41.1,0,0,0
MACHINE_001,Compressor,2024-01-08 04:00:00,48.0,1.629,101.01,2011.0,17.31,62.1,65.3,0,0,0
MACHINE_001,Compressor,2024-01-08 05:00:00,49.71,1.67,107.32,2031.1,22.64,70.7,36.5,0,0,0
MACHINE_001,Compressor,2024-01-08 06:00:00,51.04,1.928,104.46,1995.4,22.16,80.5,51.6,0,0,0
MACHINE_001,Compressor,2024-01-08 07:00:00,48.06,1.474,103.6,1957.7,11.7,64.3,58.5,0,0,0
MACHINE_001,Compressor,2024-01-08 08:00:00,48.19,1.633,108.72,1996.1,17.42,68.8,63.7,0,0,0
MACHINE_001,Compressor,2024-01-08 09:00:00,48.74,1.683,107.46,1980.1,8.5,81.4,39.1,0,0,0
MACHINE_001,Compressor,2024-01-08 10:00:00,50.41,1.535,100.87,1988.9,11.08,76.3,67.5,0,0,0
MACHINE_001,Compressor,2024-01-08 11:00:00,50.12,1.736,104.69,2015.5,7.22,71.2,48.4,0,0,0
MACHINE_001,Compressor,2024-01-08 12:00:00,44.32,1.754,102.27,2000.7,23.36,67.0,64.3,0,0,0
MACHINE_001,Compressor,2024-01-08 13:00:00,49.06,1.701,106.54,1992.0,22.46,62.8,58.1,0,0,0
MACHINE_001,Compressor,2024-01-08 14:00:00,48.22,1.635,106.27,1970.2,11.0,78.6,31.9,0,0,0
MACHINE_001,Compressor,2024-01-08 15:00:00,49.53,1.759,106.08,1989.5,16.66,84.9,64.2,0,0,0
MACHINE_001,Compressor,2024-01-08 16:00:00,46.81,1.693,106.8,2012.5,16.44,72.9,47.2,0,0,0
MACHINE_001,Compressor,2024-01-08 17:00:00,51.62,1.634,110.19,1980.2,16.83,77.6,39.5,0,0,0
MACHINE_001,Compressor,2024-01-08 18:00:00,48.18,1.585,104.24,2013.5,15.13,75.9,32.8,0,0,0
MACHINE_001,Compressor,2024-01-08 19:00:00,47.79,1.449,103.21,1961.1,17.22,67.0,38.3,0,0,0
MACHINE_001,Compressor,2024-01-08 20:00:00,48.05,1.594,98.25,2004.8,12.94,62.2,54.7,0,0,0
MACHINE_001,Compressor,2024-01-08 21:00:00,48.88,1.453,102.68,1989.4,13.44,70.3,66.3,0,0,0
MACHINE_001,Compressor,2024-01-08 22:00:00,45.51,1.759,102.42,2005.4,6.19,75.1,57.5,0,0,0
MACHINE_001,Compressor,2024-01-08 23:00:00,47.0,1.449,108.44,1992.7,6.6,68.9,67.7,0,0,0
MACHINE_001,Compressor,2024-01-09 00:00:00,46.49,1.811,106.0,2007.2,22.47,78.1,34.8,0,0,0
MACHINE_001,Compressor,2024-01-09 01:00:00,48.79,1.595,98.78,1989.6,16.54,61.1,34.9,0,0,0
MACHINE_001,Compressor,2024-01-09 02:00:00,51.2,1.583,101.94,2038.0,10.51,67.7,61.6,0,0,0
MACHINE_001,Compressor,2024-01-09 03:00:00,49.72,1.718,98.42,1988.6,12.42,75.0,58.2,0,0,0
MACHINE_001,Compressor,2024-01-09 04:00:00,46.49,1.628,102.95,2018.1,5.51,76.1,55.5,0,0,0
MACHINE_001,Compressor,2024-01-09 05:00:00,48.37,1.598,98.99,2027.9,24.76,71.4,57.5,0,0,0
MACHINE_001,Compressor,2024-01-09 06:00:00,47.72,1.668,102.56,2000.3,12.76,64.0,30.9,0,0,0
MACHINE_001,Compressor,2024-01-09 07:00:00,45.06,1.634,103.59,2007.1,17.06,80.7,69.4,0,0,0
MACHINE_001,Compressor,2024-01-09 08:00:00,48.45,1.714,100.29,2005.4,15.83,79.0,63.3,0,0,0
MACHINE_001,Compressor,2024-01-09 09:00:00,46.54,1.582,100.09,1985.2,16.15,68.7,53.2,0,0,0
MACHINE_001,Compressor,2024-01-09 10:00:00,52.82,1.578,107.18,2041.7,9.03,69.9,31.6,0,0,0
MACHINE_001,Compressor,2024-01-09 11:00:00,45.62,1.694,104.67,2037.9,7.61,79.8,35.0,0,0,0
MACHINE_001,Compressor,2024-01-09 12:00:00,49.91,1.633,105.01,2001.9,22.27,74.7,45.0,0,0,0
MACHINE_001,Compressor,2024-01-09 13:00:00,49.95,1.597,112.02,1997.1,24.61,70.2,63.1,0,0,0
MACHINE_001,Compressor,2024-01-09 14:00:00,49.78,1.678,103.29,2025.2,22.86,61.6,65.3,0,0,0
MACHINE_001,Compressor,2024-01-09 15:00:00,53.34,1.689,109.75,1997.7,18.85,63.4,42.0,0,0,0
MACHINE_001,Compressor,2024-01-09 16:00:00,47.42,1.756,106.73,2012.8,5.29,78.4,63.4,0,0,0
MACHINE_001,Compressor,2024-01-09 17:00:00,49.51,1.61,105.63,2011.5,6.77,72.2,33.1,0,0,0
MACHINE_001,Compressor,2024-01-09 18:00:00,47.32,1.655,98.19,2006.8,15.01,79.9,58.3,0,0,0
MACHINE_001,Compressor,2024-01-09 19:00:00,48.35,1.599,106.49,1989.9,13.1,82.7,42.9,0,0,0
MACHINE_001,Compressor,2024-01-09 20:00:00,49.94,1.546,107.96,1976.3,22.77,72.6,48.0,0,0,0
MACHINE_001,Compressor,2024-01-09 21:00:00,47.37,1.688,106.4,2013.7,16.05,73.0,35.7,0,0,0
MACHINE_001,Compressor,2024-01-09 22:00:00,48.62,1.493,102.3,2005.5,11.35,60.0,50.4,0,0,0
MACHINE_001,Compressor,2024-01-09 23:00:00,50.58,1.566,101.3,2025.0,12.2,66.8,63.7,0,0,0
MACHINE_001,Compressor,2024-01-10 00:00:00,49.19,1.689,105.05,2000.4,18.74,72.3,45.5,0,0,0
MACHINE_001,Compressor,2024-01-10 01:00:00,49.71,1.588,100.71,2023.7,20.64,76.1,31.9,0,0,0
MACHINE_001,Compressor,2024-01-10 02:00:00,48.67,1.73,102.22,1978.1,6.05,79.2,46.7,0,0,0
MACHINE_001,Compressor,2024-01-10 03:00:00,47.88,1.718,103.05,2009.8,17.16,67.4,35.5,0,0,0
MACHINE_001,Compressor,2024-01-10 04:00:00,46.93,1.782,101.17,2015.3,10.75,69.2,32.3,0,0,0
MACHINE_001,Compressor,2024-01-10 05:00:00,45.18,1.681,99.3,1979.8,7.49,70.3,49.7,0,0,0
MACHINE_001,Compressor,2024-01-10 06:00:00,53.49,1.748,103.94,2013.4,11.24,79.3,60.9,0,0,0
MACHINE_001,Compressor,2024-01-10 07:00:00,48.19,1.689,106.82,1987.7,11.96,69.3,30.1,0,0,0
MACHINE_001,Compressor,2024-01-10 08:00:00,49.0,1.675,104.39,2007.4,14.16,70.0,42.1,0,0,0
MACHINE_001,Compressor,2024-01-10 09:00:00,47.18,1.59,101.79,2001.7,23.85,79.6,69.7,0,0,0
