trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,origin_lat,origin_lon,dest_lat,dest_lon
T000053,Route_11,Ferry,4,6.9,30,7.98,3.3,Wed,0,Clear,40.62098,-73.71606,40.67471,-73.73621
T000054,Route_17,Tram,7,30.1,38,9.94,3.6,Sun,0,Clear,40.60621,-73.81778,40.51474,-73.79422
T000055,Route_7,Subway,15,24.6,37,13.01,2.6,Wed,0,Clear,40.54616,-73.75975,40.63517,-73.74388
T000056,Route_9,Train,8,2.1,25,14.03,14.2,Fri,1,Clear,40.98947,-73.79549,40.62591,-73.81298
T000057,Route_7,Tram,10,43.2,32,5.41,21.4,Sun,0,Clear,40.75854,-73.79282,40.64238,-73.98041
T000058,Route_17,Subway,9,22.5,14,5.57,3.9,Sat,1,Clear,40.96663,-74.03226,40.83185,-73.84186
T000059,Route_15,Ferry,0,6.2,35,12.03,0.4,Wed,0,Clear,40.94309,-73.93336,40.62667,-73.99033
T000060,Route_4,Train,10,34.3,23,14.55,5.5,Fri,0,Clear,40.59566,-73.8719,40.74376,-73.89964
T000061,Route_17,Tram,20,11.4,34,4.25,0.0,Wed,0,Clear,40.66242,-73.90335,40.96576,-73.94432
T000062,Route_18,Subway,14,29.8,35,6.71,0.6,Thu,0,Clear,40.83063,-73.96172,40.94705,-73.93309
T000063,Route_16,Train,6,10.3,18,4.25,7.1,Wed,0,Clear,40.73427,-73.87611,40.70428,-73.90294
T000064,Route_18,Train,21,13.7,34,4.18,1.8,Tue,0,Clear,40.94529,-73.96376,40.95925,-73.79182
T000065,Route_9,Ferry,8,24.5,28,4.19,1.0,Sat,0,Clear,40.51431,-74.01173,40.91102,-73.92176
T000066,Route_6,Subway,1,41.9,30,9.86,3.8,Sun,0,Clear,40.52372,-73.82017,40.58232,-73.84296
T000067,Route_1,Bus,4,30.3,24,5.97,12.7,Tue,0,Clear,40.51365,-73.8016,40.60942,-73.8933
T000068,Route_7,Tram,9,42.7,32,6.75,6.5,Sun,0,Clear,40.58021,-74.08724,40.81965,-73.79402
T000069,Route_20,Subway,6,15.4,24,3.66,1.6,Mon,0,Fog,40.94867,-73.78823,40.6457,-73.81496
T000070,Route_11,Subway,19,28.1,35,2.92,1.4,Tue,0,Clear,40.78052,-74.00336,40.63286,-73.78188
T000071,Route_9,Bus,5,30.3,26,9.89,4.6,Mon,0,Clear,40.65511,-74.03919,40.88258,-74.08038
T000072,Route_17,Subway,14,20.1,28,7.46,9.5,Sat,0,Snow,40.55316,-73.8646,40.67336,-73.98885
T000073,Route_1,Train,16,28.0,34,13.92,0.4,Tue,0,Snow,40.74762,-73.82026,40.53539,-73.86479
T000074,Route_6,Subway,3,11.6,27,2.52,1.4,Sat,1,Rain,40.69794,-73.77241,40.99817,-73.99676
T000075,Route_12,Subway,18,8.6,34,2.92,1.3,Wed,0,Clear,40.87789,-73.70955,40.85671,-73.78888
T000076,Route_18,Tram,9,28.6,23,8.36,35.6,Thu,0,Rain,40.93599,-73.88293,40.79598,-74.0582
T000077,Route_16,Train,1,24.1,26,13.02,1.8,Wed,0,Clear,40.81105,-74.03187,40.61195,-74.01328
T000078,Route_11,Tram,6,29.5,37,12.0,0.7,Fri,0,Rain,40.59748,-73.96517,40.9578,-74.0671
T000079,Route_9,Subway,8,31.7,26,2.44,0.1,Wed,0,Clear,40.80345,-73.87683,40.76866,-73.99481
T000080,Route_4,Bus,10,15.5,19,3.65,7.1,Tue,0,Clear,40.52466,-73.84235,40.51134,-73.76601
T000081,Route_15,Ferry,3,9.3,29,14.63,13.0,Thu,0,Clear,40.75813,-74.06326,40.76434,-73.83367
T000082,Route_7,Ferry,21,2.8,23,13.86,3.4,Sat,0,Clear,40.60881,-73.97103,40.98061,-74.09227
T000083,Route_3,Tram,8,8.5,19,13.44,1.4,Tue,0,Snow,40.9332,-73.76172,40.83917,-74.01826
T000084,Route_2,Ferry,3,32.7,40,8.59,3.3,Thu,0,Clear,40.66991,-74.03715,40.56186,-73.78735
T000085,Route_2,Subway,11,20.2,34,14.02,0.1,Fri,0,Clear,40.53423,-73.83173,40.87079,-73.81074
T000086,Route_2,Tram,11,13.7,19,13.63,2.2,Fri,0,Clear,40.97405,-74.07774,40.70118,-74.05409
T000087,Route_16,Subway,7,7.9,34,4.39,2.4,Fri,0,Clear,40.84486,-73.78988,40.83781,-74.06988
T000088,Route_4,Tram,3,44.2,24,11.06,8.3,Sat,0,Rain,40.7664,-73.99722,40.85043,-73.81638
T000089,Route_10,Subway,6,4.7,34,4.24,3.5,Sat,0,Clear,40.9659,-73.92592,40.65113,-74.06801
T000090,Route_14,Subway,19,27.8,26,2.35,0.0,Wed,0,Clear,40.74909,-73.83168,40.83923,-73.78166
T000091,Route_15,Subway,14,23.3,38,11.37,13.6,Sun,0,Snow,40.80312,-73.83077,40.98665,-73.81043
T000092,Route_14,Tram,8,43.8,32,5.5,1.2,Wed,0,Clear,40.65586,-74.02412,40.79288,-73.83095
T000093,Route_9,Bus,10,11.8,32,1.84,1.4,Mon,0,Snow,40.91096,-74.03631,40.74711,-74.04602
T000094,Route_12,Bus,7,21.0,33,8.66,2.1,Sun,0,Rain,40.66196,-73.82743,40.71287,-73.87942
T000095,Route_9,Subway,22,26.9,30,12.27,3.5,Sat,0,Clear,40.84615,-74.00682,40.85001,-73.79206
T000096,Route_14,Tram,11,32.1,26,13.1,0.6,Fri,0,Clear,40.89976,-74.06907,40.66393,-73.75472
T000097,Route_17,Subway,19,28.0,24,3.78,6.1,Sun,0,Clear,40.51535,-73.75172,40.74992,-73.81567
T000098,Route_13,Tram,15,13.8,33,9.15,1.4,Fri,0,Snow,40.90891,-74.05251,40.68932,-73.93178
T000099,Route_7,Subway,22,10.4,32,5.19,0.4,Sat,0,Clear,40.61376,-74.00952,40.91415,-74.01141
T000100,Route_10,Train,18,7.5,27,11.73,3.3,Mon,0,Rain,40.97546,-73.96652,40.59498,-73.72509
T000101,Route_18,Subway,1,40.7,30,2.45,8.2,Wed,0,Clear,40.93666,-73.98073,40.85551,-74.01681
T000102,Route_14,Train,5,2.0,29,10.88,9.5,Sat,0,Clear,40.87982,-73.71904,40.90533,-73.78629
T000103,Route_7,Bus,20,11.6,33,8.36,5.0,Sat,0,Rain,40.62984,-73.96459,40.64981,-73.92096
T000104,Route_13,Train,19,13.5,29,11.64,0.6,Mon,0,Rain,40.65956,-73.8778,40.84214,-73.94945
T000105,Route_17,Ferry,11,9.1,25,12.1,13.6,Mon,0,Clear,40.87407,-73.97665,40.75516,-73.72486
T000106,Route_11,Subway,4,35.7,25,13.96,4.9,Sat,0,Clear,40.558,-74.08344,40.98801,-73.95442
T000107,Route_7,Ferry,2,30.8,26,13.42,18.5,Wed,0,Clear,40.54014,-73.95269,40.61189,-73.92127
T000108,Route_10,Train,14,11.1,25,7.52,10.9,Fri,0,Clear,40.95269,-73.70329,40.84061,-73.98598
T000109,Route_7,Ferry,4,26.8,34,1.9,6.4,Sun,0,Clear,40.63818,-73.703,40.69991,-73.79669
T000110,Route_13,Tram,6,27.9,37,4.78,0.3,Mon,0,Clear,40.6259,-73.75595,40.96777,-74.07144
T000111,Route_7,Bus,20,10.7,32,8.29,18.1,Sat,0,Clear,40.8542,-74.03624,40.95892,-74.06706
T000112,Route_3,Train,20,18.5,22,12.08,6.5,Thu,0,Clear,40.82733,-73.70742,40.6309,-73.80487
T000113,Route_7,Subway,10,34.2,34,8.32,0.4,Sat,0,Rain,40.58201,-73.87433,40.74527,-73.79181
T000114,Route_2,Ferry,1,2.3,37,14.73,8.3,Sun,0,Clear,40.65656,-73.73488,40.70292,-74.05355
T000115,Route_18,Tram,17,33.3,36,14.41,10.7,Thu,1,Clear,40.63217,-74.00407,40.89128,-73.90473
T000116,Route_20,Bus,8,27.2,23,14.63,0.9,Fri,1,Clear,40.63913,-74.07204,40.60232,-73.88404
T000117,Route_15,Train,0,42.7,40,8.46,1.2,Sat,1,Clear,40.65581,-73.71086,40.70541,-74.03073
T000118,Route_17,Tram,18,42.3,27,14.97,7.1,Wed,0,Clear,40.86828,-73.97821,40.50927,-73.82815
T000119,Route_18,Train,0,23.2,25,4.01,7.6,Wed,1,Clear,40.9173,-74.0234,40.9065,-73.87996
T000120,Route_5,Bus,13,7.8,31,14.44,1.6,Sat,0,Snow,40.9559,-73.8948,40.782,-73.99306
T000121,Route_5,Train,5,37.9,24,4.02,4.8,Wed,0,Clear,40.72525,-73.80087,40.50109,-73.70585
T000122,Route_2,Ferry,16,17.7,27,11.55,0.1,Wed,1,Snow,40.9449,-73.92643,40.69532,-73.91049
T000123,Route_11,Ferry,22,21.8,30,10.68,1.8,Tue,0,Clear,40.82313,-73.79942,40.68306,-73.8449
T000124,Route_11,Bus,20,14.0,30,12.17,5.1,Tue,0,Fog,40.54491,-73.99869,40.90852,-74.04024
T000125,Route_1,Tram,17,44.7,17,10.08,3.0,Tue,0,Rain,40.60178,-74.03898,40.84681,-74.05125
T000126,Route_8,Subway,19,16.8,31,8.82,2.1,Wed,0,Snow,40.58064,-73.76409,40.65736,-73.72506
T000127,Route_11,Bus,13,29.7,31,11.27,1.0,Thu,0,Clear,40.94323,-74.09431,40.92298,-73.87867
T000128,Route_1,Ferry,19,7.7,31,12.89,5.2,Wed,0,Clear,40.78874,-74.02791,40.69292,-73.89064
T000129,Route_5,Tram,5,40.6,29,10.88,0.8,Wed,0,Clear,40.905,-73.92971,40.71736,-73.8784
T000130,Route_2,Ferry,9,29.3,31,4.23,0.6,Thu,0,Snow,40.80894,-73.98137,40.87044,-74.00687
T000131,Route_11,Ferry,11,28.4,26,3.46,4.8,Mon,1,Clear,40.88002,-74.08301,40.88284,-73.97746
T000132,Route_5,Tram,19,23.8,27,14.47,0.6,Mon,0,Clear,40.51415,-73.88314,40.52348,-73.92802
T000133,Route_12,Train,10,18.2,35,10.88,0.7,Sun,0,Fog,40.81706,-73.93724,40.92174,-73.77479
T000134,Route_13,Subway,1,6.3,37,8.11,15.0,Mon,0,Clear,40.87763,-73.99193,40.78771,-73.70966
T000135,Route_4,Tram,14,29.8,31,6.64,2.3,Thu,0,Clear,40.92893,-74.03599,40.6342,-73.98609
T000136,Route_19,Bus,5,12.4,29,11.24,7.7,Tue,0,Rain,40.88689,-73.70897,40.94141,-73.76464
T000137,Route_7,Bus,5,34.3,20,7.84,12.6,Sat,0,Clear,40.73294,-73.83676,40.97772,-73.94006
T000138,Route_12,Tram,0,15.3,25,6.6,3.5,Sat,0,Fog,40.96131,-73.81588,40.89248,-73.87522
T000139,Route_13,Ferry,6,43.9,42,4.46,0.9,Wed,0,Rain,40.69059,-73.93474,40.80358,-73.93841
T000140,Route_8,Subway,3,0.5,31,9.61,3.9,Tue,0,Snow,40.82492,-73.76161,40.61999,-74.02193
T000141,Route_18,Subway,19,12.5,30,8.31,5.1,Mon,0,Rain,40.77802,-73.87721,40.96605,-73.74341
T000142,Route_7,Bus,20,16.2,30,7.67,0.1,Wed,0,Clear,40.70276,-74.0886,40.66728,-73.70101
T000143,Route_7,Train,2,12.7,38,11.23,0.1,Thu,1,Clear,40.71691,-73.94871,40.98347,-73.87447
T000144,Route_6,Train,1,18.9,34,11.76,1.3,Mon,0,Clear,40.5136,-73.99103,40.65144,-73.7744
T000145,Route_19,Bus,8,2.5,32,10.9,3.8,Tue,1,Clear,40.84505,-73.7863,40.8609,-73.96779
T000146,Route_13,Tram,9,6.1,32,5.56,11.6,Sun,0,Snow,40.53084,-73.88076,40.63462,-73.74418
T000147,Route_16,Train,3,13.8,32,3.76,5.0,Tue,0,Clear,40.66327,-74.03358,40.94437,-74.05288
T000148,Route_16,Ferry,0,0.8,24,7.78,4.1,Fri,0,Rain,40.92483,-73.77478,40.9369,-73.82047
T000149,Route_17,Subway,13,39.6,33,13.34,3.0,Wed,0,Clear,40.56979,-74.09235,40.62351,-73.92823
T000150,Route_3,Bus,22,6.2,34,10.03,3.7,Sun,0,Clear,40.59564,-74.01351,40.70635,-73.98107
T000151,Route_15,Subway,22,13.8,33,7.25,46.3,Sat,0,Snow,40.85389,-74.00237,40.70009,-73.79774
T000152,Route_19,Tram,4,10.7,30,8.73,8.1,Fri,0,Rain,40.81669,-74.04676,40.63956,-74.04406
T000153,Route_13,Subway,20,8.4,34,6.11,2.8,Tue,0,Clear,40.52079,-74.06885,40.69699,-73.92668
T000154,Route_10,Train,22,33.8,17,8.49,5.5,Tue,0,Clear,40.57965,-73.73405,40.82879,-73.76033
T000155,Route_7,Subway,7,13.9,28,5.86,14.8,Fri,0,Clear,40.85706,-73.91789,40.71636,-74.09811
T000156,Route_6,Tram,22,1.4,26,9.42,2.2,Mon,0,Rain,40.58304,-74.08986,40.61218,-73.96481
T000157,Route_5,Subway,9,14.7,31,9.02,3.4,Wed,0,Snow,40.88573,-73.71544,40.78805,-73.75059
T000158,Route_17,Tram,14,1.0,23,7.8,1.9,Thu,0,Rain,40.5401,-73.97455,40.84174,-73.71514
T000159,Route_3,Train,8,11.1,31,14.52,0.9,Mon,0,Snow,40.95016,-74.02158,40.77262,-73.81923
T000160,Route_13,Train,2,39.3,36,5.09,3.1,Fri,0,Clear,40.91472,-73.7269,40.73951,-74.09963
T000161,Route_9,Subway,11,5.2,25,10.08,0.7,Mon,0,Rain,40.72668,-73.85265,40.55273,-73.96357
T000162,Route_5,Subway,8,6.5,36,5.95,0.0,Mon,0,Rain,40.60224,-73.98692,40.80634,-73.89066
T000163,Route_4,Tram,22,44.0,22,4.84,1.2,Tue,0,Rain,40.99761,-73.90675,40.96885,-74.09041
T000164,Route_17,Ferry,9,29.0,39,3.01,3.7,Tue,0,Clear,40.5754,-73.74698,40.54881,-73.76832
T000165,Route_11,Tram,7,44.1,24,5.96,3.5,Tue,0,Clear,40.77615,-73.91052,40.57796,-73.89239
T000166,Route_19,Subway,13,38.3,30,12.53,0.7,Sun,0,Clear,40.51778,-73.74157,40.83982,-74.08258
T000167,Route_9,Ferry,12,19.5,31,14.26,4.9,Tue,0,Clear,40.71633,-73.97761,40.53542,-73.99015
T000168,Route_9,Bus,12,11.1,16,8.7,7.8,Tue,0,Clear,40.92581,-74.0643,40.85037,-73.78773
T000169,Route_15,Ferry,18,40.1,49,6.36,0.9,Sun,0,Clear,40.56428,-73.94696,40.56107,-74.01766
T000170,Route_16,Ferry,22,0.9,17,1.96,6.3,Fri,0,Clear,40.52282,-74.03542,40.62495,-73.96774
T000171,Route_8,Bus,7,16.0,21,13.16,1.7,Sun,0,Clear,40.70125,-73.9283,40.78191,-74.08322
T000172,Route_15,Ferry,1,32.4,25,6.44,3.4,Thu,0,Fog,40.73076,-73.76734,40.66509,-73.71876
T000173,Route_13,Bus,17,35.5,35,7.04,15.6,Sun,0,Rain,40.68269,-73.93501,40.70145,-73.99609
T000174,Route_8,Subway,4,15.7,32,6.43,2.5,Tue,0,Clear,40.53166,-74.06668,40.99169,-73.87416
T000175,Route_10,Ferry,19,42.3,23,6.18,4.1,Wed,0,Clear,40.56767,-73.95674,40.77328,-74.0507
T000176,Route_20,Train,20,41.5,37,11.03,1.8,Mon,0,Clear,40.74193,-73.75181,40.58051,-73.71424
T000177,Route_9,Train,12,43.5,41,7.07,1.5,Tue,0,Clear,40.68374,-74.03926,40.67072,-73.82335
T000178,Route_20,Bus,12,21.2,29,13.87,18.8,Sun,0,Rain,40.80929,-73.92277,40.60153,-74.01698
T000179,Route_20,Ferry,1,11.2,26,10.1,26.4,Mon,0,Rain,40.60169,-73.90836,40.53775,-73.94352
T000180,Route_19,Tram,16,7.8,23,13.44,16.7,Fri,0,Rain,40.57596,-73.91265,40.55465,-73.96567
T000181,Route_14,Bus,10,45.0,29,2.57,1.3,Fri,0,Clear,40.50007,-73.77749,40.64629,-73.85917
T000182,Route_11,Train,17,9.2,31,9.19,1.5,Mon,0,Clear,40.65794,-73.93273,40.69201,-73.9237
T000183,Route_16,Ferry,19,10.3,35,5.53,0.4,Fri,0,Rain,40.82781,-73.91675,40.85114,-73.7392
T000184,Route_7,Tram,19,43.1,31,4.16,3.1,Sat,0,Snow,40.57799,-73.90069,40.70405,-74.04253
T000185,Route_13,Subway,18,24.5,23,10.74,0.3,Sun,0,Rain,40.8598,-74.02801,40.57391,-73.78443
T000186,Route_14,Bus,10,24.2,34,4.04,14.0,Sat,0,Clear,40.93919,-73.87836,40.72027,-74.08811
T000187,Route_16,Subway,5,27.9,20,12.05,3.5,Mon,0,Snow,40.51462,-73.76242,40.6559,-73.772
T000188,Route_11,Train,6,10.8,37,12.04,12.2,Wed,1,Rain,40.60298,-73.89662,40.9442,-73.81557
T000189,Route_9,Bus,14,6.3,25,12.98,8.7,Sun,0,Clear,40.8527,-73.90388,40.74947,-73.96952
T000190,Route_15,Subway,4,29.9,32,5.96,2.0,Sun,0,Clear,40.54223,-74.05099,40.65948,-73.84315
T000191,Route_13,Ferry,21,38.8,26,12.4,1.2,Thu,0,Clear,40.96544,-73.87979,40.95703,-73.85475
T000192,Route_10,Subway,15,4.0,29,7.61,0.7,Wed,0,Snow,40.92629,-73.8228,40.72226,-73.92588
T000193,Route_10,Tram,3,16.5,29,7.36,6.6,Fri,0,Clear,40.53928,-73.99425,40.50691,-73.78024
T000194,Route_7,Train,15,12.2,35,2.92,2.8,Fri,0,Clear,40.79839,-73.78037,40.81468,-73.84125
T000195,Route_11,Ferry,9,8.1,26,12.89,3.4,Sun,0,Clear,40.73673,-74.0788,40.59377,-73.98174
T000196,Route_17,Subway,3,36.1,33,9.7,9.0,Thu,0,Clear,40.80199,-73.96197,40.61512,-74.01696
T000197,Route_1,Bus,17,40.5,27,12.69,1.6,Mon,0,Clear,40.89875,-73.96669,40.98671,-73.9119
T000198,Route_14,Tram,22,32.3,36,2.64,0.3,Thu,0,Clear,40.61649,-73.99238,40.62643,-73.82315
T000199,Route_4,Subway,5,15.6,29,2.4,2.7,Sat,0,Clear,40.93782,-74.03409,40.65427,-73.83395
T000200,Route_14,Ferry,7,2.6,41,12.67,12.6,Mon,0,Rain,40.64791,-73.97315,40.71055,-74.03139
T000201,Route_8,Tram,13,41.2,28,5.52,5.6,Sat,1,Clear,40.50884,-73.97348,40.77008,-73.73523
T000202,Route_18,Ferry,14,2.1,32,7.06,2.3,Wed,0,Clear,40.85022,-73.87234,40.72443,-74.0776
T000203,Route_16,Ferry,14,30.5,34,10.66,2.3,Sat,0,Rain,40.7241,-74.09911,40.86523,-73.77085
T000204,Route_13,Train,18,41.4,30,3.71,13.3,Tue,0,Clear,40.93736,-74.0884,40.7006,-73.74067
T000205,Route_10,Subway,14,37.6,28,4.14,1.1,Sun,1,Rain,40.72657,-73.81761,40.75154,-73.71201
T000206,Route_4,Train,13,43.6,23,10.94,24.4,Sun,1,Snow,40.87772,-73.77238,40.54555,-73.7606
T000207,Route_2,Bus,14,43.8,23,14.58,9.4,Mon,1,Clear,40.6525,-73.75675,40.67635,-73.85518
T000208,Route_8,Train,3,16.1,33,5.74,5.2,Wed,0,Clear,40.85579,-74.07096,40.5951,-73.86141
T000209,Route_11,Tram,4,29.9,31,14.69,12.9,Fri,0,Clear,40.75695,-73.72746,40.71692,-73.96866
T000210,Route_20,Tram,6,33.9,26,6.97,8.1,Sat,0,Clear,40.65214,-73.82708,40.77656,-73.99049
T000211,Route_13,Ferry,16,36.4,28,12.94,7.7,Mon,0,Clear,40.70215,-74.00538,40.89314,-73.95135
T000212,Route_4,Tram,21,11.8,31,3.31,4.9,Sat,0,Fog,40.95471,-74.09405,40.84411,-73.93589
T000213,Route_10,Tram,18,6.7,31,12.25,13.5,Wed,0,Clear,40.72013,-73.70225,40.89201,-74.03568
T000214,Route_1,Tram,6,30.0,24,8.5,10.7,Tue,0,Rain,40.99284,-73.9154,40.85916,-73.95342
T000215,Route_20,Ferry,12,37.5,25,8.94,2.2,Tue,1,Clear,40.75911,-73.88893,40.73359,-73.71966
T000216,Route_19,Bus,12,7.3,32,11.6,1.2,Tue,0,Clear,40.63235,-73.81291,40.69829,-73.78868
T000217,Route_17,Train,16,27.3,31,9.28,2.1,Sun,0,Clear,40.67757,-74.02454,40.82809,-73.91449
T000218,Route_11,Subway,20,10.0,32,14.27,18.1,Thu,0,Clear,40.83936,-73.97135,40.95767,-73.78128
T000219,Route_8,Train,2,40.1,25,8.17,19.2,Fri,0,Rain,40.7997,-73.91895,40.88629,-73.83486
T000220,Route_10,Subway,18,41.6,34,6.38,0.9,Mon,0,Clear,40.68113,-73.91538,40.99261,-74.05512
T000221,Route_5,Subway,16,40.0,28,13.09,0.6,Thu,0,Clear,40.51386,-74.00156,40.52228,-74.09125
T000222,Route_19,Subway,11,15.2,29,5.65,0.8,Thu,0,Clear,40.87651,-74.08092,40.63009,-73.84694
T000223,Route_17,Bus,3,26.4,19,13.04,14.7,Thu,1,Rain,40.6403,-73.71185,40.90592,-73.91445
T000224,Route_12,Tram,9,8.2,43,2.31,2.2,Sun,0,Rain,40.69926,-73.72114,40.61936,-73.82825
T000225,Route_8,Tram,7,36.1,42,2.29,7.3,Sun,0,Clear,40.5454,-74.06719,40.7306,-73.88673
T000226,Route_16,Subway,9,36.2,28,2.42,5.4,Sun,0,Clear,40.67918,-73.95562,40.65341,-73.85498
