trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,on_time_pct,passenger_satisfaction
T000030,Route_12,Ferry,19,8.5,18,13.01,1.3,Wed,0,Rain,0.79,5.0
T000031,Route_6,Subway,15,26.3,28,13.3,0.7,Tue,1,Clear,0.949,4.8
T000032,Route_19,Ferry,15,42.9,30,6.31,5.2,Fri,0,Rain,0.751,4.1
T000033,Route_3,Subway,15,42.3,18,7.77,10.1,Mon,0,Rain,0.889,2.7
T000034,Route_13,Ferry,12,16.9,34,4.98,1.6,Fri,0,Snow,0.709,2.9
T000035,Route_5,Bus,3,20.0,30,2.52,0.6,Mon,0,Clear,0.798,4.5
T000036,Route_7,Train,5,39.9,31,13.56,1.6,Mon,0,Clear,0.886,3.1
T000037,Route_6,Train,4,10.7,28,6.81,26.6,Tue,0,Clear,0.753,3.5
T000038,Route_14,Subway,14,21.5,29,4.57,1.9,Sat,0,Rain,0.934,2.5
T000039,Route_18,Bus,17,36.4,34,4.9,2.0,Sat,0,Clear,0.918,3.5
T000040,Route_6,Train,22,26.0,34,4.45,1.4,Sat,1,Rain,0.826,3.9
T000041,Route_13,Tram,8,16.5,37,1.82,1.1,Sun,0,Clear,0.77,3.5
T000042,Route_9,Ferry,9,10.4,34,11.06,0.9,Sun,0,Clear,0.757,3.8
T000043,Route_2,Train,7,34.0,31,13.15,2.8,Sat,0,Clear,0.729,2.9
T000044,Route_15,Train,22,35.6,31,5.84,3.1,Sat,0,Rain,0.737,3.2
T000045,Route_18,Tram,18,24.4,34,2.95,2.9,Wed,1,Clear,0.808,4.1
T000046,Route_2,Tram,6,12.5,21,14.44,11.6,Fri,0,Snow,0.856,3.7
T000047,Route_13,Ferry,1,12.3,25,10.52,0.6,Fri,0,Clear,0.871,3.6
T000048,Route_4,Bus,6,34.7,24,3.68,1.0,Fri,0,Rain,0.921,4.1
T000049,Route_9,Subway,12,32.1,24,3.54,1.5,Sun,0,Clear,0.755,2.2
T000050,Route_20,Subway,2,2.6,24,7.0,12.1,Sat,0,Snow,0.734,3.6
T000051,Route_7,Ferry,10,10.4,28,9.39,2.9,Mon,0,Clear,0.743,2.5
T000052,Route_16,Ferry,8,36.1,36,10.84,8.5,Sat,0,Clear,0.967,4.5
T000053,Route_4,Tram,9,42.7,37,12.11,0.9,Wed,0,Clear,0.856,2.6
T000054,Route_8,Subway,5,29.1,32,3.97,2.7,Sat,0,Clear,0.931,2.4
T000055,Route_16,Subway,14,22.8,20,6.48,8.2,Mon,0,Rain,0.783,3.7
T000056,Route_6,Train,17,34.5,37,5.14,6.9,Fri,0,Rain,0.755,2.1
T000057,Route_20,Train,4,33.0,32,8.1,12.7,Wed,0,Clear,0.838,3.1
T000058,Route_6,Bus,8,13.4,37,8.6,2.1,Wed,1,Fog,0.728,4.6
T000059,Route_13,Subway,20,31.2,20,5.83,1.1,Fri,0,Clear,0.771,3.0
T000060,Route_13,Train,22,42.0,34,7.71,5.2,Thu,0,Clear,1.0,3.6
T000061,Route_5,Subway,14,33.3,32,5.35,1.3,Fri,0,Clear,0.715,3.5
T000062,Route_1,Ferry,0,6.6,37,9.71,0.7,Wed,0,Clear,0.827,3.5
T000063,Route_9,Bus,7,30.3,42,3.73,0.6,Wed,0,Clear,0.739,4.4
T000064,Route_9,Bus,14,19.4,32,4.48,8.9,Sun,0,Rain,0.794,1.9
T000065,Route_19,Train,22,12.7,31,2.83,2.9,Fri,0,Fog,0.898,4.3
T000066,Route_19,Train,3,13.8,31,10.87,2.5,Mon,0,Clear,0.859,2.6
T000067,Route_19,Ferry,13,33.3,29,10.96,1.5,Mon,1,Clear,0.665,3.1
T000068,Route_16,Train,1,17.4,24,3.86,8.1,Thu,0,Snow,0.744,2.9
T000069,Route_4,Subway,7,3.8,26,9.13,1.0,Fri,0,Clear,0.729,3.9
T000070,Route_5,Subway,3,21.6,27,8.98,10.9,Tue,0,Clear,1.0,4.3
T000071,Route_15,Train,3,17.2,23,13.66,2.9,Fri,0,Rain,0.792,2.5
T000072,Route_18,Bus,22,42.1,25,14.15,3.6,Wed,1,Clear,0.767,3.7
T000073,Route_18,Train,21,23.2,28,5.81,2.3,Tue,1,Clear,0.964,3.5
T000074,Route_4,Tram,21,33.6,30,3.5,11.4,Sun,1,Fog,0.979,4.3
T000075,Route_15,Ferry,20,22.6,27,4.34,0.6,Mon,0,Clear,0.804,3.3
T000076,Route_7,Subway,15,43.5,23,7.66,1.0,Sun,0,Fog,0.87,3.2
T000077,Route_10,Bus,10,3.3,28,3.43,1.5,Mon,0,Clear,0.922,4.5
T000078,Route_4,Bus,14,8.9,31,10.76,3.7,Tue,0,Rain,0.666,3.3
T000079,Route_5,Subway,6,19.5,30,4.03,2.5,Thu,0,Clear,0.871,3.3
T000080,Route_10,Subway,19,39.8,28,14.25,3.9,Wed,0,Clear,0.776,3.7
T000081,Route_10,Ferry,12,5.9,29,13.48,3.1,Tue,0,Clear,0.931,3.8
T000082,Route_15,Subway,21,14.9,41,1.71,1.5,Wed,0,Rain,0.756,3.7
T000083,Route_3,Bus,16,9.2,21,3.46,6.2,Thu,0,Clear,0.777,3.2
T000084,Route_14,Ferry,12,25.9,23,1.6,4.3,Fri,0,Clear,1.0,3.9
T000085,Route_19,Tram,13,14.6,31,9.36,8.5,Sat,0,Clear,0.881,4.2
T000086,Route_8,Train,21,4.1,32,8.5,4.0,Sat,0,Clear,0.842,4.3
T000087,Route_2,Tram,11,40.8,34,7.34,6.2,Tue,0,Clear,0.675,2.6
T000088,Route_13,Subway,13,27.6,35,7.35,0.6,Tue,0,Clear,0.759,4.6
T000089,Route_2,Bus,6,15.1,28,6.69,5.6,Sun,0,Fog,1.0,3.8
T000090,Route_18,Subway,6,15.2,27,5.33,4.4,Thu,0,Clear,0.788,3.6
T000091,Route_1,Subway,21,28.4,35,14.63,4.6,Mon,1,Clear,1.0,1.6
T000092,Route_1,Subway,13,31.7,37,4.14,0.1,Sat,0,Clear,0.848,3.8
T000093,Route_15,Tram,22,32.2,28,5.4,3.1,Tue,0,Clear,0.885,5.0
T000094,Route_11,Ferry,15,16.8,26,6.78,10.8,Sun,0,Clear,0.703,5.0
T000095,Route_4,Subway,12,29.8,27,2.63,0.4,Sat,1,Clear,0.906,5.0
T000096,Route_18,Subway,14,44.7,26,11.85,2.3,Fri,0,Fog,0.857,3.6
T000097,Route_11,Tram,19,21.1,24,8.29,10.6,Mon,1,Rain,0.855,4.1
T000098,Route_15,Bus,10,20.2,24,3.12,1.9,Wed,0,Clear,0.994,1.8
T000099,Route_4,Ferry,6,16.1,32,7.86,0.7,Sun,0,Clear,0.927,3.5
T000100,Route_16,Tram,15,38.7,27,2.21,2.5,Wed,0,Rain,0.904,3.2
T000101,Route_8,Subway,3,29.2,35,11.23,1.6,Sat,1,Clear,0.895,3.4
T000102,Route_10,Ferry,22,30.5,31,11.11,5.1,Thu,0,Rain,0.812,2.8
T000103,Route_10,Train,21,3.6,33,4.21,3.8,Thu,0,Rain,0.902,3.4
T000104,Route_1,Subway,1,16.6,33,12.28,3.3,Tue,0,Snow,0.642,2.6
T000105,Route_1,Ferry,20,23.7,28,10.93,28.0,Tue,1,Rain,0.846,3.2
T000106,Route_15,Bus,13,39.4,22,14.26,6.6,Wed,0,Rain,0.977,2.6
T000107,Route_14,Bus,6,16.3,37,8.43,0.8,Thu,0,Clear,0.961,3.4
T000108,Route_20,Tram,20,13.8,38,13.11,4.9,Fri,1,Rain,0.882,3.6
T000109,Route_8,Tram,20,41.7,40,13.04,0.6,Fri,0,Clear,1.0,2.8
T000110,Route_14,Tram,8,24.9,34,14.27,6.4,Sun,0,Clear,0.824,3.5
T000111,Route_7,Subway,17,40.9,25,13.07,8.1,Sat,1,Clear,0.93,3.9
T000112,Route_13,Tram,6,13.4,24,8.59,8.5,Tue,0,Clear,0.767,5.0
T000113,Route_2,Tram,10,34.0,27,14.29,0.8,Sun,0,Clear,0.81,3.5
T000114,Route_20,Ferry,0,21.4,29,10.9,10.7,Tue,0,Snow,0.639,3.6
T000115,Route_14,Bus,8,3.5,33,4.42,13.6,Sun,0,Rain,0.896,3.6
T000116,Route_6,Subway,21,14.4,30,11.47,0.4,Thu,0,Snow,0.829,3.6
T000117,Route_7,Ferry,2,38.5,34,6.56,9.3,Fri,0,Clear,0.912,4.1
T000118,Route_14,Subway,15,12.3,27,2.76,2.5,Tue,1,Clear,1.0,3.3
T000119,Route_7,Tram,8,13.4,37,10.38,8.8,Wed,0,Snow,1.0,3.3
T000120,Route_2,Train,3,31.3,36,6.42,0.0,Mon,0,Clear,0.831,3.0
T000121,Route_15,Subway,17,20.2,29,7.63,2.9,Wed,0,Rain,0.837,3.1
T000122,Route_19,Bus,18,24.8,41,4.17,13.3,Thu,0,Clear,0.787,2.7
T000123,Route_7,Ferry,10,29.4,25,3.43,3.7,Thu,0,Rain,0.817,1.7
T000124,Route_1,Bus,20,35.4,38,3.64,5.4,Sat,0,Clear,0.948,2.4
T000125,Route_17,Bus,10,40.5,31,10.87,3.6,Sat,0,Clear,0.71,4.0
T000126,Route_8,Subway,20,44.7,31,10.28,16.0,Thu,0,Clear,0.74,3.9
T000127,Route_14,Tram,1,6.4,26,12.37,7.4,Sun,0,Clear,0.869,2.8
T000128,Route_12,Ferry,13,26.3,35,10.29,4.6,Thu,0,Snow,0.91,3.1
T000129,Route_2,Ferry,15,41.7,31,9.52,3.7,Wed,0,Clear,0.901,4.0
T000130,Route_7,Bus,4,39.6,33,2.07,4.3,Sat,0,Clear,0.722,3.7
T000131,Route_1,Ferry,21,27.8,31,7.14,2.1,Fri,0,Clear,0.871,3.0
T000132,Route_1,Train,16,41.4,40,1.6,3.8,Mon,0,Rain,0.97,3.0
T000133,Route_13,Train,3,12.3,29,10.55,4.0,Thu,0,Clear,0.817,3.5
T000134,Route_18,Subway,12,36.2,37,7.83,3.3,Tue,0,Rain,0.806,4.0
T000135,Route_5,Train,10,35.8,31,1.86,0.5,Thu,0,Clear,0.863,3.1
T000136,Route_7,Train,4,16.5,18,6.51,2.0,Sat,0,Clear,0.927,2.6
T000137,Route_18,Tram,10,17.1,34,10.13,1.3,Sat,0,Clear,0.789,3.2
T000138,Route_14,Bus,12,18.4,29,14.74,0.7,Thu,0,Clear,0.896,2.4
T000139,Route_15,Subway,5,41.5,25,13.33,3.9,Wed,0,Rain,0.962,3.6
T000140,Route_19,Tram,11,41.4,32,5.16,3.1,Sat,1,Clear,0.93,4.0
T000141,Route_15,Tram,2,36.4,26,13.38,2.5,Sun,0,Snow,0.675,3.9
T000142,Route_13,Train,18,33.4,34,3.1,1.5,Thu,0,Clear,0.754,4.2
T000143,Route_2,Tram,12,9.1,29,1.52,4.0,Wed,0,Rain,0.897,4.5
T000144,Route_12,Tram,17,14.6,25,2.23,0.2,Sun,0,Rain,1.0,3.3
T000145,Route_6,Bus,6,0.6,43,5.17,1.0,Mon,1,Clear,0.818,3.7
T000146,Route_19,Bus,21,40.2,28,7.58,16.6,Thu,0,Rain,0.881,2.4
T000147,Route_2,Ferry,4,12.6,27,14.47,1.0,Tue,1,Clear,0.863,3.0
T000148,Route_14,Tram,17,42.6,34,5.41,6.5,Tue,0,Clear,0.842,1.6
T000149,Route_2,Bus,17,25.3,27,14.54,8.4,Tue,0,Clear,0.843,2.6
T000150,Route_6,Bus,13,27.0,26,6.87,3.3,Fri,1,Clear,0.989,3.5
T000151,Route_17,Ferry,6,37.3,31,5.92,1.8,Fri,0,Rain,0.967,5.0
T000152,Route_10,Train,0,23.3,30,12.52,1.2,Sat,0,Clear,0.989,4.7
T000153,Route_13,Ferry,17,1.9,34,7.84,3.4,Tue,0,Snow,0.877,3.8
T000154,Route_19,Train,8,17.8,20,5.51,1.1,Wed,0,Clear,0.945,4.8
T000155,Route_9,Subway,18,43.9,37,9.56,2.5,Sun,1,Clear,0.852,3.4
T000156,Route_2,Subway,4,17.7,17,12.87,4.8,Thu,0,Clear,0.856,3.8
T000157,Route_16,Ferry,16,17.7,35,3.18,18.2,Wed,0,Clear,0.855,4.3
T000158,Route_18,Train,0,41.0,29,9.35,2.4,Wed,0,Clear,0.924,3.0
T000159,Route_3,Tram,11,18.9,25,12.66,0.1,Sat,0,Rain,1.0,2.6
T000160,Route_9,Train,10,9.7,22,11.62,4.5,Fri,0,Rain,0.757,3.4
T000161,Route_9,Subway,20,17.0,21,1.75,1.9,Sun,0,Clear,0.72,2.8
T000162,Route_20,Bus,2,15.2,25,5.91,1.4,Sun,0,Rain,0.811,4.0
T000163,Route_7,Tram,2,20.4,24,3.36,2.2,Mon,0,Rain,0.766,5.0
T000164,Route_17,Bus,16,3.7,34,9.02,6.0,Mon,0,Rain,0.847,1.0
T000165,Route_13,Subway,18,6.5,28,13.68,10.7,Sat,0,Clear,1.0,3.4
T000166,Route_17,Bus,16,28.0,24,8.22,16.3,Tue,0,Rain,0.762,2.6
T000167,Route_12,Ferry,10,23.5,32,7.42,0.0,Sun,0,Rain,1.0,3.1
T000168,Route_13,Train,7,35.8,34,10.31,3.9,Sun,0,Clear,0.77,4.0
T000169,Route_3,Train,10,4.7,37,8.54,2.1,Thu,0,Clear,0.822,3.2
T000170,Route_1,Subway,17,37.8,23,13.64,0.1,Wed,0,Clear,0.711,3.9
T000171,Route_2,Train,10,2.8,35,3.03,3.6,Mon,1,Clear,0.724,4.2
T000172,Route_17,Train,2,32.4,34,14.58,8.7,Sun,0,Clear,0.771,2.7
T000173,Route_19,Ferry,8,32.1,37,2.27,0.9,Tue,0,Snow,0.869,3.4
T000174,Route_1,Tram,11,22.5,19,14.5,0.9,Mon,0,Clear,0.789,3.3
T000175,Route_2,Ferry,15,11.6,34,7.34,14.7,Wed,0,Clear,0.699,2.6
T000176,Route_20,Train,18,32.2,32,3.49,19.8,Fri,0,Snow,0.698,3.5
T000177,Route_11,Tram,1,7.3,21,5.0,6.6,Wed,0,Clear,0.89,3.3
T000178,Route_5,Subway,19,5.8,42,12.54,3.9,Tue,1,Clear,0.924,2.3
T000179,Route_16,Tram,10,42.9,30,5.0,3.4,Wed,0,Clear,0.724,2.2
T000180,Route_18,Tram,8,19.2,30,14.22,2.0,Sat,0,Rain,1.0,2.1
T000181,Route_15,Bus,13,27.1,31,3.88,0.0,Mon,0,Clear,1.0,3.6
T000182,Route_5,Bus,3,10.7,39,5.11,17.5,Mon,0,Clear,0.643,3.2
T000183,Route_15,Subway,11,16.7,32,7.56,5.4,Wed,0,Rain,0.773,1.9
T000184,Route_8,Ferry,14,7.1,27,10.17,5.2,Sun,1,Clear,0.797,1.5
T000185,Route_6,Bus,22,14.1,34,2.64,4.0,Sat,0,Rain,0.845,2.4
T000186,Route_20,Tram,3,29.1,34,6.38,13.3,Sun,1,Rain,0.893,3.6
T000187,Route_7,Subway,9,27.6,30,3.49,0.9,Mon,0,Clear,0.903,3.3
T000188,Route_7,Bus,19,31.3,25,7.0,2.8,Thu,0,Rain,0.919,3.7
T000189,Route_10,Train,18,41.0,29,9.11,8.4,Sat,0,Clear,0.73,2.6
T000190,Route_12,Ferry,4,7.1,30,6.28,1.0,Thu,0,Snow,0.924,2.9
T000191,Route_8,Tram,19,27.6,32,2.98,5.3,Fri,0,Clear,0.947,2.2
T000192,Route_10,Ferry,20,30.8,29,10.94,4.0,Sat,0,Clear,0.908,4.4
T000193,Route_12,Ferry,12,43.6,25,3.27,3.2,Mon,0,Fog,0.769,4.5
T000194,Route_11,Train,10,36.0,24,13.79,14.2,Mon,0,Clear,0.767,3.9
T000195,Route_11,Subway,9,7.6,27,4.11,15.9,Mon,0,Clear,0.91,3.2
T000196,Route_4,Train,6,2.8,43,10.26,3.4,Fri,0,Clear,0.97,3.7
T000197,Route_20,Bus,14,19.5,29,2.0,3.2,Sun,0,Clear,0.797,4.0
T000198,Route_14,Subway,18,13.5,37,9.02,3.0,Thu,0,Rain,0.69,4.4
T000199,Route_10,Ferry,0,7.2,34,2.06,0.3,Tue,0,Rain,1.0,3.3
T000200,Route_4,Bus,9,7.8,30,14.95,1.1,Thu,0,Clear,0.799,3.9
T000201,Route_11,Bus,2,11.3,35,10.56,0.3,Sun,0,Clear,0.71,3.0
T000202,Route_15,Bus,7,44.5,29,12.2,3.0,Sat,0,Rain,0.837,4.1
T000203,Route_4,Tram,13,19.8,23,4.27,5.6,Sun,0,Snow,0.869,4.8
T000204,Route_20,Train,5,35.1,34,12.21,1.1,Fri,0,Clear,0.761,3.0
T000205,Route_9,Bus,15,13.1,26,4.91,0.2,Sun,0,Clear,0.838,3.7
T000206,Route_3,Tram,22,26.9,28,4.27,3.2,Wed,0,Clear,0.761,4.8
T000207,Route_11,Subway,12,35.8,26,13.12,4.7,Sat,0,Clear,0.888,4.6
T000208,Route_3,Ferry,11,23.0,21,3.35,5.7,Sun,0,Rain,0.718,3.0
T000209,Route_3,Bus,10,20.0,32,4.81,22.8,Sat,0,Clear,1.0,3.3
T000210,Route_7,Train,9,12.1,48,11.15,3.4,Fri,0,Snow,0.823,2.8
T000211,Route_15,Tram,18,20.3,32,12.45,5.9,Fri,0,Clear,0.8,3.1
T000212,Route_20,Bus,18,15.3,31,9.82,6.5,Thu,0,Clear,0.691,2.8
T000213,Route_2,Subway,11,25.5,24,4.44,9.7,Fri,0,Clear,0.861,3.6
T000214,Route_5,Tram,9,40.1,31,9.99,1.9,Tue,0,Clear,0.813,3.4
T000215,Route_19,Ferry,4,38.9,20,2.15,9.1,Sat,0,Clear,0.708,2.8
T000216,Route_2,Bus,19,15.7,31,13.36,0.3,Mon,0,Clear,0.833,2.9
T000217,Route_5,Ferry,22,29.4,33,11.14,7.3,Sun,0,Rain,0.79,3.2
T000218,Route_12,Train,3,18.9,37,8.84,5.3,Sat,0,Clear,0.825,3.1
T000219,Route_14,Tram,0,43.3,33,9.39,4.5,Sun,0,Clear,0.79,4.5
T000220,Route_20,Ferry,0,30.8,41,5.46,6.7,Tue,0,Snow,0.806,2.6
T000221,Route_13,Train,14,12.6,28,5.36,1.7,Mon,0,Clear,0.764,1.8
T000222,Route_2,Train,18,8.9,44,12.59,0.2,Thu,0,Clear,0.839,3.2
T000223,Route_13,Tram,10,18.9,24,2.43,4.1,Mon,0,Rain,0.84,3.1
T000224,Route_11,Train,0,10.5,28,4.18,0.9,Mon,0,Clear,0.722,4.3
T000225,Route_14,Bus,19,12.5,46,10.25,21.9,Sun,0,Snow,0.754,3.3
T000226,Route_17,Ferry,19,5.7,33,2.54,0.5,Sun,0,Rain,0.895,3.2
T000227,Route_18,Ferry,0,34.3,29,12.97,4.5,Sat,0,Clear,1.0,3.7
T000228,Route_4,Bus,0,25.9,29,14.2,0.4,Sun,0,Clear,0.829,2.8
T000229,Route_14,Bus,21,12.7,23,7.63,1.8,Wed,0,Fog,0.76,2.5
T000230,Route_15,Tram,13,44.9,31,1.81,7.7,Mon,0,Clear,0.871,3.1
T000231,Route_2,Bus,4,39.5,36,4.28,0.1,Tue,0,Snow,0.723,3.4
T000232,Route_16,Train,22,30.5,24,7.61,4.7,Fri,0,Clear,0.843,2.5
T000233,Route_8,Bus,15,42.3,35,13.94,4.2,Tue,0,Snow,0.826,3.3
T000234,Route_2,Subway,5,13.1,35,14.44,1.3,Fri,0,Rain,0.862,3.2
T000235,Route_11,Bus,18,34.4,16,5.78,0.5,Mon,1,Clear,0.848,2.2
T000236,Route_5,Ferry,17,38.2,39,5.49,0.8,Tue,0,Snow,0.844,2.9
T000237,Route_12,Bus,10,44.4,33,3.24,10.9,Wed,0,Snow,0.859,2.6
T000238,Route_12,Bus,19,41.5,28,3.49,1.3,Sun,0,Clear,0.789,4.7
T000239,Route_5,Tram,6,27.4,33,8.44,8.2,Thu,1,Clear,0.901,4.0
T000240,Route_16,Bus,2,25.4,30,1.61,4.0,Thu,0,Clear,0.797,5.0
T000241,Route_17,Train,6,20.0,31,6.28,3.5,Thu,0,Clear,0.828,3.2
T000242,Route_16,Subway,10,26.0,32,5.12,20.6,Mon,0,Clear,0.848,2.6
T000243,Route_16,Train,21,31.5,15,3.18,2.0,Fri,0,Clear,0.905,2.8
T000244,Route_3,Train,18,13.2,33,6.34,2.2,Wed,0,Clear,0.868,5.0
T000245,Route_19,Train,9,3.5,29,13.58,8.2,Thu,0,Clear,0.816,3.9
T000246,Route_15,Ferry,18,9.0,36,5.19,2.8,Tue,0,Clear,0.92,5.0
T000247,Route_9,Subway,16,5.1,30,10.03,8.5,Sat,0,Clear,0.709,3.8
T000248,Route_2,Bus,9,43.4,31,7.84,4.3,Sat,0,Rain,0.984,2.5
T000249,Route_18,Subway,22,11.7,37,13.99,5.3,Sat,0,Rain,0.818,4.0
T000250,Route_8,Bus,20,21.4,34,13.67,8.9,Sat,0,Clear,0.885,3.2
T000251,Route_10,Train,2,44.4,32,5.98,2.3,Tue,0,Rain,0.902,2.5
T000252,Route_14,Train,3,44.6,25,3.99,1.1,Mon,0,Clear,0.824,3.0
T000253,Route_19,Bus,7,13.2,32,10.82,3.2,Sun,0,Rain,0.819,4.5
T000254,Route_4,Train,0,17.0,31,6.23,4.9,Sat,1,Rain,0.778,4.3
T000255,Route_6,Tram,9,1.9,30,6.38,3.7,Thu,0,Snow,0.585,4.1
T000256,Route_6,Tram,21,8.0,28,4.43,0.1,Tue,0,Clear,0.881,3.4
T000257,Route_13,Bus,1,42.2,29,9.36,0.2,Mon,0,Clear,0.645,3.4
T000258,Route_18,Tram,3,21.5,34,8.57,5.5,Mon,0,Clear,0.906,3.4
T000259,Route_12,Subway,20,5.8,31,3.41,5.6,Fri,0,Rain,0.696,3.3
T000260,Route_11,Train,19,40.6,21,2.6,0.6,Sun,0,Clear,0.757,3.5
T000261,Route_18,Subway,19,23.5,30,7.58,3.0,Sat,0,Clear,1.0,4.4
T000262,Route_16,Bus,4,1.1,28,5.42,4.1,Wed,0,Rain,0.919,4.2
T000263,Route_5,Subway,9,41.7,23,6.53,9.2,Thu,0,Rain,0.759,2.9
T000264,Route_19,Train,17,0.6,36,11.57,0.5,Mon,0,Clear,1.0,4.6
T000265,Route_8,Ferry,16,26.9,34,8.31,4.5,Sat,0,Clear,0.786,3.1
T000266,Route_15,Train,12,26.6,34,9.12,1.7,Fri,0,Clear,0.915,2.8
T000267,Route_11,Subway,0,20.9,31,1.8,7.7,Wed,0,Snow,1.0,3.2
T000268,Route_16,Subway,1,33.6,41,6.1,0.8,Fri,0,Clear,0.722,3.6
T000269,Route_14,Ferry,7,13.8,43,4.49,0.4,Sat,0,Clear,0.875,4.1
T000270,Route_11,Ferry,9,14.5,30,10.57,1.5,Thu,1,Clear,0.825,3.4
T000271,Route_6,Ferry,21,41.7,29,2.53,4.3,Fri,0,Rain,0.725,1.6
T000272,Route_11,Tram,2,19.3,24,2.13,6.0,Wed,0,Clear,0.876,3.7
T000273,Route_18,Train,4,23.5,31,11.48,12.5,Tue,0,Clear,0.755,2.3
T000274,Route_1,Ferry,22,39.3,32,14.13,1.4,Wed,0,Clear,0.839,3.6
T000275,Route_13,Train,18,44.8,37,12.69,0.2,Mon,0,Rain,0.926,3.2
T000276,Route_11,Subway,1,7.0,25,5.53,10.8,Mon,0,Clear,0.605,3.8
T000277,Route_16,Subway,19,11.1,38,14.64,14.1,Tue,0,Clear,0.772,4.1
T000278,Route_11,Train,6,22.5,34,8.9,11.2,Mon,0,Snow,0.77,3.0
T000279,Route_1,Subway,22,11.5,40,9.88,2.9,Sun,0,Clear,0.863,3.5
T000280,Route_6,Train,3,26.1,32,1.75,7.6,Tue,0,Rain,0.92,2.1
T000281,Route_14,Train,12,44.9,27,14.24,1.0,Sun,0,Clear,0.83,3.6
T000282,Route_20,Ferry,2,7.8,27,6.76,6.4,Sat,0,Clear,0.8,2.4
T000283,Route_9,Ferry,6,42.1,28,4.83,8.1,Tue,1,Clear,0.743,2.8
T000284,Route_1,Subway,9,23.7,26,1.98,27.0,Sun,0,Rain,0.971,3.5
T000285,Route_12,Bus,16,9.3,34,6.03,0.5,Sun,1,Rain,0.834,2.7
T000286,Route_8,Train,1,34.6,27,11.8,10.2,Sun,0,Clear,0.904,2.8
T000287,Route_16,Tram,3,26.9,26,2.28,3.0,Wed,0,Clear,0.887,3.8
T000288,Route_3,Ferry,19,33.0,32,11.34,2.4,Sun,0,Rain,0.854,2.2
T000289,Route_18,Bus,18,41.7,33,8.15,3.5,Sat,0,Clear,0.946,2.7
T000290,Route_2,Tram,18,26.1,30,9.12,0.2,Sat,0,Rain,0.78,2.7
T000291,Route_5,Bus,8,14.5,20,6.09,5.1,Thu,0,Clear,0.848,3.0
T000292,Route_10,Subway,3,6.6,30,7.17,0.0,Mon,0,Rain,0.823,4.3
T000293,Route_16,Subway,7,30.6,31,8.98,0.7,Sun,0,Rain,0.846,2.9
T000294,Route_7,Tram,15,17.4,31,4.29,9.1,Tue,0,Clear,0.911,3.3
