player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,field_goal_pct,three_point_pct,free_throw_pct
P0144,Team_H,Forward,20,17.8,4.2,5.8,25.4,32,14,5.16,0.416,0.305,0.762
P0145,Team_C,Midfielder,77,13.2,7.2,5.3,25.9,30,11,3.08,0.431,0.402,0.675
P0146,Team_E,Guard,65,23.4,5.6,4.0,42.2,28,8,6.37,0.333,0.327,0.721
P0147,Team_E,Midfielder,51,2.7,6.7,4.3,8.0,28,4,6.33,0.609,0.271,0.533
P0148,Team_K,Striker,12,20.5,9.1,7.0,36.1,32,7,4.9,0.3,0.29,0.782
P0149,Team_E,Defender,59,20.9,2.2,9.4,14.7,24,15,1.82,0.334,0.361,0.677
P0150,Team_F,Midfielder,70,5.8,4.1,2.1,15.2,22,1,2.94,0.3,0.358,0.822
P0151,Team_D,Defender,75,6.2,6.8,6.1,40.9,29,11,2.27,0.415,0.374,0.749
P0152,Team_G,Striker,27,0.1,2.4,5.3,32.4,36,8,3.76,0.398,0.408,0.797
P0153,Team_J,Guard,51,14.3,5.8,13.7,17.0,20,11,1.65,0.516,0.322,0.708
P0154,Team_E,Center,11,13.6,2.6,2.5,19.2,28,16,2.97,0.494,0.313,0.775
P0155,Team_A,Striker,41,9.3,5.1,2.8,25.6,37,8,3.08,0.43,0.246,0.838
P0156,Team_C,Forward,79,26.5,3.6,4.2,46.8,20,3,0.83,0.453,0.371,0.653
P0157,Team_I,Center,24,8.8,0.0,5.0,8.6,29,8,1.61,0.494,0.325,0.864
P0158,Team_F,Midfielder,24,8.2,1.9,1.5,34.8,29,2,0.5,0.468,0.383,0.691
P0159,Team_J,Forward,17,12.5,0.0,4.6,32.2,23,17,6.67,0.507,0.372,0.626
P0160,Team_G,Striker,28,20.1,3.1,11.2,46.8,26,6,0.57,0.462,0.367,0.766
P0161,Team_F,Forward,56,15.2,8.0,5.9,35.8,36,5,1.82,0.542,0.32,0.658
P0162,Team_C,Defender,42,22.1,5.1,6.0,26.0,28,13,5.98,0.529,0.371,0.844
P0163,Team_L,Midfielder,54,32.5,1.4,2.0,23.7,32,0,2.3,0.394,0.242,0.95
P0164,Team_B,Guard,62,27.3,5.7,2.3,19.1,27,14,0.5,0.362,0.342,0.776
P0165,Team_F,Guard,68,24.9,4.8,6.3,45.7,34,17,0.69,0.432,0.263,0.744
P0166,Team_H,Forward,78,11.9,8.6,8.8,18.1,33,10,1.45,0.457,0.21,0.557
P0167,Team_H,Defender,26,11.5,5.0,17.2,25.0,35,2,1.65,0.426,0.204,0.731
P0168,Team_J,Striker,80,24.3,4.2,7.4,31.0,26,1,1.83,0.334,0.314,0.704
P0169,Team_D,Guard,38,16.6,0.6,0.0,28.9,32,9,6.61,0.604,0.308,0.851
P0170,Team_G,Forward,71,38.5,4.2,8.7,35.5,26,9,3.9,0.427,0.48,0.901
P0171,Team_J,Striker,74,9.5,6.9,3.0,20.8,26,3,0.5,0.454,0.369,0.859
P0172,Team_F,Center,32,2.2,4.1,9.0,41.4,21,16,5.72,0.414,0.406,0.699
P0173,Team_E,Guard,16,9.2,2.6,4.7,33.7,29,5,6.59,0.607,0.393,0.864
P0174,Team_H,Midfielder,73,0.7,8.6,5.4,28.3,22,6,0.5,0.546,0.367,0.754
P0175,Team_K,Guard,73,11.5,0.1,10.9,16.7,33,8,3.65,0.632,0.329,0.712
P0176,Team_A,Defender,56,10.6,2.7,9.0,35.7,26,9,4.36,0.423,0.35,0.739
P0177,Team_C,Guard,33,12.5,6.6,3.6,29.8,37,14,2.6,0.314,0.344,0.671
P0178,Team_I,Center,55,0.0,6.2,5.0,8.6,30,14,1.34,0.49,0.313,0.64
P0179,Team_D,Midfielder,10,12.4,6.2,2.8,29.6,22,9,0.5,0.514,0.328,0.758
P0180,Team_G,Forward,42,29.7,3.1,10.2,29.6,31,16,3.19,0.372,0.346,0.612
P0181,Team_I,Midfielder,81,25.9,7.0,9.1,7.7,26,9,0.58,0.471,0.5,0.857
P0182,Team_D,Forward,77,13.8,2.7,5.1,25.1,33,11,0.52,0.65,0.212,0.64
P0183,Team_B,Striker,71,6.2,0.0,7.4,31.7,21,4,0.87,0.5,0.409,0.859
P0184,Team_H,Striker,23,23.8,1.7,6.2,37.2,25,0,0.5,0.303,0.347,0.95
P0185,Team_K,Midfielder,55,18.3,4.2,4.6,15.0,29,5,0.51,0.579,0.41,0.615
P0186,Team_H,Guard,77,15.6,5.9,5.1,19.9,24,1,0.96,0.512,0.313,0.768
P0187,Team_G,Defender,39,20.8,5.0,8.3,18.5,25,14,4.86,0.543,0.366,0.846
P0188,Team_J,Striker,79,3.6,4.6,10.2,16.5,24,10,0.91,0.554,0.43,0.769
P0189,Team_H,Striker,81,4.9,5.5,3.2,17.2,31,3,8.67,0.414,0.326,0.674
P0190,Team_E,Center,20,9.5,5.0,1.3,29.0,24,17,6.97,0.469,0.429,0.613
P0191,Team_K,Forward,42,16.4,3.6,5.0,38.3,34,5,2.29,0.414,0.344,0.533
P0192,Team_E,Striker,13,10.0,4.8,3.3,25.5,24,10,1.44,0.516,0.337,0.661
P0193,Team_A,Center,42,3.1,2.0,16.6,41.6,21,0,4.3,0.35,0.362,0.668
P0194,Team_H,Midfielder,21,0.0,2.7,6.8,20.1,31,1,7.94,0.486,0.419,0.758
P0195,Team_F,Forward,33,25.3,5.5,0.0,23.3,35,12,4.21,0.371,0.321,0.835
P0196,Team_C,Defender,48,13.0,1.4,1.7,33.9,21,16,0.89,0.589,0.388,0.643
P0197,Team_B,Forward,10,12.7,6.0,7.0,35.9,29,8,1.67,0.629,0.254,0.893
P0198,Team_H,Center,16,1.3,0.9,4.0,27.6,27,8,6.33,0.344,0.395,0.81
P0199,Team_G,Center,72,16.2,5.3,0.0,12.9,29,7,9.53,0.592,0.353,0.598
P0200,Team_E,Striker,10,4.1,3.1,11.2,39.9,28,13,0.89,0.349,0.425,0.807
P0201,Team_C,Guard,11,11.2,6.4,9.6,25.1,29,5,1.85,0.533,0.386,0.681
P0202,Team_A,Defender,40,9.8,4.7,10.6,24.0,27,6,2.99,0.385,0.4,0.943
P0203,Team_K,Defender,52,3.9,5.8,0.1,16.3,24,12,4.7,0.524,0.291,0.778
P0204,Team_C,Midfielder,79,13.6,6.8,6.0,34.7,25,17,1.27,0.414,0.346,0.708
P0205,Team_C,Defender,36,30.7,3.0,8.3,5.0,26,10,1.37,0.547,0.377,0.549
P0206,Team_H,Midfielder,74,16.6,6.1,8.4,20.6,36,10,0.59,0.577,0.361,0.764
P0207,Team_G,Forward,43,4.1,9.0,3.2,24.6,30,16,1.69,0.464,0.371,0.95
P0208,Team_F,Striker,39,14.6,4.7,2.1,41.4,31,2,2.2,0.444,0.395,0.607
P0209,Team_K,Midfielder,59,13.1,4.5,12.8,13.1,26,9,2.39,0.456,0.374,0.617
P0210,Team_D,Striker,75,15.3,13.1,12.9,15.2,29,2,0.5,0.301,0.377,0.749
P0211,Team_H,Center,71,9.9,10.6,9.9,26.2,27,4,2.02,0.562,0.363,0.838
P0212,Team_J,Forward,64,5.1,0.0,0.4,15.3,22,15,5.3,0.445,0.347,0.64
P0213,Team_B,Guard,66,11.8,4.8,1.5,19.7,30,2,5.12,0.537,0.315,0.799
P0214,Team_H,Defender,81,19.5,5.9,8.2,26.9,28,6,2.84,0.526,0.268,0.741
P0215,Team_D,Guard,33,6.6,3.5,8.2,40.7,23,13,2.6,0.384,0.451,0.95
P0216,Team_A,Forward,16,9.1,0.0,7.6,16.8,30,14,0.7,0.533,0.383,0.639
P0217,Team_J,Center,22,2.2,2.5,4.9,34.5,31,1,1.41,0.455,0.344,0.728
P0218,Team_F,Midfielder,37,4.6,2.1,6.5,19.1,33,12,2.6,0.385,0.303,0.738
P0219,Team_K,Striker,28,14.1,7.0,0.0,8.7,27,1,1.97,0.516,0.345,0.827
P0220,Team_J,Center,21,27.0,4.8,11.8,17.6,35,1,4.81,0.399,0.377,0.883
P0221,Team_L,Center,25,9.5,7.9,1.3,18.1,31,10,8.62,0.424,0.392,0.684
P0222,Team_J,Striker,53,12.5,6.0,0.0,24.3,22,13,0.66,0.589,0.372,0.778
P0223,Team_B,Guard,31,7.4,0.0,6.3,14.7,29,14,7.46,0.512,0.245,0.745
P0224,Team_L,Defender,12,16.2,0.0,2.1,11.8,35,15,0.5,0.579,0.463,0.616
P0225,Team_I,Defender,23,6.9,4.6,7.9,36.9,32,4,18.43,0.473,0.298,0.802
P0226,Team_G,Forward,14,12.4,11.9,2.6,28.4,21,17,2.45,0.494,0.3,0.851
P0227,Team_E,Midfielder,35,14.4,7.8,1.6,27.2,36,13,0.7,0.435,0.282,0.676
P0228,Team_H,Striker,71,13.0,4.1,4.1,26.3,35,8,2.75,0.37,0.445,0.926
P0229,Team_J,Defender,58,10.9,6.0,4.7,39.4,37,4,3.47,0.438,0.338,0.777
P0230,Team_C,Striker,14,15.8,3.8,3.5,19.6,20,0,5.32,0.439,0.388,0.676
P0231,Team_K,Midfielder,20,11.5,1.1,11.9,38.0,33,1,2.8,0.3,0.34,0.769
P0232,Team_L,Forward,73,4.7,1.6,10.2,23.6,27,6,3.14,0.351,0.385,0.609
P0233,Team_C,Midfielder,48,7.4,6.0,7.8,46.5,31,17,1.25,0.368,0.3,0.802
P0234,Team_F,Forward,65,17.6,3.6,2.7,10.7,23,2,1.88,0.412,0.241,0.862
P0235,Team_A,Forward,12,16.0,2.6,5.8,30.4,33,17,0.5,0.523,0.31,0.61
P0236,Team_F,Forward,53,27.2,4.9,7.0,43.5,26,15,1.46,0.37,0.429,0.797
P0237,Team_G,Defender,64,15.9,3.7,0.0,27.2,35,10,4.14,0.472,0.337,0.675
P0238,Team_F,Striker,15,14.7,10.2,10.3,29.0,29,10,1.32,0.53,0.361,0.667
P0239,Team_H,Forward,66,24.3,3.1,9.5,27.0,23,7,1.49,0.398,0.5,0.641
P0240,Team_L,Defender,27,10.7,7.2,3.3,36.3,37,1,0.73,0.463,0.306,0.627
P0241,Team_F,Center,78,14.1,2.9,4.6,32.3,20,5,2.23,0.435,0.277,0.909
P0242,Team_C,Forward,64,5.2,0.6,9.2,37.5,22,12,1.1,0.524,0.292,0.727
P0243,Team_C,Midfielder,27,0.0,6.5,5.9,8.1,24,8,7.71,0.613,0.355,0.787
P0244,Team_H,Defender,79,18.5,4.2,0.0,27.5,31,15,3.64,0.397,0.382,0.625
P0245,Team_D,Center,13,13.8,9.2,0.0,37.3,26,7,1.13,0.537,0.443,0.521
P0246,Team_J,Striker,40,12.2,0.0,4.0,15.2,26,12,1.21,0.487,0.375,0.739
P0247,Team_G,Midfielder,34,18.9,3.6,5.9,36.3,27,8,1.84,0.446,0.348,0.797
P0248,Team_H,Forward,75,4.1,3.1,2.1,34.9,22,8,9.17,0.463,0.357,0.74
P0249,Team_G,Defender,68,7.0,6.5,7.6,34.4,37,4,13.89,0.39,0.284,0.716
P0250,Team_F,Midfielder,24,12.0,9.2,5.3,32.2,20,10,0.5,0.524,0.4,0.928
P0251,Team_G,Center,71,11.3,1.9,6.0,17.9,23,13,1.15,0.498,0.351,0.773
P0252,Team_J,Center,63,15.6,7.0,4.1,17.1,24,5,11.2,0.57,0.21,0.782
P0253,Team_G,Midfielder,62,12.4,0.0,8.0,27.1,25,4,0.6,0.342,0.31,0.628
P0254,Team_E,Striker,58,16.1,5.2,5.4,22.8,28,15,0.5,0.572,0.412,0.832
P0255,Team_F,Guard,40,12.7,3.6,4.2,20.9,26,3,4.75,0.42,0.383,0.74
P0256,Team_H,Guard,24,15.1,0.4,7.4,31.8,29,9,4.7,0.413,0.333,0.832
P0257,Team_E,Midfielder,28,13.0,9.0,6.3,24.2,21,8,0.5,0.491,0.314,0.715
P0258,Team_L,Center,25,15.2,1.3,3.9,28.8,27,12,0.5,0.452,0.368,0.805
P0259,Team_J,Guard,81,14.7,4.4,3.4,26.7,29,13,0.5,0.623,0.327,0.772
P0260,Team_C,Guard,44,5.2,0.0,3.7,5.0,24,17,1.09,0.474,0.335,0.872
P0261,Team_F,Striker,20,0.0,1.9,8.5,29.5,25,1,1.82,0.426,0.424,0.78
P0262,Team_G,Striker,45,26.5,1.7,0.5,23.6,31,8,8.6,0.501,0.481,0.686
P0263,Team_E,Center,71,8.1,9.8,9.6,17.3,36,5,2.11,0.352,0.372,0.684
P0264,Team_I,Striker,63,10.7,3.8,1.8,21.3,25,11,1.04,0.353,0.368,0.901
P0265,Team_E,Guard,25,14.1,5.8,10.0,17.9,34,4,9.29,0.467,0.381,0.786
P0266,Team_L,Defender,68,0.0,0.0,11.4,13.7,24,5,1.36,0.556,0.363,0.789
P0267,Team_F,Center,81,9.7,4.6,10.2,32.6,21,17,2.97,0.56,0.402,0.718
P0268,Team_C,Center,68,2.8,2.6,13.2,36.8,27,13,0.5,0.457,0.262,0.666
P0269,Team_D,Defender,45,14.9,1.2,5.7,37.0,20,12,1.8,0.34,0.417,0.608
P0270,Team_D,Striker,22,26.2,2.9,1.0,13.5,20,12,4.67,0.628,0.321,0.643
