trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition
T000032,Route_1,Subway,16,16.0,24,13.89,4.9,Wed,0,Rain
T000033,Route_11,Tram,21,9.2,24,13.49,3.6,Sat,0,Rain
T000034,Route_11,Subway,18,40.9,35,11.67,5.8,Sat,0,Clear
T000035,Route_20,Subway,6,5.2,23,5.32,3.4,Thu,1,Clear
T000036,Route_20,Train,1,6.0,32,9.13,1.8,Sat,0,Clear
T000037,Route_6,Bus,11,30.6,25,2.4,22.3,Sat,0,Clear
T000038,Route_2,Subway,22,25.2,30,12.9,0.8,Mon,0,Rain
T000039,Route_2,Ferry,22,5.5,49,4.27,1.6,Tue,0,Rain
T000040,Route_14,Bus,8,4.6,26,10.62,1.0,Sat,1,Clear
T000041,Route_10,Bus,11,32.3,37,9.31,2.1,Sat,0,Rain
T000042,Route_12,Ferry,7,44.5,28,10.9,3.3,Tue,0,Clear
T000043,Route_16,Subway,15,10.8,33,9.34,1.2,Tue,0,Clear
T000044,Route_5,Tram,8,43.4,29,9.99,4.6,Sun,0,Snow
T000045,Route_6,Bus,7,43.3,34,14.07,5.8,Mon,0,Clear
T000046,Route_5,Ferry,7,12.4,26,6.44,4.6,Wed,0,Snow
T000047,Route_3,Subway,10,41.1,32,6.37,5.5,Sat,0,Clear
T000048,Route_18,Tram,5,30.4,33,6.61,5.1,Tue,0,Clear
T000049,Route_3,Bus,5,33.9,26,4.33,0.1,Mon,0,Snow
T000050,Route_12,Ferry,21,39.0,39,10.63,4.2,Thu,0,Clear
T000051,Route_19,Ferry,14,12.7,27,2.43,1.5,Thu,0,Clear
T000052,Route_4,Subway,21,6.5,28,10.09,1.6,Sun,0,Clear
T000053,Route_3,Tram,6,9.5,35,10.24,5.4,Tue,0,Clear
T000054,Route_11,Tram,15,21.0,28,11.95,16.2,Fri,0,Clear
T000055,Route_20,Ferry,20,6.8,33,5.39,8.1,Fri,0,Snow
T000056,Route_19,Bus,3,30.1,25,12.09,7.3,Thu,0,Rain
T000057,Route_19,Tram,3,7.1,28,6.5,0.7,Sat,0,Clear
T000058,Route_17,Train,16,32.3,31,4.11,1.2,Thu,0,Clear
T000059,Route_12,Tram,18,34.1,25,1.64,0.3,Fri,0,Rain
T000060,Route_4,Bus,3,23.6,34,12.46,3.4,Thu,0,Clear
T000061,Route_5,Subway,3,10.0,24,12.07,14.1,Thu,0,Clear
T000062,Route_16,Subway,12,38.9,24,3.73,10.6,Sat,0,Clear
T000063,Route_10,Bus,7,26.5,37,2.1,8.3,Sat,0,Clear
T000064,Route_10,Tram,18,17.3,35,13.02,0.9,Tue,0,Clear
T000065,Route_15,Tram,22,17.1,34,1.76,12.7,Fri,0,Clear
T000066,Route_4,Tram,16,29.9,26,5.95,3.6,Thu,0,Snow
T000067,Route_19,Train,21,43.7,33,8.26,19.4,Sat,0,Clear
T000068,Route_17,Ferry,6,28.2,24,1.51,6.8,Fri,0,Clear
T000069,Route_19,Bus,21,26.5,28,2.4,0.6,Tue,0,Rain
T000070,Route_4,Train,12,8.7,37,11.58,5.5,Mon,0,Snow
T000071,Route_20,Ferry,22,35.0,29,2.64,9.3,Sun,1,Rain
T000072,Route_1,Ferry,14,2.4,31,2.22,1.7,Sun,0,Rain
T000073,Route_6,Ferry,16,12.6,34,14.79,4.3,Mon,0,Clear
T000074,Route_19,Subway,3,40.3,35,12.81,15.6,Tue,0,Clear
T000075,Route_17,Train,0,4.7,27,9.83,3.2,Wed,1,Rain
T000076,Route_17,Train,22,37.8,38,13.05,4.2,Thu,0,Rain
T000077,Route_17,Bus,12,21.6,31,8.06,10.5,Thu,0,Fog
T000078,Route_5,Tram,7,33.9,30,5.5,15.4,Sun,0,Rain
T000079,Route_19,Tram,14,17.8,31,3.12,2.0,Fri,1,Clear
T000080,Route_20,Ferry,17,9.5,30,9.87,6.2,Sat,0,Clear
T000081,Route_5,Train,6,13.6,25,2.08,3.7,Sun,0,Clear
T000082,Route_5,Train,7,39.2,33,1.75,4.6,Sat,0,Rain
T000083,Route_17,Bus,16,10.8,31,14.97,5.0,Fri,0,Rain
T000084,Route_12,Bus,4,1.1,25,2.6,0.2,Thu,1,Rain
T000085,Route_11,Train,9,43.8,28,11.81,1.4,Sun,0,Snow
T000086,Route_6,Ferry,6,34.0,34,9.27,9.2,Sat,0,Snow
T000087,Route_10,Tram,1,30.2,21,14.53,3.0,Tue,0,Rain
T000088,Route_20,Ferry,10,8.6,32,5.66,3.7,Thu,0,Clear
T000089,Route_15,Subway,10,30.8,33,10.41,8.1,Mon,0,Clear
T000090,Route_3,Ferry,6,25.4,34,7.37,14.3,Sun,0,Clear
T000091,Route_7,Subway,3,26.3,25,9.19,2.2,Thu,0,Rain
T000092,Route_1,Bus,1,29.0,29,9.95,10.2,Tue,0,Clear
T000093,Route_3,Subway,7,18.4,32,12.75,4.0,Sat,0,Snow
T000094,Route_2,Tram,13,21.1,41,9.82,6.3,Sat,0,Rain
T000095,Route_10,Train,21,38.9,22,2.62,2.6,Sun,0,Rain
T000096,Route_6,Tram,14,5.2,29,8.32,1.1,Sat,0,Rain
T000097,Route_13,Train,5,31.1,29,11.4,0.9,Tue,1,Clear
T000098,Route_12,Bus,4,12.7,35,9.05,2.4,Fri,0,Snow
T000099,Route_11,Tram,7,14.8,36,9.6,0.1,Thu,0,Snow
T000100,Route_15,Tram,3,20.4,22,13.86,0.2,Mon,0,Rain
T000101,Route_12,Train,22,11.7,24,14.75,16.8,Fri,0,Rain
T000102,Route_9,Train,22,29.0,30,11.45,1.1,Thu,1,Clear
T000103,Route_1,Tram,10,10.4,27,12.24,0.8,Tue,0,Clear
T000104,Route_14,Bus,3,37.7,26,11.15,2.0,Thu,0,Snow
T000105,Route_1,Bus,21,40.0,36,5.69,1.3,Fri,0,Clear
T000106,Route_4,Bus,7,28.5,29,9.45,2.1,Mon,0,Clear
T000107,Route_10,Ferry,17,11.3,32,11.93,0.8,Wed,0,Clear
T000108,Route_3,Train,21,2.8,32,6.19,6.3,Thu,0,Clear
T000109,Route_13,Tram,4,30.2,29,10.27,3.2,Sat,0,Clear
T000110,Route_15,Subway,9,32.5,24,7.11,10.1,Sat,0,Clear
T000111,Route_17,Ferry,5,39.1,31,11.41,3.9,Tue,0,Clear
T000112,Route_14,Subway,12,14.7,32,9.78,3.5,Fri,0,Snow
T000113,Route_13,Bus,3,6.6,28,7.37,2.7,Sun,0,Clear
T000114,Route_15,Subway,13,12.9,30,4.03,5.7,Sun,0,Rain
T000115,Route_20,Ferry,12,26.2,21,12.12,18.1,Sat,0,Clear
T000116,Route_18,Subway,18,37.9,25,12.91,2.0,Tue,1,Clear
T000117,Route_20,Subway,9,42.9,27,2.26,5.3,Wed,0,Clear
T000118,Route_6,Train,10,39.7,33,5.66,0.1,Fri,0,Clear
T000119,Route_17,Bus,5,36.5,25,2.61,1.9,Sat,0,Clear
T000120,Route_11,Bus,10,7.1,26,9.48,0.0,Sat,0,Snow
T000121,Route_2,Ferry,8,2.8,24,4.59,7.5,Fri,0,Clear
T000122,Route_19,Ferry,12,27.5,35,9.28,5.4,Sat,0,Clear
T000123,Route_15,Ferry,14,38.8,28,11.43,0.7,Thu,0,Clear
T000124,Route_1,Tram,18,15.0,25,13.38,7.5,Sat,0,Clear
T000125,Route_14,Tram,5,32.4,32,4.21,6.2,Mon,0,Rain
T000126,Route_11,Subway,20,37.6,31,12.71,5.3,Mon,0,Snow
T000127,Route_5,Train,7,13.8,26,14.92,4.1,Sun,0,Snow
T000128,Route_15,Bus,12,44.4,33,10.69,3.4,Thu,0,Clear
T000129,Route_13,Train,5,6.7,33,13.25,7.3,Tue,0,Snow
T000130,Route_7,Subway,17,9.8,31,10.15,0.8,Sat,0,Clear
T000131,Route_8,Train,19,30.6,30,7.78,2.5,Wed,0,Clear
T000132,Route_8,Train,21,16.5,33,13.75,7.6,Thu,0,Snow
T000133,Route_16,Tram,19,3.6,41,7.13,3.7,Thu,0,Snow
T000134,Route_2,Train,21,12.5,26,9.95,4.2,Mon,0,Clear
T000135,Route_19,Tram,5,35.2,32,6.95,1.3,Tue,0,Clear
T000136,Route_11,Subway,14,38.7,31,7.85,3.9,Sun,0,Clear
T000137,Route_15,Ferry,8,20.9,27,7.84,0.0,Tue,0,Rain
T000138,Route_19,Subway,8,31.6,30,5.18,4.9,Sun,0,Clear
T000139,Route_13,Train,11,2.8,36,13.86,1.1,Wed,0,Rain
T000140,Route_9,Train,19,10.6,32,8.36,0.4,Mon,0,Rain
T000141,Route_5,Train,2,37.0,31,3.33,3.9,Sat,1,Clear
T000142,Route_16,Train,15,31.8,26,9.71,7.1,Thu,0,Clear
T000143,Route_12,Bus,13,10.4,44,12.09,5.3,Wed,0,Clear
T000144,Route_2,Ferry,2,30.9,32,2.08,2.6,Mon,0,Snow
T000145,Route_15,Subway,9,14.5,33,5.58,17.0,Sun,0,Clear
T000146,Route_3,Bus,17,36.9,34,10.88,2.7,Mon,0,Clear
T000147,Route_3,Tram,2,40.3,24,9.0,6.0,Thu,0,Clear
T000148,Route_1,Tram,8,6.0,19,5.64,0.2,Wed,0,Rain
T000149,Route_7,Ferry,10,12.0,36,12.69,4.2,Tue,0,Clear
T000150,Route_2,Bus,4,37.4,11,11.57,12.7,Tue,0,Snow
T000151,Route_12,Ferry,10,15.2,35,7.98,0.7,Fri,0,Clear
T000152,Route_16,Subway,18,29.1,23,12.16,0.0,Mon,0,Rain
T000153,Route_8,Tram,16,36.6,29,11.71,2.6,Wed,0,Rain
T000154,Route_16,Bus,7,40.3,38,13.68,1.4,Sun,0,Clear
T000155,Route_10,Bus,4,11.0,27,9.38,4.2,Thu,0,Clear
T000156,Route_20,Bus,12,15.2,24,3.5,5.5,Sat,0,Clear
T000157,Route_8,Train,2,32.9,29,3.09,12.9,Tue,0,Clear
T000158,Route_11,Tram,20,4.6,22,11.76,1.8,Wed,0,Clear
T000159,Route_13,Train,3,29.2,27,5.77,1.4,Sun,0,Clear
T000160,Route_16,Ferry,14,26.3,28,9.24,1.7,Tue,0,Clear
T000161,Route_11,Tram,18,25.5,23,6.59,3.3,Mon,0,Rain
T000162,Route_9,Bus,0,42.2,32,13.29,5.2,Thu,0,Rain
T000163,Route_6,Bus,11,40.2,29,10.74,0.2,Thu,0,Clear
T000164,Route_17,Bus,15,30.2,31,7.75,8.6,Thu,0,Clear
T000165,Route_13,Subway,9,6.7,25,6.92,2.0,Mon,0,Clear
T000166,Route_19,Ferry,21,1.8,40,13.77,0.6,Tue,0,Rain
T000167,Route_11,Subway,15,12.3,23,4.73,1.1,Sun,0,Clear
T000168,Route_6,Subway,14,3.3,35,3.19,0.3,Wed,0,Clear
T000169,Route_8,Bus,12,22.1,32,10.15,0.5,Thu,1,Clear
T000170,Route_4,Tram,6,24.5,23,2.57,10.9,Mon,0,Rain
T000171,Route_10,Tram,5,10.1,35,2.05,5.8,Wed,0,Rain
T000172,Route_4,Ferry,3,35.0,32,2.85,2.7,Tue,1,Clear
T000173,Route_2,Tram,5,23.1,25,4.29,3.7,Fri,0,Clear
T000174,Route_19,Tram,7,29.9,40,3.89,0.9,Sat,0,Clear
T000175,Route_11,Train,22,25.9,26,5.31,6.1,Fri,1,Clear
T000176,Route_12,Tram,16,32.4,27,9.28,13.9,Sun,0,Clear
T000177,Route_10,Ferry,17,26.7,22,1.9,9.4,Sun,0,Clear
T000178,Route_20,Subway,5,43.4,35,3.04,6.3,Wed,0,Clear
T000179,Route_6,Tram,20,26.4,26,2.78,6.3,Wed,0,Clear
T000180,Route_19,Bus,15,10.3,24,14.92,2.6,Thu,0,Clear
T000181,Route_16,Bus,7,38.6,26,10.4,2.2,Sun,0,Snow
T000182,Route_16,Train,18,5.2,23,14.27,7.3,Sat,0,Rain
T000183,Route_20,Bus,11,14.0,21,6.94,1.4,Wed,0,Clear
T000184,Route_5,Train,12,38.7,28,1.72,3.5,Wed,0,Clear
T000185,Route_16,Subway,5,12.2,28,9.81,1.0,Thu,0,Snow
T000186,Route_11,Tram,8,16.2,33,8.72,8.7,Sun,0,Rain
T000187,Route_7,Train,4,16.8,35,1.74,1.3,Wed,0,Clear
T000188,Route_12,Ferry,11,12.7,29,14.68,0.6,Tue,0,Clear
T000189,Route_9,Ferry,4,14.1,26,7.79,0.7,Sat,0,Rain
T000190,Route_1,Tram,17,6.4,28,8.83,11.3,Fri,0,Rain
T000191,Route_12,Ferry,7,23.9,33,9.66,9.3,Mon,0,Clear
T000192,Route_18,Bus,1,23.2,34,6.53,0.3,Sat,0,Snow
T000193,Route_15,Tram,3,38.7,26,14.5,2.8,Wed,0,Clear
T000194,Route_4,Subway,17,7.6,40,10.1,1.3,Tue,0,Clear
T000195,Route_17,Tram,2,40.4,43,9.17,4.0,Sat,0,Clear
T000196,Route_14,Train,15,29.4,29,6.35,5.5,Sun,0,Clear
T000197,Route_14,Bus,12,7.2,26,13.81,1.8,Thu,1,Clear
T000198,Route_4,Tram,17,34.1,40,8.1,0.5,Sun,0,Clear
T000199,Route_5,Tram,14,6.2,35,13.7,0.9,Tue,0,Rain
T000200,Route_5,Subway,14,24.7,24,10.78,0.6,Mon,0,Snow
T000201,Route_13,Tram,10,22.2,23,5.84,1.4,Thu,0,Clear
T000202,Route_15,Bus,7,24.2,29,4.81,5.7,Thu,0,Clear
T000203,Route_11,Subway,19,22.9,26,5.96,13.1,Mon,0,Fog
T000204,Route_20,Ferry,13,33.0,33,5.44,0.2,Sat,0,Rain
T000205,Route_20,Subway,0,11.1,26,6.45,4.9,Thu,0,Clear
T000206,Route_12,Bus,15,41.9,34,14.97,1.4,Wed,0,Clear
T000207,Route_16,Train,1,25.1,26,4.52,2.1,Tue,0,Clear
T000208,Route_2,Ferry,18,41.4,32,4.83,6.5,Thu,0,Clear
T000209,Route_12,Train,5,39.0,23,7.13,0.7,Sun,0,Rain
T000210,Route_16,Bus,4,23.1,20,4.14,1.5,Sat,0,Rain
T000211,Route_1,Train,20,43.3,33,9.27,16.6,Sun,1,Rain
T000212,Route_6,Train,13,38.5,28,3.09,4.4,Thu,0,Snow
T000213,Route_16,Ferry,7,5.2,37,8.01,0.7,Sat,0,Rain
T000214,Route_12,Train,2,40.9,28,14.08,0.7,Fri,0,Clear
T000215,Route_19,Ferry,6,9.1,23,10.69,2.5,Mon,1,Snow
T000216,Route_6,Tram,20,28.7,26,13.94,16.5,Mon,1,Clear
T000217,Route_19,Tram,9,7.3,31,6.23,2.0,Tue,0,Rain
T000218,Route_8,Train,22,29.7,40,10.4,0.5,Mon,1,Fog
T000219,Route_7,Subway,9,16.1,33,9.63,1.0,Sat,0,Snow
T000220,Route_1,Train,14,21.4,23,5.65,6.3,Mon,0,Clear
T000221,Route_7,Train,22,26.2,26,13.01,1.7,Sat,0,Clear
T000222,Route_13,Ferry,11,25.4,33,6.57,1.1,Sun,0,Snow
T000223,Route_2,Tram,13,22.4,29,5.15,11.1,Wed,0,Clear
T000224,Route_20,Ferry,19,7.5,31,2.94,8.6,Tue,1,Clear
T000225,Route_4,Train,0,23.0,29,11.5,3.5,Mon,0,Clear
T000226,Route_13,Train,13,41.7,34,12.49,8.5,Sat,0,Rain
T000227,Route_15,Bus,12,24.1,33,3.37,4.4,Thu,0,Snow
T000228,Route_10,Ferry,5,18.6,34,3.9,1.0,Wed,0,Rain
T000229,Route_11,Tram,16,42.7,22,8.03,0.2,Sun,0,Clear
T000230,Route_14,Tram,9,19.0,20,5.62,4.0,Tue,1,Rain
T000231,Route_5,Ferry,20,17.2,31,3.67,1.3,Sun,0,Rain
T000232,Route_9,Tram,3,24.5,27,3.28,3.0,Sun,0,Clear
T000233,Route_5,Train,16,25.1,31,4.1,0.7,Tue,0,Rain
T000234,Route_4,Train,16,13.2,32,12.89,8.6,Sun,1,Clear
T000235,Route_3,Bus,6,27.4,24,12.5,3.3,Sun,0,Rain
T000236,Route_19,Subway,6,15.1,26,3.24,1.3,Tue,0,Clear
T000237,Route_14,Train,18,23.6,28,14.45,2.3,Sun,0,Rain
T000238,Route_2,Subway,21,41.3,49,11.66,0.8,Sun,0,Snow
T000239,Route_5,Train,13,28.2,25,5.51,3.1,Thu,0,Clear
T000240,Route_3,Ferry,9,12.8,29,13.71,0.5,Sat,0,Rain
T000241,Route_6,Tram,18,6.6,44,5.41,3.4,Mon,0,Fog
T000242,Route_7,Ferry,4,29.1,35,2.54,1.1,Sat,0,Clear
T000243,Route_8,Ferry,1,38.5,33,3.39,1.6,Mon,0,Snow
T000244,Route_5,Bus,9,4.1,31,7.48,10.2,Sun,0,Clear
T000245,Route_7,Ferry,3,34.9,33,10.69,2.4,Thu,0,Clear
T000246,Route_13,Bus,11,39.7,22,8.65,3.1,Thu,0,Clear
T000247,Route_18,Train,4,43.6,22,6.01,6.5,Wed,0,Rain
T000248,Route_13,Ferry,5,16.6,28,14.59,0.7,Sat,0,Clear
T000249,Route_17,Bus,6,8.7,37,12.26,6.2,Wed,0,Clear
T000250,Route_16,Bus,0,14.8,24,10.7,1.7,Mon,1,Clear
T000251,Route_2,Subway,19,5.0,31,10.79,4.4,Fri,0,Rain
T000252,Route_8,Train,4,5.5,25,2.74,5.6,Sat,0,Snow
T000253,Route_7,Subway,19,30.7,24,14.78,1.1,Mon,0,Clear
T000254,Route_7,Subway,20,42.3,28,12.53,6.2,Sat,1,Snow
T000255,Route_4,Ferry,22,33.3,30,7.89,14.9,Fri,0,Clear
T000256,Route_1,Subway,11,18.9,29,8.59,7.0,Thu,1,Rain
T000257,Route_16,Tram,11,36.8,25,7.08,6.2,Tue,0,Rain
T000258,Route_3,Tram,12,34.5,31,7.79,10.0,Fri,0,Clear
T000259,Route_9,Bus,14,18.1,35,6.3,0.4,Fri,0,Clear
T000260,Route_11,Ferry,21,34.2,26,14.82,2.2,Fri,0,Clear
T000261,Route_13,Ferry,21,40.8,35,14.49,1.3,Tue,0,Clear
T000262,Route_4,Subway,1,13.7,27,12.94,1.2,Mon,0,Rain
T000263,Route_19,Tram,19,4.6,29,9.65,2.6,Tue,0,Rain
T000264,Route_18,Subway,21,14.9,26,10.41,6.0,Sat,0,Rain
T000265,Route_10,Train,21,28.5,30,7.54,1.9,Wed,0,Rain
T000266,Route_14,Ferry,18,34.7,35,1.62,19.3,Tue,1,Clear
T000267,Route_2,Train,22,25.9,20,13.03,9.2,Mon,0,Fog
T000268,Route_19,Train,4,4.1,30,2.61,2.1,Fri,0,Clear
T000269,Route_5,Bus,4,36.7,36,4.14,2.6,Thu,0,Clear
T000270,Route_7,Train,5,2.6,33,13.29,4.0,Thu,0,Clear
T000271,Route_6,Subway,17,17.1,32,12.49,6.0,Wed,0,Fog
T000272,Route_13,Bus,11,3.2,37,11.36,0.6,Thu,0,Rain
T000273,Route_16,Bus,1,3.1,32,8.85,4.3,Wed,0,Clear
T000274,Route_18,Subway,12,27.1,35,2.75,3.2,Sun,0,Snow
T000275,Route_4,Tram,16,3.1,19,3.73,1.1,Wed,0,Clear
T000276,Route_20,Tram,9,6.4,26,11.25,4.9,Thu,0,Snow
T000277,Route_3,Subway,19,21.5,29,14.83,6.6,Tue,0,Clear
T000278,Route_14,Bus,15,30.4,24,7.67,1.4,Tue,0,Clear
T000279,Route_3,Bus,7,6.5,36,14.86,4.3,Mon,0,Clear
T000280,Route_1,Ferry,2,19.2,36,5.8,5.9,Fri,0,Clear
T000281,Route_8,Ferry,11,24.2,20,11.88,6.5,Sun,0,Clear
T000282,Route_4,Tram,2,9.9,37,9.65,2.6,Sun,0,Fog
T000283,Route_10,Train,9,43.3,30,7.97,4.6,Thu,1,Clear
T000284,Route_12,Bus,22,10.2,31,12.25,1.4,Sun,0,Clear
T000285,Route_5,Bus,8,9.9,30,6.53,14.9,Sat,0,Snow
T000286,Route_12,Bus,21,17.2,38,8.49,3.8,Sat,0,Clear
T000287,Route_19,Subway,21,0.8,27,8.11,0.6,Wed,1,Rain
T000288,Route_15,Subway,5,13.2,29,12.55,0.4,Tue,0,Clear
T000289,Route_14,Tram,4,24.5,31,5.48,1.6,Mon,0,Clear
T000290,Route_5,Tram,7,8.6,33,5.97,9.0,Fri,0,Clear
T000291,Route_18,Train,14,10.3,21,10.35,1.2,Tue,0,Rain
T000292,Route_14,Bus,3,14.4,32,10.3,15.8,Sun,0,Snow
T000293,Route_6,Subway,2,5.5,29,6.84,10.7,Fri,0,Snow
T000294,Route_18,Train,18,44.2,28,12.01,5.4,Sat,1,Snow
T000295,Route_15,Tram,7,41.8,34,11.53,12.0,Sat,0,Rain
T000296,Route_1,Train,15,6.8,29,9.35,2.9,Fri,0,Clear
T000297,Route_8,Train,12,21.1,45,3.9,0.1,Mon,0,Rain
T000298,Route_7,Bus,1,5.5,27,11.86,4.4,Fri,0,Clear
T000299,Route_6,Ferry,9,31.9,33,3.39,0.4,Fri,0,Clear
T000300,Route_2,Bus,2,13.2,28,13.03,2.3,Thu,0,Clear
T000301,Route_12,Ferry,0,12.4,34,10.69,0.3,Thu,0,Clear
T000302,Route_19,Ferry,2,2.3,24,9.98,0.3,Thu,0,Clear
T000303,Route_9,Subway,4,26.7,33,6.6,12.0,Thu,0,Clear
T000304,Route_4,Ferry,7,34.1,31,5.48,0.8,Sun,1,Clear
T000305,Route_17,Train,7,9.5,37,7.81,4.7,Fri,0,Clear
T000306,Route_17,Bus,14,5.1,31,14.98,1.5,Sat,0,Clear
T000307,Route_13,Ferry,15,5.8,22,7.82,5.6,Fri,1,Clear
T000308,Route_4,Bus,17,28.9,28,12.16,1.8,Tue,0,Clear
T000309,Route_7,Tram,4,40.6,31,4.14,1.2,Fri,0,Rain
T000310,Route_9,Subway,19,3.9,29,4.57,6.9,Wed,0,Rain
T000311,Route_14,Tram,20,26.2,30,8.68,3.5,Tue,0,Clear
T000312,Route_14,Subway,16,21.4,37,5.93,0.3,Tue,1,Clear
T000313,Route_11,Tram,19,27.5,27,11.19,1.1,Wed,0,Rain
T000314,Route_6,Tram,20,21.2,30,14.49,0.7,Thu,0,Clear
T000315,Route_10,Subway,21,10.4,43,2.13,9.6,Thu,0,Clear
T000316,Route_10,Tram,20,23.1,29,13.15,5.1,Wed,0,Fog
T000317,Route_8,Ferry,18,34.7,33,14.66,2.7,Sat,0,Rain
T000318,Route_18,Bus,8,6.7,18,2.64,4.2,Thu,0,Clear
T000319,Route_11,Tram,4,32.4,35,10.18,6.3,Sat,0,Clear
T000320,Route_3,Tram,2,38.9,28,9.09,1.0,Tue,0,Clear
T000321,Route_13,Train,11,14.0,45,4.82,13.7,Wed,1,Clear
T000322,Route_16,Tram,5,12.5,33,9.59,8.0,Wed,0,Rain
T000323,Route_13,Subway,8,1.6,33,13.77,14.6,Wed,0,Rain
T000324,Route_18,Bus,5,36.7,37,13.84,2.0,Wed,0,Rain
T000325,Route_15,Tram,5,15.7,30,11.57,9.7,Sun,0,Clear
T000326,Route_8,Tram,17,26.0,26,8.58,1.1,Tue,0,Clear
T000327,Route_18,Subway,21,19.5,29,1.57,1.0,Sun,0,Clear
T000328,Route_6,Subway,5,37.4,32,10.86,0.9,Mon,0,Clear
T000329,Route_3,Ferry,10,2.1,24,5.06,2.7,Wed,0,Clear
T000330,Route_8,Subway,2,12.8,22,2.03,8.2,Thu,0,Clear
T000331,Route_20,Train,17,2.4,32,3.21,0.1,Sat,0,Rain
T000332,Route_5,Ferry,5,36.9,33,3.84,2.9,Fri,0,Clear
T000333,Route_3,Ferry,15,34.1,29,11.65,0.7,Mon,1,Clear
T000334,Route_11,Train,20,4.8,30,13.32,0.1,Thu,0,Rain
T000335,Route_13,Subway,11,31.2,37,5.68,6.8,Thu,0,Clear
T000336,Route_10,Bus,9,2.5,31,2.8,0.5,Fri,0,Clear
T000337,Route_10,Subway,20,24.2,44,6.51,15.6,Mon,0,Clear
T000338,Route_10,Bus,22,15.3,29,14.84,6.4,Wed,0,Clear
T000339,Route_7,Train,6,4.8,28,6.69,4.5,Sat,0,Clear
T000340,Route_5,Bus,18,26.4,30,14.79,8.6,Sat,0,Rain
T000341,Route_12,Bus,15,1.6,26,6.19,0.6,Sat,0,Fog
T000342,Route_3,Subway,4,1.3,23,12.07,0.5,Wed,0,Rain
T000343,Route_18,Train,2,41.8,34,8.65,5.1,Sun,1,Clear
T000344,Route_4,Train,10,30.4,26,13.44,6.1,Tue,0,Clear
T000345,Route_17,Ferry,9,5.6,26,8.7,6.9,Sat,0,Fog
T000346,Route_18,Ferry,12,20.8,42,1.91,5.5,Sun,0,Clear
T000347,Route_17,Bus,6,17.6,28,5.37,4.5,Sat,0,Rain
T000348,Route_5,Tram,10,28.9,37,6.03,11.7,Mon,0,Rain
T000349,Route_15,Train,1,18.0,34,6.92,12.5,Fri,0,Rain
T000350,Route_8,Train,13,2.0,42,6.94,2.0,Sun,0,Clear
T000351,Route_18,Subway,7,6.8,37,7.48,4.6,Wed,0,Clear
T000352,Route_15,Ferry,8,12.1,34,11.67,8.8,Mon,0,Rain
T000353,Route_1,Subway,18,13.2,34,8.03,3.2,Thu,0,Clear
T000354,Route_18,Tram,8,14.7,32,12.48,4.5,Mon,0,Clear
T000355,Route_15,Subway,22,14.9,24,12.78,3.2,Mon,0,Rain
T000356,Route_12,Ferry,9,33.9,22,4.4,9.9,Fri,0,Clear
