trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,revenue,operational_cost
T000022,Route_5,Tram,20,44.8,43,14.21,4.0,Thu,1,Fog,632.29,118.95
T000023,Route_6,Subway,15,1.0,30,8.13,2.9,Wed,0,Snow,222.95,5.0
T000024,Route_11,Train,14,1.7,35,4.84,1.2,Sun,0,Clear,162.16,10.46
T000025,Route_20,Tram,22,3.7,30,7.75,10.7,Fri,0,Rain,256.62,15.66
T000026,Route_17,Bus,15,17.4,28,8.99,2.9,Sun,0,Clear,298.3,30.63
T000027,Route_20,Subway,8,28.7,26,13.98,4.6,Fri,0,Clear,353.14,81.27
T000028,Route_18,Tram,13,3.8,28,6.69,1.3,Sun,1,Clear,208.35,19.12
T000029,Route_3,Bus,20,22.9,26,4.47,4.6,Sat,0,Clear,112.5,55.96
T000030,Route_3,Bus,1,1.6,35,9.38,5.5,Tue,0,Clear,296.47,5.0
T000031,Route_17,Tram,10,38.8,31,7.8,26.2,Sun,0,Clear,222.65,94.01
T000032,Route_13,Subway,13,29.6,30,13.07,10.2,Sun,0,Rain,467.33,70.7
T000033,Route_7,Ferry,9,42.4,38,11.22,2.6,Sun,0,Snow,486.75,124.3
T000034,Route_1,Tram,17,14.2,30,12.44,7.2,Thu,0,Clear,358.09,26.18
T000035,Route_10,Bus,20,6.0,32,2.02,3.7,Wed,1,Rain,57.3,38.86
T000036,Route_13,Subway,2,16.6,25,10.47,0.0,Wed,0,Clear,238.76,63.46
T000037,Route_14,Ferry,2,27.5,36,7.94,4.0,Fri,0,Clear,285.94,67.63
T000038,Route_3,Subway,21,25.7,30,10.97,6.3,Fri,0,Rain,294.13,55.32
T000039,Route_13,Train,22,8.2,24,4.09,5.5,Tue,0,Snow,105.32,15.0
T000040,Route_10,Subway,8,11.8,33,13.78,0.5,Sun,0,Rain,516.44,29.98
T000041,Route_9,Tram,11,31.4,21,4.01,6.3,Tue,0,Clear,99.01,68.25
T000042,Route_16,Ferry,9,7.2,31,8.78,3.8,Sun,0,Snow,251.17,38.24
T000043,Route_2,Train,7,4.4,29,10.91,3.6,Sat,0,Rain,315.32,5.0
T000044,Route_7,Bus,20,33.3,33,7.88,3.0,Sat,0,Rain,256.3,101.99
T000045,Route_2,Bus,9,17.2,29,10.4,0.8,Tue,0,Clear,323.81,46.67
T000046,Route_7,Tram,19,20.8,28,11.29,6.0,Sat,0,Clear,362.76,57.16
T000047,Route_9,Ferry,1,18.1,44,12.22,3.0,Sat,0,Clear,439.32,42.56
T000048,Route_12,Bus,21,21.1,30,8.59,4.4,Sun,0,Fog,269.67,52.2
T000049,Route_10,Ferry,4,41.3,21,6.58,0.8,Sat,0,Clear,134.71,112.37
T000050,Route_10,Tram,12,43.0,26,6.23,4.1,Sat,0,Clear,132.22,103.65
T000051,Route_16,Ferry,11,32.5,22,12.83,1.4,Sat,0,Clear,249.53,86.99
T000052,Route_11,Train,16,22.7,28,10.33,5.2,Sun,0,Clear,256.8,69.5
T000053,Route_7,Train,6,33.0,38,8.97,9.0,Fri,0,Clear,346.94,71.71
T000054,Route_7,Bus,9,13.8,29,7.24,3.6,Wed,0,Clear,236.76,21.39
T000055,Route_11,Train,8,21.1,29,8.34,6.8,Fri,0,Clear,196.97,63.76
T000056,Route_1,Tram,7,9.2,39,4.13,0.7,Thu,0,Rain,160.61,13.77
T000057,Route_4,Train,18,26.9,37,10.61,2.0,Fri,0,Clear,419.97,78.79
T000058,Route_3,Tram,22,23.3,35,11.17,1.1,Wed,0,Snow,327.67,38.21
T000059,Route_4,Train,7,26.1,40,7.13,1.1,Sun,0,Clear,283.61,73.0
T000060,Route_6,Bus,0,1.5,27,5.1,3.1,Tue,0,Clear,139.01,5.0
T000061,Route_2,Tram,15,13.8,34,8.7,1.2,Wed,0,Snow,291.98,29.69
T000062,Route_19,Subway,1,20.4,15,2.34,3.7,Fri,0,Clear,34.32,49.8
T000063,Route_4,Subway,21,23.3,24,8.14,2.4,Sat,0,Clear,174.61,47.17
T000064,Route_10,Train,7,34.8,36,9.69,14.4,Mon,0,Clear,381.61,83.05
T000065,Route_3,Bus,4,11.8,26,5.24,2.7,Thu,0,Clear,145.55,33.12
T000066,Route_9,Bus,10,10.7,36,7.01,2.3,Wed,0,Rain,202.54,23.33
T000067,Route_17,Ferry,20,38.1,34,8.24,1.9,Sat,0,Clear,325.14,106.4
T000068,Route_8,Subway,20,11.4,37,9.46,0.2,Mon,0,Fog,307.77,36.25
T000069,Route_13,Subway,13,16.2,28,2.1,2.0,Sun,0,Clear,67.61,33.43
T000070,Route_2,Tram,21,40.0,32,7.09,1.1,Sat,0,Clear,232.71,101.06
T000071,Route_20,Tram,4,34.3,36,1.74,2.2,Mon,1,Clear,62.14,65.16
T000072,Route_2,Ferry,18,40.0,26,14.81,2.1,Tue,0,Rain,359.36,86.76
T000073,Route_8,Bus,16,28.0,35,11.87,13.1,Wed,0,Clear,443.38,73.57
T000074,Route_19,Ferry,0,36.8,28,13.4,0.7,Tue,0,Clear,345.87,84.59
T000075,Route_11,Ferry,7,21.4,36,11.33,7.1,Tue,0,Rain,453.42,61.38
T000076,Route_9,Ferry,18,10.1,29,2.22,2.0,Thu,0,Snow,71.48,39.61
T000077,Route_1,Tram,8,23.0,36,8.6,2.9,Fri,0,Clear,341.74,55.48
T000078,Route_1,Train,13,22.9,33,7.1,0.1,Sun,0,Clear,252.55,62.74
T000079,Route_12,Subway,19,19.8,22,9.88,11.9,Sun,0,Rain,248.48,54.87
T000080,Route_15,Ferry,13,29.7,19,10.52,0.6,Sat,0,Clear,204.75,107.55
T000081,Route_5,Train,16,15.8,27,6.15,5.6,Wed,0,Clear,148.43,23.08
T000082,Route_20,Train,22,8.4,38,13.73,11.5,Sun,0,Rain,421.26,24.65
T000083,Route_9,Tram,4,23.2,34,8.17,7.0,Tue,0,Clear,257.1,57.95
T000084,Route_5,Ferry,9,4.9,19,11.24,4.3,Sun,0,Clear,193.62,23.45
T000085,Route_7,Bus,16,7.0,30,1.89,3.0,Fri,1,Snow,63.04,42.06
T000086,Route_19,Bus,7,17.9,22,2.33,2.9,Thu,1,Clear,43.62,30.45
T000087,Route_9,Ferry,7,3.6,25,13.94,0.1,Fri,0,Clear,414.27,16.31
T000088,Route_8,Tram,1,8.2,28,3.48,2.9,Thu,0,Snow,86.05,33.87
T000089,Route_17,Bus,4,3.9,25,5.56,9.4,Sat,0,Rain,151.0,11.63
T000090,Route_12,Subway,9,43.9,37,4.4,1.8,Wed,0,Snow,188.03,119.17
T000091,Route_10,Subway,16,28.1,40,3.58,1.6,Fri,1,Clear,165.43,77.74
T000092,Route_17,Ferry,17,14.5,31,3.4,4.3,Wed,0,Rain,123.31,26.27
T000093,Route_11,Train,2,13.6,28,10.0,6.4,Tue,0,Rain,246.36,45.25
T000094,Route_11,Tram,2,32.2,28,5.96,1.6,Mon,0,Clear,168.51,76.9
T000095,Route_14,Ferry,11,18.6,20,3.54,5.6,Mon,0,Clear,62.23,41.4
T000096,Route_17,Bus,5,40.0,25,14.21,8.2,Wed,1,Snow,422.92,81.26
T000097,Route_19,Subway,4,42.8,26,7.72,0.2,Sun,0,Clear,161.69,111.76
T000098,Route_16,Bus,16,34.2,24,13.85,2.4,Sun,0,Rain,381.59,92.29
T000099,Route_13,Bus,6,23.1,33,12.17,4.4,Mon,0,Rain,335.78,57.54
T000100,Route_1,Bus,10,23.4,26,3.77,6.2,Mon,0,Clear,113.4,66.73
T000101,Route_19,Train,1,26.8,38,13.17,4.9,Tue,0,Clear,460.57,60.32
T000102,Route_18,Tram,9,42.8,31,6.56,6.5,Thu,0,Snow,181.95,99.62
T000103,Route_16,Subway,19,40.0,38,1.83,17.1,Thu,0,Rain,63.06,86.13
T000104,Route_5,Tram,19,15.5,35,12.92,2.3,Sat,0,Clear,497.77,42.53
T000105,Route_16,Bus,8,26.1,26,13.71,1.8,Fri,1,Clear,323.4,59.29
T000106,Route_18,Subway,12,20.8,27,13.27,3.0,Wed,0,Clear,322.4,55.08
T000107,Route_11,Tram,22,7.6,43,7.7,2.0,Sun,0,Rain,277.1,18.71
T000108,Route_19,Ferry,4,39.5,26,4.63,5.6,Fri,0,Clear,97.63,98.1
T000109,Route_19,Tram,16,41.4,27,8.21,3.3,Sun,0,Snow,258.9,106.92
T000110,Route_8,Subway,12,12.3,35,4.41,1.5,Thu,1,Snow,170.52,13.32
T000111,Route_11,Ferry,8,19.9,24,2.17,2.9,Mon,0,Rain,52.7,57.26
T000112,Route_8,Subway,7,14.1,34,14.6,1.2,Thu,0,Snow,471.72,31.73
T000113,Route_3,Train,22,9.7,36,3.1,13.7,Thu,0,Clear,111.49,18.45
T000114,Route_7,Bus,12,5.0,35,9.9,0.1,Fri,0,Clear,325.68,24.68
T000115,Route_18,Ferry,0,41.8,31,2.5,16.7,Fri,0,Clear,75.51,92.25
T000116,Route_11,Train,2,2.5,25,8.6,13.9,Tue,0,Clear,186.76,5.0
T000117,Route_16,Ferry,6,44.5,23,3.07,0.2,Tue,0,Clear,64.75,125.95
T000118,Route_3,Ferry,2,42.5,28,13.58,8.9,Sat,0,Clear,413.44,101.02
T000119,Route_2,Train,7,14.8,23,14.8,28.5,Fri,0,Snow,309.54,21.19
T000120,Route_20,Subway,5,2.2,31,1.73,1.1,Mon,0,Rain,49.29,35.29
T000121,Route_4,Tram,2,11.0,29,14.91,0.6,Sat,0,Clear,357.02,28.35
T000122,Route_13,Train,3,35.8,30,8.6,3.3,Sat,1,Clear,307.09,89.58
T000123,Route_15,Train,8,21.7,30,4.65,5.2,Sat,0,Clear,133.02,64.51
T000124,Route_13,Subway,2,31.6,28,1.88,5.1,Sat,0,Clear,57.74,76.55
T000125,Route_4,Bus,21,39.7,32,1.62,4.6,Sun,0,Rain,49.5,96.09
T000126,Route_7,Train,7,10.8,39,9.07,10.7,Sun,0,Clear,303.96,22.47
T000127,Route_8,Ferry,9,28.7,30,14.65,0.9,Wed,0,Clear,470.59,72.48
T000128,Route_7,Bus,4,21.6,30,3.3,8.6,Sun,0,Clear,89.83,61.14
T000129,Route_13,Ferry,12,41.5,18,8.76,11.2,Thu,0,Clear,176.28,101.43
T000130,Route_18,Ferry,18,40.1,30,4.01,1.3,Wed,0,Rain,118.5,120.34
T000131,Route_12,Tram,5,18.3,26,10.34,0.1,Sun,0,Clear,253.48,43.43
T000132,Route_1,Tram,22,16.4,33,5.99,7.8,Tue,0,Clear,208.34,35.21
T000133,Route_12,Train,20,14.2,25,7.9,5.6,Tue,0,Clear,169.86,31.63
T000134,Route_11,Tram,2,44.7,31,9.77,8.8,Thu,0,Snow,360.61,125.6
T000135,Route_10,Subway,1,15.3,33,6.08,3.3,Tue,0,Clear,186.98,22.92
T000136,Route_17,Train,22,17.5,35,1.74,1.0,Wed,0,Clear,58.24,42.87
T000137,Route_7,Train,11,2.3,28,10.79,2.2,Wed,0,Clear,313.31,9.62
T000138,Route_16,Tram,9,18.7,33,4.9,18.6,Wed,0,Rain,157.98,42.23
T000139,Route_15,Bus,22,18.6,35,3.24,25.4,Thu,0,Clear,128.87,56.13
T000140,Route_20,Ferry,19,13.8,34,6.47,6.0,Thu,0,Fog,182.67,36.25
T000141,Route_1,Bus,10,16.4,31,9.66,8.0,Fri,0,Clear,327.37,54.61
T000142,Route_16,Ferry,3,33.9,33,9.24,0.5,Thu,0,Clear,325.61,79.4
T000143,Route_15,Train,20,27.1,23,12.04,1.0,Tue,0,Rain,314.59,65.19
T000144,Route_10,Train,2,31.5,29,12.95,1.2,Sat,1,Clear,449.76,73.47
T000145,Route_16,Tram,16,6.9,27,10.99,1.2,Tue,0,Rain,314.06,16.35
T000146,Route_5,Ferry,0,34.6,30,8.12,22.9,Fri,0,Clear,266.03,86.95
T000147,Route_14,Bus,15,8.3,38,13.14,0.1,Fri,0,Clear,554.66,33.7
T000148,Route_12,Bus,7,3.6,33,7.17,0.4,Thu,0,Rain,193.33,14.4
T000149,Route_6,Tram,22,42.2,25,6.9,0.0,Sat,0,Clear,142.79,114.71
T000150,Route_17,Subway,1,36.4,31,3.48,5.0,Fri,0,Clear,126.65,103.37
T000151,Route_1,Ferry,2,9.6,18,3.46,5.2,Tue,0,Clear,72.16,12.73
T000152,Route_15,Bus,14,8.9,28,4.04,1.1,Fri,0,Clear,109.37,18.47
T000153,Route_5,Ferry,1,42.0,29,7.27,18.2,Tue,0,Rain,208.12,118.12
T000154,Route_13,Subway,19,18.4,33,9.19,1.5,Fri,0,Clear,314.45,61.68
T000155,Route_15,Subway,2,13.5,29,12.0,9.6,Sat,0,Rain,348.71,47.89
T000156,Route_20,Subway,16,8.0,30,5.69,12.3,Mon,0,Clear,152.05,15.02
T000157,Route_9,Subway,4,43.3,38,6.8,2.6,Tue,0,Snow,213.38,116.42
T000158,Route_12,Bus,19,24.8,31,8.66,6.6,Sun,1,Clear,262.67,69.35
T000159,Route_13,Bus,20,34.3,31,3.52,0.8,Sun,0,Clear,90.09,77.55
T000160,Route_4,Subway,19,15.6,27,6.73,8.9,Mon,0,Snow,146.2,68.34
T000161,Route_20,Ferry,14,2.5,26,11.33,1.7,Sat,0,Fog,244.02,8.15
T000162,Route_6,Tram,8,44.2,18,10.26,5.3,Sun,0,Clear,208.61,110.16
T000163,Route_20,Tram,10,7.5,35,5.18,7.8,Tue,0,Rain,205.52,18.01
T000164,Route_1,Bus,17,15.0,41,6.5,5.3,Wed,0,Clear,288.14,26.64
T000165,Route_10,Train,5,40.3,28,8.09,1.2,Tue,0,Clear,208.75,97.43
T000166,Route_18,Subway,17,24.5,40,10.92,0.2,Sat,0,Clear,478.96,51.19
T000167,Route_3,Train,16,38.9,26,13.37,0.2,Thu,0,Clear,380.38,95.21
T000168,Route_16,Subway,20,18.0,27,6.66,4.5,Sun,0,Rain,170.97,31.19
T000169,Route_17,Train,17,12.5,40,2.92,12.5,Sun,0,Snow,119.57,28.86
T000170,Route_7,Bus,14,40.6,21,11.65,4.2,Fri,0,Clear,262.53,103.27
T000171,Route_3,Train,13,27.8,34,11.27,2.4,Sat,0,Clear,310.26,62.26
T000172,Route_12,Subway,7,35.7,25,12.53,2.6,Sat,0,Clear,302.54,71.04
T000173,Route_10,Subway,16,5.7,34,4.21,22.9,Thu,0,Clear,162.09,5.22
T000174,Route_2,Bus,5,26.7,21,14.13,6.9,Wed,0,Clear,323.92,81.52
T000175,Route_7,Train,2,42.4,33,6.5,6.7,Mon,0,Clear,238.94,90.06
T000176,Route_18,Train,7,34.2,25,6.72,3.2,Tue,0,Clear,200.78,83.3
T000177,Route_14,Ferry,10,21.1,29,9.56,9.5,Tue,0,Clear,282.93,58.48
T000178,Route_3,Subway,5,41.7,33,4.49,1.0,Mon,0,Clear,136.78,97.4
T000179,Route_19,Tram,2,17.4,22,7.82,8.0,Tue,0,Clear,206.35,46.43
T000180,Route_5,Tram,18,27.5,28,11.67,0.0,Tue,0,Clear,318.28,59.63
T000181,Route_7,Train,14,36.1,26,13.72,6.8,Mon,0,Clear,314.01,100.67
T000182,Route_19,Bus,12,16.6,32,14.64,3.4,Wed,0,Clear,408.28,47.2
T000183,Route_12,Ferry,14,18.5,35,8.79,0.0,Fri,0,Clear,253.48,41.66
T000184,Route_2,Bus,18,19.3,29,2.49,3.0,Sat,0,Snow,82.37,59.84
T000185,Route_9,Tram,1,8.8,30,4.44,4.8,Mon,1,Clear,154.05,31.71
T000186,Route_15,Ferry,4,14.7,33,3.51,0.8,Thu,0,Fog,138.74,35.39
T000187,Route_2,Bus,3,38.0,34,10.15,1.0,Mon,0,Clear,314.95,77.27
T000188,Route_20,Train,5,34.4,40,12.9,2.1,Mon,0,Rain,603.0,76.08
T000189,Route_5,Train,21,2.7,19,4.72,0.8,Thu,0,Rain,98.01,5.0
T000190,Route_9,Bus,8,2.3,31,7.24,2.2,Fri,1,Clear,218.19,5.0
T000191,Route_9,Bus,1,9.0,23,5.54,19.8,Thu,1,Clear,125.26,12.94
T000192,Route_16,Ferry,4,27.9,33,14.04,3.1,Mon,1,Clear,497.22,71.67
T000193,Route_18,Bus,15,25.0,30,4.33,6.5,Mon,0,Clear,112.19,61.21
T000194,Route_12,Subway,4,36.1,28,5.69,4.5,Mon,0,Rain,185.88,75.13
T000195,Route_20,Ferry,18,16.9,33,10.02,3.6,Sun,0,Rain,286.93,37.24
T000196,Route_7,Ferry,5,42.2,26,4.9,7.7,Mon,0,Clear,130.7,105.39
T000197,Route_3,Train,0,12.4,33,4.03,9.0,Fri,0,Rain,153.12,36.26
T000198,Route_15,Tram,5,9.4,33,12.75,0.2,Tue,0,Clear,443.52,15.1
T000199,Route_4,Subway,13,7.7,34,14.85,13.0,Thu,0,Snow,581.29,15.06
T000200,Route_1,Ferry,4,4.6,27,14.27,1.8,Mon,0,Snow,386.14,14.49
T000201,Route_1,Subway,5,28.1,31,10.31,2.2,Tue,0,Clear,309.96,72.58
T000202,Route_13,Ferry,7,45.0,35,13.27,2.0,Fri,0,Clear,447.75,113.39
T000203,Route_2,Ferry,6,41.6,24,4.98,0.1,Tue,0,Rain,127.86,118.93
T000204,Route_4,Ferry,11,12.0,29,2.92,1.0,Sun,0,Clear,83.24,31.78
T000205,Route_15,Train,11,28.1,32,2.85,3.9,Sun,0,Clear,84.12,80.22
T000206,Route_19,Tram,15,32.9,33,7.35,4.4,Sun,0,Fog,285.72,91.74
T000207,Route_11,Train,6,23.8,27,3.36,6.4,Fri,0,Clear,76.21,52.67
T000208,Route_16,Tram,17,34.7,37,14.72,3.5,Tue,0,Clear,544.8,92.37
T000209,Route_13,Bus,22,29.5,37,8.55,8.8,Fri,0,Clear,255.39,56.48
T000210,Route_16,Subway,5,43.6,25,2.77,3.6,Tue,0,Clear,69.21,101.18
T000211,Route_20,Ferry,6,44.7,25,8.9,4.4,Thu,0,Clear,240.84,105.08
T000212,Route_10,Subway,15,32.5,28,9.56,0.2,Tue,0,Fog,221.21,82.85
T000213,Route_18,Subway,14,9.4,36,6.66,2.7,Wed,0,Clear,202.57,23.48
T000214,Route_10,Bus,18,36.1,27,12.33,3.6,Thu,0,Clear,365.5,83.59
T000215,Route_13,Tram,10,32.6,22,6.03,1.0,Mon,0,Clear,134.72,87.3
T000216,Route_6,Train,12,6.0,28,8.83,16.3,Wed,0,Clear,216.56,13.91
T000217,Route_14,Bus,18,18.4,26,14.45,21.4,Tue,1,Clear,336.24,65.84
T000218,Route_20,Tram,0,8.5,24,3.83,0.1,Tue,0,Clear,103.87,8.17
T000219,Route_10,Tram,10,24.1,29,5.63,4.3,Wed,0,Clear,193.41,71.14
T000220,Route_12,Bus,16,32.3,24,12.28,1.8,Mon,0,Clear,339.64,86.08
T000221,Route_7,Bus,17,4.1,31,3.89,12.7,Mon,0,Rain,114.78,6.09
T000222,Route_2,Tram,22,26.9,21,12.73,14.2,Wed,0,Clear,219.58,77.94
T000223,Route_14,Tram,9,28.9,41,4.47,0.1,Fri,0,Clear,160.23,59.41
T000224,Route_2,Bus,12,20.7,30,2.44,2.0,Mon,0,Clear,87.79,41.16
T000225,Route_20,Train,16,2.4,30,8.12,1.5,Sat,0,Clear,274.28,5.0
T000226,Route_5,Tram,2,24.7,29,9.76,0.7,Thu,0,Rain,288.38,48.46
T000227,Route_18,Ferry,6,34.8,31,10.24,0.6,Fri,0,Clear,315.75,92.09
T000228,Route_14,Train,8,18.7,26,13.33,11.0,Wed,1,Clear,360.31,29.74
T000229,Route_13,Bus,11,9.8,32,12.15,2.2,Wed,0,Clear,410.36,20.87
T000230,Route_19,Train,14,13.9,42,9.61,9.4,Fri,0,Clear,418.58,35.62
T000231,Route_4,Ferry,22,24.1,29,13.36,1.8,Thu,0,Clear,463.2,60.79
T000232,Route_15,Ferry,3,30.1,29,5.94,9.4,Sat,0,Rain,141.34,89.45
T000233,Route_12,Bus,11,38.2,32,3.12,2.9,Wed,0,Clear,118.15,93.77
T000234,Route_19,Subway,12,44.0,27,6.96,8.5,Mon,0,Rain,176.24,100.51
T000235,Route_15,Ferry,1,18.9,41,12.06,19.3,Thu,0,Clear,441.67,69.66
T000236,Route_18,Tram,1,29.3,33,9.2,6.9,Fri,0,Rain,339.48,64.93
T000237,Route_5,Ferry,16,26.6,30,5.13,7.7,Wed,0,Rain,154.28,55.11
T000238,Route_14,Subway,18,33.5,30,6.56,4.7,Fri,0,Clear,176.93,64.77
T000239,Route_13,Bus,15,15.4,26,9.84,6.6,Wed,0,Clear,300.31,60.98
T000240,Route_2,Ferry,12,21.4,28,10.68,1.5,Wed,0,Clear,248.29,68.87
T000241,Route_10,Ferry,1,39.1,35,9.46,4.9,Thu,0,Snow,278.27,81.66
T000242,Route_5,Train,6,43.3,26,10.36,2.9,Wed,0,Clear,311.04,126.21
T000243,Route_3,Ferry,8,31.2,43,4.07,2.0,Tue,0,Clear,194.56,91.78
T000244,Route_12,Tram,22,25.6,28,3.84,2.7,Tue,0,Rain,90.44,60.36
T000245,Route_10,Ferry,20,10.1,39,7.53,4.8,Fri,0,Snow,259.41,5.0
T000246,Route_13,Ferry,8,18.0,31,1.82,2.2,Mon,0,Clear,61.48,65.21
T000247,Route_2,Subway,22,34.6,24,8.99,0.9,Thu,0,Clear,233.97,91.66
T000248,Route_9,Bus,14,34.8,25,4.28,4.3,Tue,0,Rain,121.91,78.63
T000249,Route_13,Ferry,9,0.9,31,3.78,5.1,Wed,0,Clear,129.37,5.0
T000250,Route_10,Ferry,0,12.3,26,14.58,3.8,Fri,0,Clear,392.51,24.46
T000251,Route_9,Bus,2,41.3,26,3.8,1.0,Fri,0,Clear,117.58,109.82
T000252,Route_1,Ferry,3,17.7,33,12.37,11.0,Mon,0,Clear,353.67,39.0
T000253,Route_5,Tram,17,33.0,26,8.57,8.4,Thu,0,Clear,259.6,79.21
T000254,Route_13,Subway,18,37.1,33,6.34,3.6,Fri,0,Clear,223.86,99.36
T000255,Route_10,Subway,3,5.7,20,8.84,0.4,Wed,0,Clear,172.18,9.75
T000256,Route_13,Bus,1,12.2,39,8.9,0.1,Mon,0,Clear,336.21,24.15
T000257,Route_17,Tram,5,7.9,33,10.67,0.2,Fri,0,Snow,395.64,34.62
T000258,Route_5,Ferry,7,29.8,32,7.31,6.1,Fri,0,Clear,277.77,71.99
T000259,Route_3,Subway,6,10.5,27,12.37,2.4,Thu,0,Rain,349.95,24.63
T000260,Route_4,Tram,3,15.1,32,12.07,3.5,Fri,0,Rain,416.65,40.98
T000261,Route_5,Train,18,7.3,31,10.88,7.0,Thu,1,Clear,371.44,33.6
T000262,Route_13,Tram,3,5.7,31,4.53,14.9,Sun,0,Snow,123.96,32.4
T000263,Route_2,Ferry,17,23.6,36,3.02,5.7,Fri,0,Clear,116.6,76.07
T000264,Route_8,Train,1,18.1,26,7.89,0.4,Sat,1,Clear,220.18,45.29
T000265,Route_1,Train,22,4.0,23,11.62,13.6,Fri,0,Rain,268.5,19.91
T000266,Route_13,Tram,6,43.9,33,12.32,5.1,Wed,0,Clear,448.92,99.57
T000267,Route_1,Subway,8,24.8,32,10.33,5.7,Sun,0,Clear,296.36,67.85
T000268,Route_6,Ferry,7,5.8,41,2.73,7.7,Thu,0,Clear,107.64,11.47
T000269,Route_12,Subway,15,33.1,26,12.25,4.2,Sun,0,Rain,365.97,95.22
T000270,Route_14,Subway,1,1.7,29,13.37,11.0,Sun,0,Clear,400.37,5.0
T000271,Route_19,Train,17,16.6,25,6.3,0.2,Mon,0,Rain,156.65,40.1
T000272,Route_3,Bus,21,14.8,33,12.15,3.2,Mon,0,Clear,421.51,28.9
T000273,Route_2,Subway,1,14.5,27,2.12,3.3,Sun,0,Clear,58.48,33.73
T000274,Route_11,Bus,9,5.0,46,11.56,3.0,Tue,0,Clear,538.51,5.0
T000275,Route_9,Tram,12,32.0,28,10.72,0.9,Tue,0,Clear,266.98,81.08
T000276,Route_5,Subway,17,2.8,34,7.5,3.9,Thu,0,Snow,219.21,5.0
T000277,Route_8,Bus,22,26.3,22,14.67,24.1,Sat,0,Rain,298.22,72.77
T000278,Route_13,Subway,22,15.6,38,2.26,1.4,Fri,0,Rain,81.3,39.95
T000279,Route_19,Bus,14,8.9,25,6.64,13.3,Sat,0,Clear,135.39,22.19
T000280,Route_17,Subway,7,40.3,27,7.36,2.8,Wed,0,Clear,224.79,103.19
T000281,Route_3,Bus,17,43.2,32,7.93,0.8,Mon,0,Snow,216.08,120.9
T000282,Route_20,Tram,14,41.3,37,11.94,5.9,Fri,0,Clear,489.23,110.45
T000283,Route_7,Train,20,22.5,27,3.01,1.2,Wed,0,Snow,83.72,47.51
T000284,Route_5,Tram,10,16.9,28,10.04,5.8,Sat,0,Snow,295.95,41.67
T000285,Route_8,Subway,12,41.1,37,5.19,4.5,Thu,0,Rain,191.97,101.72
T000286,Route_5,Bus,7,28.4,36,11.78,1.4,Thu,0,Clear,472.59,76.87
T000287,Route_13,Train,9,27.9,29,4.58,2.7,Thu,0,Rain,157.77,67.05
T000288,Route_19,Train,10,7.7,34,3.53,5.6,Fri,0,Clear,98.88,21.14
T000289,Route_18,Subway,8,10.8,31,14.51,3.3,Mon,0,Snow,376.45,30.64
T000290,Route_3,Ferry,10,24.1,19,10.5,3.7,Wed,0,Rain,225.07,75.54
T000291,Route_8,Ferry,14,0.7,26,2.42,1.1,Fri,0,Snow,66.45,8.97
T000292,Route_12,Ferry,18,11.0,35,3.04,21.6,Thu,0,Clear,101.03,16.95
T000293,Route_13,Train,3,23.5,28,2.67,0.6,Wed,0,Clear,75.59,90.93
T000294,Route_14,Tram,6,30.8,23,9.43,12.3,Wed,0,Rain,173.87,67.79
