player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,home_lat,home_lon,region
P0027,Team_K,Forward,27,7.2,8.7,8.2,12.2,32,9,4.96,37.4716,-85.2622,South
P0028,Team_L,Striker,34,10.9,0.9,12.5,13.2,35,12,2.92,28.3235,-85.575,West
P0029,Team_H,Center,60,10.4,2.4,2.5,36.4,37,7,8.65,31.3894,-109.4476,Midwest
P0030,Team_L,Forward,45,24.5,4.2,5.6,22.8,29,3,1.12,34.1466,-74.6546,South
P0031,Team_A,Midfielder,49,1.5,0.0,9.8,16.8,26,7,0.59,46.9251,-74.8204,West
P0032,Team_L,Defender,29,21.0,1.0,3.0,29.4,33,1,7.11,35.0341,-81.0238,South
P0033,Team_E,Defender,68,18.3,2.5,6.4,24.4,22,2,1.38,32.2207,-91.768,Pacific
P0034,Team_J,Center,62,8.6,0.0,4.3,24.5,26,16,5.0,29.0355,-87.7415,West
P0035,Team_G,Defender,38,14.4,6.3,13.7,24.0,22,2,0.5,39.7348,-80.7376,Midwest
P0036,Team_D,Forward,72,10.6,1.7,3.7,22.9,23,12,8.07,44.5969,-97.913,South
P0037,Team_K,Guard,77,0.0,6.0,10.1,29.2,26,0,0.5,47.334,-118.8696,West
P0038,Team_J,Defender,79,25.3,6.7,7.9,31.7,24,10,0.54,43.2913,-98.5441,Pacific
P0039,Team_H,Striker,34,17.6,3.1,3.5,26.5,21,1,7.14,40.5602,-116.5496,South
P0040,Team_I,Midfielder,36,25.1,9.2,11.2,29.1,24,16,1.59,30.9399,-109.6723,Pacific
P0041,Team_F,Striker,57,17.3,7.0,6.9,21.3,27,16,1.14,46.401,-85.8838,South
P0042,Team_D,Forward,23,15.8,0.0,12.1,14.3,32,4,2.07,32.6463,-82.8008,Northeast
P0043,Team_G,Center,58,14.6,0.0,5.9,13.2,23,10,1.54,27.9271,-122.8253,South
P0044,Team_B,Guard,25,10.0,6.0,0.0,32.6,29,14,4.94,42.1651,-115.1998,West
P0045,Team_A,Center,26,6.9,12.1,6.5,15.2,25,7,1.12,26.1114,-89.1588,West
P0046,Team_G,Striker,46,9.3,5.0,2.9,27.7,23,13,4.65,45.4862,-109.8744,Pacific
P0047,Team_C,Guard,47,11.2,9.8,1.5,38.0,24,7,3.37,27.4542,-98.6319,West
P0048,Team_J,Forward,42,25.2,2.9,7.0,41.5,37,15,0.5,27.5805,-111.254,West
P0049,Team_D,Striker,62,10.2,5.1,6.7,34.0,36,12,10.27,39.689,-93.0512,South
P0050,Team_I,Forward,73,14.2,2.2,9.2,17.4,36,1,5.3,43.6817,-75.9016,South
P0051,Team_B,Defender,35,6.4,8.6,0.8,33.5,33,12,1.98,28.1373,-102.9356,Northeast
P0052,Team_B,Center,74,14.6,3.7,4.7,30.7,23,0,1.13,39.046,-107.9355,South
P0053,Team_K,Striker,81,16.8,3.8,13.0,25.5,23,6,3.23,45.4645,-114.6746,Northeast
P0054,Team_E,Striker,46,17.9,3.3,7.4,22.6,35,4,0.5,44.2788,-74.1755,West
P0055,Team_C,Guard,34,7.1,6.3,10.4,16.7,37,7,3.86,25.8009,-94.8892,Northeast
P0056,Team_B,Center,10,12.2,3.1,6.7,28.4,21,0,3.3,39.4067,-114.2292,West
P0057,Team_I,Guard,56,0.0,0.7,10.0,27.1,36,11,2.55,35.5529,-72.1694,Midwest
P0058,Team_E,Guard,41,14.8,5.1,6.4,18.2,27,5,6.95,36.9111,-75.1438,South
P0059,Team_L,Striker,73,17.2,6.6,2.9,20.6,26,11,2.52,45.9587,-113.3601,Midwest
P0060,Team_E,Midfielder,33,18.3,2.8,12.3,24.9,32,1,2.72,27.1466,-119.5573,Pacific
P0061,Team_J,Defender,49,0.0,0.6,0.0,12.2,22,5,4.14,37.8705,-113.3525,West
P0062,Team_G,Forward,12,5.5,6.3,6.5,30.0,34,6,2.21,40.7102,-98.4177,Midwest
P0063,Team_A,Forward,16,16.1,8.0,0.0,21.6,37,14,10.24,25.4937,-124.165,West
P0064,Team_K,Striker,17,9.5,1.9,10.2,35.2,21,3,2.73,29.2899,-97.846,Pacific
P0065,Team_K,Defender,66,17.5,4.9,9.9,33.1,33,8,1.17,28.7547,-90.7702,South
P0066,Team_H,Striker,72,16.2,9.8,5.9,22.6,23,4,0.76,31.6653,-86.0068,Midwest
P0067,Team_H,Midfielder,28,16.8,4.2,4.8,20.9,34,7,0.5,40.116,-112.2317,Midwest
P0068,Team_A,Striker,56,4.7,0.0,0.0,27.9,33,12,3.51,32.2714,-112.7937,West
P0069,Team_D,Forward,54,18.5,6.0,8.6,25.2,27,15,0.5,35.0506,-112.7925,Pacific
P0070,Team_J,Midfielder,59,20.0,5.2,2.9,31.1,21,12,2.75,36.5096,-71.9249,Pacific
P0071,Team_C,Striker,33,2.2,10.1,14.8,46.5,37,8,1.52,31.6618,-101.8629,Northeast
P0072,Team_L,Defender,72,0.0,6.4,6.8,23.1,31,7,0.5,44.5064,-111.9797,South
P0073,Team_E,Forward,66,4.2,1.9,8.9,5.0,21,10,0.5,39.3396,-101.3332,Pacific
P0074,Team_G,Defender,69,24.2,3.3,11.0,25.0,37,7,0.5,33.9719,-124.9131,South
P0075,Team_F,Forward,33,5.9,2.2,3.2,34.0,28,7,1.57,37.2904,-111.8447,West
P0076,Team_A,Forward,28,0.0,6.8,0.0,15.6,26,17,2.68,39.4504,-113.3564,Pacific
P0077,Team_J,Midfielder,41,22.1,0.2,8.1,36.4,22,15,1.34,43.1881,-109.4469,Northeast
P0078,Team_C,Forward,31,11.1,9.4,5.8,13.3,22,15,5.14,46.1199,-118.2386,West
P0079,Team_K,Defender,11,5.8,6.8,0.7,13.5,22,12,2.08,33.6121,-112.1066,West
P0080,Team_G,Midfielder,52,22.1,5.8,9.1,17.4,29,17,0.5,35.6726,-121.0775,Midwest
P0081,Team_I,Guard,63,18.6,3.6,0.0,16.5,26,3,8.42,38.3872,-119.2943,Pacific
P0082,Team_D,Midfielder,30,16.8,0.0,10.3,25.8,29,3,1.21,29.0383,-121.4159,South
P0083,Team_A,Striker,23,14.6,6.9,8.8,38.0,24,6,2.05,34.677,-99.1658,Pacific
P0084,Team_J,Defender,61,24.0,4.3,6.8,36.4,34,4,2.26,43.6091,-96.3116,West
P0085,Team_E,Midfielder,81,18.8,6.2,5.2,33.0,33,10,0.62,31.8745,-98.7718,West
P0086,Team_F,Forward,58,14.7,9.5,3.1,30.3,32,9,3.49,30.1545,-94.1878,Midwest
P0087,Team_H,Center,63,12.0,6.3,3.6,24.2,20,2,5.25,46.2812,-116.6985,West
P0088,Team_D,Midfielder,45,15.4,0.0,0.0,14.7,26,3,0.82,31.1266,-106.7915,Northeast
P0089,Team_K,Guard,61,29.0,1.7,8.4,20.2,30,17,0.63,26.3118,-123.9143,West
P0090,Team_E,Forward,16,10.1,3.8,1.6,33.0,31,17,0.5,39.5065,-90.4501,West
P0091,Team_H,Center,49,15.3,2.6,2.5,26.8,36,7,0.5,30.5232,-95.5693,South
P0092,Team_A,Striker,56,10.7,6.6,5.4,5.0,23,0,1.02,43.6263,-118.9015,Northeast
P0093,Team_A,Midfielder,61,19.8,2.6,1.5,39.2,29,8,1.58,33.3456,-114.7613,Midwest
P0094,Team_L,Midfielder,47,10.2,3.2,4.9,17.0,25,0,4.4,32.0567,-111.7785,West
P0095,Team_K,Center,23,5.1,1.9,10.6,31.0,32,8,1.63,33.4801,-121.6268,Pacific
P0096,Team_C,Midfielder,17,21.3,0.0,6.4,48.0,32,5,1.43,32.7762,-77.1505,West
P0097,Team_K,Center,43,26.8,0.0,5.5,25.4,34,0,0.88,26.9003,-111.4275,Northeast
P0098,Team_E,Center,18,16.9,7.1,1.5,21.4,29,15,0.53,31.6494,-79.3573,South
P0099,Team_B,Striker,36,16.6,1.9,6.2,35.3,30,0,0.5,45.8949,-83.9099,South
P0100,Team_F,Center,49,21.9,3.6,8.8,26.4,22,13,0.5,44.3951,-76.4831,Pacific
P0101,Team_B,Center,71,26.2,4.7,11.7,28.7,27,6,1.81,47.7726,-108.9784,Pacific
P0102,Team_I,Midfielder,63,2.2,0.0,12.1,17.8,26,2,1.57,30.502,-86.6559,Midwest
P0103,Team_L,Midfielder,28,12.2,6.3,9.1,18.5,33,6,0.89,39.0996,-81.8768,Northeast
P0104,Team_D,Striker,55,4.5,5.0,13.2,31.8,23,14,1.71,31.8148,-95.6918,South
P0105,Team_L,Midfielder,20,0.0,9.0,8.9,12.3,31,9,0.5,39.187,-108.3693,West
P0106,Team_C,Striker,66,18.0,2.5,4.4,44.0,29,5,2.45,45.5902,-86.8593,Northeast
P0107,Team_A,Midfielder,72,20.3,8.5,12.1,28.8,20,2,2.71,29.0795,-98.4052,Midwest
P0108,Team_E,Midfielder,50,31.0,3.4,0.0,18.8,33,13,0.5,31.5681,-98.6063,Midwest
P0109,Team_G,Guard,80,21.6,0.5,7.5,45.8,33,12,2.73,28.5092,-74.5342,Northeast
P0110,Team_C,Striker,57,8.9,4.5,9.6,29.6,31,5,9.03,28.2617,-77.5699,Midwest
P0111,Team_J,Defender,38,12.8,4.2,7.0,33.5,35,12,8.02,36.7928,-77.8719,South
P0112,Team_B,Guard,62,18.9,4.5,6.4,20.3,20,13,1.44,29.8445,-96.2069,Pacific
P0113,Team_A,Center,77,8.3,0.0,9.8,21.2,31,15,0.5,32.5372,-77.578,Northeast
P0114,Team_G,Forward,30,17.5,6.3,7.3,30.3,35,11,5.83,29.1752,-117.4772,Pacific
P0115,Team_B,Forward,74,4.5,6.4,3.2,34.4,36,0,7.03,25.1112,-93.4775,South
P0116,Team_J,Striker,73,23.0,6.8,12.4,20.7,29,6,1.28,32.9826,-96.1986,Pacific
P0117,Team_A,Guard,52,0.0,1.9,8.4,16.6,36,0,16.23,26.9529,-115.5503,South
P0118,Team_F,Midfielder,25,0.7,6.9,9.3,9.3,32,9,3.08,33.2569,-73.8485,Pacific
P0119,Team_G,Guard,33,16.7,4.9,0.4,23.6,29,14,2.38,33.9103,-79.7766,Midwest
P0120,Team_E,Striker,42,23.0,0.7,9.3,34.1,26,6,0.5,39.211,-72.3873,South
P0121,Team_L,Midfielder,23,19.8,8.6,5.0,31.0,37,8,1.78,45.5861,-88.5027,Pacific
P0122,Team_H,Forward,39,13.9,6.1,3.2,41.4,22,5,4.05,28.0643,-122.243,Northeast
P0123,Team_C,Striker,77,14.3,0.0,0.0,48.0,26,2,0.93,47.28,-85.748,Midwest
P0124,Team_B,Guard,71,21.7,3.8,6.3,20.0,25,11,3.0,46.585,-101.1575,Northeast
P0125,Team_L,Defender,33,6.5,0.2,10.6,24.9,34,13,2.25,35.5901,-119.5344,Pacific
P0126,Team_J,Striker,72,16.1,1.6,11.0,31.1,21,4,3.65,35.8742,-92.1029,South
P0127,Team_C,Center,31,14.9,5.0,10.8,11.0,31,14,2.12,28.7827,-91.9893,West
P0128,Team_D,Striker,79,6.9,4.4,7.9,27.8,22,1,8.26,38.0023,-80.657,West
P0129,Team_F,Center,68,12.7,0.0,5.1,8.9,23,15,4.41,35.5267,-90.7908,Pacific
P0130,Team_F,Guard,57,15.8,4.8,0.2,33.8,22,15,1.71,36.5658,-76.0612,Pacific
P0131,Team_E,Guard,48,14.8,6.1,0.0,13.3,31,9,5.85,29.659,-123.0448,West
P0132,Team_D,Striker,31,19.3,4.1,1.4,40.7,34,17,3.47,45.6162,-84.4571,Midwest
P0133,Team_D,Forward,63,4.4,3.6,12.7,5.0,28,15,0.89,34.199,-109.5844,Midwest
P0134,Team_C,Center,56,13.8,5.9,4.1,28.9,21,16,0.89,44.7694,-88.5601,Pacific
P0135,Team_D,Striker,70,0.0,6.1,8.3,41.0,22,14,1.46,37.2991,-113.2238,South
P0136,Team_F,Midfielder,75,20.9,7.2,8.4,26.7,24,7,8.55,30.0445,-117.8487,Northeast
P0137,Team_A,Forward,70,14.3,8.8,18.1,25.4,36,16,3.36,38.3246,-100.4974,South
P0138,Team_K,Guard,65,6.5,4.0,4.6,37.9,20,0,9.55,39.0448,-112.5992,Midwest
P0139,Team_B,Defender,43,12.7,2.4,8.7,17.9,32,12,0.5,41.4367,-115.1672,South
P0140,Team_G,Striker,31,14.6,6.1,8.4,29.3,32,1,4.56,37.8907,-108.3457,South
P0141,Team_E,Defender,71,14.9,4.6,1.5,14.8,24,15,3.39,27.0365,-100.4671,South
P0142,Team_K,Center,22,7.4,6.3,3.7,29.6,30,1,9.26,42.5452,-72.8163,Midwest
P0143,Team_H,Center,14,9.5,3.6,7.6,16.3,26,10,7.75,34.3698,-100.7231,Midwest
P0144,Team_F,Defender,29,11.2,0.1,0.2,25.7,32,4,2.17,32.0029,-78.7677,Pacific
P0145,Team_E,Striker,13,9.7,6.4,1.8,48.0,28,4,2.0,44.2343,-84.2351,Midwest
P0146,Team_F,Midfielder,62,22.2,6.2,11.6,32.5,20,5,3.0,27.0278,-95.3902,Pacific
P0147,Team_J,Midfielder,52,16.1,2.4,15.3,14.6,24,3,1.63,26.1508,-94.5305,South
P0148,Team_A,Defender,67,13.8,6.2,1.9,38.6,22,10,3.99,26.1753,-92.7987,Midwest
P0149,Team_F,Defender,64,0.6,5.3,5.7,25.4,28,14,0.5,26.1508,-101.5621,West
P0150,Team_H,Midfielder,44,15.7,3.8,7.9,35.4,26,3,1.67,45.0674,-84.563,South
P0151,Team_D,Striker,20,9.3,7.6,2.4,25.4,37,17,4.22,27.7708,-81.2252,South
P0152,Team_C,Center,15,0.0,1.9,10.1,34.4,27,10,8.14,25.1759,-115.2114,Midwest
P0153,Team_K,Midfielder,43,17.6,4.0,4.8,22.7,22,5,2.44,37.7751,-75.7735,West
P0154,Team_C,Guard,27,17.6,4.8,9.7,25.7,26,12,2.41,26.3527,-105.3262,Midwest
P0155,Team_D,Striker,15,20.9,2.9,6.4,45.6,29,4,5.83,34.1081,-74.2353,West
P0156,Team_F,Striker,53,10.9,0.4,1.6,20.8,29,8,5.71,45.1257,-103.6211,South
P0157,Team_B,Defender,12,24.0,6.0,2.9,27.8,34,6,1.65,32.366,-93.3203,West
P0158,Team_I,Center,79,9.6,4.8,8.1,9.2,23,13,2.16,30.0166,-105.7061,West
P0159,Team_D,Midfielder,33,13.0,6.0,13.3,12.6,32,16,0.61,43.3771,-114.4363,West
P0160,Team_G,Midfielder,62,17.6,3.8,8.0,20.4,22,10,3.73,42.8341,-91.0709,South
P0161,Team_B,Defender,76,14.2,0.4,3.7,27.7,26,16,8.12,28.6558,-96.2899,Northeast
P0162,Team_D,Striker,36,11.4,5.7,3.6,24.4,34,17,9.62,29.4521,-102.7125,Northeast
P0163,Team_D,Guard,53,15.4,9.5,2.2,8.1,20,11,0.59,40.249,-77.946,West
P0164,Team_D,Striker,62,5.6,2.4,3.5,35.2,30,12,0.74,34.353,-113.6027,Midwest
P0165,Team_L,Midfielder,54,7.3,3.0,4.6,26.8,26,16,1.66,45.8987,-116.1612,South
P0166,Team_G,Guard,38,29.7,4.8,0.4,38.9,31,4,2.21,38.849,-123.8753,Midwest
P0167,Team_J,Guard,56,15.6,6.7,0.0,16.6,22,15,0.72,31.9463,-119.0066,Pacific
P0168,Team_K,Forward,65,10.6,3.3,14.4,15.8,35,12,0.5,39.8119,-94.6354,West
P0169,Team_H,Midfielder,54,16.6,4.5,5.5,30.5,34,6,1.22,40.4959,-121.725,South
P0170,Team_F,Forward,69,4.4,5.2,0.0,45.4,22,13,0.5,47.3791,-94.5668,Northeast
P0171,Team_A,Forward,47,0.8,3.0,0.0,17.3,31,12,0.92,36.1909,-90.8179,South
P0172,Team_J,Defender,81,16.8,2.7,4.9,16.8,30,15,0.5,36.6421,-103.573,Pacific
P0173,Team_L,Midfielder,55,11.3,0.0,10.7,15.6,24,0,0.83,37.5779,-71.7056,South
P0174,Team_G,Striker,19,14.0,8.3,3.3,25.6,28,2,2.22,27.6057,-80.9868,Northeast
P0175,Team_G,Striker,62,10.1,1.0,18.0,27.7,35,10,0.5,27.8724,-117.2685,Northeast
P0176,Team_B,Center,70,1.3,1.2,8.5,20.0,35,9,0.5,38.4737,-122.174,South
P0177,Team_J,Center,18,15.0,7.9,4.3,24.5,37,5,3.39,38.1941,-109.5243,West
P0178,Team_K,Defender,63,18.0,8.2,0.0,24.7,24,8,1.73,34.2604,-108.602,Northeast
P0179,Team_E,Midfielder,58,0.0,3.5,3.2,21.5,25,8,6.8,37.1489,-85.0368,West
P0180,Team_D,Forward,14,4.4,6.4,2.8,38.3,30,0,6.7,27.0729,-87.4901,West
P0181,Team_J,Guard,16,7.0,1.0,1.1,23.7,26,15,6.42,25.4168,-97.5486,Pacific
P0182,Team_B,Forward,43,9.1,6.8,7.9,34.2,34,4,14.9,37.4948,-110.3945,Midwest
P0183,Team_H,Center,64,4.1,2.1,8.3,33.9,24,16,1.89,44.6857,-115.9218,West
P0184,Team_F,Guard,67,31.5,6.5,12.1,41.5,22,4,0.9,28.2455,-92.1022,Pacific
P0185,Team_G,Midfielder,25,18.8,3.9,0.6,36.5,30,0,0.5,25.2363,-87.1259,West
P0186,Team_F,Guard,32,7.5,4.4,9.3,8.8,26,10,1.9,35.0929,-88.7217,South
P0187,Team_I,Forward,35,10.6,0.0,7.2,23.9,31,1,2.1,43.8539,-87.1156,Pacific
P0188,Team_E,Midfielder,31,1.5,4.8,1.6,22.1,27,8,1.36,28.2318,-120.5086,West
P0189,Team_D,Striker,55,9.5,5.1,11.3,7.7,27,10,0.55,34.2328,-110.7945,West
P0190,Team_F,Guard,47,13.9,5.3,4.6,38.7,24,5,3.14,39.2084,-89.938,Midwest
P0191,Team_B,Center,47,14.9,9.1,10.8,24.4,36,15,0.5,28.075,-90.8696,Midwest
P0192,Team_K,Defender,17,13.4,0.0,10.6,24.2,37,14,5.14,35.3342,-122.3383,West
P0193,Team_A,Guard,71,0.0,5.9,6.0,21.6,20,14,0.5,43.3396,-76.8342,Midwest
P0194,Team_G,Forward,16,16.2,0.0,7.3,16.7,36,15,12.47,41.7768,-107.2101,Northeast
P0195,Team_G,Forward,35,6.0,8.6,10.5,31.7,22,11,1.25,27.0305,-92.2359,West
P0196,Team_A,Guard,51,24.6,3.9,7.4,45.7,35,10,2.67,36.776,-77.5872,Northeast
P0197,Team_G,Forward,75,19.6,4.8,6.9,34.9,28,7,2.35,34.7903,-88.4431,West
P0198,Team_G,Midfielder,73,14.4,4.4,5.5,29.1,35,13,0.5,28.3247,-70.3791,Northeast
P0199,Team_C,Forward,79,3.9,1.6,3.9,30.9,22,5,3.56,28.2136,-103.9658,Midwest
P0200,Team_I,Forward,28,14.7,2.3,9.2,5.8,25,10,1.0,32.7264,-80.008,Pacific
P0201,Team_H,Guard,41,6.9,5.0,5.5,20.9,23,10,3.39,26.0291,-101.0214,Northeast
P0202,Team_A,Guard,69,11.5,2.3,16.2,28.6,28,17,0.53,36.1397,-119.5911,South
P0203,Team_E,Forward,81,10.6,6.7,8.2,30.2,36,11,0.5,44.0514,-75.5011,Pacific
P0204,Team_C,Guard,50,22.0,7.9,4.4,25.8,37,17,4.41,26.7248,-81.965,West
P0205,Team_B,Defender,22,11.3,4.4,11.9,28.9,28,2,1.66,36.8072,-77.562,South
P0206,Team_K,Center,20,7.1,5.8,10.9,27.3,37,17,2.63,36.9056,-97.6712,West
P0207,Team_D,Forward,12,12.3,7.7,2.0,24.0,32,12,0.5,35.4191,-102.2599,Pacific
P0208,Team_K,Defender,48,14.4,6.9,7.1,37.2,20,6,7.12,33.5875,-92.9166,West
P0209,Team_A,Striker,46,11.3,7.5,4.1,24.0,36,10,0.5,37.3456,-96.5247,West
P0210,Team_H,Guard,57,11.3,7.9,9.0,27.3,28,16,0.5,44.0176,-78.0448,Midwest
P0211,Team_J,Guard,31,22.4,7.5,3.8,22.8,27,11,1.99,32.2703,-121.7102,South
P0212,Team_J,Forward,75,0.0,3.3,5.2,24.5,31,3,0.5,31.0212,-117.0234,Northeast
P0213,Team_I,Forward,42,7.0,6.3,6.6,27.0,27,11,2.67,30.8375,-77.9275,Midwest
P0214,Team_E,Midfielder,67,14.1,5.2,5.3,22.5,36,10,1.5,45.7679,-124.9405,South
P0215,Team_G,Guard,55,16.1,2.5,2.4,22.3,22,12,0.5,38.8988,-89.6932,Northeast
P0216,Team_A,Striker,14,18.2,5.7,3.7,19.4,23,10,2.64,45.6973,-90.4409,West
P0217,Team_C,Guard,73,25.1,2.1,0.3,43.0,35,17,3.1,26.9071,-104.3993,Pacific
P0218,Team_E,Defender,63,24.8,2.6,13.7,41.8,23,15,3.76,32.3589,-97.5029,Pacific
P0219,Team_B,Center,19,14.6,3.6,7.0,17.7,25,12,5.69,28.6477,-72.1413,Midwest
P0220,Team_I,Defender,46,10.0,6.8,17.4,25.4,35,4,0.5,46.1659,-96.1229,West
P0221,Team_G,Striker,77,23.4,4.8,5.1,12.2,27,6,0.5,31.0974,-121.0108,Midwest
P0222,Team_B,Guard,80,12.8,4.8,7.3,29.8,25,11,0.59,41.9749,-90.6507,South
P0223,Team_C,Guard,46,19.6,3.6,11.9,29.8,25,11,12.44,39.6714,-109.9819,South
P0224,Team_I,Guard,38,6.8,3.0,0.7,12.4,23,3,0.5,40.9572,-112.6636,Midwest
P0225,Team_B,Midfielder,35,8.0,3.1,7.9,42.2,29,13,0.5,37.6715,-96.4319,South
P0226,Team_D,Defender,56,16.4,5.8,3.6,21.6,26,0,2.05,25.7962,-109.5305,Midwest
P0227,Team_C,Guard,54,12.7,5.4,11.6,22.0,33,10,3.49,39.2585,-95.5885,Northeast
P0228,Team_J,Guard,33,16.4,7.5,7.3,18.8,22,6,1.66,38.201,-94.657,Pacific
P0229,Team_A,Forward,13,14.8,5.5,4.5,21.5,23,1,7.61,46.6311,-79.946,Midwest
P0230,Team_D,Midfielder,41,9.1,5.7,6.7,19.1,21,3,4.34,39.4732,-108.9793,Midwest
P0231,Team_D,Defender,58,7.8,4.5,5.2,22.2,32,10,7.39,44.0329,-71.5299,Northeast
P0232,Team_F,Midfielder,73,5.6,3.2,4.0,16.2,23,5,1.94,39.1294,-89.0585,Midwest
P0233,Team_G,Center,72,13.3,1.5,3.7,34.2,32,11,3.45,30.64,-117.2132,Pacific
P0234,Team_F,Forward,66,18.5,3.1,9.4,30.8,30,1,3.45,41.1534,-98.9874,Northeast
P0235,Team_F,Midfielder,33,13.6,6.2,5.1,22.7,30,11,0.5,47.8888,-123.4366,West
P0236,Team_C,Striker,73,10.2,0.8,12.3,22.0,36,12,2.02,41.6868,-102.069,Pacific
P0237,Team_J,Guard,48,2.1,2.2,3.8,25.3,28,1,4.9,28.4923,-95.5285,Midwest
P0238,Team_B,Defender,80,7.8,6.1,1.4,33.1,37,16,3.82,45.4616,-89.4837,South
P0239,Team_D,Striker,20,17.2,5.9,10.9,37.4,37,5,1.08,41.8245,-88.195,South
P0240,Team_E,Defender,74,0.0,3.1,5.4,24.5,29,7,3.7,41.5054,-102.0095,South
P0241,Team_B,Guard,62,5.2,0.0,6.7,36.1,36,5,10.37,39.4022,-78.581,Northeast
P0242,Team_L,Defender,52,0.0,0.6,0.0,31.8,23,13,0.5,42.4267,-113.5799,South
P0243,Team_G,Midfielder,75,6.9,0.7,0.0,22.0,22,3,18.22,44.8946,-80.3566,West
P0244,Team_G,Defender,69,4.2,9.6,7.9,19.2,34,16,3.63,31.096,-84.8264,Northeast
P0245,Team_H,Guard,80,14.7,7.4,4.1,21.1,34,10,11.61,26.5994,-105.1609,Pacific
P0246,Team_J,Midfielder,57,12.1,7.5,0.0,11.0,30,14,7.73,41.3124,-98.4788,South
P0247,Team_A,Guard,48,20.4,7.6,5.8,23.7,28,6,2.35,33.8556,-75.9834,Northeast
P0248,Team_L,Guard,11,22.1,6.0,4.1,16.1,25,6,11.3,28.1143,-79.2325,West
P0249,Team_C,Striker,57,11.5,4.3,11.1,26.1,37,4,0.54,47.7734,-107.6659,West
P0250,Team_F,Guard,47,16.7,5.8,2.5,33.8,36,16,1.98,35.0936,-92.5118,West
P0251,Team_I,Striker,78,25.0,6.6,10.3,37.5,36,4,0.5,32.0454,-122.4628,West
P0252,Team_A,Forward,15,12.1,6.6,5.9,25.9,26,13,0.5,31.9864,-116.3118,Pacific
P0253,Team_H,Center,18,11.2,0.0,7.6,22.6,26,3,3.61,38.363,-122.0744,South
P0254,Team_A,Striker,25,7.0,1.2,9.8,45.8,28,6,0.5,30.9488,-88.6679,South
P0255,Team_H,Striker,60,16.8,1.8,7.5,38.0,23,5,0.57,29.7433,-124.1125,South
P0256,Team_C,Defender,47,7.4,4.2,13.4,15.1,25,11,1.47,32.5701,-103.8931,Northeast
P0257,Team_D,Defender,48,3.8,5.8,15.0,22.5,33,14,4.01,35.1848,-72.309,Midwest
P0258,Team_C,Forward,49,0.0,7.5,5.1,12.2,27,1,7.01,34.1777,-113.8374,Midwest
