ticker,sector,date,open,high,low,close,volume
AAPL,Tech,2023-06-01,184.86,190.12,184.55,186.4,1081083
AAPL,Tech,2023-06-02,184.89,184.74,183.6,183.97,3795347
AAPL,Tech,2023-06-03,180.27,183.67,180.37,181.95,1891992
AAPL,Tech,2023-06-04,186.88,188.6,185.45,187.1,228810
AAPL,Tech,2023-06-05,187.25,189.43,183.58,185.91,2254771
AAPL,Tech,2023-06-06,188.75,189.2,185.91,189.1,867578
AAPL,Tech,2023-06-07,190.91,193.59,189.77,192.73,11658605
AAPL,Tech,2023-06-08,191.97,195.73,190.27,193.21,2869518
AAPL,Tech,2023-06-09,193.23,195.67,191.72,192.38,2247163
AAPL,Tech,2023-06-10,197.64,199.97,198.4,198.81,1194108
AAPL,Tech,2023-06-11,199.89,203.78,199.47,200.2,935546
AAPL,Tech,2023-06-12,194.86,197.64,192.47,195.33,1445107
AAPL,Tech,2023-06-13,190.63,192.09,187.74,190.43,18902300
AAPL,Tech,2023-06-14,195.39,195.88,190.43,194.23,3169364
AAPL,Tech,2023-06-15,196.04,196.53,192.15,195.52,591153
AAPL,Tech,2023-06-16,189.71,190.65,190.25,190.58,3615777
AAPL,Tech,2023-06-17,190.55,193.54,190.09,191.42,1228896
AAPL,Tech,2023-06-18,187.86,190.24,189.34,189.72,5536856
AAPL,Tech,2023-06-19,191.17,193.32,187.64,190.79,8733624
AAPL,Tech,2023-06-20,189.83,192.25,186.65,190.28,7323458
AAPL,Tech,2023-06-21,190.74,194.66,189.44,192.34,1582088
AAPL,Tech,2023-06-22,186.04,189.26,183.95,186.58,1471158
AAPL,Tech,2023-06-23,183.73,186.56,182.15,183.13,45461758
AAPL,Tech,2023-06-24,183.78,187.28,183.95,185.44,715559
AAPL,Tech,2023-06-25,188.31,190.08,188.77,189.8,1618197
AAPL,Tech,2023-06-26,197.13,198.36,196.68,197.39,3118102
AAPL,Tech,2023-06-27,199.07,202.35,197.43,199.99,8645542
AAPL,Tech,2023-06-28,194.97,198.21,193.77,194.81,2607114
AAPL,Tech,2023-06-29,197.85,200.44,194.13,197.09,9633726
AAPL,Tech,2023-06-30,193.03,194.78,187.5,191.17,3085101
AAPL,Tech,2023-07-01,191.67,195.1,192.58,192.91,4023600
AAPL,Tech,2023-07-02,196.56,198.4,192.68,194.73,2641156
AAPL,Tech,2023-07-03,194.23,198.17,191.18,194.93,3367752
AAPL,Tech,2023-07-04,188.12,189.85,188.4,189.55,5395270
AAPL,Tech,2023-07-05,192.72,195.64,192.62,194.41,1336269
AAPL,Tech,2023-07-06,192.46,195.38,190.5,191.98,9281613
AAPL,Tech,2023-07-07,194.08,195.46,192.38,192.39,9487449
AAPL,Tech,2023-07-08,196.8,199.08,195.72,197.19,1650465
AAPL,Tech,2023-07-09,195.23,198.42,192.56,195.53,13983442
AAPL,Tech,2023-07-10,193.63,195.61,191.48,194.46,1461849
AAPL,Tech,2023-07-11,193.97,197.06,191.38,194.42,4131762
AAPL,Tech,2023-07-12,195.34,197.53,191.81,193.87,1431760
AAPL,Tech,2023-07-13,191.48,190.49,189.4,189.61,4791766
AAPL,Tech,2023-07-14,194.18,195.03,190.94,194.14,16536962
AAPL,Tech,2023-07-15,192.89,193.16,188.2,191.81,1875757
AAPL,Tech,2023-07-16,191.46,193.13,187.25,190.48,1010979
AAPL,Tech,2023-07-17,187.43,190.49,186.93,188.47,6155963
AAPL,Tech,2023-07-18,186.8,186.38,182.17,185.4,3854291
AAPL,Tech,2023-07-19,187.13,188.6,183.14,186.55,4567409
AAPL,Tech,2023-07-20,179.25,182.72,178.3,180.12,929739
AAPL,Tech,2023-07-21,179.6,180.11,176.49,178.34,4088905
AAPL,Tech,2023-07-22,182.18,185.21,181.15,182.73,4607219
AAPL,Tech,2023-07-23,186.06,187.39,184.41,184.96,2282331
AAPL,Tech,2023-07-24,187.81,189.15,185.36,186.55,6682528
AAPL,Tech,2023-07-25,190.49,195.18,191.31,191.8,6253862
AAPL,Tech,2023-07-26,191.4,191.09,189.78,190.48,1420388
AAPL,Tech,2023-07-27,188.8,191.78,189.22,190.68,11739289
AAPL,Tech,2023-07-28,189.95,193.29,189.11,190.87,3576717
AAPL,Tech,2023-07-29,190.78,191.85,189.65,189.79,4069986
AAPL,Tech,2023-07-30,196.16,194.87,194.23,194.48,773364
AAPL,Tech,2023-07-31,192.07,195.57,189.24,192.84,3969259
AAPL,Tech,2023-08-01,186.4,186.12,185.47,185.95,8580604
AAPL,Tech,2023-08-02,184.92,184.06,180.37,183.97,4766924
AAPL,Tech,2023-08-03,184.57,186.08,181.54,183.58,427094
AAPL,Tech,2023-08-04,177.15,181.19,177.26,178.35,362650
AAPL,Tech,2023-08-05,181.62,185.91,179.34,182.44,12122136
AAPL,Tech,2023-08-06,184.61,187.27,182.68,184.91,2960367
AAPL,Tech,2023-08-07,187.3,189.12,184.67,188.32,2658925
AAPL,Tech,2023-08-08,185.04,185.44,183.58,183.7,13849568
AAPL,Tech,2023-08-09,185.8,187.63,184.21,184.78,2597197
AAPL,Tech,2023-08-10,185.87,187.37,186.95,187.25,12349825
AAPL,Tech,2023-08-11,191.95,192.47,188.66,192.02,5343570
AAPL,Tech,2023-08-12,188.38,191.38,185.97,189.52,19795009
AAPL,Tech,2023-08-13,184.68,184.72,181.58,183.58,5749946
AAPL,Tech,2023-08-14,182.38,183.08,180.9,182.01,289560
AAPL,Tech,2023-08-15,181.77,185.22,180.18,183.46,5277020
AAPL,Tech,2023-08-16,183.97,186.12,181.92,183.54,1026468
AAPL,Tech,2023-08-17,179.87,180.53,177.09,180.41,3394476
AAPL,Tech,2023-08-18,177.13,179.33,176.18,176.89,2467953
AAPL,Tech,2023-08-19,173.85,177.46,174.2,175.23,2094900
AAPL,Tech,2023-08-20,176.26,178.59,174.52,175.53,1711812
AAPL,Tech,2023-08-21,174.67,173.86,173.22,173.58,9713332
AAPL,Tech,2023-08-22,178.07,180.54,176.55,178.24,3983214
AAPL,Tech,2023-08-23,175.46,177.89,174.04,177.01,4010992
AAPL,Tech,2023-08-24,177.64,177.15,173.09,175.97,4996088
AAPL,Tech,2023-08-25,178.23,180.21,177.23,178.23,10112920
AAPL,Tech,2023-08-26,177.39,180.89,175.15,178.46,3685922
AAPL,Tech,2023-08-27,183.27,185.15,180.35,182.44,2926350
AAPL,Tech,2023-08-28,179.8,178.2,177.59,178.06,755870
AAPL,Tech,2023-08-29,173.36,174.27,172.15,172.59,24196948
AAPL,Tech,2023-08-30,171.31,174.12,171.78,172.08,7910170
AAPL,Tech,2023-08-31,174.46,176.55,170.98,174.0,933029
AAPL,Tech,2023-09-01,174.68,176.64,175.7,175.8,4242544
AAPL,Tech,2023-09-02,177.0,177.91,176.57,177.03,2442444
AAPL,Tech,2023-09-03,179.34,181.98,176.84,179.85,189369
AAPL,Tech,2023-09-04,180.41,183.67,178.84,181.29,2997098
AAPL,Tech,2023-09-05,181.37,181.31,176.94,179.68,4622766
AAPL,Tech,2023-09-06,173.38,173.73,169.65,172.24,4215057
AAPL,Tech,2023-09-07,176.32,178.09,174.08,177.5,7650042
AAPL,Tech,2023-09-08,180.5,183.64,179.89,180.59,11100502
AAPL,Tech,2023-09-09,183.32,184.82,181.71,184.41,4150706
AAPL,Tech,2023-09-10,186.29,184.82,181.43,184.68,1643693
AAPL,Tech,2023-09-11,186.79,189.38,183.88,187.48,3015521
AAPL,Tech,2023-09-12,189.48,189.8,186.27,188.09,5139852
AAPL,Tech,2023-09-13,194.63,196.16,193.33,196.04,2843113
AAPL,Tech,2023-09-14,193.13,196.19,188.97,192.46,6226146
AAPL,Tech,2023-09-15,191.56,190.83,188.99,190.16,22165140
AAPL,Tech,2023-09-16,190.58,193.44,188.5,190.13,24237395
AAPL,Tech,2023-09-17,193.33,196.99,192.07,194.43,10713661
AAPL,Tech,2023-09-18,192.13,195.36,187.88,191.53,4397858
AAPL,Tech,2023-09-19,192.8,194.37,189.72,191.38,4541475
AAPL,Tech,2023-09-20,193.26,194.9,192.35,193.63,4664777
AAPL,Tech,2023-09-21,197.21,197.75,195.33,196.05,6590717
AAPL,Tech,2023-09-22,194.67,197.89,194.12,196.62,1168610
AAPL,Tech,2023-09-23,202.53,204.81,199.89,202.98,1401478
AAPL,Tech,2023-09-24,196.15,200.22,196.52,197.84,1792328
AAPL,Tech,2023-09-25,194.74,198.58,193.33,195.21,31091213
AAPL,Tech,2023-09-26,192.92,195.01,191.21,193.54,3204493
AAPL,Tech,2023-09-27,198.02,200.61,196.85,197.59,37496284
AAPL,Tech,2023-09-28,198.37,196.93,196.43,196.69,4838351
AAPL,Tech,2023-09-29,193.77,194.82,191.05,193.82,2469002
AAPL,Tech,2023-09-30,197.84,198.91,196.14,197.68,1763045
AAPL,Tech,2023-10-01,193.53,194.34,190.7,193.87,8375080
AAPL,Tech,2023-10-02,190.3,192.91,186.81,190.21,5671914
AAPL,Tech,2023-10-03,185.95,186.03,183.53,184.24,5078237
AAPL,Tech,2023-10-04,182.69,185.67,180.75,182.2,3483988
AAPL,Tech,2023-10-05,181.48,183.25,181.05,182.47,3404442
AAPL,Tech,2023-10-06,188.25,188.08,183.91,186.76,2419559
AAPL,Tech,2023-10-07,185.36,185.73,182.94,184.17,7999778
AAPL,Tech,2023-10-08,184.96,187.31,182.06,185.14,1495516
AAPL,Tech,2023-10-09,186.52,187.94,183.92,187.58,4944562
AAPL,Tech,2023-10-10,192.45,193.16,189.93,192.27,16574842
AAPL,Tech,2023-10-11,193.9,192.55,190.86,192.03,43129136
AAPL,Tech,2023-10-12,187.42,189.19,186.58,186.61,482575
AAPL,Tech,2023-10-13,187.97,189.13,185.37,188.83,16657924
AAPL,Tech,2023-10-14,184.23,185.02,182.99,184.76,1605107
AAPL,Tech,2023-10-15,187.13,188.14,183.98,185.72,689763
AAPL,Tech,2023-10-16,182.07,185.06,180.23,181.46,952201
AAPL,Tech,2023-10-17,187.49,187.84,185.97,187.62,4970440
AAPL,Tech,2023-10-18,184.13,184.35,181.97,183.99,6134343
AAPL,Tech,2023-10-19,181.98,184.26,181.11,181.38,11252413
AAPL,Tech,2023-10-20,178.28,183.1,179.27,179.53,800391
AAPL,Tech,2023-10-21,184.06,186.27,180.63,183.98,3766726
AAPL,Tech,2023-10-22,183.32,184.98,181.07,182.13,4693441
AAPL,Tech,2023-10-23,177.88,182.72,177.76,179.36,863515
AAPL,Tech,2023-10-24,176.22,178.52,174.7,176.4,659330
AAPL,Tech,2023-10-25,178.21,179.48,173.68,176.47,7560824
AAPL,Tech,2023-10-26,176.33,178.05,174.33,175.01,10493879
AAPL,Tech,2023-10-27,171.31,174.15,169.91,172.76,8815678
AAPL,Tech,2023-10-28,170.88,171.44,168.66,169.27,12152780
AAPL,Tech,2023-10-29,169.63,171.85,166.47,169.27,7405742
AAPL,Tech,2023-10-30,159.66,161.98,157.8,160.8,3484923
AAPL,Tech,2023-10-31,162.56,162.46,158.85,161.06,5552133
AAPL,Tech,2023-11-01,150.64,153.79,149.46,151.84,4383111
AAPL,Tech,2023-11-02,155.47,156.76,155.88,156.56,11059074
AAPL,Tech,2023-11-03,156.01,154.66,153.54,154.49,3070475
AAPL,Tech,2023-11-04,153.25,152.86,151.17,152.67,2415774
AAPL,Tech,2023-11-05,148.43,149.62,146.36,148.06,8141094
AAPL,Tech,2023-11-06,143.7,145.28,143.59,144.09,2610975
AAPL,Tech,2023-11-07,145.26,147.91,145.17,146.69,7005445
AAPL,Tech,2023-11-08,145.26,145.79,142.29,145.16,4836993
AAPL,Tech,2023-11-09,142.48,143.64,141.9,142.35,3169425
AAPL,Tech,2023-11-10,141.34,143.26,141.59,142.34,1285594
AAPL,Tech,2023-11-11,135.57,137.1,135.27,135.86,2094979
AAPL,Tech,2023-11-12,134.61,135.28,132.11,134.11,9247878
AAPL,Tech,2023-11-13,134.3,135.7,133.66,133.94,8213992
AAPL,Tech,2023-11-14,136.3,138.92,135.15,137.49,15580196
AAPL,Tech,2023-11-15,138.3,137.92,135.28,137.8,18294821
AAPL,Tech,2023-11-16,135.69,136.9,136.75,136.86,3932084
AAPL,Tech,2023-11-17,134.19,135.68,134.13,134.74,11980744
AAPL,Tech,2023-11-18,131.12,132.24,131.09,131.98,5590910
AAPL,Tech,2023-11-19,128.74,130.2,129.9,129.99,7878062
AAPL,Tech,2023-11-20,132.97,133.65,130.53,132.64,1533717
AAPL,Tech,2023-11-21,134.19,135.17,132.2,133.45,1295463
AAPL,Tech,2023-11-22,133.07,133.39,130.7,131.8,8267478
AAPL,Tech,2023-11-23,134.25,134.18,132.06,133.83,5917526
AAPL,Tech,2023-11-24,130.94,132.71,130.95,131.1,457550
AAPL,Tech,2023-11-25,129.11,132.2,128.98,129.9,2346754
AAPL,Tech,2023-11-26,133.16,134.44,131.99,132.2,1824693
AAPL,Tech,2023-11-27,134.38,136.75,133.75,134.48,1448957
AAPL,Tech,2023-11-28,135.45,137.82,136.29,136.33,10569402
AAPL,Tech,2023-11-29,136.76,138.37,134.0,136.14,2999951
AAPL,Tech,2023-11-30,140.23,141.1,138.44,139.58,3339299
AAPL,Tech,2023-12-01,134.52,136.2,134.01,134.35,3535726
AAPL,Tech,2023-12-02,136.95,139.16,135.15,137.88,6408791
AAPL,Tech,2023-12-03,141.62,140.51,138.56,140.24,1294049
AAPL,Tech,2023-12-04,138.83,140.71,137.61,138.68,5888891
AAPL,Tech,2023-12-05,138.1,138.84,134.59,137.32,1077093
AAPL,Tech,2023-12-06,136.47,136.23,133.41,135.23,6251177
AAPL,Tech,2023-12-07,135.08,136.74,132.38,134.07,1439283
AAPL,Tech,2023-12-08,139.84,140.42,137.08,138.77,2192085
AAPL,Tech,2023-12-09,142.08,145.28,141.66,143.51,1542776
AAPL,Tech,2023-12-10,142.4,142.18,140.8,141.99,42211332
AAPL,Tech,2023-12-11,147.66,149.34,146.78,147.35,21565699
AAPL,Tech,2023-12-12,149.71,149.95,146.9,149.72,1883823
AAPL,Tech,2023-12-13,153.77,155.55,151.66,153.13,1707830
AAPL,Tech,2023-12-14,149.2,151.01,146.98,149.71,2693469
AAPL,Tech,2023-12-15,151.94,154.25,151.02,151.23,834458
AAPL,Tech,2023-12-16,148.61,150.53,145.59,148.2,20875620
AAPL,Tech,2023-12-17,151.33,153.41,150.43,151.68,2411540
AAPL,Tech,2023-12-18,149.77,150.35,147.34,150.27,1067022
AAPL,Tech,2023-12-19,148.81,149.65,148.58,148.76,7070480
AAPL,Tech,2023-12-20,148.55,149.93,145.05,147.45,663508
AAPL,Tech,2023-12-21,146.91,147.35,144.25,146.96,13131175
AAPL,Tech,2023-12-22,146.76,149.09,146.26,146.95,19235182
AAPL,Tech,2023-12-23,146.98,150.29,147.05,148.06,1090489
AAPL,Tech,2023-12-24,147.14,148.57,147.56,147.84,2666630
AAPL,Tech,2023-12-25,146.19,146.74,144.78,145.43,1299083
AAPL,Tech,2023-12-26,144.09,145.62,145.17,145.44,1548486
AAPL,Tech,2023-12-27,145.55,146.82,145.52,145.81,1054918
AAPL,Tech,2023-12-28,147.35,146.23,144.38,146.08,5476294
AAPL,Tech,2023-12-29,150.17,149.5,147.71,148.74,1303834
AAPL,Tech,2023-12-30,149.58,152.59,148.51,149.68,841901
AAPL,Tech,2023-12-31,146.31,148.0,145.13,147.34,2385060
AAPL,Tech,2024-01-01,148.07,148.34,147.59,148.0,10310128
AAPL,Tech,2024-01-02,147.81,148.8,144.5,147.2,3806860
AAPL,Tech,2024-01-03,143.16,146.85,143.69,144.12,176072
AAPL,Tech,2024-01-04,142.65,144.76,141.6,142.9,24397940
AAPL,Tech,2024-01-05,143.91,144.34,140.32,143.03,1578518
AAPL,Tech,2024-01-06,140.62,141.77,139.41,141.3,5971311
AAPL,Tech,2024-01-07,140.88,144.21,141.38,141.72,16596102
AAPL,Tech,2024-01-08,140.63,143.54,140.13,140.77,5451577
AAPL,Tech,2024-01-09,143.44,144.75,140.76,143.33,3024217
AAPL,Tech,2024-01-10,146.03,148.65,146.27,146.38,5419012
AAPL,Tech,2024-01-11,146.16,149.11,145.54,146.78,775855
AAPL,Tech,2024-01-12,150.03,153.09,148.94,150.34,5591418
AAPL,Tech,2024-01-13,152.76,152.84,151.44,151.87,1402326
AAPL,Tech,2024-01-14,152.6,151.57,148.73,151.14,5301103
AAPL,Tech,2024-01-15,148.15,150.16,145.61,148.33,4993257
AAPL,Tech,2024-01-16,148.99,151.86,147.24,148.97,4160884
AAPL,Tech,2024-01-17,147.0,147.13,143.44,145.88,5016821
AAPL,Tech,2024-01-18,146.13,148.15,145.73,146.05,2503212
AAPL,Tech,2024-01-19,145.78,149.21,146.16,146.69,2296355
AAPL,Tech,2024-01-20,151.51,153.5,151.53,152.07,4642600
AAPL,Tech,2024-01-21,145.68,148.11,143.76,145.69,1780096
AAPL,Tech,2024-01-22,148.32,147.65,145.12,147.36,1411437
AAPL,Tech,2024-01-23,146.13,148.47,145.25,146.27,1299629
AAPL,Tech,2024-01-24,142.87,143.24,141.85,141.91,11340068
