trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,on_time_pct,passenger_satisfaction
T000026,Route_11,Tram,3,39.9,29,7.05,20.7,Sat,0,Snow,0.835,3.4
T000027,Route_7,Ferry,3,6.9,29,9.15,0.8,Sun,0,Clear,0.872,4.3
T000028,Route_12,Bus,1,22.6,31,1.68,4.1,Tue,0,Clear,0.944,3.6
T000029,Route_18,Train,6,41.9,38,6.35,8.1,Sat,0,Clear,0.897,4.1
T000030,Route_17,Subway,3,18.4,20,3.44,2.8,Sat,0,Rain,0.678,3.2
T000031,Route_15,Train,11,2.9,30,3.28,2.0,Wed,0,Snow,0.78,3.9
T000032,Route_1,Bus,18,32.3,22,10.14,4.8,Sun,0,Clear,0.903,4.0
T000033,Route_18,Bus,14,11.6,32,6.16,1.5,Fri,0,Rain,0.909,5.0
T000034,Route_13,Bus,16,43.8,26,4.33,1.8,Fri,0,Clear,1.0,3.1
T000035,Route_10,Tram,7,18.3,30,9.6,3.0,Sun,0,Rain,0.879,2.6
T000036,Route_9,Bus,3,34.6,37,2.04,0.4,Thu,1,Clear,0.655,1.7
T000037,Route_12,Subway,10,20.9,33,7.02,0.3,Fri,1,Rain,0.663,2.9
T000038,Route_10,Subway,16,44.1,32,7.1,3.8,Sat,0,Clear,0.794,5.0
T000039,Route_19,Subway,5,1.7,29,9.23,4.7,Fri,1,Clear,0.844,4.5
T000040,Route_1,Ferry,8,23.5,29,12.77,7.3,Wed,0,Rain,0.82,4.2
T000041,Route_13,Bus,5,36.5,26,3.59,5.0,Wed,0,Clear,0.845,4.0
T000042,Route_2,Ferry,7,20.0,35,4.43,3.3,Sun,0,Rain,0.875,2.5
T000043,Route_8,Train,20,9.1,37,10.47,6.1,Tue,0,Clear,0.867,3.2
T000044,Route_9,Tram,18,35.7,37,14.07,4.5,Fri,0,Rain,0.766,1.6
T000045,Route_18,Train,21,5.2,34,14.04,10.8,Sun,1,Snow,0.686,3.3
T000046,Route_17,Bus,4,41.9,26,6.49,5.2,Wed,0,Rain,0.751,4.6
T000047,Route_6,Tram,19,32.6,37,3.46,2.5,Tue,0,Clear,0.845,3.5
T000048,Route_12,Train,6,18.4,31,1.97,20.8,Sat,0,Clear,0.975,4.1
T000049,Route_14,Bus,4,30.5,36,6.59,0.8,Thu,0,Rain,0.675,3.3
T000050,Route_3,Ferry,0,19.0,34,5.16,0.1,Sun,0,Rain,0.762,3.4
T000051,Route_13,Ferry,19,0.8,31,3.45,10.4,Fri,0,Clear,0.743,3.1
T000052,Route_17,Train,20,41.4,37,13.2,4.2,Thu,1,Rain,0.813,2.9
T000053,Route_17,Ferry,16,1.1,23,3.17,0.7,Fri,0,Clear,0.852,5.0
T000054,Route_16,Subway,14,1.7,24,9.12,3.2,Thu,0,Snow,0.836,4.0
T000055,Route_15,Tram,8,11.1,22,4.54,2.9,Tue,0,Clear,0.937,3.0
T000056,Route_17,Ferry,3,17.4,35,1.66,4.3,Wed,0,Clear,0.844,3.0
T000057,Route_13,Tram,21,18.8,28,11.15,8.5,Sat,0,Snow,0.946,5.0
T000058,Route_6,Subway,5,20.8,20,9.08,2.3,Wed,1,Snow,0.737,3.3
T000059,Route_20,Train,4,11.6,29,3.17,2.2,Sun,0,Clear,0.761,3.2
T000060,Route_19,Train,6,3.9,30,2.53,1.9,Mon,0,Rain,0.78,2.7
T000061,Route_19,Train,8,4.6,34,2.91,2.0,Sat,0,Rain,0.76,3.4
T000062,Route_14,Subway,12,23.2,26,10.76,0.2,Sun,0,Clear,0.828,2.1
T000063,Route_12,Train,19,33.8,33,14.15,0.6,Sat,0,Clear,0.749,3.4
T000064,Route_10,Train,21,38.2,28,6.4,4.3,Mon,0,Clear,0.858,3.8
T000065,Route_14,Train,13,40.1,26,10.68,0.5,Tue,0,Clear,0.913,3.4
T000066,Route_4,Subway,19,34.2,36,5.41,1.0,Tue,0,Fog,0.808,3.4
T000067,Route_19,Ferry,10,26.4,28,8.8,1.8,Thu,0,Rain,0.772,2.3
T000068,Route_1,Ferry,3,23.5,26,13.4,4.6,Sun,0,Clear,0.861,3.6
T000069,Route_16,Subway,0,39.5,25,14.81,15.3,Thu,0,Clear,1.0,3.9
T000070,Route_10,Bus,21,41.7,27,14.96,2.1,Tue,0,Clear,0.806,3.6
T000071,Route_20,Subway,4,19.8,41,3.81,6.9,Mon,0,Clear,0.784,4.2
T000072,Route_15,Train,16,27.0,21,3.98,11.6,Tue,0,Rain,0.833,1.9
T000073,Route_3,Ferry,13,17.4,27,14.78,3.8,Sat,0,Clear,0.753,4.3
T000074,Route_2,Subway,13,16.8,29,12.84,15.5,Mon,0,Clear,0.766,3.7
T000075,Route_2,Train,22,13.2,21,8.35,0.7,Mon,0,Clear,0.855,4.3
T000076,Route_7,Train,15,22.7,24,6.74,1.5,Fri,0,Fog,0.902,3.1
T000077,Route_17,Ferry,9,27.7,29,7.1,1.5,Wed,0,Clear,0.951,3.5
T000078,Route_5,Subway,11,23.2,20,5.14,1.4,Fri,0,Clear,0.654,2.7
T000079,Route_13,Bus,4,42.7,33,14.61,1.1,Tue,0,Rain,0.85,3.6
T000080,Route_13,Bus,21,7.9,28,12.01,3.3,Tue,0,Clear,0.905,3.1
T000081,Route_9,Ferry,5,20.7,38,2.64,11.0,Sun,0,Clear,0.952,4.5
T000082,Route_3,Subway,2,42.3,38,9.83,5.2,Thu,0,Clear,0.745,1.8
T000083,Route_3,Bus,14,41.5,42,11.98,2.6,Mon,0,Clear,0.883,4.6
T000084,Route_15,Train,15,20.3,42,7.32,7.6,Sat,0,Rain,0.726,4.4
T000085,Route_1,Bus,3,32.4,36,12.04,0.5,Thu,0,Clear,0.745,3.2
T000086,Route_19,Bus,6,15.6,24,8.75,27.6,Mon,0,Fog,0.824,3.0
T000087,Route_8,Train,9,17.0,35,9.61,4.9,Fri,0,Clear,0.779,4.4
T000088,Route_19,Subway,14,2.6,33,3.36,12.0,Sat,0,Clear,0.997,4.8
T000089,Route_10,Ferry,20,39.6,31,10.56,0.4,Wed,0,Rain,0.743,3.5
T000090,Route_16,Ferry,2,24.4,36,9.83,3.1,Wed,1,Snow,0.793,3.6
T000091,Route_19,Tram,3,12.8,16,12.08,0.2,Fri,0,Clear,1.0,4.7
T000092,Route_16,Ferry,15,27.4,30,5.38,7.8,Fri,0,Clear,0.79,3.6
T000093,Route_2,Ferry,3,16.3,25,12.87,1.1,Tue,0,Rain,0.738,4.8
T000094,Route_6,Ferry,18,40.4,20,4.18,8.2,Thu,0,Clear,0.722,2.7
T000095,Route_13,Bus,21,8.7,33,4.05,2.9,Fri,0,Rain,0.901,4.0
T000096,Route_4,Ferry,3,19.6,35,7.91,0.4,Mon,0,Clear,0.707,3.8
T000097,Route_8,Ferry,20,15.7,30,7.98,0.8,Sun,1,Clear,0.89,3.7
T000098,Route_11,Bus,8,3.6,29,14.16,1.6,Fri,0,Clear,0.854,2.3
T000099,Route_11,Subway,5,4.9,24,7.95,14.8,Tue,0,Fog,0.952,3.1
T000100,Route_6,Train,16,42.3,40,2.51,22.0,Wed,0,Clear,0.821,2.3
T000101,Route_14,Bus,11,5.2,27,9.32,1.9,Tue,0,Rain,0.894,5.0
T000102,Route_10,Ferry,18,3.2,33,12.61,7.4,Wed,0,Clear,0.877,3.5
T000103,Route_13,Train,7,6.6,29,2.14,1.7,Fri,0,Clear,0.872,4.8
T000104,Route_9,Subway,8,31.7,28,13.85,6.6,Fri,0,Clear,0.689,4.6
T000105,Route_15,Train,9,25.3,34,9.95,3.4,Wed,0,Clear,0.962,2.6
T000106,Route_6,Ferry,9,39.9,31,5.43,6.6,Tue,0,Fog,0.751,4.7
T000107,Route_12,Ferry,17,40.1,32,11.95,5.4,Fri,0,Clear,0.741,3.6
T000108,Route_3,Ferry,21,27.1,31,14.89,4.5,Mon,0,Clear,0.8,5.0
T000109,Route_16,Train,8,10.0,29,7.56,1.5,Sun,0,Clear,0.942,3.3
T000110,Route_9,Tram,10,18.7,22,2.57,1.7,Thu,1,Rain,0.728,3.5
T000111,Route_1,Bus,5,13.8,33,11.33,2.6,Tue,0,Rain,0.855,3.5
T000112,Route_11,Tram,12,18.7,29,1.72,3.3,Fri,0,Clear,0.861,4.6
T000113,Route_4,Ferry,21,28.8,36,12.77,8.6,Thu,0,Clear,0.851,3.3
T000114,Route_18,Subway,15,43.2,30,5.09,5.7,Mon,0,Clear,0.904,3.7
T000115,Route_8,Bus,14,26.4,24,6.45,5.2,Sat,0,Clear,0.933,3.3
T000116,Route_19,Tram,7,1.2,32,12.5,0.7,Thu,0,Clear,0.859,3.8
T000117,Route_9,Ferry,5,29.7,26,12.41,9.9,Sat,0,Snow,0.87,4.1
T000118,Route_7,Ferry,13,35.9,42,5.65,1.4,Thu,0,Clear,0.907,4.2
T000119,Route_6,Ferry,4,17.0,26,2.07,10.4,Thu,0,Clear,0.821,3.7
T000120,Route_8,Ferry,0,29.6,34,5.65,1.3,Mon,0,Clear,0.81,3.8
T000121,Route_20,Bus,3,34.0,27,2.07,14.0,Thu,0,Rain,0.745,4.3
T000122,Route_1,Bus,0,20.0,34,11.61,4.1,Sat,0,Clear,0.814,3.3
T000123,Route_8,Bus,18,24.8,26,14.85,3.5,Wed,0,Clear,0.992,3.1
T000124,Route_6,Subway,21,34.8,34,9.72,0.6,Mon,0,Clear,0.766,1.5
T000125,Route_1,Subway,4,9.0,32,8.57,4.3,Wed,1,Clear,0.678,4.2
T000126,Route_7,Train,5,13.8,39,12.11,1.0,Tue,0,Clear,0.93,3.3
T000127,Route_13,Train,17,3.5,25,12.38,3.9,Thu,0,Clear,1.0,2.9
T000128,Route_16,Bus,8,41.8,38,2.44,19.0,Wed,0,Fog,0.928,4.6
T000129,Route_1,Train,6,28.3,23,7.88,1.3,Fri,0,Snow,0.878,3.9
T000130,Route_1,Train,17,43.6,23,7.41,0.5,Fri,0,Rain,0.802,3.5
T000131,Route_19,Tram,12,33.9,34,3.36,0.6,Fri,0,Clear,0.736,5.0
T000132,Route_20,Train,16,9.9,37,13.17,4.6,Sat,0,Rain,0.845,3.7
T000133,Route_17,Tram,17,19.1,36,14.24,6.4,Mon,0,Clear,0.822,3.7
T000134,Route_12,Ferry,14,25.9,40,11.66,3.4,Mon,0,Clear,0.801,3.0
T000135,Route_3,Subway,4,30.4,26,10.65,4.2,Thu,0,Rain,0.713,3.4
T000136,Route_1,Train,5,18.9,35,8.32,9.0,Fri,0,Rain,0.901,5.0
T000137,Route_11,Tram,19,28.9,37,6.62,0.8,Tue,0,Clear,0.838,4.2
T000138,Route_8,Bus,8,43.5,39,6.82,1.2,Tue,0,Clear,0.849,3.6
T000139,Route_2,Train,19,38.8,38,6.32,1.1,Mon,0,Rain,0.811,5.0
T000140,Route_13,Bus,20,26.0,44,3.43,2.6,Sat,1,Clear,0.706,3.1
T000141,Route_15,Train,19,34.5,32,6.44,8.0,Fri,0,Clear,0.745,3.5
T000142,Route_12,Train,11,28.7,37,5.07,11.1,Tue,0,Rain,0.963,4.0
T000143,Route_3,Train,8,30.2,29,7.54,2.3,Wed,0,Clear,0.961,4.0
T000144,Route_15,Tram,1,5.3,29,10.16,4.4,Wed,1,Snow,0.727,4.7
T000145,Route_14,Tram,2,20.5,28,7.31,2.2,Sat,0,Clear,0.718,3.8
T000146,Route_1,Ferry,12,23.5,29,9.64,3.3,Tue,0,Clear,0.85,2.3
T000147,Route_15,Tram,19,16.5,18,4.12,2.9,Sun,0,Clear,0.648,3.5
T000148,Route_6,Subway,13,20.6,28,6.85,5.9,Sat,1,Clear,0.689,4.8
T000149,Route_1,Train,14,42.8,35,11.21,13.5,Wed,0,Clear,0.754,5.0
T000150,Route_17,Tram,3,44.7,38,10.17,15.3,Sun,0,Snow,0.742,4.0
T000151,Route_19,Train,17,14.9,32,8.33,1.5,Sat,0,Clear,0.819,3.4
T000152,Route_1,Tram,5,18.8,22,2.64,8.4,Tue,0,Fog,0.77,3.6
T000153,Route_17,Tram,20,32.0,29,12.45,8.9,Thu,0,Rain,0.729,4.1
T000154,Route_11,Tram,13,31.2,30,2.98,1.8,Mon,0,Clear,0.84,4.8
T000155,Route_11,Subway,18,23.3,25,11.08,0.4,Sat,0,Clear,0.879,2.1
T000156,Route_12,Tram,16,1.3,30,7.23,4.8,Tue,0,Clear,0.772,2.2
T000157,Route_6,Tram,6,8.2,24,6.27,4.4,Tue,1,Clear,0.785,3.1
T000158,Route_16,Ferry,17,40.3,36,1.85,5.6,Mon,0,Clear,0.935,2.6
T000159,Route_13,Ferry,2,36.9,42,8.77,1.1,Thu,0,Clear,0.947,4.3
T000160,Route_16,Tram,11,39.0,22,5.36,0.9,Fri,0,Clear,0.934,2.9
T000161,Route_17,Tram,13,12.1,29,5.17,4.0,Fri,0,Clear,0.957,3.2
T000162,Route_9,Ferry,10,8.2,31,12.77,6.1,Wed,0,Clear,1.0,2.8
T000163,Route_1,Tram,21,17.4,33,2.24,4.2,Fri,0,Clear,0.911,2.8
T000164,Route_3,Tram,13,13.6,24,14.65,3.8,Tue,0,Rain,0.883,3.5
T000165,Route_14,Train,18,43.8,32,4.95,5.3,Mon,0,Rain,0.779,3.6
T000166,Route_7,Tram,0,28.1,35,10.51,6.1,Sat,0,Clear,0.763,3.5
T000167,Route_8,Bus,4,30.9,27,4.01,11.1,Sun,0,Clear,0.865,3.4
T000168,Route_8,Tram,10,3.3,36,2.88,0.7,Mon,0,Clear,0.882,5.0
T000169,Route_6,Train,19,2.7,30,1.86,4.9,Mon,0,Snow,0.808,4.1
T000170,Route_7,Train,21,44.9,30,3.41,38.0,Wed,0,Clear,0.838,2.9
T000171,Route_19,Bus,16,24.1,33,13.22,5.7,Fri,1,Clear,0.786,3.2
T000172,Route_7,Bus,11,3.4,26,3.53,5.9,Sat,0,Clear,0.89,4.2
T000173,Route_15,Train,8,3.1,30,11.93,1.0,Wed,0,Clear,0.861,4.2
T000174,Route_1,Ferry,16,13.6,31,6.71,1.1,Thu,1,Clear,0.853,4.8
T000175,Route_7,Ferry,13,32.6,25,11.62,4.9,Thu,0,Rain,0.932,3.3
T000176,Route_20,Tram,9,34.7,28,4.82,2.0,Tue,0,Snow,0.82,2.9
T000177,Route_8,Ferry,8,39.1,30,11.85,3.6,Sun,0,Clear,0.753,4.3
T000178,Route_8,Tram,10,8.4,41,2.11,7.2,Wed,1,Clear,0.866,4.1
T000179,Route_5,Train,12,42.6,37,10.6,1.5,Thu,0,Clear,0.699,2.8
T000180,Route_9,Subway,10,8.8,32,9.91,13.4,Wed,0,Clear,0.87,2.3
T000181,Route_14,Bus,17,12.6,24,2.77,5.6,Tue,1,Clear,0.777,4.0
T000182,Route_19,Bus,3,24.2,39,4.63,7.2,Sun,0,Rain,0.865,4.4
T000183,Route_11,Subway,20,41.4,38,2.82,4.7,Thu,0,Clear,0.777,4.1
T000184,Route_6,Ferry,17,21.3,37,13.73,0.4,Thu,0,Clear,0.893,2.2
T000185,Route_11,Subway,9,28.4,33,12.12,2.1,Sat,0,Clear,1.0,3.0
T000186,Route_11,Ferry,4,23.4,23,3.95,5.4,Sat,0,Clear,0.843,3.9
T000187,Route_18,Train,17,30.6,20,10.02,8.3,Wed,0,Rain,0.96,3.5
T000188,Route_11,Subway,12,6.4,27,5.22,6.2,Wed,0,Fog,0.802,3.3
T000189,Route_14,Subway,16,10.2,34,5.85,0.8,Sun,0,Clear,0.663,2.8
T000190,Route_5,Subway,4,36.6,29,2.99,0.2,Tue,0,Clear,0.976,2.2
T000191,Route_3,Tram,2,2.2,27,10.18,0.5,Fri,0,Clear,0.94,3.8
T000192,Route_12,Subway,16,11.6,31,7.88,2.6,Sat,0,Snow,0.92,3.5
T000193,Route_12,Subway,9,34.2,26,13.09,12.1,Sat,0,Clear,0.873,3.8
T000194,Route_18,Tram,21,40.0,32,2.79,11.5,Sat,1,Clear,0.806,4.0
T000195,Route_4,Ferry,19,39.6,32,6.84,3.1,Mon,0,Clear,0.809,2.5
T000196,Route_12,Train,0,37.9,31,4.17,0.6,Mon,0,Rain,0.859,3.6
T000197,Route_7,Ferry,1,29.3,35,3.49,0.3,Tue,0,Clear,0.79,2.7
T000198,Route_12,Ferry,16,31.6,22,3.85,5.0,Fri,0,Clear,0.9,3.4
T000199,Route_18,Train,19,9.0,23,13.97,6.5,Fri,0,Rain,0.765,2.5
T000200,Route_16,Subway,10,41.8,31,9.97,18.0,Thu,0,Clear,0.971,4.8
T000201,Route_14,Bus,17,36.3,26,6.39,1.0,Thu,0,Clear,0.8,3.0
T000202,Route_18,Train,18,7.5,19,12.2,2.0,Tue,0,Snow,0.653,2.1
T000203,Route_2,Bus,3,15.1,27,1.86,9.4,Fri,0,Clear,0.898,4.2
T000204,Route_12,Train,4,44.7,30,10.73,10.1,Sun,0,Snow,0.583,4.1
T000205,Route_18,Subway,8,39.7,36,8.17,3.4,Wed,0,Rain,0.962,3.3
T000206,Route_19,Train,20,37.6,26,12.5,12.9,Tue,0,Fog,0.831,3.3
T000207,Route_20,Bus,5,11.8,29,3.62,0.4,Mon,0,Clear,1.0,3.7
T000208,Route_12,Train,5,8.7,40,8.51,0.5,Tue,0,Clear,0.806,5.0
T000209,Route_17,Ferry,1,40.7,33,3.42,9.3,Thu,0,Clear,0.932,2.3
T000210,Route_3,Tram,4,21.3,39,9.51,3.8,Thu,0,Rain,0.888,3.0
T000211,Route_2,Ferry,10,24.0,37,8.05,16.3,Thu,0,Clear,0.778,3.6
T000212,Route_10,Ferry,11,44.7,34,6.71,0.6,Wed,0,Rain,0.951,3.3
T000213,Route_8,Tram,21,38.7,26,12.4,5.8,Sun,1,Snow,0.799,2.2
T000214,Route_18,Train,21,31.3,32,9.89,9.2,Thu,0,Rain,0.813,2.9
T000215,Route_5,Tram,22,16.2,26,12.79,7.8,Fri,0,Clear,0.899,2.1
T000216,Route_12,Ferry,16,12.2,35,2.81,1.4,Fri,0,Clear,0.92,3.7
T000217,Route_3,Subway,2,18.8,28,2.55,2.2,Fri,0,Rain,0.737,2.5
T000218,Route_17,Train,7,11.6,35,7.53,3.4,Mon,0,Clear,0.881,3.9
T000219,Route_6,Train,3,33.6,20,12.0,1.5,Mon,0,Clear,0.91,4.2
T000220,Route_19,Tram,2,8.7,26,4.94,6.6,Mon,0,Clear,0.856,3.7
T000221,Route_1,Subway,9,41.6,29,14.17,4.6,Sat,0,Clear,0.834,2.4
T000222,Route_13,Subway,20,42.3,26,8.72,6.4,Wed,0,Snow,0.823,4.2
T000223,Route_20,Tram,21,9.6,27,6.41,9.3,Mon,0,Fog,0.714,3.3
T000224,Route_5,Ferry,10,25.9,31,4.89,8.0,Tue,0,Clear,0.876,2.1
T000225,Route_20,Ferry,5,41.4,34,7.32,14.8,Tue,0,Clear,0.961,4.2
T000226,Route_20,Subway,8,3.7,31,13.52,16.8,Sat,0,Clear,0.983,4.7
T000227,Route_10,Ferry,8,19.4,22,13.08,3.3,Wed,0,Clear,0.701,4.0
T000228,Route_3,Train,17,11.6,32,3.69,6.7,Thu,0,Clear,0.744,3.1
T000229,Route_16,Ferry,3,23.4,31,12.76,6.1,Fri,0,Rain,0.84,3.4
T000230,Route_9,Ferry,4,38.5,44,7.89,0.7,Wed,0,Rain,0.889,3.9
T000231,Route_6,Ferry,4,35.2,32,11.6,0.9,Fri,0,Clear,0.868,2.5
T000232,Route_6,Subway,5,26.3,27,8.39,23.8,Sat,0,Rain,0.84,2.6
T000233,Route_16,Ferry,8,43.4,18,13.77,3.0,Tue,1,Clear,0.84,3.6
T000234,Route_9,Train,1,27.5,28,11.75,3.3,Thu,0,Clear,0.668,4.8
T000235,Route_15,Ferry,16,2.0,30,14.41,10.7,Tue,1,Clear,0.83,3.7
T000236,Route_6,Tram,22,32.5,28,9.48,9.9,Mon,0,Rain,0.696,2.7
T000237,Route_19,Tram,10,37.4,31,14.14,8.7,Fri,0,Rain,0.823,1.8
T000238,Route_17,Ferry,13,30.8,28,1.68,5.6,Sun,0,Clear,0.832,2.5
T000239,Route_6,Train,7,23.8,25,14.56,1.2,Thu,0,Clear,0.986,2.4
T000240,Route_18,Subway,4,1.9,30,4.9,4.1,Sat,0,Clear,0.995,3.9
T000241,Route_8,Train,18,15.7,35,13.24,2.0,Fri,1,Rain,0.929,2.0
T000242,Route_18,Bus,11,42.9,35,7.24,0.4,Sat,0,Clear,0.758,3.6
T000243,Route_8,Ferry,6,38.2,26,11.71,2.1,Tue,0,Clear,0.956,3.2
T000244,Route_18,Tram,8,12.9,35,4.34,2.4,Thu,0,Clear,0.895,2.7
T000245,Route_20,Tram,10,38.8,22,6.51,1.0,Fri,0,Rain,1.0,3.4
T000246,Route_13,Bus,2,18.1,25,5.82,0.7,Wed,0,Rain,0.95,4.4
T000247,Route_7,Subway,21,40.2,31,7.99,4.8,Sun,1,Clear,0.98,2.0
T000248,Route_18,Train,5,1.9,30,2.66,1.4,Wed,0,Clear,0.712,3.3
T000249,Route_18,Ferry,3,25.9,36,8.53,12.6,Tue,1,Rain,0.977,3.2
T000250,Route_18,Tram,16,15.7,33,14.54,9.5,Wed,0,Clear,0.648,3.0
T000251,Route_15,Bus,17,18.4,29,6.74,5.8,Tue,0,Clear,0.886,3.4
T000252,Route_18,Train,3,2.7,24,8.45,9.9,Fri,0,Snow,0.654,3.0
T000253,Route_10,Ferry,20,18.7,31,4.29,5.3,Fri,0,Clear,0.978,2.3
T000254,Route_11,Bus,15,36.6,28,6.73,3.7,Mon,0,Rain,0.971,2.6
T000255,Route_19,Subway,7,4.4,34,8.2,2.5,Tue,0,Clear,0.958,3.8
T000256,Route_4,Tram,6,36.5,31,11.27,0.4,Mon,0,Clear,0.831,4.7
T000257,Route_17,Ferry,4,32.6,30,1.53,7.4,Sat,0,Clear,0.917,5.0
T000258,Route_7,Train,3,9.8,30,10.02,5.9,Fri,1,Clear,0.765,3.5
T000259,Route_9,Subway,12,42.8,30,9.91,1.5,Thu,1,Clear,0.792,3.1
T000260,Route_3,Train,14,44.7,33,2.62,2.1,Mon,0,Snow,0.769,3.3
T000261,Route_4,Tram,22,17.6,28,4.09,8.5,Sun,0,Clear,0.879,2.3
T000262,Route_15,Train,12,38.3,26,3.76,1.5,Mon,0,Clear,0.774,4.5
T000263,Route_10,Tram,5,43.0,33,9.74,3.5,Sun,0,Clear,0.907,2.6
T000264,Route_20,Bus,22,22.3,29,6.23,5.5,Fri,0,Clear,0.857,3.6
T000265,Route_10,Bus,19,12.0,40,2.78,5.9,Sun,0,Clear,0.793,2.1
T000266,Route_18,Tram,17,26.2,30,8.22,2.1,Sun,0,Snow,0.817,3.6
T000267,Route_13,Subway,19,7.0,35,3.95,10.1,Wed,0,Rain,0.998,4.7
T000268,Route_6,Bus,6,28.4,27,8.77,11.4,Mon,0,Rain,0.811,4.4
T000269,Route_20,Train,0,19.0,37,5.26,11.9,Thu,0,Rain,0.892,2.8
T000270,Route_8,Subway,1,30.4,34,2.35,6.5,Sat,0,Rain,0.873,2.8
T000271,Route_13,Tram,10,44.5,33,3.59,24.7,Thu,1,Clear,0.942,3.0
T000272,Route_10,Tram,5,39.4,24,5.36,18.9,Thu,0,Clear,0.854,4.0
T000273,Route_11,Subway,12,2.7,30,9.43,7.3,Tue,0,Clear,0.834,3.5
T000274,Route_1,Train,0,12.3,34,7.25,0.6,Thu,0,Clear,0.78,3.0
T000275,Route_17,Train,9,21.8,30,13.72,11.5,Sun,0,Snow,0.848,3.8
T000276,Route_8,Bus,6,23.9,34,9.63,0.3,Sun,0,Clear,0.798,2.5
T000277,Route_4,Tram,6,13.8,27,10.75,0.4,Thu,0,Clear,0.943,3.3
T000278,Route_4,Ferry,18,8.7,41,11.38,4.7,Wed,0,Rain,0.73,3.5
T000279,Route_15,Subway,17,21.5,41,3.88,13.6,Tue,0,Clear,0.91,2.7
T000280,Route_11,Train,19,2.3,29,13.71,1.3,Mon,0,Rain,0.862,3.6
T000281,Route_20,Ferry,4,41.8,28,13.81,1.9,Wed,0,Snow,0.843,3.9
T000282,Route_16,Ferry,6,15.8,26,1.63,3.0,Sat,0,Clear,0.988,4.0
T000283,Route_20,Train,10,31.3,37,2.36,10.2,Tue,0,Clear,0.804,2.8
T000284,Route_15,Train,4,26.3,32,13.69,0.1,Sat,0,Rain,0.808,3.7
T000285,Route_15,Ferry,12,30.3,22,3.47,5.9,Tue,0,Snow,0.818,2.1
T000286,Route_3,Ferry,13,2.2,34,13.91,5.4,Wed,1,Clear,0.908,4.2
T000287,Route_1,Ferry,4,37.0,33,13.86,7.3,Mon,0,Clear,0.97,3.3
T000288,Route_2,Train,16,1.8,33,3.11,4.9,Sat,0,Clear,0.742,5.0
T000289,Route_17,Bus,21,31.0,27,7.14,3.5,Thu,0,Clear,0.967,2.5
T000290,Route_10,Bus,12,33.2,19,2.87,7.0,Wed,0,Clear,0.956,1.7
T000291,Route_6,Tram,4,15.3,27,8.15,1.0,Fri,0,Snow,0.964,3.3
T000292,Route_9,Bus,14,6.9,32,7.18,2.7,Wed,0,Clear,0.873,4.3
T000293,Route_7,Tram,4,33.4,30,2.62,6.5,Mon,0,Rain,0.819,3.6
T000294,Route_16,Ferry,8,24.9,24,9.52,3.6,Thu,0,Clear,0.928,3.4
