trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,revenue,operational_cost,on_time_pct,passenger_satisfaction
T000035,Route_4,Ferry,15,39.6,34,3.04,4.6,Sun,0,Clear,86.96,85.3,0.84,3.0
T000036,Route_16,Bus,5,16.7,33,2.86,4.7,Tue,0,Clear,95.84,51.74,0.764,3.0
T000037,Route_7,Ferry,17,27.3,30,1.95,0.4,Wed,0,Clear,48.25,38.25,0.951,3.9
T000038,Route_6,Train,10,19.9,26,8.03,2.3,Tue,0,Clear,167.13,41.18,0.963,4.1
T000039,Route_4,Train,16,8.4,26,2.61,5.5,Tue,0,Rain,55.62,12.59,0.846,3.7
T000040,Route_2,Bus,22,41.0,25,5.57,3.8,Thu,0,Clear,115.56,93.07,0.894,3.1
T000041,Route_19,Ferry,21,39.3,32,4.86,0.2,Sat,1,Clear,149.68,98.17,0.949,3.3
T000042,Route_6,Bus,14,3.5,33,3.55,0.3,Mon,0,Clear,114.85,5.0,0.89,3.3
T000043,Route_18,Subway,1,17.3,35,9.55,7.6,Fri,0,Clear,315.19,30.73,0.709,5.0
T000044,Route_16,Train,22,41.8,33,4.07,10.3,Sat,0,Clear,117.38,117.46,0.774,4.4
T000045,Route_17,Train,5,19.1,33,7.78,4.1,Tue,0,Rain,298.37,43.89,0.812,4.4
T000046,Route_14,Ferry,21,36.8,35,6.73,13.7,Wed,0,Clear,197.15,108.39,0.74,4.5
T000047,Route_3,Bus,4,32.3,38,12.35,1.1,Sat,0,Fog,515.46,77.86,0.991,5.0
T000048,Route_6,Subway,21,32.9,31,12.58,15.0,Sat,0,Rain,381.7,75.6,0.9,3.6
T000049,Route_5,Subway,6,43.3,27,8.41,1.6,Sun,0,Clear,238.99,95.41,0.757,2.9
T000050,Route_1,Train,18,1.3,34,5.84,0.7,Mon,0,Snow,166.5,5.0,0.985,3.4
T000051,Route_14,Train,20,30.0,29,3.06,0.7,Mon,0,Rain,98.96,88.26,0.958,4.2
T000052,Route_10,Subway,12,12.3,36,6.08,0.7,Thu,0,Clear,191.25,31.52,0.943,4.9
T000053,Route_3,Train,9,25.9,31,9.57,10.9,Wed,1,Clear,291.33,62.38,0.822,3.0
T000054,Route_15,Ferry,2,39.4,30,12.52,1.4,Fri,0,Clear,365.7,93.03,0.852,4.4
T000055,Route_11,Bus,3,3.4,34,11.28,3.6,Sun,0,Rain,387.93,5.0,0.998,3.8
T000056,Route_16,Tram,0,38.2,21,9.67,7.9,Thu,0,Clear,183.44,81.78,0.715,4.2
T000057,Route_11,Tram,14,42.7,42,5.44,6.9,Thu,0,Clear,256.78,95.52,0.784,4.3
T000058,Route_12,Subway,17,36.2,33,5.89,2.6,Fri,0,Snow,167.28,94.64,0.76,1.6
T000059,Route_11,Tram,10,11.3,17,5.09,20.5,Wed,0,Rain,77.67,35.47,0.874,3.8
T000060,Route_4,Tram,13,31.5,30,5.76,0.1,Fri,0,Clear,148.22,73.17,0.78,3.0
T000061,Route_2,Ferry,16,21.7,40,8.8,7.0,Thu,0,Clear,337.51,54.71,0.884,3.8
T000062,Route_11,Bus,0,37.6,31,10.55,1.9,Sun,0,Clear,339.32,106.56,0.958,4.2
T000063,Route_4,Tram,10,7.5,29,12.01,4.4,Thu,0,Clear,402.37,22.4,0.658,2.5
T000064,Route_15,Tram,11,34.3,26,8.84,0.3,Mon,0,Clear,219.47,64.37,0.839,3.4
T000065,Route_19,Subway,4,2.4,27,6.14,0.5,Wed,0,Rain,197.44,5.0,0.694,1.7
T000066,Route_13,Tram,9,8.4,18,3.6,3.6,Sat,0,Clear,65.27,8.58,0.927,3.4
T000067,Route_8,Bus,4,9.3,33,9.99,8.9,Sat,0,Clear,389.56,35.33,0.965,3.8
T000068,Route_16,Train,18,14.0,19,7.52,1.8,Sun,0,Clear,115.88,39.59,0.809,3.4
T000069,Route_11,Train,1,1.9,24,14.61,17.6,Sun,0,Clear,383.26,5.0,0.864,4.2
T000070,Route_10,Train,13,43.3,34,6.13,0.1,Sat,1,Clear,182.17,122.59,0.756,4.5
T000071,Route_1,Ferry,2,31.4,22,7.28,3.5,Sat,1,Clear,134.04,65.37,0.796,2.6
T000072,Route_1,Train,7,3.0,33,8.25,4.3,Mon,0,Clear,281.75,23.69,0.938,4.2
T000073,Route_7,Subway,9,16.8,37,14.57,1.3,Wed,1,Rain,602.69,49.33,0.875,3.5
T000074,Route_9,Tram,8,30.1,22,3.64,0.3,Tue,0,Rain,75.25,77.1,0.862,3.7
T000075,Route_15,Subway,22,5.3,30,5.14,0.2,Tue,0,Rain,165.78,5.07,0.68,3.8
T000076,Route_16,Bus,1,42.2,31,8.91,7.0,Thu,0,Rain,226.13,99.76,0.863,3.5
T000077,Route_18,Train,10,16.2,37,8.02,1.7,Tue,0,Rain,278.58,58.32,0.926,3.7
T000078,Route_14,Train,20,19.7,30,2.73,1.0,Mon,0,Clear,84.09,62.01,0.737,3.0
T000079,Route_6,Subway,12,14.9,36,8.46,1.8,Sun,0,Clear,335.88,42.08,0.717,4.2
T000080,Route_8,Tram,1,10.0,25,5.72,3.2,Tue,0,Clear,138.13,23.74,0.847,5.0
T000081,Route_20,Train,21,3.8,36,11.72,3.5,Mon,0,Clear,421.43,5.0,0.877,3.2
T000082,Route_6,Bus,18,15.3,22,12.97,7.5,Wed,0,Clear,259.39,36.93,0.847,4.8
T000083,Route_17,Subway,22,35.6,22,7.55,3.0,Thu,0,Rain,138.81,81.91,0.756,3.0
T000084,Route_13,Train,21,36.2,28,6.5,9.6,Sat,1,Snow,147.57,91.15,0.817,4.5
T000085,Route_12,Bus,9,39.2,37,9.03,0.2,Sun,0,Rain,381.19,84.48,0.883,4.4
T000086,Route_17,Train,15,30.0,31,4.05,1.1,Sat,0,Clear,116.63,61.06,0.834,2.8
T000087,Route_11,Tram,22,15.5,32,4.7,6.2,Wed,0,Clear,173.18,33.32,0.901,3.7
T000088,Route_17,Train,9,21.2,29,3.95,5.4,Sun,1,Snow,114.67,48.99,0.993,3.6
T000089,Route_5,Tram,0,35.5,35,10.06,4.6,Sat,0,Clear,301.0,94.29,0.864,3.8
T000090,Route_20,Train,3,17.6,39,7.8,2.2,Sat,0,Clear,272.84,43.56,0.79,2.3
T000091,Route_6,Bus,16,25.8,38,6.14,4.5,Mon,0,Rain,230.2,65.29,0.64,3.9
T000092,Route_1,Ferry,8,8.3,35,9.61,2.8,Fri,0,Rain,389.13,8.46,0.801,2.6
T000093,Route_1,Tram,19,37.8,31,9.79,5.1,Mon,0,Rain,267.94,101.77,0.847,4.6
T000094,Route_2,Bus,14,27.3,39,1.92,3.5,Wed,0,Clear,86.41,59.56,0.969,3.9
T000095,Route_18,Train,1,40.1,26,6.91,0.1,Tue,0,Fog,146.05,103.08,0.888,4.2
T000096,Route_2,Bus,0,24.6,31,4.4,7.4,Tue,1,Clear,140.66,52.06,0.838,2.8
T000097,Route_20,Tram,12,19.7,29,14.83,4.8,Fri,0,Clear,441.31,39.28,0.965,4.9
T000098,Route_3,Subway,14,43.4,31,2.84,2.4,Sat,0,Rain,82.77,100.85,0.804,3.6
T000099,Route_5,Train,11,38.9,37,2.46,2.2,Tue,0,Clear,83.93,81.91,0.839,3.5
T000100,Route_4,Subway,17,16.4,28,12.66,12.6,Sun,0,Snow,363.06,35.28,0.807,3.5
T000101,Route_6,Ferry,18,25.6,24,10.22,13.9,Sun,0,Rain,202.1,70.0,1.0,2.6
T000102,Route_1,Ferry,13,41.4,25,2.07,4.9,Fri,1,Clear,50.78,82.96,0.703,4.2
T000103,Route_1,Tram,13,23.1,36,9.76,8.4,Sat,0,Clear,378.77,42.29,0.845,2.2
T000104,Route_16,Train,1,3.2,27,3.29,5.3,Tue,0,Clear,73.61,11.23,0.861,4.1
T000105,Route_20,Ferry,3,36.3,33,14.75,3.1,Wed,0,Rain,425.55,90.53,0.915,4.2
T000106,Route_17,Train,7,38.5,29,7.73,2.3,Mon,0,Clear,268.73,114.31,0.937,3.8
T000107,Route_15,Bus,0,27.0,28,4.82,10.3,Sat,0,Snow,112.33,53.9,0.95,3.0
T000108,Route_10,Bus,0,36.9,27,9.0,10.0,Fri,0,Clear,253.11,96.56,0.837,4.4
T000109,Route_11,Subway,10,8.2,34,11.33,6.0,Mon,0,Snow,332.62,23.13,0.767,3.0
T000110,Route_2,Tram,8,33.9,31,6.83,0.5,Mon,0,Fog,176.98,98.11,0.898,2.4
T000111,Route_20,Ferry,20,11.4,32,7.49,0.7,Fri,1,Clear,227.26,19.57,0.864,3.4
T000112,Route_17,Train,17,24.0,22,8.45,3.2,Wed,0,Fog,169.76,60.91,0.835,1.8
T000113,Route_20,Ferry,5,4.8,27,14.47,0.4,Sun,0,Clear,398.98,16.52,0.866,3.0
T000114,Route_17,Ferry,15,3.8,22,3.36,5.3,Wed,0,Clear,86.61,5.0,0.937,4.7
T000115,Route_2,Ferry,4,19.5,29,14.31,2.9,Mon,0,Clear,394.88,35.49,0.892,3.4
T000116,Route_5,Subway,19,24.9,30,7.82,1.7,Mon,0,Clear,258.82,53.27,0.745,5.0
T000117,Route_14,Ferry,0,3.7,27,10.59,4.8,Thu,0,Clear,298.29,18.43,0.794,3.2
T000118,Route_2,Subway,9,31.2,33,10.81,12.2,Sun,0,Clear,287.06,88.4,0.917,2.8
T000119,Route_17,Train,20,0.9,33,2.98,1.7,Fri,0,Rain,82.6,13.45,0.91,3.5
T000120,Route_12,Ferry,14,21.6,32,7.46,6.0,Sat,0,Clear,251.98,62.92,0.809,3.6
T000121,Route_10,Ferry,12,27.6,24,8.94,4.9,Mon,0,Rain,243.03,65.91,0.771,4.3
T000122,Route_6,Tram,14,4.3,26,11.13,11.1,Fri,0,Rain,264.06,13.13,0.82,3.6
T000123,Route_2,Tram,11,33.8,36,5.58,25.4,Sun,0,Clear,182.87,96.29,0.634,3.5
T000124,Route_10,Tram,2,38.7,33,9.97,1.9,Wed,0,Clear,279.24,95.67,0.803,4.5
T000125,Route_15,Bus,15,9.6,29,6.86,1.4,Wed,0,Rain,207.96,10.81,0.832,3.7
T000126,Route_10,Train,17,22.6,31,8.84,19.7,Sun,0,Rain,266.25,70.63,0.697,4.2
T000127,Route_11,Ferry,10,32.7,38,12.02,2.3,Wed,1,Clear,525.7,87.38,0.808,4.6
T000128,Route_16,Tram,6,15.8,32,2.63,2.2,Mon,0,Clear,97.5,48.44,1.0,3.3
T000129,Route_15,Subway,15,43.7,26,2.08,1.6,Tue,0,Clear,44.86,89.69,1.0,2.1
T000130,Route_17,Bus,15,20.4,39,14.75,0.4,Tue,0,Clear,523.69,52.73,0.814,3.3
T000131,Route_1,Subway,7,43.3,29,14.61,5.8,Thu,0,Clear,473.81,104.58,0.821,2.7
T000132,Route_16,Tram,4,34.9,39,1.73,11.1,Mon,0,Rain,75.9,81.28,0.922,3.7
T000133,Route_3,Subway,15,15.7,25,5.06,0.1,Thu,0,Clear,133.04,48.25,0.873,2.9
T000134,Route_7,Tram,5,0.8,22,10.87,6.9,Sat,0,Clear,240.91,5.0,0.84,4.4
T000135,Route_13,Subway,5,24.9,21,9.54,2.6,Fri,0,Snow,231.1,48.25,0.692,3.4
T000136,Route_12,Tram,18,14.8,28,10.17,16.2,Tue,1,Clear,326.82,49.64,1.0,4.3
T000137,Route_15,Ferry,19,14.0,34,10.91,1.8,Thu,0,Rain,364.97,40.74,0.835,3.3
T000138,Route_8,Bus,12,36.8,28,12.69,1.2,Mon,0,Clear,306.19,81.16,0.751,3.3
T000139,Route_15,Ferry,6,39.1,28,4.95,1.6,Wed,0,Clear,140.4,95.86,0.68,2.6
T000140,Route_2,Tram,21,42.3,30,12.81,5.0,Thu,1,Snow,365.09,98.31,0.932,3.7
T000141,Route_16,Subway,8,16.2,30,8.04,10.7,Tue,0,Clear,211.59,52.78,0.68,3.5
T000142,Route_17,Train,19,31.4,30,12.35,0.2,Tue,0,Rain,313.1,83.44,0.84,3.4
T000143,Route_17,Train,9,6.6,31,12.27,8.6,Tue,1,Clear,398.1,28.79,0.957,2.5
T000144,Route_1,Train,7,29.9,33,13.43,11.2,Sun,0,Clear,447.23,77.11,0.724,4.7
T000145,Route_20,Train,6,31.1,22,2.57,2.6,Tue,1,Clear,59.55,87.67,0.813,3.5
T000146,Route_16,Subway,18,22.8,23,9.32,4.0,Tue,0,Rain,210.64,68.91,0.652,4.0
T000147,Route_19,Ferry,10,1.8,42,13.3,4.2,Sat,0,Clear,585.09,5.0,0.826,4.9
T000148,Route_14,Tram,10,43.9,23,7.75,3.7,Tue,0,Snow,145.91,119.15,0.88,5.0
T000149,Route_8,Bus,3,36.4,29,14.65,9.0,Tue,0,Clear,434.44,99.2,0.771,3.6
T000150,Route_6,Ferry,19,23.5,33,14.22,5.4,Thu,0,Clear,492.78,52.69,0.747,4.0
T000151,Route_16,Bus,20,16.1,23,5.85,6.2,Fri,1,Clear,124.03,40.4,0.888,3.6
T000152,Route_17,Tram,5,39.6,23,4.34,0.5,Wed,0,Clear,112.81,108.68,0.861,5.0
T000153,Route_15,Tram,22,43.7,27,6.86,5.6,Tue,0,Clear,163.32,133.48,0.708,3.9
T000154,Route_11,Tram,9,10.2,31,11.98,7.6,Sun,0,Clear,379.15,23.29,0.881,3.4
T000155,Route_17,Subway,7,10.1,23,5.45,8.4,Mon,0,Snow,133.91,21.68,0.847,2.9
T000156,Route_18,Ferry,14,41.7,30,5.07,10.5,Mon,0,Rain,127.3,128.36,0.762,2.7
T000157,Route_17,Bus,22,43.7,33,4.53,4.4,Thu,0,Rain,138.23,106.24,0.996,4.3
T000158,Route_20,Subway,17,7.9,26,7.93,6.6,Thu,0,Clear,240.57,35.64,0.567,3.5
T000159,Route_11,Train,16,32.5,28,8.3,0.6,Mon,0,Rain,243.15,87.05,0.774,4.3
T000160,Route_12,Subway,21,16.6,28,2.91,1.5,Fri,0,Clear,81.94,49.87,0.823,2.8
T000161,Route_12,Tram,11,4.5,28,11.14,5.6,Fri,0,Snow,346.11,19.81,0.867,2.5
T000162,Route_13,Tram,9,45.0,34,14.64,20.5,Wed,0,Clear,541.47,105.28,0.906,4.1
T000163,Route_20,Train,8,12.7,24,12.83,3.8,Sat,0,Clear,345.45,28.58,0.783,4.0
T000164,Route_20,Tram,20,34.6,26,14.52,7.1,Tue,0,Clear,357.08,77.12,0.798,5.0
T000165,Route_1,Train,16,33.9,34,12.16,0.5,Wed,0,Clear,428.36,95.1,0.914,3.9
T000166,Route_7,Bus,6,37.3,34,9.68,1.5,Fri,1,Rain,295.77,102.62,0.92,3.0
T000167,Route_14,Tram,7,0.7,24,5.71,5.2,Sat,0,Rain,156.38,6.99,0.722,5.0
T000168,Route_10,Bus,22,4.1,25,9.28,2.0,Wed,0,Rain,241.58,11.24,0.706,2.7
T000169,Route_4,Subway,1,10.0,28,13.87,1.9,Fri,0,Rain,315.94,36.19,0.853,4.1
T000170,Route_20,Bus,8,35.4,37,7.65,15.8,Fri,0,Snow,317.6,101.51,0.695,4.5
T000171,Route_5,Bus,2,15.3,34,10.46,0.9,Sun,0,Snow,380.99,30.8,0.926,3.8
T000172,Route_15,Bus,6,17.0,30,8.44,4.6,Sun,0,Rain,258.4,48.53,0.766,3.0
T000173,Route_1,Train,11,6.6,28,13.69,1.3,Thu,0,Snow,350.69,30.11,0.747,3.5
T000174,Route_20,Ferry,19,21.1,37,11.75,3.5,Sat,0,Clear,396.16,62.76,0.951,4.4
T000175,Route_5,Train,9,27.3,27,4.43,0.5,Thu,0,Rain,103.72,71.88,0.811,3.2
T000176,Route_13,Tram,2,6.8,19,3.94,6.6,Sat,0,Rain,65.64,18.88,0.812,3.5
T000177,Route_13,Subway,13,42.9,29,13.41,1.4,Mon,0,Fog,424.11,93.41,0.918,4.2
T000178,Route_4,Ferry,5,10.8,35,9.5,4.1,Sun,0,Clear,343.7,17.36,1.0,3.1
T000179,Route_11,Tram,20,17.4,36,5.6,9.0,Sun,0,Clear,180.24,56.15,0.604,4.1
T000180,Route_5,Tram,8,13.7,33,4.33,8.2,Mon,0,Rain,170.28,25.21,0.956,4.5
T000181,Route_16,Subway,1,3.7,29,7.64,14.3,Thu,0,Clear,210.07,12.73,0.791,2.6
T000182,Route_10,Bus,6,27.8,31,6.0,2.4,Tue,0,Clear,189.64,65.71,0.779,5.0
T000183,Route_18,Train,1,38.6,29,13.2,2.9,Thu,0,Clear,346.63,107.75,0.923,2.5
T000184,Route_20,Ferry,13,22.3,27,10.26,4.6,Wed,0,Clear,271.86,62.95,0.722,3.2
T000185,Route_16,Train,7,13.3,26,1.71,13.8,Tue,1,Snow,51.72,39.64,0.824,3.2
T000186,Route_13,Tram,22,35.1,26,7.18,5.8,Thu,0,Clear,163.55,89.75,0.684,4.7
T000187,Route_4,Subway,10,16.0,33,9.43,11.1,Wed,0,Clear,290.4,37.79,1.0,3.2
T000188,Route_11,Bus,12,4.0,19,11.69,5.1,Thu,0,Snow,191.89,8.93,0.753,4.5
T000189,Route_16,Train,17,6.0,37,14.22,7.2,Tue,0,Rain,563.23,39.53,0.724,2.9
T000190,Route_15,Ferry,1,13.3,37,4.94,0.4,Fri,0,Clear,169.01,45.91,0.7,3.7
T000191,Route_13,Train,14,25.4,27,4.34,3.8,Thu,0,Clear,94.93,66.21,0.969,3.8
T000192,Route_7,Train,3,13.6,27,14.14,4.9,Sat,0,Clear,454.27,40.0,0.884,3.2
T000193,Route_13,Bus,7,2.2,29,11.46,0.4,Sat,0,Clear,297.68,18.04,0.836,3.2
T000194,Route_13,Tram,18,1.9,27,14.71,3.6,Thu,0,Clear,387.99,5.0,0.859,2.3
T000195,Route_10,Bus,16,8.0,22,14.43,5.4,Tue,0,Clear,357.65,34.7,0.695,3.2
T000196,Route_8,Train,15,0.7,32,4.84,11.8,Mon,0,Clear,152.49,5.0,0.921,2.5
T000197,Route_11,Ferry,9,19.2,39,11.74,0.1,Sun,0,Snow,531.85,43.81,0.714,3.4
T000198,Route_1,Ferry,18,25.1,30,8.22,2.6,Fri,0,Clear,253.12,60.72,0.79,3.1
T000199,Route_7,Tram,18,5.7,36,8.0,5.3,Wed,0,Snow,289.9,5.98,0.759,2.9
T000200,Route_12,Train,18,41.8,34,10.61,0.5,Fri,0,Clear,368.19,108.18,0.794,3.7
T000201,Route_19,Bus,1,11.4,38,2.34,5.6,Sun,0,Clear,91.08,49.77,0.787,3.0
T000202,Route_13,Bus,1,21.3,37,2.77,19.4,Sat,0,Fog,100.85,44.03,0.931,3.6
T000203,Route_2,Train,6,29.8,27,11.56,2.8,Fri,0,Fog,318.1,73.37,0.907,4.8
T000204,Route_17,Subway,10,10.0,33,13.38,2.1,Thu,0,Rain,357.46,25.8,0.903,3.5
T000205,Route_12,Bus,3,25.1,43,12.68,10.1,Thu,0,Clear,612.43,72.74,0.882,4.9
T000206,Route_1,Ferry,9,3.9,32,3.38,14.0,Tue,0,Snow,99.89,5.0,1.0,3.0
T000207,Route_9,Tram,3,36.9,31,3.71,0.7,Fri,0,Clear,92.35,85.34,0.92,4.5
T000208,Route_9,Ferry,2,39.7,41,9.58,6.2,Mon,0,Clear,464.01,90.11,0.764,4.5
T000209,Route_17,Subway,11,2.8,22,6.4,3.0,Sat,0,Clear,154.65,15.88,0.929,3.8
T000210,Route_12,Tram,13,42.2,36,12.6,1.0,Mon,0,Fog,427.89,106.63,0.763,3.2
T000211,Route_5,Subway,14,19.9,23,14.29,3.9,Sat,0,Rain,265.84,67.72,0.719,2.6
T000212,Route_15,Ferry,20,40.5,31,5.09,0.7,Wed,0,Rain,155.99,105.39,0.902,3.8
T000213,Route_18,Train,17,32.7,27,12.92,8.6,Tue,0,Rain,388.53,84.93,0.714,2.8
T000214,Route_3,Tram,9,17.5,36,12.48,9.9,Sat,0,Clear,453.48,52.4,0.708,3.5
T000215,Route_9,Subway,9,0.6,34,2.14,1.8,Sat,0,Fog,60.94,17.22,0.901,3.3
T000216,Route_2,Ferry,13,29.2,32,7.15,4.1,Thu,1,Clear,259.11,74.68,0.87,2.9
T000217,Route_13,Tram,14,10.3,16,1.86,4.2,Wed,0,Clear,33.06,19.54,0.952,4.5
T000218,Route_17,Train,6,30.7,30,14.1,3.7,Sun,0,Clear,436.76,84.68,0.878,3.1
T000219,Route_8,Subway,4,13.4,32,2.75,5.0,Sun,0,Clear,74.19,20.19,0.987,3.4
T000220,Route_13,Tram,7,14.9,31,7.69,2.7,Wed,0,Clear,242.26,40.54,0.954,3.1
T000221,Route_8,Ferry,5,17.4,28,10.98,0.7,Wed,0,Snow,308.85,42.79,0.75,1.8
T000222,Route_16,Train,7,30.3,30,3.32,6.0,Sat,0,Clear,86.4,76.42,0.795,4.6
T000223,Route_12,Subway,6,28.7,27,11.32,11.9,Sun,0,Snow,276.09,71.93,1.0,4.3
T000224,Route_20,Tram,10,17.0,41,1.69,13.9,Sat,0,Rain,59.02,50.85,0.798,5.0
T000225,Route_17,Ferry,19,7.7,36,12.56,21.8,Thu,0,Clear,480.37,22.5,0.827,3.4
T000226,Route_12,Subway,12,30.0,32,14.96,2.3,Mon,0,Snow,503.23,67.52,0.644,4.2
T000227,Route_10,Ferry,17,1.7,42,5.52,2.8,Tue,0,Fog,262.02,5.0,0.673,3.5
T000228,Route_4,Train,19,35.4,35,12.98,12.2,Wed,0,Clear,431.27,94.01,0.903,3.6
T000229,Route_20,Train,0,33.4,30,3.69,0.4,Thu,0,Clear,125.36,91.03,0.855,1.9
T000230,Route_8,Subway,1,30.3,21,4.24,1.1,Sat,0,Rain,92.45,74.76,0.598,3.8
T000231,Route_1,Subway,17,35.4,25,8.49,6.3,Sun,0,Clear,212.71,74.55,0.849,3.0
T000232,Route_12,Subway,22,37.5,32,3.02,7.9,Tue,0,Rain,99.31,97.52,0.891,1.8
T000233,Route_15,Subway,15,28.6,46,10.66,3.4,Fri,0,Rain,561.85,82.34,0.915,3.3
T000234,Route_8,Bus,8,17.8,32,7.6,14.1,Fri,0,Clear,236.12,37.02,0.756,3.4
T000235,Route_4,Bus,1,41.5,34,9.42,1.3,Sat,0,Snow,358.8,108.0,0.864,3.4
T000236,Route_19,Ferry,8,31.6,37,6.08,1.3,Tue,0,Fog,264.34,69.06,0.771,4.4
T000237,Route_1,Ferry,18,36.4,30,2.42,8.2,Fri,0,Clear,58.86,78.16,0.796,2.6
T000238,Route_10,Tram,13,13.2,27,12.46,6.2,Sat,0,Clear,385.17,36.6,1.0,3.0
T000239,Route_11,Tram,18,36.0,34,13.92,6.9,Mon,0,Rain,435.27,81.4,0.826,3.8
T000240,Route_13,Ferry,8,44.9,39,12.52,36.9,Mon,1,Fog,469.72,117.41,0.84,3.5
T000241,Route_19,Tram,11,13.4,29,14.42,3.5,Tue,0,Rain,342.81,50.97,0.95,3.6
T000242,Route_3,Train,6,28.6,31,2.6,4.0,Tue,0,Rain,81.47,69.81,0.898,3.3
T000243,Route_4,Tram,5,40.6,32,9.01,2.5,Sat,0,Rain,261.38,106.88,0.92,3.1
T000244,Route_17,Bus,22,28.0,22,12.68,4.3,Mon,1,Rain,275.06,67.53,0.881,3.9
T000245,Route_3,Bus,4,17.3,28,8.22,2.7,Sun,0,Clear,236.17,40.28,0.809,1.6
T000246,Route_16,Bus,13,7.9,32,12.04,3.0,Sat,0,Snow,398.51,6.64,0.737,3.5
T000247,Route_13,Train,1,17.0,32,11.94,4.9,Wed,0,Clear,320.05,26.91,0.963,3.0
T000248,Route_15,Bus,20,36.0,22,10.24,5.1,Wed,0,Clear,186.29,86.69,0.736,3.4
T000249,Route_14,Train,0,31.8,28,3.66,3.6,Sun,0,Rain,97.02,86.96,0.86,3.4
T000250,Route_8,Train,6,41.7,28,6.73,2.2,Thu,0,Clear,160.27,100.23,0.979,4.1
T000251,Route_16,Subway,7,11.4,27,11.57,8.8,Sat,0,Rain,302.88,38.96,0.988,3.4
