trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition
T000184,Route_15,Bus,6,21.1,30,13.73,1.2,Wed,0,Rain
T000185,Route_16,Tram,15,28.5,24,13.68,0.5,Wed,1,Snow
T000186,Route_16,Train,5,17.9,23,4.1,1.4,Mon,0,Clear
T000187,Route_17,Bus,21,10.5,31,9.08,1.3,Mon,0,Clear
T000188,Route_14,Subway,18,10.8,30,3.22,2.3,Tue,0,Clear
T000189,Route_9,Subway,2,43.6,29,12.68,7.8,Thu,0,Clear
T000190,Route_16,Subway,21,40.4,23,7.9,1.7,Mon,0,Clear
T000191,Route_16,Train,3,8.5,24,3.4,2.7,Wed,0,Clear
T000192,Route_10,Train,6,20.4,28,4.39,5.3,Mon,0,Rain
T000193,Route_12,Bus,22,3.1,21,7.54,1.3,Fri,0,Clear
T000194,Route_18,Bus,10,4.5,35,10.01,4.6,Sat,0,Rain
T000195,Route_19,Train,18,31.2,29,9.97,2.7,Fri,0,Snow
T000196,Route_2,Bus,10,44.9,35,4.91,0.1,Wed,0,Clear
T000197,Route_18,Train,11,8.0,45,1.83,6.8,Wed,0,Clear
T000198,Route_7,Bus,15,27.2,35,2.81,2.1,Thu,1,Clear
T000199,Route_16,Bus,17,23.2,32,4.33,1.7,Sat,0,Clear
T000200,Route_12,Train,5,24.4,29,4.22,5.3,Fri,0,Fog
T000201,Route_14,Train,3,17.4,37,2.37,0.5,Sun,0,Clear
T000202,Route_20,Ferry,17,43.3,36,9.06,4.0,Thu,0,Clear
T000203,Route_6,Bus,15,23.2,26,3.78,3.1,Wed,0,Clear
T000204,Route_10,Ferry,15,10.2,34,5.18,2.5,Wed,0,Clear
T000205,Route_14,Subway,9,13.9,25,9.44,1.3,Sun,0,Clear
T000206,Route_14,Train,3,34.1,32,5.54,2.9,Fri,0,Clear
T000207,Route_17,Tram,20,10.8,27,14.46,3.8,Fri,0,Clear
T000208,Route_6,Ferry,7,17.7,36,13.23,0.0,Thu,0,Clear
T000209,Route_7,Tram,19,23.9,27,4.66,2.1,Wed,0,Clear
T000210,Route_17,Tram,8,40.2,42,5.0,3.4,Mon,0,Clear
T000211,Route_17,Train,9,1.1,32,14.43,0.5,Thu,0,Clear
T000212,Route_19,Subway,22,27.3,33,7.68,0.9,Mon,0,Clear
T000213,Route_6,Subway,19,4.0,39,4.39,3.1,Mon,0,Snow
T000214,Route_2,Train,15,28.7,23,14.38,5.8,Thu,0,Clear
T000215,Route_9,Tram,13,35.3,33,12.81,8.0,Sun,0,Clear
T000216,Route_10,Bus,16,25.9,25,2.32,5.6,Tue,0,Rain
T000217,Route_19,Train,14,41.9,17,14.61,7.0,Thu,0,Clear
T000218,Route_16,Train,2,34.1,34,14.67,5.6,Thu,0,Clear
T000219,Route_15,Ferry,18,43.8,30,5.81,0.3,Sat,0,Clear
T000220,Route_15,Subway,2,5.7,33,14.03,4.8,Sun,0,Rain
T000221,Route_9,Bus,2,42.8,39,3.3,0.0,Fri,0,Clear
T000222,Route_17,Train,8,36.5,32,6.67,11.0,Sat,0,Clear
T000223,Route_6,Subway,19,16.9,29,13.74,6.5,Sat,0,Fog
T000224,Route_2,Ferry,3,41.6,36,4.68,5.8,Sun,0,Clear
T000225,Route_9,Tram,15,25.1,27,8.48,4.6,Sun,0,Fog
T000226,Route_1,Ferry,11,26.1,32,3.28,2.0,Sat,0,Clear
T000227,Route_3,Train,19,38.6,37,11.09,2.5,Sat,0,Clear
T000228,Route_11,Bus,1,0.7,37,3.72,6.8,Wed,0,Clear
T000229,Route_11,Train,7,12.4,23,10.96,5.0,Thu,0,Snow
T000230,Route_7,Train,2,39.5,36,6.94,7.8,Wed,0,Fog
T000231,Route_7,Tram,13,6.4,32,1.77,4.4,Fri,1,Fog
T000232,Route_7,Bus,0,10.6,28,7.11,6.4,Tue,0,Rain
T000233,Route_13,Tram,3,42.4,40,10.18,4.1,Wed,0,Clear
T000234,Route_13,Ferry,11,31.9,34,11.26,6.4,Fri,0,Snow
T000235,Route_10,Tram,2,16.6,38,11.12,6.2,Sun,0,Clear
T000236,Route_20,Tram,5,12.4,22,10.86,3.6,Fri,0,Clear
T000237,Route_15,Tram,3,26.8,34,6.06,8.0,Tue,0,Clear
T000238,Route_10,Train,20,41.1,39,8.76,0.4,Thu,0,Clear
T000239,Route_19,Tram,18,32.8,30,1.99,1.0,Tue,0,Clear
T000240,Route_5,Ferry,20,39.0,30,11.14,0.5,Sun,0,Rain
T000241,Route_9,Bus,16,11.2,21,6.76,2.9,Sun,0,Clear
T000242,Route_3,Subway,18,7.9,31,8.91,15.1,Thu,0,Clear
T000243,Route_18,Ferry,22,27.6,24,3.06,4.9,Tue,0,Rain
T000244,Route_1,Bus,19,30.5,30,7.06,9.5,Sun,0,Clear
T000245,Route_11,Train,21,37.4,35,12.93,19.7,Sun,1,Clear
T000246,Route_20,Ferry,20,34.7,29,14.77,1.4,Fri,0,Rain
T000247,Route_1,Bus,6,6.8,31,11.97,0.5,Wed,0,Clear
T000248,Route_13,Tram,6,3.8,33,2.55,5.5,Tue,0,Clear
T000249,Route_11,Ferry,12,23.2,48,12.72,10.0,Sun,0,Clear
T000250,Route_17,Bus,2,43.8,37,3.56,1.7,Fri,0,Rain
T000251,Route_19,Bus,8,41.8,22,3.6,1.2,Thu,1,Snow
T000252,Route_13,Ferry,8,30.2,25,11.54,0.7,Tue,0,Clear
T000253,Route_6,Train,2,25.5,22,5.66,0.3,Sun,0,Clear
T000254,Route_20,Tram,8,38.1,22,2.97,15.2,Wed,1,Rain
T000255,Route_20,Ferry,20,27.9,29,8.81,8.9,Mon,0,Rain
T000256,Route_8,Subway,18,7.7,21,12.02,1.8,Fri,1,Clear
T000257,Route_19,Tram,1,40.1,24,2.17,6.7,Thu,0,Clear
T000258,Route_3,Bus,12,37.0,27,12.42,7.2,Sun,0,Clear
T000259,Route_5,Subway,16,15.1,31,2.59,9.5,Fri,0,Clear
T000260,Route_9,Ferry,13,3.6,29,3.37,0.1,Tue,0,Clear
T000261,Route_10,Subway,11,41.4,32,5.17,9.8,Sat,0,Rain
T000262,Route_1,Ferry,1,3.4,31,6.72,6.8,Mon,0,Clear
T000263,Route_11,Train,13,4.3,26,11.03,1.7,Wed,0,Clear
T000264,Route_12,Tram,2,43.2,40,7.31,0.7,Wed,0,Rain
T000265,Route_9,Ferry,4,11.5,25,4.69,0.1,Mon,0,Rain
T000266,Route_4,Tram,17,15.7,27,10.8,2.0,Mon,0,Rain
T000267,Route_8,Ferry,6,26.6,33,10.37,11.3,Mon,0,Clear
T000268,Route_14,Subway,8,37.6,31,11.61,9.8,Tue,0,Clear
T000269,Route_12,Subway,12,6.4,38,13.87,12.4,Wed,0,Clear
T000270,Route_4,Ferry,3,20.1,33,11.17,1.3,Sat,0,Rain
T000271,Route_4,Tram,1,36.7,35,2.44,1.3,Fri,0,Snow
T000272,Route_8,Subway,3,30.6,33,12.46,5.1,Sun,0,Rain
T000273,Route_12,Bus,9,44.6,27,10.77,3.1,Sun,1,Rain
T000274,Route_14,Tram,9,14.1,25,2.73,0.9,Wed,0,Rain
T000275,Route_7,Ferry,19,6.2,37,11.83,1.2,Wed,0,Clear
T000276,Route_14,Ferry,18,9.8,25,6.87,2.3,Wed,0,Clear
T000277,Route_6,Tram,17,37.8,28,5.93,4.7,Wed,0,Clear
T000278,Route_11,Ferry,11,32.8,33,11.5,1.2,Wed,0,Rain
T000279,Route_5,Tram,6,27.5,34,6.92,1.7,Mon,0,Clear
T000280,Route_10,Train,4,11.7,29,2.97,2.0,Mon,0,Clear
T000281,Route_4,Bus,0,42.7,31,6.95,2.5,Sat,0,Clear
T000282,Route_5,Tram,7,31.7,24,10.84,3.2,Fri,0,Clear
T000283,Route_14,Tram,0,26.0,23,14.17,0.6,Sat,0,Clear
T000284,Route_16,Ferry,13,10.6,32,11.47,0.4,Tue,0,Snow
T000285,Route_7,Train,1,40.7,22,13.52,1.0,Sun,0,Clear
T000286,Route_11,Tram,19,2.8,30,11.29,3.7,Fri,0,Clear
T000287,Route_3,Tram,13,42.3,32,14.02,1.3,Fri,0,Rain
T000288,Route_2,Subway,20,29.9,32,12.98,0.5,Sat,1,Clear
T000289,Route_4,Train,16,10.0,29,7.74,3.1,Wed,0,Clear
T000290,Route_16,Subway,21,26.1,25,2.81,1.8,Tue,0,Snow
T000291,Route_8,Train,0,21.3,25,6.15,1.9,Mon,0,Clear
T000292,Route_17,Train,17,42.5,31,14.53,0.3,Wed,0,Clear
T000293,Route_8,Subway,8,22.7,35,5.44,0.9,Mon,0,Clear
T000294,Route_3,Ferry,15,7.1,30,10.62,1.4,Tue,0,Clear
T000295,Route_1,Subway,9,44.3,36,1.65,3.3,Tue,0,Clear
T000296,Route_7,Train,21,23.2,32,4.47,6.8,Thu,0,Rain
T000297,Route_19,Bus,14,26.5,30,8.26,5.1,Fri,0,Clear
T000298,Route_12,Tram,2,17.8,26,11.85,0.5,Wed,0,Clear
T000299,Route_16,Tram,12,41.9,29,11.39,1.8,Sun,0,Clear
T000300,Route_6,Subway,3,17.6,33,7.24,8.6,Mon,0,Rain
T000301,Route_2,Tram,14,29.5,21,5.56,0.7,Fri,0,Rain
T000302,Route_10,Subway,3,38.7,26,2.54,2.3,Fri,0,Clear
T000303,Route_15,Tram,17,30.6,29,12.49,3.9,Thu,0,Clear
T000304,Route_13,Ferry,17,32.0,23,13.16,0.7,Mon,0,Fog
T000305,Route_20,Bus,5,11.5,25,1.5,1.8,Fri,1,Snow
T000306,Route_15,Ferry,8,20.2,24,10.11,0.4,Sat,0,Clear
T000307,Route_5,Bus,9,6.4,31,11.49,1.8,Thu,0,Clear
T000308,Route_8,Tram,20,35.2,34,7.28,1.1,Thu,0,Rain
T000309,Route_6,Bus,12,38.4,37,5.5,3.3,Fri,0,Clear
T000310,Route_15,Tram,10,11.9,34,3.41,9.3,Fri,0,Snow
T000311,Route_16,Subway,20,41.6,34,1.98,0.2,Sun,0,Clear
T000312,Route_2,Tram,19,3.4,36,11.74,4.9,Sun,0,Rain
T000313,Route_5,Subway,15,32.1,32,1.73,3.6,Sun,0,Clear
T000314,Route_5,Train,19,29.3,34,11.34,0.2,Wed,0,Clear
T000315,Route_12,Ferry,10,6.8,28,14.17,11.1,Tue,0,Clear
T000316,Route_2,Subway,18,18.5,25,3.37,1.4,Thu,0,Clear
T000317,Route_3,Train,14,27.3,31,2.63,10.1,Mon,0,Clear
T000318,Route_15,Subway,12,39.3,41,12.68,0.0,Wed,0,Rain
T000319,Route_5,Train,16,35.0,30,3.47,4.9,Tue,0,Snow
T000320,Route_10,Train,5,42.5,24,2.96,1.2,Sat,0,Clear
T000321,Route_14,Ferry,3,38.3,27,9.03,0.8,Mon,0,Clear
T000322,Route_1,Ferry,6,17.0,30,10.59,0.8,Wed,0,Clear
T000323,Route_15,Bus,17,14.4,33,1.73,1.8,Sat,0,Fog
T000324,Route_9,Train,6,8.8,30,7.16,1.8,Thu,0,Rain
T000325,Route_17,Bus,16,41.9,27,5.42,0.9,Wed,1,Rain
T000326,Route_13,Subway,1,20.1,35,11.94,1.4,Wed,0,Clear
T000327,Route_14,Subway,2,39.3,39,6.08,4.4,Thu,0,Fog
T000328,Route_7,Tram,5,4.5,39,10.35,2.7,Thu,0,Rain
T000329,Route_11,Ferry,16,22.8,29,13.29,2.5,Fri,1,Clear
T000330,Route_17,Train,15,22.6,29,13.91,10.5,Tue,0,Clear
T000331,Route_15,Bus,20,41.7,29,9.05,0.0,Fri,0,Snow
T000332,Route_19,Train,19,1.7,40,14.03,2.1,Sat,0,Rain
T000333,Route_14,Ferry,13,11.1,28,12.85,0.4,Fri,0,Clear
T000334,Route_9,Train,18,12.6,32,9.69,1.9,Fri,0,Clear
T000335,Route_4,Ferry,13,11.2,22,2.11,1.1,Fri,0,Rain
T000336,Route_12,Bus,3,6.1,29,1.86,1.0,Fri,0,Rain
T000337,Route_12,Ferry,6,37.6,27,7.3,6.3,Thu,1,Snow
T000338,Route_15,Tram,19,41.3,34,13.19,0.7,Thu,0,Rain
T000339,Route_18,Subway,10,41.7,30,8.62,0.2,Sat,0,Clear
T000340,Route_16,Tram,5,38.4,34,8.74,12.0,Mon,0,Snow
T000341,Route_15,Bus,4,35.2,30,14.49,3.6,Sat,0,Rain
T000342,Route_15,Ferry,10,10.1,29,4.15,7.5,Fri,0,Clear
T000343,Route_1,Train,2,31.0,20,12.69,3.4,Tue,0,Rain
T000344,Route_19,Ferry,20,43.8,26,8.37,2.1,Thu,0,Clear
T000345,Route_7,Ferry,5,22.0,20,8.42,4.3,Sat,0,Snow
T000346,Route_5,Train,15,34.9,43,1.77,2.6,Tue,0,Clear
T000347,Route_11,Train,10,40.3,35,7.84,5.5,Tue,0,Clear
T000348,Route_1,Train,1,36.7,26,1.95,2.4,Mon,0,Rain
T000349,Route_2,Ferry,20,40.9,26,12.51,0.4,Sat,0,Rain
T000350,Route_9,Train,18,6.5,28,11.88,0.2,Fri,0,Clear
T000351,Route_16,Ferry,8,26.5,23,2.75,3.2,Thu,0,Clear
T000352,Route_20,Bus,8,6.4,31,5.48,10.1,Sun,0,Rain
T000353,Route_13,Bus,8,9.5,30,14.44,11.8,Tue,0,Fog
T000354,Route_16,Bus,18,29.4,24,7.56,4.3,Fri,0,Rain
T000355,Route_4,Ferry,17,21.7,26,9.71,9.1,Tue,0,Fog
