player_id,player_name,team,position,age,games_played,minutes_per_game,points_per_game,assists_per_game,rebounds_per_game,steals_per_game,blocks_per_game,turnovers_per_game,fg_pct,three_pt_pct,ft_pct,salary_millions,all_star
PLAYER_0014,Player 14,Warriors,C,20,40,25.1,0.7,3.8,7.9,0.9,0.3,0.3,0.373,0.448,0.754,4.02,0
PLAYER_0015,Player 15,Heat,PF,35,65,39.0,1.3,1.5,9.3,3.3,1.0,0.5,0.491,0.455,0.716,2.14,0
PLAYER_0016,Player 16,Bucks,SG,20,46,18.9,13.9,6.9,0.8,0.4,0.9,0.2,0.486,0.528,0.683,1.16,0
PLAYER_0017,Player 17,Nets,C,30,70,20.1,4.9,3.0,7.3,0.5,0.0,1.3,0.395,0.346,0.697,1.07,0
PLAYER_0018,Player 18,Lakers,PG,26,72,18.1,20.9,2.3,2.3,3.4,0.3,2.8,0.42,0.221,0.673,6.28,0
PLAYER_0019,Player 19,Bulls,SG,23,45,38.9,1.8,5.6,1.7,1.8,0.6,0.8,0.518,0.317,0.718,5.78,0
PLAYER_0020,Player 20,Nets,C,21,31,27.0,2.3,2.8,14.6,0.2,0.1,0.6,0.506,0.41,0.702,0.84,0
PLAYER_0021,Player 21,Celtics,SG,37,77,25.0,30.3,9.0,2.7,0.8,0.6,1.4,0.413,0.384,0.843,7.29,0
PLAYER_0022,Player 22,Heat,PG,30,22,34.6,26.3,11.4,0.0,1.1,0.1,0.5,0.406,0.223,0.761,3.18,0
PLAYER_0023,Player 23,Heat,SG,36,64,38.1,25.1,3.6,1.8,0.0,0.3,5.1,0.422,0.128,0.889,20.01,0
PLAYER_0024,Player 24,Suns,PF,23,31,22.9,22.1,4.6,5.6,1.4,0.7,0.2,0.451,0.443,0.698,9.58,0
PLAYER_0025,Player 25,Bulls,PG,37,77,29.0,14.7,8.0,3.2,0.6,0.2,0.6,0.471,0.466,0.829,7.38,1
PLAYER_0026,Player 26,Bucks,SG,30,28,32.8,23.0,10.4,3.8,1.0,0.1,0.1,0.415,0.37,0.806,9.01,1
PLAYER_0027,Player 27,Heat,C,22,55,21.3,14.7,0.0,9.2,0.1,0.8,1.2,0.435,0.436,0.734,4.41,1
PLAYER_0028,Player 28,Suns,PF,27,58,32.4,6.0,5.2,9.9,0.9,1.6,0.7,0.505,0.31,0.772,4.53,1
PLAYER_0029,Player 29,Bucks,SF,19,72,30.9,11.7,3.4,4.6,0.5,0.7,3.7,0.406,0.262,0.727,2.03,0
PLAYER_0030,Player 30,Heat,SG,27,55,39.6,14.1,2.7,1.2,1.2,0.4,0.6,0.496,0.447,0.824,14.6,0
PLAYER_0031,Player 31,Celtics,SG,33,68,21.3,8.1,5.6,5.8,1.4,0.2,2.7,0.414,0.281,0.761,5.89,0
PLAYER_0032,Player 32,Heat,SF,28,29,21.3,28.4,6.0,6.9,0.3,0.1,0.4,0.38,0.283,0.784,6.66,1
PLAYER_0033,Player 33,Lakers,SG,30,24,12.7,0.0,4.2,2.0,1.6,0.4,1.0,0.521,0.49,0.711,11.24,0
PLAYER_0034,Player 34,Celtics,PF,33,46,12.7,15.2,2.1,9.0,1.3,0.4,0.9,0.429,0.403,0.941,5.38,0
PLAYER_0035,Player 35,Celtics,SG,24,72,20.4,17.9,7.4,2.4,0.2,0.4,0.6,0.317,0.133,0.953,1.09,0
PLAYER_0036,Player 36,Warriors,PF,21,46,30.0,21.0,1.0,3.8,0.2,0.1,0.1,0.408,0.271,0.739,1.96,0
PLAYER_0037,Player 37,Bucks,SG,33,75,36.2,15.0,2.5,1.7,2.5,0.0,0.5,0.428,0.411,0.826,2.93,0
PLAYER_0038,Player 38,Celtics,SG,31,45,11.1,13.4,5.6,6.2,0.3,0.6,3.4,0.696,0.462,0.737,2.09,0
PLAYER_0039,Player 39,Nets,PG,30,44,36.7,11.8,6.7,5.4,0.9,0.6,2.3,0.468,0.263,0.75,29.95,0
PLAYER_0040,Player 40,Heat,PG,24,71,29.4,26.1,0.0,5.1,0.8,0.2,6.5,0.338,0.406,0.685,3.04,0
PLAYER_0041,Player 41,Bucks,PG,24,21,27.3,18.4,2.5,3.5,2.5,0.0,5.5,0.446,0.53,0.743,7.05,0
PLAYER_0042,Player 42,Nets,SG,22,38,16.0,24.7,7.8,1.5,1.3,0.4,1.8,0.433,0.364,0.826,4.52,0
PLAYER_0043,Player 43,Heat,SF,27,36,13.5,14.0,2.2,4.2,0.6,0.5,2.4,0.511,0.294,0.901,2.98,0
PLAYER_0044,Player 44,Lakers,PF,23,33,34.0,4.5,1.8,8.5,1.7,0.1,0.4,0.509,0.374,0.832,1.14,0
PLAYER_0045,Player 45,Lakers,SF,19,66,21.5,20.0,7.4,12.0,0.8,1.2,1.5,0.324,0.202,0.864,5.88,0
PLAYER_0046,Player 46,Heat,PF,24,76,19.4,9.5,3.0,14.3,0.3,0.7,0.1,0.571,0.39,0.715,8.7,0
PLAYER_0047,Player 47,Heat,PF,33,23,31.7,25.5,0.1,20.7,1.3,0.5,1.8,0.465,0.187,0.778,1.92,0
PLAYER_0048,Player 48,Lakers,SG,19,66,31.8,13.9,5.5,8.3,0.9,0.1,3.8,0.546,0.417,0.687,3.87,1
PLAYER_0049,Player 49,Heat,PG,33,28,32.3,17.3,7.3,8.1,0.2,0.8,1.4,0.492,0.329,0.655,1.29,0
PLAYER_0050,Player 50,Bulls,SF,24,72,37.4,0.0,3.9,1.4,0.5,0.4,1.5,0.428,0.239,1.007,4.7,1
PLAYER_0051,Player 51,Heat,SF,34,59,27.6,16.4,2.7,4.3,0.3,0.6,1.1,0.406,0.197,1.03,16.01,0
PLAYER_0052,Player 52,Celtics,C,28,38,29.3,11.9,2.2,7.3,0.5,0.0,0.3,0.525,0.477,0.822,1.82,1
PLAYER_0053,Player 53,Celtics,PG,21,51,39.7,13.8,6.5,0.6,0.9,0.8,4.9,0.507,0.181,0.66,5.39,0
PLAYER_0054,Player 54,Celtics,C,19,66,28.7,7.7,0.0,15.1,0.4,0.9,0.7,0.545,0.283,0.845,3.36,0
PLAYER_0055,Player 55,Nets,SG,35,69,10.7,13.6,6.2,2.9,0.3,0.4,1.5,0.538,0.288,0.708,1.6,0
PLAYER_0056,Player 56,Celtics,SF,22,60,18.2,15.7,3.2,9.9,0.8,0.5,2.7,0.47,0.448,0.917,10.09,0
PLAYER_0057,Player 57,Celtics,C,29,20,12.5,10.1,4.3,6.3,0.9,0.1,0.7,0.566,0.258,0.615,2.05,0
PLAYER_0058,Player 58,Nets,SG,23,75,16.4,26.4,6.6,2.8,0.0,0.2,1.4,0.45,0.284,0.581,9.87,0
PLAYER_0059,Player 59,Suns,C,28,44,17.4,4.4,0.0,14.6,1.7,0.8,1.8,0.394,0.412,0.593,2.51,0
PLAYER_0060,Player 60,Lakers,C,33,31,26.3,10.5,3.3,12.0,2.1,0.7,2.5,0.553,0.456,0.705,7.44,0
PLAYER_0061,Player 61,Celtics,SF,36,50,35.9,20.7,3.3,7.3,1.9,0.2,2.6,0.433,0.36,0.704,3.17,1
PLAYER_0062,Player 62,Bucks,C,30,58,19.5,10.1,0.0,13.2,0.8,0.8,0.6,0.519,0.378,0.615,7.16,1
PLAYER_0063,Player 63,Bulls,SG,33,76,33.0,14.5,1.4,8.2,0.5,0.3,2.0,0.398,0.308,0.722,1.53,0
PLAYER_0064,Player 64,Lakers,C,22,31,38.7,6.5,1.9,8.9,1.6,0.1,1.3,0.517,0.371,0.735,2.64,0
PLAYER_0065,Player 65,Nets,C,33,42,36.5,11.2,1.0,9.9,2.6,2.6,0.3,0.491,0.492,0.693,2.3,0
PLAYER_0066,Player 66,Lakers,C,22,33,35.8,14.8,2.4,1.9,0.6,0.2,0.5,0.402,0.347,0.801,3.82,0
PLAYER_0067,Player 67,Celtics,SG,36,25,38.9,4.0,1.2,4.8,0.1,1.1,7.1,0.374,0.441,0.754,19.93,0
PLAYER_0068,Player 68,Warriors,C,34,59,17.4,16.9,3.2,6.6,0.2,0.1,0.6,0.475,0.287,0.769,3.95,0
PLAYER_0069,Player 69,Bulls,PG,20,33,32.7,15.0,2.5,1.6,0.3,0.1,0.1,0.49,0.415,0.561,3.57,1
PLAYER_0070,Player 70,Nets,C,25,29,23.0,6.7,1.4,8.9,1.8,0.2,0.3,0.512,0.418,0.802,2.72,0
PLAYER_0071,Player 71,Suns,PG,36,69,39.7,24.0,7.9,1.6,1.1,0.3,1.6,0.447,0.179,0.888,11.13,0
PLAYER_0072,Player 72,Bulls,SG,35,54,23.5,14.3,4.7,0.6,0.2,0.8,1.8,0.54,0.481,0.728,1.79,0
PLAYER_0073,Player 73,Bucks,C,20,80,16.0,4.6,5.3,11.6,2.0,0.6,1.2,0.433,0.602,0.584,3.21,1
PLAYER_0074,Player 74,Warriors,SF,30,72,37.4,11.6,3.9,7.8,3.4,0.1,0.9,0.336,0.411,0.601,5.77,0
PLAYER_0075,Player 75,Suns,C,36,49,21.8,17.0,0.7,6.2,0.7,0.5,0.5,0.299,0.429,0.793,2.07,0
PLAYER_0076,Player 76,Nets,PG,19,29,33.3,17.6,4.0,3.1,2.8,0.0,1.1,0.412,0.458,0.813,2.05,0
PLAYER_0077,Player 77,Celtics,SG,30,27,38.4,29.2,7.8,3.1,1.0,0.8,1.4,0.398,0.562,0.729,25.15,0
PLAYER_0078,Player 78,Bulls,SF,30,32,24.4,23.2,6.4,4.6,1.0,0.2,1.0,0.496,0.388,0.694,4.2,0
PLAYER_0079,Player 79,Bulls,SG,28,70,30.4,7.5,8.6,2.0,0.1,0.0,0.4,0.698,0.459,0.739,9.45,0
PLAYER_0080,Player 80,Bulls,PF,36,68,25.4,17.2,3.7,11.1,0.9,0.0,0.8,0.571,0.514,0.81,11.1,0
PLAYER_0081,Player 81,Suns,SG,22,67,28.1,29.8,9.1,1.7,1.0,0.2,1.1,0.482,0.28,0.736,2.19,0
PLAYER_0082,Player 82,Lakers,PG,20,54,29.7,16.9,2.9,3.6,0.4,0.7,0.2,0.446,0.398,0.758,1.61,0
PLAYER_0083,Player 83,Suns,PG,29,56,20.7,5.5,3.7,6.0,0.8,0.8,1.8,0.518,0.459,0.734,15.91,1
PLAYER_0084,Player 84,Celtics,SG,19,74,16.7,36.5,4.0,2.1,0.2,0.0,0.2,0.587,0.427,0.702,0.63,0
PLAYER_0085,Player 85,Nets,SG,31,71,31.1,5.6,6.5,0.0,0.2,0.6,5.3,0.473,0.378,0.685,10.57,0
PLAYER_0086,Player 86,Celtics,SG,35,45,36.1,16.7,4.7,2.9,0.8,0.0,4.0,0.538,0.469,0.814,1.8,0
PLAYER_0087,Player 87,Bucks,C,27,52,22.2,0.9,3.9,9.4,2.0,0.8,1.3,0.361,0.406,0.786,1.16,0
PLAYER_0088,Player 88,Warriors,SG,31,30,21.3,10.5,7.2,4.3,0.4,0.5,0.6,0.557,0.509,0.548,10.56,0
PLAYER_0089,Player 89,Celtics,PG,20,65,25.0,12.9,1.0,6.3,0.8,1.5,2.8,0.531,0.187,0.767,0.65,0
PLAYER_0090,Player 90,Heat,SG,29,74,36.9,13.7,5.5,6.6,0.1,1.5,1.6,0.353,0.302,0.61,4.15,0
PLAYER_0091,Player 91,Warriors,PF,26,35,12.7,6.8,0.0,11.9,1.3,0.3,5.6,0.401,0.359,0.881,2.91,0
PLAYER_0092,Player 92,Bulls,PG,22,73,34.2,22.1,0.2,3.9,0.8,0.0,1.5,0.46,0.404,0.755,4.63,0
PLAYER_0093,Player 93,Suns,PG,34,68,17.1,9.5,6.4,4.5,1.5,0.2,2.6,0.43,0.532,0.667,5.43,0
PLAYER_0094,Player 94,Bulls,SG,20,52,16.5,11.7,3.7,1.8,0.1,0.0,1.5,0.527,0.571,0.694,1.5,0
PLAYER_0095,Player 95,Lakers,PG,29,58,20.2,11.6,9.9,6.4,1.7,0.5,0.6,0.406,0.367,0.775,8.56,0
PLAYER_0096,Player 96,Lakers,PG,25,23,23.3,7.5,1.7,1.6,1.8,0.6,0.1,0.342,0.432,0.919,8.99,0
PLAYER_0097,Player 97,Nets,SG,26,41,26.9,27.8,1.4,6.3,3.2,0.1,1.8,0.484,0.367,0.609,4.1,0
PLAYER_0098,Player 98,Bucks,PG,37,59,10.6,10.8,0.0,2.0,1.3,0.7,0.4,0.398,0.377,0.831,2.59,0
PLAYER_0099,Player 99,Celtics,C,27,40,20.4,15.0,3.2,3.7,0.3,0.4,2.6,0.379,0.369,0.74,6.0,0
PLAYER_0100,Player 100,Warriors,PF,28,49,31.6,20.4,2.2,7.6,0.2,0.1,2.6,0.415,0.296,0.759,6.94,0
PLAYER_0101,Player 101,Heat,SG,21,54,22.0,17.8,7.5,5.8,0.2,0.2,0.1,0.495,0.356,0.803,4.24,0
PLAYER_0102,Player 102,Nets,PF,29,81,28.1,14.9,0.1,7.4,0.5,0.2,1.2,0.405,0.29,0.914,4.14,0
PLAYER_0103,Player 103,Suns,PG,19,23,29.0,8.2,4.2,1.5,0.3,0.1,0.4,0.405,0.399,0.647,6.53,0
PLAYER_0104,Player 104,Nets,C,32,26,32.0,16.4,2.8,0.0,1.5,0.0,0.8,0.419,0.348,0.836,2.37,0
PLAYER_0105,Player 105,Bulls,C,22,53,19.7,6.0,1.9,0.2,1.3,0.3,0.7,0.615,0.263,0.522,5.63,0
PLAYER_0106,Player 106,Celtics,PG,34,48,18.4,19.7,6.4,3.3,2.7,0.1,2.3,0.449,0.481,0.655,0.79,0
PLAYER_0107,Player 107,Lakers,PG,23,27,11.3,18.3,2.7,3.9,0.1,0.6,0.1,0.396,0.215,0.653,11.71,0
PLAYER_0108,Player 108,Heat,PF,26,29,10.6,8.1,0.0,0.9,0.1,1.7,0.5,0.499,0.481,0.625,3.0,0
PLAYER_0109,Player 109,Celtics,PF,28,40,13.8,15.9,4.4,5.7,0.6,0.1,1.0,0.453,0.354,0.833,1.9,1
PLAYER_0110,Player 110,Bulls,PG,36,41,18.2,20.9,1.9,0.0,2.6,0.6,1.0,0.353,0.464,0.715,6.96,0
PLAYER_0111,Player 111,Bucks,C,30,51,15.3,10.5,5.2,10.0,0.8,2.1,4.2,0.509,0.39,0.685,2.94,0
PLAYER_0112,Player 112,Heat,PF,19,75,28.4,15.5,2.6,14.8,0.1,0.1,0.1,0.53,0.371,0.631,3.72,0
PLAYER_0113,Player 113,Suns,PG,28,53,16.1,22.3,6.0,1.3,0.8,0.7,1.4,0.4,0.299,0.639,5.6,1
PLAYER_0114,Player 114,Nets,SG,32,76,38.7,29.6,5.9,3.6,0.5,0.2,0.2,0.508,0.313,0.923,3.26,0
PLAYER_0115,Player 115,Lakers,SF,25,23,25.3,17.8,1.2,4.8,1.3,0.1,0.4,0.356,0.326,0.761,33.45,0
PLAYER_0116,Player 116,Nets,PF,37,41,30.9,10.0,2.0,13.2,1.4,2.0,0.4,0.457,0.481,0.66,3.52,0
PLAYER_0117,Player 117,Warriors,PG,31,52,22.6,17.3,4.6,6.0,1.0,0.8,0.2,0.5,0.465,0.72,11.69,0
PLAYER_0118,Player 118,Warriors,PG,31,62,10.7,2.5,6.1,3.1,1.8,0.2,1.1,0.476,0.335,0.703,1.25,0
PLAYER_0119,Player 119,Bulls,C,24,45,12.4,3.6,0.0,10.8,1.3,0.3,0.9,0.442,0.44,0.828,5.95,0
PLAYER_0120,Player 120,Nets,PF,30,61,18.5,5.4,2.7,8.5,0.3,0.1,3.6,0.383,0.258,0.72,15.71,0
PLAYER_0121,Player 121,Warriors,PF,22,69,22.3,13.0,1.7,8.5,0.4,1.2,0.0,0.411,0.375,0.759,7.86,1
PLAYER_0122,Player 122,Heat,PF,36,24,29.6,12.6,3.1,13.0,0.2,0.4,0.9,0.456,0.385,0.669,3.48,0
PLAYER_0123,Player 123,Suns,PF,20,47,31.7,7.1,1.7,9.9,0.1,0.6,1.2,0.603,0.342,0.667,1.63,0
PLAYER_0124,Player 124,Suns,PG,37,80,32.5,17.5,3.7,7.0,0.3,0.8,0.2,0.456,0.348,0.749,14.38,0
PLAYER_0125,Player 125,Suns,C,26,40,29.8,9.1,0.1,8.5,0.2,0.1,4.4,0.58,0.508,0.788,19.35,1
PLAYER_0126,Player 126,Bulls,SF,21,25,21.2,29.1,3.2,8.6,0.6,0.3,0.1,0.341,0.324,0.877,2.55,0
PLAYER_0127,Player 127,Bulls,PG,24,31,15.0,24.1,4.4,0.6,1.0,0.2,3.4,0.459,0.353,0.622,3.19,0
PLAYER_0128,Player 128,Nets,PF,24,65,12.5,12.5,0.9,11.8,2.1,0.8,1.1,0.444,0.395,0.644,6.31,0
PLAYER_0129,Player 129,Nets,SF,23,54,15.6,23.3,8.2,7.7,2.0,0.9,1.2,0.476,0.249,0.864,12.85,0
PLAYER_0130,Player 130,Bulls,C,34,40,13.4,11.3,3.5,5.7,0.1,0.6,0.8,0.47,0.392,0.795,1.7,0
PLAYER_0131,Player 131,Bulls,PG,34,53,19.8,17.2,8.7,3.1,1.2,0.0,0.3,0.461,0.31,0.802,2.98,0
PLAYER_0132,Player 132,Bucks,PF,21,76,19.1,16.7,1.3,9.7,1.1,1.4,3.1,0.508,0.417,0.629,8.74,0
PLAYER_0133,Player 133,Nets,SF,21,38,39.3,4.1,0.1,4.3,0.1,0.3,0.1,0.344,0.383,0.769,7.91,0
PLAYER_0134,Player 134,Bulls,SF,31,26,28.6,12.0,4.1,8.7,0.8,0.5,1.1,0.388,0.559,0.712,3.58,1
PLAYER_0135,Player 135,Warriors,PG,32,49,28.0,2.9,4.1,0.0,0.1,1.0,3.1,0.512,0.23,0.623,12.07,0
PLAYER_0136,Player 136,Heat,PF,34,39,16.6,12.7,2.1,12.6,0.7,0.7,1.1,0.36,0.339,0.651,3.08,0
PLAYER_0137,Player 137,Bucks,C,22,41,33.6,19.3,5.5,3.9,3.5,0.2,0.5,0.513,0.385,0.748,2.72,0
PLAYER_0138,Player 138,Celtics,SG,26,38,18.3,5.6,3.7,0.0,3.6,0.2,1.0,0.486,0.226,0.661,2.62,0
PLAYER_0139,Player 139,Warriors,PG,27,28,34.5,26.7,3.3,4.0,0.3,0.9,1.1,0.668,0.37,0.849,4.26,0
PLAYER_0140,Player 140,Bulls,C,26,27,30.1,8.5,0.0,0.6,0.3,0.6,0.5,0.505,0.392,0.712,7.1,0
PLAYER_0141,Player 141,Bulls,PG,35,52,22.1,0.8,2.8,2.6,0.4,0.7,0.8,0.371,0.483,0.883,5.4,0
PLAYER_0142,Player 142,Bulls,SF,21,39,29.1,21.4,3.4,8.3,1.4,0.4,2.6,0.475,0.54,0.666,4.13,0
PLAYER_0143,Player 143,Lakers,C,24,47,21.6,13.0,0.0,13.1,1.9,0.3,0.1,0.381,0.462,0.763,1.45,0
PLAYER_0144,Player 144,Suns,SF,22,79,30.7,18.3,0.0,3.9,0.5,0.1,0.8,0.373,0.307,0.755,3.94,0
PLAYER_0145,Player 145,Suns,SF,23,27,20.9,23.9,2.0,3.4,0.2,2.2,0.9,0.467,0.269,0.792,3.07,0
PLAYER_0146,Player 146,Nets,SF,33,72,18.7,14.9,0.0,1.6,2.3,0.1,4.7,0.506,0.317,0.867,6.02,0
PLAYER_0147,Player 147,Heat,C,37,22,19.1,5.5,2.7,18.5,0.3,0.1,0.1,0.306,0.224,0.663,4.71,0
PLAYER_0148,Player 148,Bulls,PF,37,80,39.8,15.0,2.6,6.6,2.1,0.5,1.3,0.352,0.4,0.703,4.12,0
PLAYER_0149,Player 149,Nets,PF,29,58,13.7,22.0,5.1,5.6,1.6,0.2,3.1,0.282,0.388,0.747,11.03,0
PLAYER_0150,Player 150,Nets,SG,33,46,25.3,17.6,14.8,0.5,0.7,0.4,3.0,0.446,0.379,0.802,7.51,0
PLAYER_0151,Player 151,Suns,C,37,57,17.7,13.0,2.0,2.5,0.0,1.8,0.4,0.527,0.439,0.829,4.77,0
PLAYER_0152,Player 152,Suns,C,21,75,25.9,18.5,4.3,5.9,1.6,2.3,0.3,0.547,0.206,0.768,5.03,0
PLAYER_0153,Player 153,Nets,PG,31,64,30.9,10.3,7.9,3.9,0.0,0.1,3.0,0.302,0.278,0.784,3.07,0
PLAYER_0154,Player 154,Bucks,SG,20,58,22.0,23.0,4.5,1.6,0.3,0.1,0.5,0.455,0.316,0.767,11.73,0
PLAYER_0155,Player 155,Lakers,C,28,29,34.6,2.1,4.4,4.6,0.8,0.5,1.1,0.477,0.194,0.728,1.88,0
PLAYER_0156,Player 156,Celtics,PF,30,74,14.8,5.9,2.8,6.0,2.1,0.9,1.9,0.397,0.196,0.821,9.43,0
PLAYER_0157,Player 157,Warriors,PG,27,46,36.0,11.1,8.4,2.5,0.8,1.2,4.3,0.388,0.162,0.631,5.2,0
PLAYER_0158,Player 158,Lakers,SG,28,66,15.0,21.7,7.2,3.2,1.2,0.5,5.1,0.366,0.456,0.77,3.57,0
PLAYER_0159,Player 159,Warriors,SG,33,67,16.3,18.0,2.1,5.0,0.5,0.2,0.1,0.425,0.305,0.895,5.82,0
PLAYER_0160,Player 160,Nets,PG,19,55,30.3,20.4,6.2,4.3,0.9,0.2,0.2,0.552,0.431,0.858,1.5,0
PLAYER_0161,Player 161,Nets,PG,28,72,18.0,15.4,6.8,1.9,1.8,0.0,0.7,0.437,0.327,0.651,0.58,0
PLAYER_0162,Player 162,Bulls,PF,24,20,19.4,10.9,2.0,6.9,1.5,0.7,1.1,0.431,0.369,0.848,2.47,0
PLAYER_0163,Player 163,Heat,PF,25,55,35.4,17.7,5.8,15.5,0.0,1.1,2.3,0.513,0.328,0.899,1.25,1
PLAYER_0164,Player 164,Heat,PG,33,79,24.2,11.4,5.5,4.3,0.1,1.6,4.3,0.493,0.355,0.729,2.66,0
PLAYER_0165,Player 165,Warriors,PF,29,32,34.3,17.0,2.5,6.2,1.0,0.2,1.7,0.519,0.269,0.624,3.72,0
PLAYER_0166,Player 166,Celtics,PG,23,39,28.9,21.7,8.3,5.2,0.6,0.1,4.8,0.321,0.368,0.952,4.51,1
PLAYER_0167,Player 167,Nets,SG,26,63,36.9,7.5,5.6,7.6,1.1,0.1,7.9,0.325,0.112,0.81,2.44,0
PLAYER_0168,Player 168,Warriors,PF,23,44,37.6,13.9,2.1,9.3,0.2,0.1,0.0,0.384,0.482,0.666,15.9,0
PLAYER_0169,Player 169,Bucks,SG,19,62,30.0,12.9,6.5,6.6,0.2,0.4,2.2,0.435,0.319,0.75,1.65,0
PLAYER_0170,Player 170,Nets,SG,23,46,10.9,22.8,9.2,3.1,0.7,0.5,0.2,0.389,0.193,0.616,1.24,0
PLAYER_0171,Player 171,Heat,SF,36,23,35.4,14.4,1.7,8.3,2.3,1.0,5.5,0.335,0.27,0.825,1.88,0
PLAYER_0172,Player 172,Bulls,SF,37,38,14.3,20.0,0.0,11.1,0.6,1.2,2.8,0.564,0.297,0.608,5.32,0
PLAYER_0173,Player 173,Celtics,SF,33,54,25.2,12.0,3.2,1.9,0.5,0.8,2.7,0.561,0.474,0.643,7.72,0
PLAYER_0174,Player 174,Bulls,PG,31,24,21.8,27.5,3.2,2.9,0.8,0.4,1.3,0.436,0.295,0.663,7.51,0
PLAYER_0175,Player 175,Heat,C,31,42,28.3,5.8,0.5,12.9,2.3,0.9,0.4,0.516,0.288,0.712,1.49,0
PLAYER_0176,Player 176,Bucks,C,28,29,10.6,9.2,1.3,3.8,0.3,0.4,0.5,0.424,0.58,0.798,3.99,0
PLAYER_0177,Player 177,Bulls,SF,35,60,23.5,12.3,3.5,12.0,0.2,0.1,0.2,0.699,0.323,0.772,3.8,1
PLAYER_0178,Player 178,Bulls,PG,21,36,31.0,17.5,1.1,0.6,1.3,0.4,4.4,0.259,0.343,0.795,2.92,0
PLAYER_0179,Player 179,Bucks,SG,22,43,31.1,20.0,4.0,5.2,1.7,0.4,5.1,0.479,0.351,0.684,7.84,0
PLAYER_0180,Player 180,Bucks,SF,22,63,18.7,17.9,3.4,6.7,2.1,0.6,2.4,0.505,0.213,0.871,5.52,0
PLAYER_0181,Player 181,Bulls,SG,35,25,20.0,12.7,3.5,0.5,1.3,0.3,0.1,0.415,0.28,0.843,19.12,0
PLAYER_0182,Player 182,Lakers,SG,31,39,30.1,12.7,3.5,0.5,1.0,0.1,0.8,0.417,0.376,0.654,2.08,0
PLAYER_0183,Player 183,Lakers,PG,23,37,31.1,17.8,4.2,3.8,0.5,0.2,0.8,0.453,0.267,0.684,1.11,0
PLAYER_0184,Player 184,Bucks,SG,25,46,12.3,17.0,2.5,3.9,3.0,0.2,0.1,0.584,0.484,0.62,8.7,1
PLAYER_0185,Player 185,Nets,SF,27,78,18.1,22.1,0.0,11.8,0.9,1.0,4.4,0.405,0.329,0.778,16.97,0
PLAYER_0186,Player 186,Bucks,PF,35,28,23.5,16.3,0.0,14.2,3.2,0.3,2.7,0.495,0.248,0.748,3.9,1
PLAYER_0187,Player 187,Warriors,SF,35,62,29.1,16.8,3.6,0.0,0.3,0.6,0.1,0.497,0.379,0.727,2.39,0
PLAYER_0188,Player 188,Warriors,SG,19,30,27.8,12.5,4.8,1.6,0.5,0.2,3.2,0.439,0.109,0.842,2.57,0
PLAYER_0189,Player 189,Warriors,PG,25,68,36.0,25.8,2.7,0.2,2.5,1.0,0.1,0.423,0.308,0.886,5.84,0
PLAYER_0190,Player 190,Bucks,PF,36,53,25.0,17.4,0.0,8.5,1.5,0.5,0.3,0.317,0.513,0.703,4.37,0
PLAYER_0191,Player 191,Nets,PG,34,48,12.1,14.1,9.3,0.5,0.2,0.5,3.2,0.515,0.407,0.847,3.44,0
PLAYER_0192,Player 192,Lakers,PF,31,74,16.5,8.3,5.7,0.1,1.7,0.8,1.5,0.337,0.272,0.676,1.87,0
PLAYER_0193,Player 193,Bucks,SF,35,31,35.8,11.7,5.1,10.3,1.4,0.3,1.4,0.458,0.397,0.657,6.99,0
