player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions,market_value,win_shares,field_goal_pct,three_point_pct,free_throw_pct
P0094,Team_E,Guard,17,1.1,3.5,10.4,27.5,30,8,0.5,1.0,3.9,0.566,0.346,0.824
P0095,Team_G,Defender,28,15.3,5.9,0.0,43.9,26,15,1.81,17.07,2.8,0.45,0.307,0.643
P0096,Team_C,Midfielder,67,0.9,1.4,4.2,17.5,23,6,3.27,1.0,5.7,0.404,0.337,0.803
P0097,Team_E,Striker,24,6.9,3.0,16.0,5.0,28,8,2.52,4.57,0.5,0.3,0.346,0.778
P0098,Team_D,Defender,21,16.4,1.5,8.9,27.8,36,0,3.71,11.1,2.3,0.403,0.395,0.647
P0099,Team_G,Guard,22,13.8,1.5,3.0,22.5,29,17,3.46,17.63,0.0,0.489,0.385,0.834
P0100,Team_E,Guard,24,7.0,5.9,4.7,13.0,21,6,3.26,12.81,3.8,0.567,0.271,0.925
P0101,Team_B,Striker,19,0.0,5.2,14.7,5.0,35,9,0.5,1.0,6.4,0.334,0.303,0.782
P0102,Team_D,Striker,73,3.0,8.9,12.8,22.5,32,3,0.5,9.73,3.4,0.373,0.321,0.767
P0103,Team_C,Defender,41,6.5,2.0,4.3,20.0,20,12,4.64,6.11,3.8,0.34,0.272,0.854
P0104,Team_H,Center,79,17.0,0.5,0.0,22.9,28,4,4.25,16.98,7.1,0.401,0.304,0.83
P0105,Team_B,Forward,49,18.5,8.8,6.1,22.9,23,15,5.39,27.85,8.6,0.458,0.448,0.811
P0106,Team_C,Forward,13,7.2,0.0,5.7,26.5,35,12,2.93,1.0,9.3,0.41,0.326,0.774
P0107,Team_E,Striker,26,0.0,7.3,9.3,47.0,34,10,0.5,1.0,11.0,0.428,0.361,0.857
P0108,Team_H,Guard,45,24.8,4.0,8.4,32.5,32,1,0.5,31.76,2.7,0.399,0.289,0.712
P0109,Team_E,Forward,13,5.7,2.8,0.0,15.2,33,5,4.07,1.81,7.8,0.469,0.335,0.751
P0110,Team_D,Center,56,23.1,1.3,8.9,26.3,31,0,5.67,27.87,6.0,0.482,0.33,0.853
P0111,Team_A,Center,56,20.7,4.1,5.3,20.8,32,10,1.47,26.73,7.0,0.557,0.355,0.553
P0112,Team_L,Striker,16,30.2,0.0,0.4,30.0,36,17,1.6,37.13,7.7,0.479,0.356,0.671
P0113,Team_J,Midfielder,17,7.8,5.6,3.1,24.0,29,12,5.23,5.77,4.7,0.465,0.276,0.656
P0114,Team_J,Midfielder,77,5.4,1.1,9.4,13.3,37,5,1.54,1.0,3.4,0.427,0.315,0.64
P0115,Team_H,Defender,47,20.8,2.1,12.5,26.4,30,10,4.37,28.62,6.0,0.487,0.337,0.896
P0116,Team_L,Forward,68,25.6,8.3,7.7,23.2,32,14,0.99,44.05,0.3,0.54,0.382,0.735
P0117,Team_J,Center,46,7.0,4.5,0.7,37.2,32,13,5.7,9.55,6.8,0.41,0.488,0.744
P0118,Team_B,Defender,56,9.2,7.8,5.9,17.9,33,8,2.7,7.85,4.8,0.419,0.215,0.783
P0119,Team_J,Midfielder,34,5.8,4.6,4.4,30.2,20,1,6.09,7.47,10.5,0.392,0.411,0.661
P0120,Team_G,Guard,53,4.9,0.4,4.9,24.7,29,2,2.79,2.92,3.8,0.488,0.315,0.747
P0121,Team_D,Defender,57,16.4,3.1,5.9,27.1,20,1,0.5,34.47,3.7,0.466,0.252,0.824
P0122,Team_J,Guard,59,9.6,5.4,8.1,6.9,20,6,2.43,9.95,12.2,0.51,0.394,0.821
P0123,Team_J,Forward,37,18.7,2.0,5.4,13.2,23,16,0.5,21.43,9.5,0.355,0.358,0.741
P0124,Team_H,Defender,54,18.5,2.0,6.3,25.2,35,5,0.5,19.55,1.9,0.357,0.414,0.649
P0125,Team_J,Guard,35,0.0,0.0,5.3,22.2,31,7,1.47,1.0,8.2,0.417,0.45,0.847
P0126,Team_I,Guard,79,15.9,1.4,9.2,23.6,32,5,2.77,18.84,1.5,0.408,0.373,0.825
P0127,Team_A,Guard,62,23.8,1.7,2.1,26.2,33,8,1.54,23.26,6.7,0.51,0.371,0.862
P0128,Team_E,Striker,36,15.3,6.8,0.0,38.2,23,7,0.5,20.28,7.7,0.364,0.395,0.75
P0129,Team_I,Guard,34,20.2,0.9,8.7,34.2,31,5,1.44,32.5,15.2,0.553,0.383,0.705
P0130,Team_E,Guard,72,13.4,6.2,11.6,21.1,22,4,3.72,17.0,7.0,0.329,0.325,0.643
P0131,Team_L,Forward,54,4.7,6.4,11.1,29.6,35,12,2.47,5.56,7.6,0.509,0.421,0.942
P0132,Team_G,Defender,29,12.7,7.3,9.1,30.7,33,8,3.08,19.48,8.7,0.349,0.375,0.747
P0133,Team_C,Striker,76,8.2,5.3,5.4,35.9,33,11,0.5,2.49,2.4,0.328,0.346,0.857
P0134,Team_H,Striker,47,11.6,2.5,7.1,15.3,24,4,0.5,13.94,7.4,0.408,0.371,0.76
P0135,Team_H,Striker,57,15.0,5.8,8.9,32.1,33,1,8.42,16.11,7.2,0.3,0.38,0.659
P0136,Team_A,Defender,81,2.1,0.0,11.2,44.8,29,12,1.39,1.0,7.3,0.423,0.245,0.792
P0137,Team_K,Center,23,8.7,2.1,8.9,34.5,30,13,6.03,1.0,2.7,0.441,0.309,0.84
P0138,Team_A,Center,55,10.6,6.9,0.0,32.3,27,14,3.18,14.94,7.1,0.433,0.383,0.696
P0139,Team_E,Defender,23,8.4,4.7,12.3,29.8,28,15,1.81,1.0,5.2,0.348,0.35,0.847
P0140,Team_C,Defender,45,13.1,6.4,5.3,19.8,22,12,17.43,15.95,0.0,0.439,0.417,0.923
P0141,Team_F,Guard,71,22.4,3.9,2.9,17.5,25,13,4.24,27.09,0.0,0.534,0.401,0.795
P0142,Team_K,Defender,19,9.0,0.0,0.8,22.2,21,12,0.75,16.37,7.1,0.519,0.308,0.849
P0143,Team_F,Midfielder,51,10.1,10.3,1.9,25.9,30,10,1.13,13.59,14.8,0.438,0.366,0.816
P0144,Team_J,Guard,81,12.1,0.0,5.8,32.8,37,14,2.26,9.78,2.8,0.415,0.289,0.638
P0145,Team_B,Center,71,19.7,6.2,8.0,28.2,22,16,8.3,39.36,4.4,0.475,0.387,0.708
P0146,Team_B,Forward,73,12.2,4.8,6.5,18.5,34,4,0.5,8.87,0.0,0.598,0.386,0.879
P0147,Team_C,Forward,11,31.6,3.5,6.6,30.2,26,9,8.6,41.36,8.2,0.464,0.307,0.705
P0148,Team_G,Forward,59,1.1,8.6,1.7,26.6,28,16,0.5,1.01,5.5,0.356,0.388,0.841
P0149,Team_L,Center,38,14.2,6.9,11.1,7.8,31,2,3.56,14.0,9.1,0.482,0.326,0.5
P0150,Team_D,Center,57,1.6,6.9,5.6,26.3,34,3,0.5,1.0,4.9,0.467,0.312,0.806
P0151,Team_L,Forward,46,15.1,0.0,8.9,36.2,33,9,2.84,17.77,3.0,0.417,0.381,0.867
P0152,Team_E,Guard,60,19.5,2.0,0.7,23.4,35,9,1.96,24.21,3.7,0.329,0.332,0.5
P0153,Team_L,Center,29,5.7,5.4,5.8,23.8,36,10,1.27,9.15,10.2,0.346,0.349,0.693
P0154,Team_C,Striker,22,15.6,5.5,6.3,19.6,36,6,2.56,14.93,0.0,0.341,0.394,0.794
P0155,Team_I,Forward,30,19.6,7.2,9.3,18.4,26,8,1.53,33.43,7.3,0.393,0.29,0.709
P0156,Team_F,Guard,34,7.3,4.9,4.6,16.3,37,8,6.46,5.18,11.9,0.319,0.354,0.778
P0157,Team_A,Center,44,17.2,2.3,12.6,18.8,33,2,0.5,19.49,7.5,0.371,0.305,0.775
P0158,Team_D,Striker,62,14.2,2.3,5.4,37.4,30,11,3.76,18.21,4.7,0.385,0.408,0.851
P0159,Team_E,Forward,62,19.0,6.8,4.1,12.0,24,15,9.24,22.51,6.0,0.385,0.364,0.728
P0160,Team_G,Forward,29,11.5,4.9,3.3,18.3,32,12,0.72,12.04,3.4,0.441,0.399,0.741
P0161,Team_D,Midfielder,41,13.8,0.3,8.1,25.9,23,12,0.5,11.3,6.3,0.478,0.305,0.694
P0162,Team_F,Midfielder,26,7.8,2.1,4.5,27.4,35,0,0.5,1.0,4.8,0.354,0.358,0.875
P0163,Team_F,Striker,34,13.5,1.2,1.4,14.6,31,15,1.46,3.4,7.7,0.467,0.339,0.806
P0164,Team_J,Midfielder,11,11.1,2.2,4.4,26.7,25,16,10.03,16.17,0.9,0.465,0.451,0.699
P0165,Team_E,Midfielder,13,4.7,1.4,14.4,25.4,29,2,1.47,1.0,0.0,0.481,0.38,0.801
P0166,Team_D,Striker,70,22.0,4.2,0.0,31.1,27,11,1.25,22.33,1.2,0.446,0.43,0.707
P0167,Team_I,Forward,22,7.1,0.0,11.6,25.0,29,8,11.31,7.74,8.3,0.379,0.301,0.808
P0168,Team_F,Center,51,8.2,4.2,5.6,30.9,37,11,4.2,8.21,5.1,0.423,0.451,0.769
P0169,Team_B,Forward,16,32.9,4.1,7.3,27.6,25,1,2.83,38.22,8.3,0.447,0.308,0.817
P0170,Team_E,Striker,65,13.6,7.0,4.7,24.1,36,10,3.22,16.42,0.5,0.503,0.27,0.809
P0171,Team_D,Forward,75,23.4,3.3,9.0,46.0,33,1,8.49,37.77,1.2,0.484,0.423,0.677
P0172,Team_G,Striker,28,6.9,6.4,0.0,40.4,31,17,0.5,4.87,2.0,0.435,0.403,0.82
P0173,Team_F,Center,46,6.2,3.0,5.7,19.4,27,0,1.8,4.94,7.8,0.435,0.422,0.738
P0174,Team_E,Guard,21,18.2,5.6,17.5,17.2,27,13,6.69,18.52,4.5,0.375,0.319,0.926
P0175,Team_F,Center,57,12.2,6.2,0.5,24.7,36,10,2.59,16.87,1.7,0.417,0.406,0.95
P0176,Team_L,Striker,10,3.5,4.4,2.2,23.4,27,10,2.84,3.03,3.9,0.581,0.277,0.681
P0177,Team_D,Guard,38,17.2,0.6,11.3,37.7,28,14,0.5,19.15,10.8,0.376,0.32,0.781
P0178,Team_C,Forward,15,8.5,0.0,6.6,21.2,21,13,1.53,2.97,2.8,0.498,0.343,0.748
P0179,Team_C,Forward,56,19.1,2.7,13.5,22.1,32,15,1.86,12.34,2.5,0.518,0.348,0.766
P0180,Team_B,Guard,31,12.6,8.6,9.4,37.8,27,9,0.5,15.77,2.0,0.3,0.225,0.861
P0181,Team_L,Guard,30,5.2,7.9,9.5,30.8,21,16,0.94,4.61,0.9,0.421,0.351,0.68
P0182,Team_I,Center,26,10.8,8.2,3.3,5.0,22,5,9.44,20.36,6.7,0.429,0.335,0.875
P0183,Team_L,Center,31,14.0,0.5,2.5,26.2,22,13,0.77,7.42,2.3,0.461,0.384,0.844
P0184,Team_I,Midfielder,62,23.9,3.1,7.3,36.8,30,13,3.05,25.35,2.2,0.393,0.407,0.715
P0185,Team_G,Striker,28,17.3,6.6,8.2,28.2,35,14,9.06,21.05,2.3,0.386,0.391,0.557
P0186,Team_K,Striker,22,14.8,0.7,2.7,18.8,35,0,3.84,16.28,7.8,0.538,0.383,0.735
P0187,Team_J,Midfielder,41,12.9,4.5,4.4,16.6,21,7,2.02,24.63,3.7,0.464,0.346,0.719
P0188,Team_G,Midfielder,33,8.6,9.6,7.2,14.8,30,5,1.51,16.34,7.5,0.421,0.296,0.732
P0189,Team_H,Guard,56,6.0,3.7,15.2,20.2,28,9,0.5,5.73,9.9,0.3,0.358,0.682
P0190,Team_I,Midfielder,11,22.5,0.0,10.8,34.0,35,4,0.5,21.76,6.5,0.432,0.327,0.741
P0191,Team_H,Forward,52,0.0,1.8,1.0,25.0,37,14,7.69,1.0,2.8,0.597,0.443,0.759
P0192,Team_B,Striker,27,4.9,9.7,11.5,33.7,24,11,1.7,1.0,7.8,0.449,0.317,0.849
P0193,Team_H,Midfielder,78,5.4,0.0,13.9,46.7,27,0,4.58,1.95,2.8,0.453,0.29,0.581
P0194,Team_D,Guard,53,15.8,4.7,10.8,39.0,33,17,7.94,20.2,4.8,0.42,0.301,0.696
P0195,Team_I,Forward,81,0.7,4.9,15.8,31.6,33,16,4.17,1.0,0.0,0.521,0.323,0.807
P0196,Team_G,Midfielder,68,6.1,5.0,7.7,28.2,33,7,1.42,1.0,0.0,0.42,0.303,0.699
P0197,Team_J,Striker,79,23.7,1.9,0.5,28.5,26,11,4.96,28.44,0.7,0.394,0.394,0.5
P0198,Team_I,Midfielder,32,11.7,6.7,2.7,19.2,22,12,0.5,26.56,0.0,0.538,0.347,0.798
P0199,Team_D,Forward,14,3.2,1.2,3.1,19.2,28,17,0.5,1.0,5.3,0.489,0.251,0.837
P0200,Team_G,Defender,60,14.5,3.5,7.4,29.3,30,1,4.04,13.81,0.0,0.534,0.32,0.777
P0201,Team_C,Center,48,8.8,3.4,10.0,22.8,29,17,6.07,11.83,4.3,0.488,0.35,0.826
P0202,Team_J,Center,41,15.0,1.2,6.0,33.7,27,2,1.15,21.41,4.8,0.381,0.275,0.697
P0203,Team_K,Striker,68,0.0,9.9,4.7,29.2,29,11,4.84,1.0,6.0,0.42,0.283,0.95
P0204,Team_K,Guard,36,16.2,4.5,6.3,13.0,26,6,1.8,21.58,0.0,0.368,0.258,0.719
P0205,Team_E,Defender,57,8.9,3.5,8.3,21.1,29,1,3.83,12.61,8.6,0.349,0.32,0.617
P0206,Team_A,Defender,79,19.2,5.2,0.0,32.0,23,6,0.5,22.06,5.1,0.457,0.367,0.569
P0207,Team_L,Center,17,16.6,0.0,8.4,15.4,37,1,1.96,16.1,3.6,0.343,0.344,0.7
P0208,Team_H,Defender,10,22.7,4.7,0.0,31.6,25,5,1.78,31.93,6.0,0.416,0.299,0.644
P0209,Team_J,Defender,46,4.7,5.0,4.0,22.9,35,1,0.81,1.4,12.2,0.434,0.431,0.831
P0210,Team_G,Center,32,16.4,4.0,7.3,19.7,21,15,0.64,24.57,0.0,0.428,0.398,0.665
P0211,Team_A,Center,18,22.3,2.4,5.7,23.6,36,13,0.94,20.29,3.3,0.362,0.363,0.825
P0212,Team_D,Midfielder,18,14.5,4.6,10.7,24.4,28,16,2.28,14.97,3.2,0.631,0.455,0.832
P0213,Team_G,Center,45,9.4,2.2,7.7,19.0,30,3,3.42,6.5,14.3,0.522,0.411,0.747
P0214,Team_L,Forward,15,14.2,7.0,8.3,47.6,26,0,0.5,15.59,0.0,0.488,0.391,0.834
P0215,Team_F,Center,38,7.9,8.6,5.6,48.0,33,7,3.63,9.43,0.0,0.491,0.267,0.663
P0216,Team_K,Midfielder,14,7.1,2.8,0.0,10.0,32,1,3.69,5.9,0.7,0.454,0.365,0.869
P0217,Team_D,Striker,20,21.1,1.8,2.5,14.2,32,1,4.72,32.32,10.8,0.423,0.254,0.884
P0218,Team_B,Center,33,8.4,7.2,7.1,31.4,31,8,0.92,14.98,1.8,0.513,0.386,0.833
P0219,Team_H,Midfielder,18,21.0,6.1,4.1,15.9,23,4,2.82,28.89,0.0,0.472,0.386,0.635
P0220,Team_D,Guard,62,20.5,9.0,0.8,26.8,37,5,0.5,24.01,4.3,0.445,0.427,0.832
P0221,Team_D,Defender,30,10.1,4.9,14.2,25.9,33,16,0.82,8.81,6.8,0.435,0.332,0.925
P0222,Team_D,Guard,23,11.2,6.3,7.7,23.6,35,7,2.24,7.77,12.0,0.524,0.362,0.721
P0223,Team_G,Guard,43,19.8,1.3,7.4,31.3,37,16,2.7,25.61,6.5,0.56,0.299,0.913
P0224,Team_A,Forward,57,18.2,8.4,7.7,48.0,35,10,1.61,30.68,13.9,0.372,0.327,0.818
P0225,Team_C,Guard,42,23.1,5.0,4.8,43.4,30,3,0.99,25.34,1.6,0.408,0.361,0.713
P0226,Team_C,Guard,54,29.4,3.1,1.3,30.4,34,8,0.53,36.26,3.1,0.3,0.31,0.681
P0227,Team_H,Center,57,8.8,9.1,4.8,25.1,31,6,0.5,16.86,8.9,0.492,0.297,0.786
P0228,Team_B,Defender,24,15.0,9.0,7.6,29.7,27,0,2.07,38.88,2.3,0.411,0.262,0.772
P0229,Team_B,Midfielder,17,22.9,5.0,5.0,15.3,35,14,11.1,22.95,0.0,0.584,0.299,0.633
P0230,Team_A,Defender,42,0.0,1.5,10.8,9.5,32,6,6.43,1.0,7.8,0.508,0.318,0.689
P0231,Team_L,Striker,76,22.3,2.5,0.6,42.0,30,8,2.83,28.76,12.8,0.355,0.328,0.87
P0232,Team_L,Striker,78,17.8,2.2,17.8,26.3,35,3,1.76,21.76,2.4,0.461,0.293,0.847
P0233,Team_F,Guard,69,1.4,0.0,15.5,10.2,33,9,2.94,1.0,12.0,0.442,0.389,0.778
