timestamp,consumption_kwh,temperature_c,humidity_pct,cloud_cover,wind_speed_ms,is_holiday
2024-01-06 23:00:00,113.53,8.0,66.1,21.0,0.6,0
2024-01-07 00:00:00,115.91,5.7,63.3,78.0,1.8,0
2024-01-07 01:00:00,125.88,-0.6,72.3,40.0,2.5,0
2024-01-07 02:00:00,126.78,6.3,59.8,64.0,1.6,0
2024-01-07 03:00:00,127.56,10.2,73.2,3.0,0.8,0
2024-01-07 04:00:00,157.22,4.0,64.2,65.0,0.8,0
2024-01-07 05:00:00,160.82,6.7,65.0,72.0,5.8,0
2024-01-07 06:00:00,154.36,10.9,61.4,29.0,6.8,0
2024-01-07 07:00:00,172.69,8.4,60.6,42.0,6.7,0
2024-01-07 08:00:00,154.51,10.5,63.3,59.0,0.9,0
2024-01-07 09:00:00,134.56,3.5,75.6,55.0,1.7,0
2024-01-07 10:00:00,147.95,7.1,64.1,87.0,2.0,0
2024-01-07 11:00:00,138.29,7.7,67.6,43.0,0.1,0
2024-01-07 12:00:00,125.18,2.2,60.1,14.0,5.4,0
2024-01-07 13:00:00,121.94,7.4,68.6,17.0,1.0,0
2024-01-07 14:00:00,106.5,4.4,68.9,65.0,5.3,0
2024-01-07 15:00:00,73.81,8.1,71.7,60.0,3.3,0
2024-01-07 16:00:00,70.94,3.5,63.7,17.0,4.0,0
2024-01-07 17:00:00,101.2,7.9,63.1,25.0,1.5,0
2024-01-07 18:00:00,90.62,3.3,62.0,57.0,1.9,0
2024-01-07 19:00:00,123.2,8.9,67.8,73.0,0.7,0
2024-01-07 20:00:00,99.85,7.7,79.6,33.0,4.4,0
2024-01-07 21:00:00,107.12,7.3,75.7,69.0,1.7,0
2024-01-07 22:00:00,120.12,5.7,70.0,27.0,2.7,0
2024-01-07 23:00:00,127.23,5.2,65.6,92.0,0.4,0
2024-01-08 00:00:00,135.29,9.2,67.7,87.0,4.0,0
2024-01-08 01:00:00,124.26,9.1,72.2,69.0,5.7,0
2024-01-08 02:00:00,150.87,2.4,69.0,18.0,2.5,0
2024-01-08 03:00:00,162.34,4.1,72.1,92.0,10.6,0
2024-01-08 04:00:00,165.8,9.4,67.0,32.0,5.3,0
2024-01-08 05:00:00,173.93,7.7,64.5,23.0,0.4,0
2024-01-08 06:00:00,183.11,5.9,73.1,7.0,1.1,0
2024-01-08 07:00:00,170.03,11.7,67.8,32.0,2.9,0
2024-01-08 08:00:00,186.36,10.0,67.2,94.0,4.8,0
2024-01-08 09:00:00,191.66,5.8,73.9,48.0,3.0,0
2024-01-08 10:00:00,158.1,11.7,74.7,24.0,0.4,0
2024-01-08 11:00:00,144.46,3.3,62.2,30.0,0.8,0
2024-01-08 12:00:00,140.04,8.1,74.6,22.0,9.0,0
2024-01-08 13:00:00,115.82,10.3,65.8,94.0,1.9,0
2024-01-08 14:00:00,106.72,8.5,67.7,61.0,2.2,0
2024-01-08 15:00:00,126.73,5.5,64.2,22.0,0.6,0
2024-01-08 16:00:00,108.99,10.9,73.9,70.0,0.5,0
2024-01-08 17:00:00,112.25,5.7,70.0,22.0,2.3,0
2024-01-08 18:00:00,147.68,12.8,63.8,89.0,9.3,0
2024-01-08 19:00:00,121.58,8.2,68.5,66.0,2.4,0
2024-01-08 20:00:00,125.83,5.0,59.9,72.0,2.1,0
2024-01-08 21:00:00,117.6,5.8,67.9,85.0,2.1,0
2024-01-08 22:00:00,167.41,5.8,64.4,68.0,2.5,0
2024-01-08 23:00:00,148.31,9.1,65.0,80.0,3.2,0
2024-01-09 00:00:00,148.71,8.9,72.2,62.0,4.2,0
2024-01-09 01:00:00,161.82,6.9,67.6,34.0,4.1,0
2024-01-09 02:00:00,157.45,6.2,67.0,1.0,1.0,0
2024-01-09 03:00:00,178.4,8.0,67.1,63.0,0.9,0
2024-01-09 04:00:00,176.07,13.9,65.3,76.0,2.3,0
2024-01-09 05:00:00,176.77,7.1,68.2,63.0,8.1,0
2024-01-09 06:00:00,173.08,8.0,72.2,7.0,2.6,0
2024-01-09 07:00:00,168.05,11.0,59.2,5.0,6.2,0
2024-01-09 08:00:00,173.97,8.5,74.7,68.0,1.8,0
2024-01-09 09:00:00,174.7,3.0,55.8,16.0,4.8,0
2024-01-09 10:00:00,149.47,9.5,68.0,65.0,1.0,0
2024-01-09 11:00:00,143.84,9.3,66.3,42.0,3.1,0
2024-01-09 12:00:00,117.68,5.3,66.6,89.0,0.8,0
2024-01-09 13:00:00,134.45,3.6,74.0,86.0,1.9,0
2024-01-09 14:00:00,128.7,8.7,69.7,76.0,3.0,0
2024-01-09 15:00:00,126.06,8.0,70.4,80.0,2.0,0
2024-01-09 16:00:00,108.41,12.8,66.6,6.0,2.6,0
2024-01-09 17:00:00,99.34,9.9,63.6,31.0,1.8,0
2024-01-09 18:00:00,117.68,0.1,58.9,69.0,5.9,0
2024-01-09 19:00:00,138.8,4.5,66.6,24.0,13.0,0
2024-01-09 20:00:00,128.43,3.9,74.3,56.0,0.0,0
2024-01-09 21:00:00,141.73,8.0,56.6,9.0,1.3,0
2024-01-09 22:00:00,114.48,6.5,75.8,80.0,0.7,0
2024-01-09 23:00:00,142.26,11.6,71.5,3.0,8.3,0
2024-01-10 00:00:00,137.3,5.4,70.3,71.0,4.9,0
2024-01-10 01:00:00,150.19,10.5,64.2,8.0,6.8,0
2024-01-10 02:00:00,171.68,8.0,77.2,53.0,3.9,0
2024-01-10 03:00:00,148.89,5.4,64.4,87.0,0.7,0
2024-01-10 04:00:00,174.23,5.7,66.7,56.0,3.8,0
2024-01-10 05:00:00,205.62,7.5,67.4,20.0,3.4,0
2024-01-10 06:00:00,175.92,2.4,68.8,74.0,1.7,0
2024-01-10 07:00:00,193.15,3.7,59.5,99.0,0.1,0
2024-01-10 08:00:00,185.72,10.5,75.2,49.0,6.2,0
2024-01-10 09:00:00,168.8,6.9,71.2,28.0,2.7,0
2024-01-10 10:00:00,186.93,11.5,63.7,72.0,7.2,0
2024-01-10 11:00:00,158.24,5.7,63.5,97.0,0.6,0
2024-01-10 12:00:00,140.18,10.9,69.5,45.0,2.2,0
2024-01-10 13:00:00,125.24,10.8,58.1,16.0,1.5,0
2024-01-10 14:00:00,104.14,10.9,64.5,97.0,1.8,0
2024-01-10 15:00:00,124.54,7.6,60.4,34.0,5.3,0
2024-01-10 16:00:00,95.21,6.1,74.3,17.0,0.6,0
2024-01-10 17:00:00,133.56,6.4,77.2,84.0,4.9,0
2024-01-10 18:00:00,139.92,8.1,65.5,27.0,0.2,0
2024-01-10 19:00:00,124.45,9.6,67.1,4.0,0.4,0
2024-01-10 20:00:00,139.48,7.1,67.2,4.0,0.5,0
2024-01-10 21:00:00,98.59,10.1,68.6,45.0,2.2,0
2024-01-10 22:00:00,160.83,7.0,72.4,20.0,3.4,0
2024-01-10 23:00:00,117.05,5.5,76.4,87.0,0.6,0
2024-01-11 00:00:00,149.46,8.9,67.6,50.0,2.9,0
2024-01-11 01:00:00,149.76,8.0,72.1,3.0,8.0,0
2024-01-11 02:00:00,168.5,10.9,70.0,39.0,3.2,0
2024-01-11 03:00:00,142.08,8.3,63.1,100.0,0.1,0
2024-01-11 04:00:00,165.43,8.4,68.4,57.0,4.0,0
2024-01-11 05:00:00,179.81,6.6,71.6,33.0,3.3,0
2024-01-11 06:00:00,188.74,9.5,65.3,82.0,0.4,0
2024-01-11 07:00:00,204.08,6.9,66.9,32.0,1.4,0
2024-01-11 08:00:00,206.27,4.8,61.9,24.0,1.4,0
2024-01-11 09:00:00,143.38,12.3,71.9,62.0,1.9,0
2024-01-11 10:00:00,179.51,6.4,54.3,3.0,1.3,0
2024-01-11 11:00:00,186.67,3.2,58.6,58.0,2.3,0
2024-01-11 12:00:00,161.32,9.1,69.8,96.0,0.1,0
2024-01-11 13:00:00,143.6,9.7,68.2,24.0,7.9,0
2024-01-11 14:00:00,112.25,6.5,58.4,28.0,1.1,0
2024-01-11 15:00:00,117.87,7.9,73.8,31.0,2.8,0
2024-01-11 16:00:00,103.71,10.2,61.9,18.0,3.4,0
2024-01-11 17:00:00,117.44,7.7,60.2,71.0,0.3,0
2024-01-11 18:00:00,100.57,8.7,66.7,81.0,2.4,0
2024-01-11 19:00:00,135.68,7.8,64.7,95.0,2.8,0
2024-01-11 20:00:00,129.22,7.5,63.3,61.0,1.6,0
2024-01-11 21:00:00,118.62,3.6,63.4,78.0,1.0,0
2024-01-11 22:00:00,125.08,11.1,63.5,62.0,1.8,0
2024-01-11 23:00:00,136.83,3.8,68.4,74.0,6.0,0
2024-01-12 00:00:00,133.63,7.0,67.0,61.0,2.4,0
2024-01-12 01:00:00,142.08,5.7,60.0,59.0,2.1,0
2024-01-12 02:00:00,139.86,12.3,75.2,69.0,14.2,0
2024-01-12 03:00:00,150.92,9.1,75.0,27.0,0.2,0
2024-01-12 04:00:00,157.67,4.3,63.6,7.0,2.2,0
2024-01-12 05:00:00,155.12,8.1,59.0,88.0,3.2,0
2024-01-12 06:00:00,149.87,8.5,73.0,99.0,3.3,0
2024-01-12 07:00:00,165.3,12.4,68.9,47.0,0.2,0
2024-01-12 08:00:00,190.73,7.6,69.5,20.0,2.3,0
2024-01-12 09:00:00,161.87,7.0,62.3,76.0,1.3,0
2024-01-12 10:00:00,181.15,9.2,61.4,99.0,7.9,0
2024-01-12 11:00:00,147.55,11.0,67.5,52.0,2.9,0
2024-01-12 12:00:00,143.44,6.5,67.5,78.0,3.7,0
2024-01-12 13:00:00,128.51,5.0,60.2,9.0,8.3,0
2024-01-12 14:00:00,96.02,8.9,61.3,60.0,2.2,0
2024-01-12 15:00:00,87.05,7.4,71.0,99.0,5.7,0
2024-01-12 16:00:00,119.78,7.1,71.4,87.0,4.9,0
2024-01-12 17:00:00,116.45,5.4,71.8,8.0,1.5,0
2024-01-12 18:00:00,132.52,4.7,67.0,64.0,5.2,0
2024-01-12 19:00:00,127.26,7.3,70.9,61.0,4.3,0
2024-01-12 20:00:00,128.64,3.4,61.5,37.0,0.2,0
2024-01-12 21:00:00,123.99,7.5,69.5,97.0,1.7,0
2024-01-12 22:00:00,130.47,1.5,62.1,64.0,0.7,0
2024-01-12 23:00:00,130.48,12.0,72.9,15.0,0.2,0
2024-01-13 00:00:00,113.2,11.9,67.6,98.0,0.8,0
2024-01-13 01:00:00,119.23,5.5,65.3,69.0,0.2,0
2024-01-13 02:00:00,134.33,7.4,69.0,31.0,2.9,0
2024-01-13 03:00:00,157.09,-0.3,71.5,13.0,6.5,0
2024-01-13 04:00:00,125.89,6.7,61.0,83.0,4.0,0
2024-01-13 05:00:00,126.45,5.6,53.9,2.0,0.9,0
2024-01-13 06:00:00,151.58,8.6,59.4,1.0,0.8,0
2024-01-13 07:00:00,166.2,7.3,69.7,11.0,2.4,0
2024-01-13 08:00:00,180.3,6.9,66.7,15.0,1.2,0
2024-01-13 09:00:00,141.68,6.9,75.4,38.0,1.5,0
2024-01-13 10:00:00,166.85,6.7,63.5,69.0,1.7,0
2024-01-13 11:00:00,147.9,9.4,64.4,4.0,7.0,0
2024-01-13 12:00:00,152.92,5.6,70.5,64.0,2.9,0
2024-01-13 13:00:00,115.28,7.5,63.1,15.0,4.0,0
2024-01-13 14:00:00,133.76,7.8,65.0,7.0,0.0,0
2024-01-13 15:00:00,102.12,3.3,62.0,35.0,4.5,0
2024-01-13 16:00:00,82.85,9.0,72.8,27.0,0.1,0
2024-01-13 17:00:00,111.59,10.4,63.0,62.0,1.4,0
2024-01-13 18:00:00,99.63,6.6,73.5,64.0,2.3,0
2024-01-13 19:00:00,115.74,5.4,71.5,98.0,2.8,0
2024-01-13 20:00:00,131.41,8.9,69.5,13.0,1.2,0
2024-01-13 21:00:00,124.65,4.2,57.0,44.0,2.8,0
2024-01-13 22:00:00,106.18,6.5,68.4,29.0,5.1,0
2024-01-13 23:00:00,124.88,6.9,68.2,76.0,1.9,0
2024-01-14 00:00:00,123.77,9.6,70.1,18.0,2.4,0
2024-01-14 01:00:00,141.89,8.6,63.6,82.0,0.7,0
2024-01-14 02:00:00,150.49,7.4,68.4,59.0,2.1,0
2024-01-14 03:00:00,164.76,9.1,58.0,69.0,6.2,0
2024-01-14 04:00:00,165.74,9.4,66.1,1.0,0.8,0
2024-01-14 05:00:00,135.12,6.8,62.6,80.0,0.7,0
2024-01-14 06:00:00,184.83,8.6,60.9,36.0,4.6,0
2024-01-14 07:00:00,170.12,7.0,66.9,76.0,0.1,0
2024-01-14 08:00:00,150.58,9.3,66.2,33.0,0.5,0
2024-01-14 09:00:00,161.98,9.5,65.0,100.0,1.4,0
2024-01-14 10:00:00,170.69,6.2,68.0,39.0,1.6,0
2024-01-14 11:00:00,146.29,2.8,73.1,79.0,0.3,0
2024-01-14 12:00:00,112.28,15.1,64.0,58.0,2.5,0
2024-01-14 13:00:00,113.56,13.6,72.9,68.0,4.9,0
2024-01-14 14:00:00,115.24,5.7,62.7,6.0,1.2,0
2024-01-14 15:00:00,99.29,9.5,71.6,79.0,2.2,0
2024-01-14 16:00:00,81.43,6.8,63.2,9.0,0.7,0
2024-01-14 17:00:00,72.81,11.9,70.0,100.0,8.1,0
2024-01-14 18:00:00,89.11,12.9,72.9,12.0,1.6,0
2024-01-14 19:00:00,116.13,6.3,72.3,57.0,2.7,0
2024-01-14 20:00:00,101.16,4.0,67.5,30.0,8.5,0
2024-01-14 21:00:00,82.04,6.0,58.9,87.0,5.5,0
2024-01-14 22:00:00,117.21,5.8,61.0,13.0,0.3,0
2024-01-14 23:00:00,69.56,7.3,75.7,44.0,3.9,0
2024-01-15 00:00:00,127.37,8.8,61.8,75.0,3.2,0
2024-01-15 01:00:00,148.81,7.1,65.8,26.0,0.9,0
2024-01-15 02:00:00,148.52,8.5,71.4,45.0,4.5,0
2024-01-15 03:00:00,147.18,7.3,63.1,3.0,0.2,0
2024-01-15 04:00:00,130.03,10.0,70.5,2.0,3.3,0
2024-01-15 05:00:00,169.26,7.6,69.4,94.0,0.2,0
2024-01-15 06:00:00,156.34,5.8,70.8,20.0,2.5,0
2024-01-15 07:00:00,164.63,8.8,66.7,61.0,1.3,0
2024-01-15 08:00:00,171.33,4.9,67.8,52.0,0.4,0
2024-01-15 09:00:00,192.91,8.7,70.3,7.0,3.7,0
2024-01-15 10:00:00,152.37,7.6,61.5,17.0,8.7,0
2024-01-15 11:00:00,108.48,8.7,71.3,46.0,1.6,0
2024-01-15 12:00:00,149.85,13.6,66.9,81.0,1.8,0
2024-01-15 13:00:00,119.88,5.4,62.8,16.0,1.2,0
2024-01-15 14:00:00,125.4,12.3,68.4,88.0,6.1,0
2024-01-15 15:00:00,115.56,6.5,59.0,98.0,4.4,0
2024-01-15 16:00:00,131.8,7.1,65.9,11.0,3.2,0
2024-01-15 17:00:00,168.7,6.1,72.6,78.0,10.0,0
2024-01-15 18:00:00,126.17,3.1,71.4,58.0,3.0,0
2024-01-15 19:00:00,117.37,6.0,73.2,92.0,2.3,0
2024-01-15 20:00:00,135.76,4.8,63.6,86.0,7.1,0
2024-01-15 21:00:00,144.01,6.4,64.8,18.0,6.7,0
2024-01-15 22:00:00,115.18,8.6,77.1,8.0,6.4,0
2024-01-15 23:00:00,116.63,7.5,73.9,97.0,1.6,0
2024-01-16 00:00:00,120.47,8.7,65.9,16.0,0.0,0
2024-01-16 01:00:00,159.07,10.9,79.8,72.0,6.6,0
2024-01-16 02:00:00,154.83,6.3,68.5,82.0,2.3,0
2024-01-16 03:00:00,154.8,4.4,72.5,47.0,5.2,0
2024-01-16 04:00:00,134.56,5.6,73.3,34.0,0.6,0
2024-01-16 05:00:00,173.14,9.9,69.6,10.0,0.8,0
2024-01-16 06:00:00,173.9,4.6,74.9,65.0,2.9,0
2024-01-16 07:00:00,178.61,10.4,64.7,47.0,11.6,0
2024-01-16 08:00:00,168.8,8.4,60.9,69.0,0.2,0
2024-01-16 09:00:00,193.5,8.2,65.5,23.0,5.4,0
2024-01-16 10:00:00,177.85,3.3,67.5,31.0,0.7,0
2024-01-16 11:00:00,181.39,8.9,67.7,87.0,4.4,0
2024-01-16 12:00:00,150.08,10.7,68.9,67.0,2.5,0
2024-01-16 13:00:00,127.18,7.0,62.0,46.0,6.0,0
2024-01-16 14:00:00,90.97,9.9,64.2,74.0,7.5,0
2024-01-16 15:00:00,117.99,9.5,64.7,29.0,7.2,0
2024-01-16 16:00:00,129.64,9.2,62.2,83.0,1.0,0
2024-01-16 17:00:00,137.1,8.5,76.0,10.0,0.8,0
2024-01-16 18:00:00,124.18,6.5,70.8,30.0,1.1,0
2024-01-16 19:00:00,103.15,10.2,75.4,89.0,0.6,0
2024-01-16 20:00:00,126.92,6.9,67.2,6.0,5.3,0
2024-01-16 21:00:00,145.99,4.6,68.0,9.0,7.2,0
2024-01-16 22:00:00,144.13,8.9,67.8,52.0,1.7,0
2024-01-16 23:00:00,147.66,5.4,57.7,77.0,2.8,0
2024-01-17 00:00:00,134.34,10.2,74.9,59.0,3.6,0
2024-01-17 01:00:00,164.01,7.6,58.8,10.0,1.5,0
2024-01-17 02:00:00,184.48,6.9,67.4,74.0,2.1,0
2024-01-17 03:00:00,167.5,5.5,67.8,25.0,1.3,0
2024-01-17 04:00:00,157.21,7.3,64.7,97.0,1.2,0
2024-01-17 05:00:00,163.09,3.2,66.4,61.0,1.0,0
2024-01-17 06:00:00,181.01,3.0,65.3,80.0,2.5,0
2024-01-17 07:00:00,172.16,1.8,67.4,93.0,1.5,0
2024-01-17 08:00:00,185.55,5.1,65.2,51.0,6.2,0
2024-01-17 09:00:00,163.74,13.1,66.5,99.0,0.4,0
2024-01-17 10:00:00,154.16,2.8,57.8,91.0,3.8,0
2024-01-17 11:00:00,128.54,2.6,71.3,82.0,9.3,0
2024-01-17 12:00:00,133.31,7.8,74.9,11.0,1.5,0
