player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions
P0065,Team_C,Center,71,26.6,7.2,7.8,20.3,20,16,0.63
P0066,Team_L,Guard,37,12.1,6.6,10.2,28.9,36,5,20.77
P0067,Team_B,Defender,32,9.5,1.5,8.5,15.4,33,8,0.72
P0068,Team_J,Center,76,15.5,3.7,8.4,22.8,36,12,3.07
P0069,Team_A,Defender,23,6.2,7.7,1.3,29.4,33,15,2.93
P0070,Team_C,Center,79,0.0,2.9,0.9,27.3,31,1,7.86
P0071,Team_B,Guard,56,7.1,3.9,6.6,23.6,29,4,3.17
P0072,Team_H,Forward,64,1.9,2.7,3.2,32.2,30,5,0.51
P0073,Team_B,Guard,16,5.3,3.0,2.3,37.9,37,10,0.5
P0074,Team_D,Guard,51,13.3,4.9,8.6,19.5,34,7,8.64
P0075,Team_A,Forward,10,26.4,7.9,6.0,40.0,36,5,5.48
P0076,Team_E,Center,10,21.8,0.0,7.4,24.9,23,6,0.5
P0077,Team_L,Forward,22,13.6,8.3,6.6,5.2,35,9,3.01
P0078,Team_L,Defender,37,0.9,0.0,4.0,41.9,25,0,1.79
P0079,Team_H,Center,32,5.6,4.2,0.3,25.4,20,13,7.8
P0080,Team_F,Defender,65,19.7,6.9,13.3,25.0,31,4,3.41
P0081,Team_D,Forward,51,9.0,0.0,16.3,41.2,32,3,4.59
P0082,Team_K,Defender,71,19.1,0.0,4.2,18.8,35,11,6.29
P0083,Team_F,Center,69,16.6,1.1,8.6,22.5,34,6,8.0
P0084,Team_A,Striker,51,19.2,3.5,9.3,19.9,34,4,4.52
P0085,Team_D,Center,59,8.9,0.9,6.7,20.2,28,14,2.82
P0086,Team_K,Guard,66,4.0,0.4,8.4,22.9,27,11,7.38
P0087,Team_A,Defender,67,0.8,2.5,5.8,18.5,34,11,0.69
P0088,Team_D,Striker,37,15.0,7.6,3.4,17.9,23,15,4.68
P0089,Team_B,Center,47,0.0,3.3,9.6,25.9,36,3,0.5
P0090,Team_B,Forward,36,18.3,9.5,4.2,28.3,36,16,8.16
P0091,Team_G,Midfielder,67,28.1,2.4,8.8,5.0,23,11,2.03
P0092,Team_F,Guard,76,7.7,6.4,1.8,31.8,37,6,1.11
P0093,Team_F,Striker,53,8.3,6.9,0.0,18.5,24,6,0.76
P0094,Team_L,Guard,60,13.8,3.0,0.2,17.0,25,13,2.17
P0095,Team_L,Guard,20,3.2,6.8,13.2,34.8,36,10,1.19
P0096,Team_I,Midfielder,56,22.8,0.0,10.7,31.0,31,8,6.01
P0097,Team_A,Midfielder,53,15.6,3.2,8.7,39.0,20,1,5.29
P0098,Team_A,Guard,68,8.1,1.6,1.9,39.0,26,15,0.5
P0099,Team_B,Center,65,8.5,12.5,3.4,5.3,30,0,1.31
P0100,Team_J,Forward,58,9.8,8.3,5.5,22.7,32,8,0.5
P0101,Team_E,Center,22,0.9,5.1,0.0,46.5,35,10,1.65
P0102,Team_E,Guard,55,17.3,7.7,6.0,9.0,29,0,1.32
P0103,Team_G,Defender,81,20.6,7.6,17.9,37.1,30,14,2.19
P0104,Team_F,Striker,72,0.0,5.9,8.2,26.1,27,12,0.5
P0105,Team_H,Defender,10,0.0,6.5,2.1,35.3,31,7,7.24
P0106,Team_D,Center,20,5.1,7.6,4.7,34.0,36,16,1.58
P0107,Team_F,Defender,66,15.3,4.5,6.1,22.2,32,5,0.89
P0108,Team_J,Guard,49,14.2,10.2,7.4,23.0,28,15,0.5
P0109,Team_J,Forward,59,6.9,3.6,3.8,24.8,31,14,2.84
P0110,Team_F,Guard,40,9.8,8.6,11.4,22.2,26,3,2.75
P0111,Team_K,Defender,63,13.6,4.2,7.1,41.3,33,9,0.5
P0112,Team_J,Midfielder,66,17.8,6.8,4.7,21.9,20,7,2.54
P0113,Team_D,Center,76,11.3,9.5,5.4,21.9,32,1,9.14
P0114,Team_E,Center,74,5.2,0.2,7.1,38.4,28,9,2.04
P0115,Team_F,Midfielder,15,14.5,4.9,4.1,37.7,21,13,5.23
P0116,Team_B,Midfielder,71,18.1,7.8,0.0,5.0,37,11,3.28
P0117,Team_D,Striker,49,9.1,7.5,10.2,33.3,36,15,1.19
P0118,Team_H,Center,24,15.6,4.1,12.6,48.0,37,2,4.61
P0119,Team_L,Guard,57,0.0,8.1,7.1,31.1,33,17,0.78
P0120,Team_I,Defender,57,5.9,3.7,9.6,20.2,31,2,0.5
P0121,Team_J,Striker,54,37.0,0.0,9.4,12.3,29,2,1.06
P0122,Team_C,Forward,42,13.5,7.1,5.3,15.3,21,8,0.5
P0123,Team_H,Forward,29,30.0,4.3,7.4,26.2,29,14,1.12
P0124,Team_A,Center,63,20.9,4.5,10.0,24.7,25,1,0.9
P0125,Team_D,Striker,45,2.3,6.5,3.0,9.3,36,1,2.01
P0126,Team_L,Guard,48,10.1,3.7,0.8,7.3,22,1,2.13
P0127,Team_B,Guard,30,12.8,1.3,1.6,27.8,31,17,0.69
P0128,Team_H,Guard,72,0.0,5.0,14.5,26.5,36,4,2.41
P0129,Team_G,Striker,70,11.7,4.6,9.6,12.6,22,13,0.84
P0130,Team_E,Striker,32,23.6,4.4,2.0,43.5,20,3,2.82
P0131,Team_G,Center,48,19.4,5.7,4.6,25.4,25,4,5.85
P0132,Team_E,Center,41,10.4,6.4,1.7,23.0,20,16,1.86
P0133,Team_H,Guard,28,0.0,3.7,5.9,16.4,24,13,1.02
P0134,Team_G,Defender,52,0.3,6.5,20.0,19.8,32,15,1.66
P0135,Team_D,Defender,68,8.3,0.6,16.0,35.5,25,6,6.46
P0136,Team_K,Striker,33,27.2,7.6,4.9,11.6,31,10,2.92
P0137,Team_F,Forward,60,8.7,2.8,5.3,25.7,20,15,0.66
P0138,Team_G,Forward,59,23.2,1.2,12.6,28.9,26,2,3.38
P0139,Team_K,Midfielder,71,18.4,2.7,0.6,28.9,22,3,2.31
P0140,Team_L,Midfielder,33,12.2,0.0,4.6,28.5,36,5,3.54
P0141,Team_K,Midfielder,55,10.6,4.0,8.0,21.3,34,5,1.67
P0142,Team_C,Forward,75,10.4,6.4,0.8,19.6,21,15,2.93
P0143,Team_I,Forward,11,19.2,0.0,5.8,10.7,27,8,0.54
P0144,Team_H,Striker,33,24.6,6.6,8.8,32.6,34,9,1.33
P0145,Team_G,Striker,14,0.0,4.3,0.0,35.9,36,1,4.48
P0146,Team_K,Defender,71,23.7,0.8,5.3,11.4,24,4,1.8
P0147,Team_G,Midfielder,49,12.7,4.3,6.0,33.7,22,17,4.82
P0148,Team_G,Forward,65,2.1,1.1,5.5,35.0,22,8,2.74
P0149,Team_A,Center,43,15.6,3.2,10.5,13.8,23,17,2.18
P0150,Team_H,Forward,62,6.9,6.5,12.9,28.3,30,12,0.53
P0151,Team_H,Defender,72,21.3,1.2,11.3,22.9,25,15,6.46
P0152,Team_H,Center,20,7.3,7.1,4.7,23.1,26,10,0.5
P0153,Team_J,Midfielder,70,0.0,6.1,10.1,40.6,22,12,2.35
P0154,Team_K,Defender,20,13.0,3.8,7.9,34.3,31,16,0.78
P0155,Team_D,Midfielder,47,8.7,5.3,0.0,28.0,34,7,0.5
P0156,Team_L,Guard,16,0.0,7.2,2.6,29.5,22,12,3.63
P0157,Team_L,Guard,41,0.0,1.8,0.0,32.1,21,17,2.9
P0158,Team_A,Guard,58,6.9,3.1,7.0,28.6,20,9,2.53
P0159,Team_G,Guard,32,6.6,3.9,12.7,26.3,30,17,0.98
P0160,Team_G,Forward,12,18.7,2.6,7.4,37.5,22,9,0.76
P0161,Team_H,Defender,55,26.2,5.7,5.5,9.4,25,17,3.62
P0162,Team_A,Midfielder,52,8.1,1.4,2.7,25.4,20,17,0.5
P0163,Team_G,Forward,53,4.0,5.6,9.1,35.6,21,12,8.21
P0164,Team_L,Striker,30,0.0,4.1,7.9,44.1,24,15,3.71
P0165,Team_H,Striker,60,2.1,2.7,3.9,22.7,28,4,1.19
P0166,Team_D,Guard,67,14.2,0.0,2.7,42.1,26,5,1.72
P0167,Team_H,Defender,32,3.5,0.1,2.0,42.7,34,0,12.63
P0168,Team_I,Defender,51,6.8,3.0,8.5,15.9,28,17,1.29
P0169,Team_K,Guard,76,17.7,0.0,8.4,31.3,24,8,1.44
P0170,Team_L,Forward,46,3.3,5.4,7.8,13.1,29,0,2.2
P0171,Team_C,Forward,59,9.8,5.8,0.0,36.7,21,5,1.03
P0172,Team_A,Midfielder,63,0.0,7.3,2.7,22.8,29,10,0.6
P0173,Team_A,Striker,55,13.2,3.4,8.2,34.6,34,2,5.7
P0174,Team_B,Guard,52,15.8,2.0,4.1,9.8,29,3,0.5
P0175,Team_A,Midfielder,69,21.4,1.5,10.0,18.1,34,17,2.36
P0176,Team_L,Center,27,10.9,11.0,1.7,32.0,23,6,1.69
P0177,Team_H,Striker,68,17.5,6.9,5.8,26.7,25,10,0.5
P0178,Team_G,Striker,18,10.1,0.6,7.8,23.2,31,6,5.89
P0179,Team_L,Midfielder,18,8.6,8.4,7.3,24.7,22,1,6.31
P0180,Team_K,Striker,42,11.9,1.3,8.7,28.4,23,11,0.78
P0181,Team_D,Defender,19,15.0,4.3,0.0,19.9,25,12,1.0
P0182,Team_E,Midfielder,17,5.5,0.1,6.6,24.1,28,12,4.69
P0183,Team_I,Forward,69,0.0,3.2,8.3,10.8,27,13,2.62
P0184,Team_B,Center,46,9.1,5.6,10.7,17.1,32,6,7.2
P0185,Team_K,Guard,62,24.1,2.0,6.6,8.8,32,3,1.13
P0186,Team_K,Guard,66,7.2,7.0,15.6,21.5,29,4,1.69
P0187,Team_B,Forward,71,2.5,7.5,0.0,37.0,26,0,2.95
P0188,Team_E,Center,55,12.1,3.4,9.8,28.3,35,13,1.02
P0189,Team_K,Forward,56,18.4,3.1,7.1,25.4,29,8,1.54
P0190,Team_C,Striker,63,1.4,8.8,14.2,34.1,27,4,1.66
P0191,Team_B,Midfielder,49,13.1,3.8,6.7,18.6,32,2,0.69
P0192,Team_E,Guard,74,20.0,0.3,13.8,48.0,24,8,2.97
P0193,Team_A,Defender,31,23.1,4.8,4.6,28.3,30,12,4.76
P0194,Team_B,Midfielder,32,15.1,3.4,5.1,9.6,25,2,10.14
P0195,Team_C,Forward,72,10.6,4.9,11.9,37.2,27,5,3.63
P0196,Team_E,Forward,76,0.1,4.0,9.5,48.0,30,6,2.38
P0197,Team_C,Striker,11,12.4,0.0,2.2,26.9,35,1,0.88
P0198,Team_J,Defender,57,26.3,0.0,16.1,39.8,28,3,2.39
P0199,Team_G,Defender,77,0.5,1.3,2.1,25.9,22,15,6.33
P0200,Team_I,Striker,43,14.7,10.8,7.0,27.0,33,0,2.46
P0201,Team_F,Striker,29,9.7,6.7,6.4,25.3,32,3,1.02
P0202,Team_J,Center,23,8.9,6.5,5.4,32.7,33,8,1.67
P0203,Team_L,Striker,39,0.1,5.6,7.8,33.6,26,8,0.94
P0204,Team_F,Defender,73,6.7,0.8,4.5,5.0,22,5,3.67
P0205,Team_E,Forward,81,0.0,8.6,3.4,21.6,33,14,1.07
P0206,Team_E,Forward,53,22.6,0.4,7.8,35.7,30,14,0.88
P0207,Team_D,Center,75,14.1,6.2,7.6,40.5,25,16,1.82
P0208,Team_C,Forward,13,22.2,0.0,5.6,34.5,30,5,1.92
P0209,Team_E,Forward,13,18.6,2.4,9.3,28.7,25,14,4.85
P0210,Team_F,Guard,54,9.9,0.0,2.4,16.6,21,11,0.5
P0211,Team_E,Forward,58,24.8,7.1,6.9,30.4,34,4,6.6
P0212,Team_H,Defender,43,9.2,1.6,0.0,26.7,31,12,1.75
P0213,Team_D,Defender,74,7.4,1.1,5.6,32.1,31,1,2.49
P0214,Team_F,Defender,15,11.4,0.9,5.4,23.7,35,10,0.5
P0215,Team_L,Forward,25,12.6,1.1,5.0,28.7,33,3,1.91
P0216,Team_H,Forward,53,12.9,6.5,6.6,26.9,36,16,2.27
P0217,Team_B,Striker,61,3.1,5.7,4.5,20.4,29,14,1.9
P0218,Team_I,Defender,10,7.5,10.2,8.1,30.8,25,13,2.23
P0219,Team_D,Center,65,2.1,2.8,9.1,26.4,35,12,0.98
P0220,Team_C,Defender,27,20.1,4.1,4.2,20.0,27,14,0.74
P0221,Team_B,Midfielder,25,0.0,7.1,8.5,23.4,20,13,2.6
P0222,Team_H,Striker,77,18.8,3.7,4.3,39.4,33,13,2.48
P0223,Team_I,Center,51,25.7,0.0,0.0,5.0,24,7,0.74
P0224,Team_H,Center,81,13.7,5.9,8.0,29.9,23,13,1.75
P0225,Team_G,Striker,19,22.4,6.4,6.2,31.9,22,17,3.28
P0226,Team_F,Center,26,1.6,0.3,8.4,35.0,32,4,10.81
P0227,Team_A,Midfielder,80,11.3,4.9,1.8,30.5,22,7,0.67
P0228,Team_E,Guard,62,17.1,5.0,10.7,18.1,33,17,1.74
P0229,Team_E,Defender,68,13.5,3.7,2.5,26.7,30,17,1.28
P0230,Team_L,Guard,61,11.7,4.5,3.6,28.7,36,1,2.55
P0231,Team_K,Defender,21,19.9,7.3,3.6,13.2,22,1,4.09
P0232,Team_E,Forward,62,10.6,6.3,5.7,28.5,32,15,0.88
P0233,Team_A,Midfielder,32,14.7,2.4,1.7,27.4,25,13,0.65
P0234,Team_J,Striker,79,9.8,3.8,0.0,19.0,32,13,1.3
P0235,Team_K,Center,45,2.8,2.3,11.3,27.1,27,14,7.04
P0236,Team_F,Striker,57,18.5,2.8,5.6,19.4,33,6,2.06
P0237,Team_I,Guard,66,13.7,7.2,0.0,39.9,37,8,0.5
P0238,Team_H,Center,30,14.4,4.8,1.4,17.6,27,8,1.49
P0239,Team_L,Defender,33,20.7,5.9,2.6,43.9,30,8,0.6
P0240,Team_E,Center,78,13.1,4.3,10.2,25.2,33,15,2.34
P0241,Team_K,Forward,42,26.2,1.0,4.4,45.8,21,5,3.75
P0242,Team_J,Center,41,12.0,5.2,3.1,17.9,27,17,1.07
P0243,Team_L,Midfielder,76,6.0,3.3,5.0,35.9,26,3,3.92
P0244,Team_B,Striker,47,16.8,7.4,7.0,40.6,24,17,0.5
P0245,Team_F,Forward,57,0.0,3.6,11.0,34.4,24,10,2.27
P0246,Team_H,Forward,36,12.4,1.4,4.7,10.3,29,8,4.86
P0247,Team_C,Striker,71,18.1,0.5,2.0,15.8,28,16,0.87
P0248,Team_E,Center,49,29.6,6.2,10.5,22.5,25,2,1.03
P0249,Team_F,Guard,62,14.8,6.7,0.0,33.3,21,15,6.9
P0250,Team_G,Forward,79,0.0,8.6,0.0,16.1,35,4,6.01
P0251,Team_K,Guard,45,3.3,5.6,4.7,30.0,37,16,1.64
P0252,Team_D,Midfielder,80,11.2,3.1,5.8,40.6,24,9,0.66
P0253,Team_C,Forward,70,22.2,4.7,5.8,34.4,25,10,4.27
P0254,Team_F,Forward,38,1.2,0.0,13.6,23.7,31,13,1.52
P0255,Team_E,Forward,29,25.6,3.5,5.4,19.7,28,1,4.76
P0256,Team_F,Forward,53,22.5,4.6,11.9,24.5,37,11,0.5
P0257,Team_J,Center,79,18.8,7.8,0.0,18.2,28,6,0.5
P0258,Team_H,Forward,45,2.0,9.8,4.7,11.1,20,13,3.07
P0259,Team_H,Center,50,11.0,7.5,8.8,29.0,36,1,0.65
P0260,Team_A,Forward,79,3.4,5.2,4.9,24.8,27,0,0.5
P0261,Team_K,Midfielder,29,0.0,7.5,3.5,24.8,25,12,0.5
P0262,Team_B,Guard,44,10.4,4.5,8.7,34.3,32,17,3.55
P0263,Team_E,Striker,11,17.2,0.0,13.8,29.9,35,14,4.42
P0264,Team_G,Striker,49,3.1,7.1,1.6,32.1,32,9,1.91
P0265,Team_H,Forward,41,15.6,1.4,0.8,35.3,37,11,1.6
P0266,Team_I,Forward,61,23.8,6.2,6.9,27.5,27,17,3.13
P0267,Team_E,Center,81,21.2,5.1,4.5,33.4,35,1,1.97
P0268,Team_I,Forward,81,12.7,9.3,6.4,20.7,35,6,3.69
P0269,Team_D,Midfielder,80,14.2,5.9,2.6,19.6,27,15,7.46
P0270,Team_L,Guard,46,16.6,0.0,7.1,27.8,21,2,3.56
P0271,Team_D,Midfielder,27,16.1,2.2,3.4,17.1,31,16,3.41
P0272,Team_F,Forward,50,3.6,5.8,1.8,21.6,30,4,1.05
P0273,Team_A,Striker,64,31.2,3.4,7.3,21.2,33,13,1.36
P0274,Team_G,Center,65,0.0,6.1,4.2,14.6,35,2,0.61
P0275,Team_I,Defender,53,8.4,6.4,5.1,11.3,26,8,2.16
P0276,Team_D,Midfielder,15,10.5,5.4,4.2,17.0,21,9,3.33
P0277,Team_E,Guard,19,0.0,8.0,3.0,37.7,25,11,3.0
P0278,Team_D,Center,42,23.5,5.2,0.4,37.8,28,8,3.66
P0279,Team_G,Center,70,9.1,0.0,1.8,38.2,27,4,3.67
P0280,Team_B,Defender,25,12.1,1.1,0.0,48.0,23,1,17.48
P0281,Team_A,Forward,49,1.3,7.8,8.2,33.2,24,13,0.84
P0282,Team_I,Guard,37,17.8,4.3,9.0,35.6,24,2,2.2
P0283,Team_K,Striker,64,16.2,3.5,5.8,38.7,35,16,0.62
P0284,Team_B,Guard,15,19.1,3.4,5.6,20.7,35,11,1.47
P0285,Team_I,Defender,49,8.9,8.8,8.6,37.7,23,8,3.21
P0286,Team_C,Midfielder,51,1.9,2.9,4.3,10.9,30,3,3.26
P0287,Team_F,Striker,45,7.7,2.6,8.7,22.1,25,5,2.42
P0288,Team_D,Center,68,20.2,8.7,0.2,32.2,35,14,2.15
P0289,Team_I,Forward,54,5.9,3.7,14.0,22.8,20,1,2.01
P0290,Team_H,Striker,46,0.0,0.9,5.0,24.8,21,16,1.27
P0291,Team_C,Center,74,13.0,7.8,1.5,29.8,31,13,3.21
P0292,Team_C,Striker,59,1.9,4.9,8.6,32.0,31,2,2.62
P0293,Team_G,Defender,69,0.0,0.2,0.0,39.2,21,7,0.51
P0294,Team_H,Defender,45,16.9,4.0,8.6,28.7,33,17,2.15
P0295,Team_J,Center,31,19.0,8.2,1.6,32.4,36,5,0.57
P0296,Team_H,Guard,57,1.4,11.1,6.5,29.0,30,14,2.93
P0297,Team_A,Forward,68,19.4,9.7,0.0,28.8,34,2,15.36
P0298,Team_F,Forward,64,3.7,8.3,13.3,26.3,23,9,6.02
P0299,Team_J,Midfielder,70,9.6,8.4,6.1,5.0,31,0,0.61
P0300,Team_J,Midfielder,34,8.9,3.1,4.9,23.8,25,6,3.81
P0301,Team_F,Center,79,19.6,2.8,0.0,5.0,36,3,3.7
P0302,Team_K,Defender,75,13.2,3.3,4.3,31.3,25,11,0.55
P0303,Team_K,Midfielder,18,24.4,3.4,4.5,21.9,37,13,1.42
P0304,Team_F,Midfielder,55,10.5,0.0,3.3,19.4,37,10,10.09
P0305,Team_E,Forward,74,20.6,6.6,6.3,15.2,33,15,16.27
P0306,Team_J,Striker,12,14.4,5.1,2.5,30.6,35,6,2.72
P0307,Team_F,Guard,65,21.8,4.4,8.6,22.6,35,7,5.14
P0308,Team_C,Guard,70,18.0,2.4,4.4,17.7,21,1,1.78
P0309,Team_A,Forward,62,5.4,5.0,1.9,39.0,24,1,6.84
P0310,Team_J,Center,53,18.7,3.7,7.4,23.5,31,7,2.42
P0311,Team_B,Defender,78,5.0,0.0,9.7,24.5,33,10,4.55
P0312,Team_F,Midfielder,79,9.6,3.0,5.0,13.0,21,7,3.58
P0313,Team_L,Defender,48,12.8,4.4,7.6,13.7,22,6,1.03
P0314,Team_E,Guard,36,17.9,4.4,10.3,19.6,25,3,2.37
P0315,Team_E,Defender,60,17.3,5.1,6.3,30.8,37,7,4.31
P0316,Team_I,Striker,62,18.4,7.6,8.0,43.1,26,3,1.54
P0317,Team_G,Midfielder,35,13.4,3.6,0.0,38.8,23,15,0.5
P0318,Team_I,Guard,33,14.4,5.3,6.1,39.5,21,12,0.63
P0319,Team_K,Midfielder,27,17.9,0.0,6.1,22.2,30,5,5.22
P0320,Team_E,Defender,64,21.1,8.6,3.3,18.4,37,2,0.5
P0321,Team_F,Defender,55,6.7,8.7,5.4,26.5,23,4,1.03
P0322,Team_C,Guard,23,15.4,1.3,8.7,16.0,29,7,1.91
P0323,Team_A,Striker,71,20.5,0.9,6.5,28.1,21,16,0.5
P0324,Team_A,Guard,16,19.0,1.6,7.1,27.6,29,9,7.62
P0325,Team_A,Defender,37,9.6,1.2,11.5,18.8,37,7,1.68
P0326,Team_A,Center,29,8.4,4.0,4.6,22.5,28,9,2.77
P0327,Team_J,Forward,34,1.8,6.3,9.1,28.3,21,11,8.14
P0328,Team_H,Midfielder,39,19.6,1.8,0.0,20.0,26,14,2.24
P0329,Team_K,Striker,71,7.8,1.9,4.8,18.9,30,7,2.86
P0330,Team_A,Striker,33,11.0,0.0,5.8,28.2,34,15,1.84
P0331,Team_F,Striker,30,6.4,4.8,9.7,31.5,33,10,6.79
P0332,Team_G,Forward,28,21.2,9.6,3.3,29.4,28,4,7.11
P0333,Team_D,Midfielder,11,20.0,0.0,5.0,19.2,28,14,2.38
P0334,Team_E,Striker,26,10.9,1.4,8.1,9.3,24,4,0.5
P0335,Team_F,Center,69,7.6,1.8,6.9,17.7,33,9,2.42
P0336,Team_G,Defender,64,23.1,0.0,9.4,31.3,27,7,2.52
P0337,Team_I,Center,49,22.5,5.9,11.3,32.5,29,11,0.51
P0338,Team_I,Guard,36,11.0,3.6,5.9,28.8,32,3,0.5
P0339,Team_K,Midfielder,64,11.5,4.0,1.1,32.7,33,14,0.5
P0340,Team_C,Forward,12,5.8,6.5,0.0,20.7,34,9,1.61
P0341,Team_D,Center,28,14.6,2.2,4.2,26.3,29,14,0.5
P0342,Team_D,Guard,73,4.0,8.5,10.1,21.5,35,16,1.65
P0343,Team_D,Guard,17,3.7,6.9,10.7,38.7,35,2,3.56
P0344,Team_L,Center,62,15.3,9.0,4.4,9.3,33,16,1.11
P0345,Team_H,Guard,23,15.0,0.9,5.8,28.3,21,8,1.78
P0346,Team_F,Guard,61,8.0,9.4,11.0,18.8,30,12,0.5
P0347,Team_K,Striker,40,23.9,3.8,4.4,25.2,26,7,3.75
P0348,Team_K,Forward,53,6.7,0.0,8.7,27.2,24,13,3.31
P0349,Team_G,Center,44,11.8,2.4,11.4,23.2,29,9,9.88
P0350,Team_I,Center,62,19.8,1.5,3.5,39.4,25,5,1.82
P0351,Team_G,Guard,11,10.5,1.9,9.5,26.6,20,15,6.42
P0352,Team_H,Guard,61,15.9,3.4,7.2,13.8,21,12,0.5
P0353,Team_A,Guard,29,17.9,6.9,2.5,44.2,28,15,0.89
P0354,Team_G,Defender,18,10.9,1.5,10.7,31.4,21,6,2.09
P0355,Team_H,Guard,34,14.3,8.6,11.0,32.6,23,16,0.5
