player_id,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,minutes_per_game,age,experience_years,salary_millions
P0051,Team_E,Guard,15,2.9,10.9,0.0,30.7,28,7,6.96
P0052,Team_F,Defender,70,18.9,5.1,1.6,18.5,26,3,0.72
P0053,Team_J,Midfielder,20,20.7,7.0,12.6,15.3,35,8,4.9
P0054,Team_F,Midfielder,30,16.8,6.7,5.9,18.2,35,11,0.5
P0055,Team_L,Guard,66,25.6,4.5,15.1,25.8,23,15,2.24
P0056,Team_B,Midfielder,35,28.6,7.6,7.4,45.1,32,9,1.34
P0057,Team_G,Forward,33,20.9,3.1,2.8,32.6,36,10,1.52
P0058,Team_J,Striker,11,21.0,7.3,6.6,34.7,21,1,0.5
P0059,Team_L,Defender,61,0.0,4.2,10.6,13.3,29,6,8.03
P0060,Team_D,Center,62,13.5,6.5,7.7,48.0,23,9,3.78
P0061,Team_J,Midfielder,69,13.0,3.2,0.5,26.5,23,7,5.61
P0062,Team_J,Forward,54,17.6,6.8,3.7,14.3,27,13,4.8
P0063,Team_B,Guard,41,14.9,7.8,0.5,21.6,26,3,2.39
P0064,Team_G,Midfielder,81,0.0,8.1,6.5,23.3,37,5,0.5
P0065,Team_K,Center,32,7.5,6.0,4.7,19.3,25,9,0.5
P0066,Team_A,Defender,21,16.7,2.4,3.3,38.5,25,14,7.03
P0067,Team_B,Striker,75,4.6,8.6,4.2,18.9,37,17,5.14
P0068,Team_G,Defender,36,15.0,1.9,8.1,10.0,20,17,2.39
P0069,Team_B,Midfielder,62,12.0,1.8,14.3,24.6,21,6,0.5
P0070,Team_L,Center,62,2.0,4.0,2.4,34.3,29,14,3.28
P0071,Team_I,Guard,60,13.4,4.8,8.4,26.0,20,9,0.6
P0072,Team_K,Guard,62,5.2,3.8,11.5,15.9,29,17,5.91
P0073,Team_L,Defender,63,10.1,0.1,0.0,36.6,32,5,4.22
P0074,Team_J,Striker,15,1.1,2.0,3.2,24.1,33,4,1.94
P0075,Team_I,Forward,19,11.6,0.5,3.2,27.4,23,11,1.47
P0076,Team_J,Center,32,6.4,3.5,3.8,16.1,35,5,0.66
P0077,Team_I,Guard,42,22.8,3.3,7.6,25.3,34,12,0.66
P0078,Team_E,Guard,52,25.3,7.9,9.6,5.0,27,16,9.58
P0079,Team_J,Guard,81,10.4,4.5,0.2,34.3,32,9,3.15
P0080,Team_E,Forward,27,0.5,6.7,9.9,9.7,35,1,2.15
P0081,Team_D,Midfielder,48,12.6,1.3,7.7,26.2,21,5,2.96
P0082,Team_L,Center,30,7.7,3.3,0.0,24.7,32,3,2.97
P0083,Team_E,Striker,14,12.5,0.0,1.0,20.0,35,7,7.72
P0084,Team_B,Midfielder,73,13.8,1.0,3.9,7.7,21,6,3.74
P0085,Team_H,Midfielder,27,12.3,0.0,2.2,33.3,37,15,1.09
P0086,Team_H,Center,15,10.3,0.0,2.6,28.4,31,16,0.8
P0087,Team_I,Defender,22,19.4,5.6,2.1,29.3,22,13,0.5
P0088,Team_B,Center,36,8.2,2.7,2.2,23.3,26,3,1.4
P0089,Team_F,Defender,10,14.1,5.6,14.3,31.0,36,1,4.31
P0090,Team_G,Guard,40,15.0,0.6,7.5,48.0,24,16,1.02
P0091,Team_D,Center,48,21.7,4.7,0.0,21.9,22,1,4.83
P0092,Team_H,Defender,60,21.9,6.6,3.8,41.8,21,0,5.78
P0093,Team_C,Guard,66,14.4,6.8,8.3,14.9,32,9,4.25
P0094,Team_F,Defender,66,6.2,2.1,3.4,29.3,28,6,1.16
P0095,Team_I,Guard,19,12.9,0.0,7.8,10.3,32,6,11.06
P0096,Team_E,Striker,14,8.9,5.6,9.0,26.2,32,15,1.19
P0097,Team_E,Midfielder,60,6.4,4.5,10.3,26.7,24,15,1.41
P0098,Team_D,Forward,44,11.4,4.2,3.2,19.5,22,2,7.96
P0099,Team_L,Forward,32,22.0,3.2,8.6,19.9,36,17,3.51
P0100,Team_I,Defender,10,13.3,10.4,3.1,26.8,22,17,3.3
P0101,Team_C,Center,64,18.7,2.8,10.8,11.2,25,15,0.95
P0102,Team_H,Forward,35,21.2,4.2,12.3,21.1,27,17,0.5
P0103,Team_K,Forward,38,4.6,3.4,7.8,22.4,23,7,1.84
P0104,Team_H,Guard,72,22.9,2.7,5.8,15.8,35,4,0.54
P0105,Team_H,Striker,32,5.5,1.9,10.0,23.1,35,7,0.5
P0106,Team_C,Guard,40,31.8,1.9,0.0,19.1,25,6,0.96
P0107,Team_F,Forward,24,14.9,1.5,12.0,37.4,27,4,0.5
P0108,Team_H,Defender,12,6.4,1.3,7.0,17.3,32,15,5.42
P0109,Team_G,Defender,26,14.4,4.3,0.0,8.7,33,15,0.77
P0110,Team_K,Midfielder,75,9.4,1.5,4.5,5.0,32,15,0.95
P0111,Team_C,Defender,67,5.5,3.1,13.5,28.4,27,8,0.76
P0112,Team_I,Striker,29,14.9,0.0,5.5,30.5,24,13,5.81
P0113,Team_D,Defender,65,17.6,7.6,12.6,5.0,34,11,2.71
P0114,Team_C,Guard,60,10.9,6.4,5.1,23.0,26,13,2.07
P0115,Team_K,Forward,73,23.4,5.1,8.9,10.8,23,2,15.86
P0116,Team_I,Center,71,24.4,4.1,8.5,26.3,22,4,0.5
P0117,Team_J,Midfielder,11,26.5,6.9,5.2,35.1,22,14,2.39
P0118,Team_G,Striker,80,9.6,3.4,3.7,18.3,25,5,3.44
P0119,Team_J,Guard,24,13.6,3.8,2.8,30.8,33,9,4.39
P0120,Team_J,Defender,67,20.8,0.8,0.0,15.8,24,4,4.33
P0121,Team_A,Striker,56,9.1,9.1,7.3,20.5,27,8,3.39
P0122,Team_L,Defender,53,6.7,7.7,4.5,21.6,30,3,3.29
P0123,Team_C,Guard,13,20.5,4.0,0.7,9.4,35,3,0.5
P0124,Team_H,Center,81,10.4,5.6,0.7,44.8,25,15,1.75
P0125,Team_G,Forward,16,13.4,4.9,4.5,45.0,27,9,2.12
P0126,Team_E,Center,38,17.2,3.1,8.6,39.0,35,16,4.96
P0127,Team_I,Guard,67,3.8,5.8,6.4,21.4,23,16,1.55
P0128,Team_D,Defender,12,15.6,6.5,8.6,30.1,27,17,2.31
P0129,Team_B,Midfielder,42,15.3,7.4,10.9,32.5,33,14,0.5
P0130,Team_J,Midfielder,43,8.3,8.2,3.9,35.9,35,7,2.77
P0131,Team_K,Striker,22,20.7,3.3,4.0,14.8,22,16,1.87
P0132,Team_E,Midfielder,56,25.6,4.0,8.7,38.1,36,6,11.19
P0133,Team_F,Midfielder,78,0.0,8.4,6.2,22.6,22,9,4.16
P0134,Team_C,Defender,20,0.0,4.5,1.0,36.7,21,4,2.29
P0135,Team_I,Defender,62,1.6,2.9,4.5,15.9,24,1,3.3
P0136,Team_J,Center,19,5.7,0.0,2.5,22.3,22,13,1.72
P0137,Team_H,Defender,72,13.2,5.1,6.2,43.5,25,4,1.81
P0138,Team_D,Midfielder,41,23.8,4.5,2.0,22.3,20,6,1.87
P0139,Team_A,Forward,58,8.1,6.2,6.0,31.2,21,12,0.74
P0140,Team_I,Defender,41,5.4,1.2,8.4,35.8,27,17,2.06
P0141,Team_G,Forward,22,26.4,7.1,3.1,30.8,25,5,6.32
P0142,Team_J,Midfielder,29,18.7,6.6,8.8,22.3,27,11,1.11
P0143,Team_E,Center,74,7.2,0.0,4.2,28.2,20,14,0.5
P0144,Team_B,Striker,60,16.9,7.1,2.6,37.5,20,4,7.08
P0145,Team_G,Striker,66,4.5,2.9,9.4,31.0,32,8,4.07
P0146,Team_A,Guard,59,13.1,0.0,0.6,21.0,35,2,1.71
P0147,Team_D,Forward,73,0.0,3.4,5.7,30.0,36,1,2.36
P0148,Team_G,Defender,23,16.3,2.7,6.9,15.9,27,5,4.75
P0149,Team_F,Guard,27,9.4,5.7,2.1,32.2,29,4,2.96
P0150,Team_F,Guard,17,11.7,0.0,2.1,13.6,35,15,8.1
P0151,Team_H,Striker,42,4.6,3.4,5.5,20.4,34,16,7.51
P0152,Team_F,Forward,33,20.5,3.1,1.5,17.3,26,14,0.5
P0153,Team_F,Striker,68,24.2,6.7,2.9,33.4,22,10,4.06
P0154,Team_F,Forward,55,13.4,0.0,1.8,22.3,23,11,3.43
P0155,Team_A,Guard,71,29.2,0.4,5.1,30.4,27,6,0.5
P0156,Team_E,Defender,35,0.0,6.5,4.6,22.4,33,0,5.96
P0157,Team_B,Forward,81,6.9,0.0,5.4,30.1,20,6,3.68
P0158,Team_J,Defender,69,0.0,7.0,4.4,25.5,27,14,1.83
P0159,Team_A,Guard,13,12.5,5.8,2.5,28.0,37,4,8.8
P0160,Team_L,Striker,70,18.1,1.0,5.2,25.9,27,2,8.25
P0161,Team_B,Defender,29,0.9,1.5,6.5,23.5,23,6,0.54
P0162,Team_B,Striker,75,9.6,4.9,6.7,16.1,31,16,0.5
P0163,Team_F,Defender,60,19.7,4.2,2.8,28.3,29,9,1.52
P0164,Team_L,Center,56,12.5,0.2,0.0,11.7,25,15,7.83
P0165,Team_C,Center,65,10.8,5.3,5.0,20.6,30,2,5.55
P0166,Team_K,Striker,24,18.4,1.0,15.3,25.3,30,11,3.12
P0167,Team_D,Striker,14,0.0,9.2,0.0,40.3,34,11,8.27
P0168,Team_A,Striker,60,9.9,4.6,0.0,28.7,30,10,0.5
P0169,Team_C,Guard,46,17.3,7.0,7.0,15.6,36,17,0.76
P0170,Team_J,Striker,38,36.0,3.6,0.0,33.1,28,8,2.5
P0171,Team_F,Center,19,10.5,3.4,5.0,34.9,31,1,2.1
P0172,Team_A,Center,22,22.1,1.1,0.0,19.1,34,7,3.5
P0173,Team_K,Guard,38,9.0,7.0,2.6,10.8,31,5,0.5
P0174,Team_I,Center,18,6.3,4.5,4.3,36.5,25,10,13.13
P0175,Team_G,Midfielder,30,19.5,5.7,8.1,25.4,28,11,0.58
P0176,Team_J,Midfielder,35,14.2,4.4,0.0,35.9,24,7,3.98
P0177,Team_C,Guard,75,12.2,10.7,8.1,12.9,24,16,1.9
P0178,Team_F,Forward,58,8.9,5.3,3.8,37.4,32,5,1.74
P0179,Team_B,Midfielder,81,7.5,7.9,5.8,31.0,22,10,0.5
P0180,Team_E,Midfielder,48,4.3,5.2,5.5,17.0,25,0,2.05
P0181,Team_L,Center,35,12.8,0.9,9.1,18.1,28,11,2.96
P0182,Team_B,Center,31,6.2,0.9,6.4,22.9,20,0,2.81
P0183,Team_H,Striker,70,0.0,1.4,8.2,15.8,22,10,2.0
P0184,Team_C,Forward,58,15.8,5.8,7.9,24.7,26,10,3.25
P0185,Team_D,Forward,59,19.6,2.5,5.1,6.4,23,5,1.89
P0186,Team_F,Midfielder,18,6.8,3.2,11.4,8.6,32,15,3.55
P0187,Team_E,Striker,32,10.5,0.9,0.0,32.3,26,5,0.89
P0188,Team_C,Defender,52,14.6,2.7,2.6,15.5,29,7,5.64
P0189,Team_J,Striker,65,0.0,0.8,1.9,31.3,37,5,1.11
P0190,Team_H,Defender,20,5.1,3.6,6.4,23.2,33,12,2.35
P0191,Team_K,Defender,48,20.5,6.7,2.9,23.8,27,12,5.1
P0192,Team_J,Defender,79,8.3,2.5,1.2,7.6,21,5,0.5
P0193,Team_D,Defender,53,17.5,8.6,0.4,9.9,22,8,2.86
P0194,Team_B,Center,15,13.5,6.0,8.8,30.9,34,13,3.39
P0195,Team_L,Guard,63,28.5,4.7,3.3,23.6,36,14,2.14
P0196,Team_H,Midfielder,10,7.9,3.6,9.8,31.7,23,9,5.79
P0197,Team_J,Midfielder,74,1.6,5.4,1.4,12.9,30,2,9.88
P0198,Team_B,Midfielder,58,12.2,3.9,6.0,27.4,30,0,3.07
P0199,Team_C,Midfielder,79,19.4,3.7,16.2,30.6,29,13,3.82
P0200,Team_K,Guard,26,16.3,3.7,1.8,15.5,29,15,4.0
P0201,Team_G,Striker,57,7.8,0.9,9.5,14.3,37,11,2.39
P0202,Team_L,Forward,67,13.2,10.2,6.6,22.3,34,17,5.89
P0203,Team_H,Forward,38,6.5,10.5,10.3,34.2,32,13,2.58
P0204,Team_G,Midfielder,38,9.4,9.0,2.1,10.9,31,0,0.59
P0205,Team_C,Guard,57,11.3,4.6,0.0,31.1,36,8,2.55
P0206,Team_D,Striker,14,0.0,9.0,9.8,21.7,26,0,1.41
P0207,Team_C,Defender,55,5.7,5.8,2.2,29.0,27,8,0.92
P0208,Team_D,Forward,64,12.3,2.6,9.3,29.8,28,11,4.2
P0209,Team_F,Midfielder,22,18.8,6.4,8.7,18.8,29,15,1.44
P0210,Team_E,Forward,19,12.5,7.5,12.9,15.8,35,4,6.79
P0211,Team_H,Guard,56,13.0,2.1,0.0,31.3,27,13,1.9
P0212,Team_A,Midfielder,81,14.1,2.4,9.6,43.4,30,10,2.14
P0213,Team_H,Midfielder,49,0.0,2.6,6.1,20.2,27,6,1.5
P0214,Team_C,Forward,63,18.6,0.9,2.4,39.3,35,3,1.18
P0215,Team_E,Striker,22,10.7,4.5,7.1,21.4,32,10,0.5
P0216,Team_G,Guard,75,0.7,2.7,8.5,25.0,20,11,1.56
P0217,Team_C,Center,69,15.3,3.6,7.9,13.1,21,1,3.64
P0218,Team_G,Guard,64,20.4,3.0,8.1,28.9,32,8,3.11
P0219,Team_L,Defender,37,3.5,2.5,8.8,30.1,24,6,0.5
P0220,Team_F,Midfielder,36,10.5,10.5,4.6,36.1,36,10,4.11
P0221,Team_F,Guard,77,6.5,5.4,8.9,38.2,35,16,1.94
P0222,Team_B,Defender,67,16.0,4.5,2.4,22.3,23,1,8.57
P0223,Team_A,Forward,15,4.3,3.1,0.0,27.2,36,4,6.66
P0224,Team_G,Defender,22,0.8,3.6,7.6,16.6,28,13,6.06
P0225,Team_E,Center,74,14.0,9.2,6.8,21.3,27,7,7.69
P0226,Team_G,Forward,68,8.2,7.6,5.3,31.5,35,14,2.33
P0227,Team_K,Striker,52,24.4,9.6,4.7,18.0,29,9,1.58
P0228,Team_A,Guard,47,21.8,8.9,7.4,31.5,28,4,0.74
P0229,Team_H,Guard,70,3.2,0.0,1.3,25.8,37,12,9.62
P0230,Team_F,Midfielder,19,0.0,3.6,2.9,37.3,27,2,3.21
P0231,Team_A,Forward,70,15.7,2.1,8.1,15.5,29,2,0.5
P0232,Team_L,Midfielder,20,5.7,4.2,0.9,6.5,32,12,0.5
P0233,Team_H,Striker,40,11.8,1.3,4.5,22.6,20,6,0.98
P0234,Team_I,Forward,21,8.8,3.4,3.3,44.3,26,1,0.5
P0235,Team_L,Midfielder,57,8.0,7.7,9.1,45.2,34,7,3.74
P0236,Team_K,Midfielder,24,7.0,0.6,1.6,33.4,36,7,4.37
P0237,Team_F,Center,78,6.1,3.6,7.6,38.0,35,3,1.63
P0238,Team_J,Striker,17,15.8,4.0,6.2,21.9,30,12,4.53
P0239,Team_B,Defender,27,20.1,0.0,16.6,32.1,32,4,3.57
P0240,Team_D,Forward,18,30.3,5.9,0.5,26.9,30,7,0.5
P0241,Team_C,Forward,55,9.4,7.9,8.5,25.1,37,10,1.36
P0242,Team_E,Guard,47,6.9,4.8,7.1,47.0,26,17,0.5
P0243,Team_H,Forward,21,13.1,2.6,4.6,22.4,30,9,0.56
P0244,Team_E,Defender,38,0.0,4.8,8.2,47.1,25,14,4.65
P0245,Team_A,Defender,14,22.6,4.7,2.8,31.3,37,1,0.5
P0246,Team_C,Forward,71,10.3,6.1,9.2,41.0,34,16,3.38
P0247,Team_J,Center,57,15.1,2.9,10.0,31.5,21,1,4.77
P0248,Team_K,Forward,38,1.9,5.5,12.2,42.4,36,11,8.23
P0249,Team_H,Defender,43,27.0,11.6,5.8,23.8,30,10,0.55
P0250,Team_H,Guard,71,6.9,6.8,6.5,15.6,26,3,1.38
P0251,Team_B,Forward,70,9.0,1.7,1.6,34.2,33,13,7.87
P0252,Team_L,Striker,47,1.5,0.9,12.8,14.8,29,9,6.95
P0253,Team_I,Guard,77,4.5,6.9,4.2,35.7,23,3,1.68
P0254,Team_A,Midfielder,54,6.7,1.0,4.9,27.7,34,14,1.65
P0255,Team_A,Guard,10,13.3,5.7,4.0,34.3,24,11,11.12
P0256,Team_E,Center,23,0.0,2.4,5.9,27.9,34,3,0.6
P0257,Team_C,Defender,10,17.8,3.2,9.5,25.9,34,0,2.08
P0258,Team_E,Midfielder,24,18.5,3.4,3.2,19.8,34,17,1.93
P0259,Team_I,Defender,16,13.1,0.4,4.8,39.4,20,3,0.5
P0260,Team_I,Forward,22,15.9,0.9,16.8,39.1,31,13,3.59
P0261,Team_D,Defender,32,19.4,1.1,4.7,22.6,36,4,4.66
P0262,Team_G,Defender,29,15.9,2.6,6.9,28.7,26,15,2.06
P0263,Team_D,Striker,52,0.0,1.3,4.7,20.5,37,13,6.92
P0264,Team_I,Defender,11,8.9,7.1,9.8,24.1,36,14,3.27
P0265,Team_I,Striker,46,18.2,0.0,0.9,15.9,25,13,3.86
P0266,Team_B,Forward,69,15.5,9.6,3.6,43.3,28,17,0.5
P0267,Team_I,Midfielder,46,7.6,8.1,0.0,20.3,33,4,5.37
P0268,Team_L,Center,26,12.3,3.9,5.4,16.8,27,5,1.2
P0269,Team_G,Guard,64,28.7,3.1,4.4,27.1,31,4,4.09
P0270,Team_B,Midfielder,39,0.0,3.1,8.9,7.3,28,12,3.7
P0271,Team_F,Forward,79,9.0,7.0,5.8,19.1,22,9,1.74
P0272,Team_G,Forward,78,13.7,7.2,2.4,19.4,20,13,1.47
P0273,Team_J,Guard,37,14.5,4.1,4.4,27.1,20,10,2.39
P0274,Team_A,Center,64,20.4,1.1,3.0,20.0,35,5,1.32
P0275,Team_J,Forward,43,3.1,3.7,10.4,23.0,25,13,3.23
P0276,Team_K,Midfielder,19,2.1,12.1,2.1,14.3,33,6,0.5
P0277,Team_I,Midfielder,12,10.7,1.9,2.3,26.2,28,12,2.43
P0278,Team_C,Striker,63,18.0,4.2,3.6,36.0,21,9,1.27
P0279,Team_J,Striker,61,0.0,5.9,14.2,5.3,22,2,0.5
P0280,Team_A,Center,59,12.4,0.0,4.2,33.4,20,13,4.66
P0281,Team_C,Defender,69,0.0,0.2,7.8,33.4,37,13,1.5
P0282,Team_I,Guard,72,4.0,11.4,1.2,36.2,29,8,13.21
P0283,Team_E,Forward,67,1.9,3.7,4.5,28.5,21,3,0.5
P0284,Team_E,Midfielder,72,16.2,8.3,10.8,15.6,29,11,0.66
P0285,Team_D,Center,42,26.6,1.3,13.8,21.1,32,15,0.87
P0286,Team_K,Midfielder,62,6.8,9.2,1.4,32.2,30,6,6.51
P0287,Team_C,Guard,44,0.0,2.7,10.9,37.1,36,14,2.44
P0288,Team_H,Guard,67,0.0,1.4,3.4,27.6,35,8,3.06
P0289,Team_J,Defender,56,14.4,1.7,9.0,18.8,32,9,0.5
P0290,Team_G,Defender,19,13.4,4.6,7.9,28.0,26,2,9.29
P0291,Team_I,Center,19,19.2,2.1,7.2,21.1,20,1,0.5
P0292,Team_L,Guard,39,24.5,8.0,3.8,46.3,20,1,2.14
P0293,Team_I,Defender,64,17.2,8.4,4.2,10.4,35,5,2.55
P0294,Team_K,Forward,37,21.5,4.7,7.2,34.4,22,17,1.47
P0295,Team_B,Center,63,27.4,6.5,6.8,24.9,26,2,1.0
P0296,Team_H,Midfielder,27,0.0,6.9,0.4,47.3,32,2,0.87
P0297,Team_A,Forward,29,6.2,0.0,2.4,12.3,27,17,10.84
P0298,Team_G,Midfielder,52,17.2,0.0,5.3,26.6,32,10,2.77
P0299,Team_K,Striker,16,16.5,0.0,7.3,5.0,32,8,2.44
P0300,Team_H,Midfielder,40,29.9,4.7,4.7,17.9,22,12,0.67
P0301,Team_H,Forward,80,7.5,1.9,1.2,24.6,26,4,3.21
P0302,Team_J,Forward,62,7.5,5.4,8.0,23.0,24,6,1.94
P0303,Team_H,Defender,24,19.1,2.8,9.3,19.9,24,12,3.54
P0304,Team_D,Defender,36,0.0,9.2,8.7,25.2,33,4,1.08
P0305,Team_J,Midfielder,62,21.1,1.7,6.3,16.8,31,10,2.59
P0306,Team_D,Midfielder,25,20.5,7.3,4.3,31.8,33,7,0.5
P0307,Team_B,Guard,71,9.4,3.6,11.5,9.4,33,0,2.19
P0308,Team_D,Forward,57,1.0,1.1,11.2,10.2,34,0,0.5
P0309,Team_J,Guard,61,9.4,5.9,2.9,5.0,31,4,0.5
P0310,Team_A,Striker,73,15.3,4.3,1.9,19.3,31,16,3.66
P0311,Team_E,Forward,43,13.3,1.9,10.3,21.9,33,10,4.54
P0312,Team_A,Midfielder,48,25.2,3.9,3.4,20.4,24,8,1.4
P0313,Team_D,Midfielder,80,8.5,0.2,1.9,33.3,29,12,1.99
P0314,Team_G,Guard,39,22.6,5.1,1.9,28.7,20,7,5.88
P0315,Team_F,Center,64,7.9,8.4,8.9,34.0,32,9,0.62
P0316,Team_C,Guard,18,11.7,0.3,7.6,36.4,25,4,0.5
P0317,Team_H,Guard,81,6.7,2.5,6.8,21.4,34,17,0.77
P0318,Team_H,Defender,69,0.0,6.7,7.7,23.5,24,0,6.54
P0319,Team_K,Midfielder,29,0.0,2.9,9.9,25.7,28,15,5.63
P0320,Team_I,Center,79,0.0,3.4,9.2,5.0,29,8,0.5
P0321,Team_I,Striker,72,20.5,1.1,6.1,24.7,26,14,1.04
P0322,Team_G,Midfielder,81,15.5,5.6,0.0,26.4,22,3,0.5
P0323,Team_A,Forward,27,14.5,3.1,8.4,34.7,24,2,0.5
P0324,Team_E,Defender,28,10.5,5.1,9.5,27.8,31,17,0.77
P0325,Team_A,Forward,34,16.4,2.0,6.0,33.0,27,12,12.88
P0326,Team_B,Forward,58,25.6,5.3,6.5,24.3,23,14,2.47
P0327,Team_B,Midfielder,67,19.6,7.6,3.3,35.2,33,17,1.05
P0328,Team_J,Striker,42,15.7,5.2,2.3,20.1,21,0,0.6
P0329,Team_H,Forward,21,15.5,0.0,2.1,10.8,24,17,0.5
P0330,Team_C,Forward,35,6.5,0.5,9.9,30.8,21,1,1.38
P0331,Team_B,Forward,25,18.9,7.1,0.0,26.0,20,1,6.35
P0332,Team_J,Midfielder,50,11.7,0.9,3.2,20.6,26,3,1.11
P0333,Team_I,Forward,17,22.9,4.1,2.6,16.7,23,14,3.22
P0334,Team_A,Defender,67,6.5,2.0,2.5,36.1,21,12,2.01
P0335,Team_I,Forward,40,19.6,5.6,5.6,24.9,27,9,0.5
P0336,Team_J,Forward,18,8.8,0.0,4.3,38.1,23,9,2.67
P0337,Team_L,Center,59,6.5,5.2,10.1,30.2,30,15,0.5
P0338,Team_C,Striker,72,7.2,5.7,8.9,14.3,36,3,6.49
P0339,Team_B,Guard,79,6.4,1.1,10.9,5.0,30,5,4.64
P0340,Team_I,Center,75,22.9,5.2,1.4,16.5,29,5,0.5
P0341,Team_L,Forward,12,13.3,3.0,0.0,34.3,20,11,10.68
P0342,Team_D,Guard,62,11.6,7.1,5.7,38.0,34,15,2.41
P0343,Team_C,Defender,80,2.8,4.5,11.0,29.0,34,5,1.08
P0344,Team_D,Guard,56,3.2,8.9,0.6,21.8,36,9,2.34
P0345,Team_H,Guard,81,4.1,6.2,3.5,48.0,36,9,0.69
P0346,Team_F,Defender,51,15.1,0.8,7.3,38.3,26,7,4.12
P0347,Team_F,Defender,16,12.1,6.2,0.3,38.0,20,0,0.76
P0348,Team_C,Midfielder,77,16.7,6.2,8.3,14.3,26,1,5.22
P0349,Team_K,Midfielder,77,14.4,9.7,8.3,39.5,20,6,4.0
P0350,Team_E,Forward,26,15.9,2.1,3.6,35.1,32,13,3.3
P0351,Team_I,Defender,63,6.8,5.4,2.2,25.4,36,12,0.5
P0352,Team_L,Striker,49,23.2,8.2,11.6,29.7,37,13,9.38
P0353,Team_I,Striker,61,12.7,1.7,7.9,18.4,30,16,3.09
