customer_id,segment,acquisition_channel,signup_date,age,location,churn_flag
CUST_0071,New,Paid,2021-02-04,74,PA,0
CUST_0072,New,Paid,2021-08-14,37,NY,1
CUST_0073,Occasional,Paid,2020-08-29,50,CA,1
CUST_0074,Occasional,Paid,2021-08-11,43,PA,0
CUST_0075,Occasional,Social,2023-04-04,63,CA,1
CUST_0076,Regular,Social,2022-09-20,72,FL,0
CUST_0077,New,Email,2020-11-12,23,NY,1
CUST_0078,VIP,Organic,2023-10-14,67,FL,0
CUST_0079,VIP,Paid,2023-09-03,64,TX,0
CUST_0080,Occasional,Paid,2021-04-03,33,FL,1
CUST_0081,Occasional,Social,2020-01-22,20,OH,0
CUST_0082,Occasional,Email,2022-05-23,35,PA,0
CUST_0083,Occasional,Organic,2022-06-27,62,TX,0
CUST_0084,New,Paid,2022-01-19,62,IL,1
CUST_0085,Regular,Email,2021-11-25,61,CA,1
CUST_0086,New,Referral,2021-10-23,49,NY,1
CUST_0087,Occasional,Social,2022-07-12,68,TX,1
CUST_0088,New,Organic,2023-05-15,24,FL,0
CUST_0089,New,Social,2020-06-07,41,FL,0
CUST_0090,Regular,Paid,2022-01-01,37,FL,1
CUST_0091,New,Organic,2022-08-04,53,CA,1
CUST_0092,Regular,Social,2021-07-31,53,PA,1
CUST_0093,Regular,Email,2022-01-24,71,IL,1
CUST_0094,New,Social,2023-06-14,57,IL,1
CUST_0095,Regular,Social,2022-05-16,25,FL,0
CUST_0096,VIP,Paid,2023-08-14,31,PA,0
CUST_0097,Occasional,Referral,2020-10-19,55,IL,0
CUST_0098,Occasional,Organic,2021-01-15,37,CA,1
CUST_0099,New,Email,2023-03-14,42,NY,0
CUST_0100,Occasional,Referral,2023-04-01,22,OH,0
CUST_0101,Occasional,Paid,2021-04-04,62,OH,1
CUST_0102,Occasional,Social,2023-11-19,20,PA,0
CUST_0103,New,Organic,2022-04-23,18,IL,0
CUST_0104,New,Organic,2022-08-29,74,PA,0
CUST_0105,New,Email,2023-02-18,54,OH,0
CUST_0106,Regular,Organic,2020-06-13,66,FL,1
CUST_0107,Occasional,Paid,2023-10-22,37,CA,0
CUST_0108,VIP,Referral,2022-08-26,37,CA,0
CUST_0109,New,Email,2020-04-28,23,IL,0
CUST_0110,VIP,Organic,2022-04-16,66,TX,1
CUST_0111,New,Paid,2021-05-04,70,CA,1
CUST_0112,VIP,Social,2020-05-05,42,CA,0
CUST_0113,VIP,Email,2022-11-28,67,OH,0
CUST_0114,Regular,Referral,2020-05-30,69,CA,1
CUST_0115,New,Social,2021-01-09,38,NY,0
CUST_0116,Regular,Referral,2021-10-30,64,PA,1
CUST_0117,New,Social,2023-05-01,60,CA,1
CUST_0118,New,Social,2023-03-14,25,OH,0
CUST_0119,Occasional,Email,2021-08-10,25,NY,0
CUST_0120,Regular,Organic,2022-03-11,36,OH,0
CUST_0121,Regular,Referral,2022-12-12,58,CA,0
CUST_0122,Occasional,Organic,2022-10-06,50,NY,1
CUST_0123,VIP,Organic,2022-02-19,70,IL,0
CUST_0124,New,Paid,2022-08-28,51,IL,1
CUST_0125,Regular,Social,2020-01-19,35,IL,1
CUST_0126,Regular,Referral,2022-04-30,28,NY,0
CUST_0127,New,Organic,2022-04-01,38,OH,1
CUST_0128,Regular,Referral,2021-12-11,36,FL,0
CUST_0129,Occasional,Organic,2023-12-11,49,NY,0
CUST_0130,Occasional,Social,2020-04-11,28,TX,0
CUST_0131,New,Social,2022-08-31,19,PA,1
CUST_0132,Occasional,Social,2020-03-25,25,CA,1
CUST_0133,Occasional,Referral,2021-09-20,43,NY,1
CUST_0134,Occasional,Referral,2020-10-30,32,FL,1
CUST_0135,Occasional,Social,2020-02-12,61,TX,1
CUST_0136,Occasional,Email,2020-01-21,72,OH,1
CUST_0137,New,Organic,2021-02-02,53,TX,1
CUST_0138,Occasional,Referral,2020-11-19,30,PA,0
CUST_0139,New,Referral,2023-09-19,21,IL,0
CUST_0140,New,Paid,2022-01-20,52,CA,0
CUST_0141,Regular,Organic,2020-01-02,30,FL,1
CUST_0142,Regular,Email,2020-12-15,24,OH,1
CUST_0143,VIP,Referral,2022-11-28,48,OH,0
CUST_0144,New,Social,2023-06-18,59,FL,0
CUST_0145,Occasional,Paid,2023-11-09,73,IL,0
CUST_0146,Regular,Referral,2022-06-09,72,PA,1
CUST_0147,Regular,Paid,2021-12-26,26,CA,0
CUST_0148,New,Social,2020-01-10,74,IL,1
CUST_0149,VIP,Organic,2020-05-31,43,TX,0
CUST_0150,Regular,Email,2020-02-19,53,FL,1
CUST_0151,Regular,Social,2022-05-06,36,FL,0
CUST_0152,New,Social,2024-01-02,22,OH,0
CUST_0153,New,Social,2023-02-05,50,OH,0
CUST_0154,Occasional,Referral,2021-10-23,32,TX,1
CUST_0155,Regular,Email,2023-03-29,27,NY,0
CUST_0156,Occasional,Organic,2021-05-23,42,CA,1
CUST_0157,New,Referral,2020-09-19,35,TX,1
CUST_0158,Occasional,Organic,2021-09-28,66,TX,0
CUST_0159,VIP,Email,2021-11-30,21,CA,0
CUST_0160,Occasional,Referral,2020-10-14,63,FL,1
CUST_0161,New,Paid,2020-12-18,20,NY,0
CUST_0162,Occasional,Organic,2022-12-29,56,FL,0
CUST_0163,Occasional,Social,2022-04-07,22,FL,0
CUST_0164,New,Social,2020-05-28,20,PA,1
CUST_0165,New,Email,2020-02-27,39,PA,1
CUST_0166,New,Social,2023-04-10,55,NY,1
CUST_0167,VIP,Paid,2024-02-03,25,PA,0
CUST_0168,Occasional,Referral,2021-03-28,46,OH,0
CUST_0169,Regular,Social,2020-11-06,47,NY,1
CUST_0170,Regular,Organic,2022-11-01,33,FL,1
CUST_0171,VIP,Referral,2021-05-29,40,FL,1
CUST_0172,VIP,Referral,2021-09-21,37,FL,1
CUST_0173,New,Referral,2020-10-12,37,PA,1
CUST_0174,New,Organic,2021-03-31,70,FL,0
CUST_0175,Regular,Referral,2022-01-07,31,FL,0
CUST_0176,Occasional,Referral,2020-04-23,19,NY,1
CUST_0177,New,Organic,2022-01-30,18,TX,0
CUST_0178,Regular,Social,2023-12-01,21,CA,0
CUST_0179,Occasional,Email,2023-12-13,32,PA,0
CUST_0180,Occasional,Social,2020-08-31,29,OH,1
CUST_0181,Occasional,Social,2021-11-08,62,TX,0
CUST_0182,Regular,Email,2024-01-25,33,OH,1
CUST_0183,Occasional,Referral,2020-03-13,52,CA,0
CUST_0184,New,Social,2022-07-19,31,FL,0
CUST_0185,Occasional,Organic,2020-09-22,19,NY,0
CUST_0186,Occasional,Paid,2023-08-05,48,PA,0
CUST_0187,New,Referral,2020-12-01,69,TX,0
CUST_0188,VIP,Organic,2022-06-20,30,IL,0
CUST_0189,New,Social,2022-07-05,21,NY,0
CUST_0190,New,Paid,2023-04-11,29,FL,0
CUST_0191,Occasional,Paid,2022-04-25,35,IL,1
CUST_0192,New,Referral,2021-01-24,60,PA,1
CUST_0193,Regular,Email,2021-10-24,48,TX,0
CUST_0194,Occasional,Organic,2022-02-16,19,PA,0
CUST_0195,VIP,Organic,2023-06-30,40,TX,0
CUST_0196,New,Organic,2020-05-28,45,PA,1
CUST_0197,New,Paid,2020-09-19,50,FL,1
CUST_0198,Regular,Referral,2022-02-23,56,FL,0
CUST_0199,Occasional,Paid,2022-03-30,55,OH,0
CUST_0200,Regular,Referral,2022-02-06,52,OH,1
CUST_0201,Occasional,Referral,2022-09-08,39,IL,1
CUST_0202,New,Email,2021-01-20,38,PA,0
CUST_0203,Regular,Social,2021-10-22,40,CA,0
CUST_0204,New,Organic,2022-06-19,30,IL,1
CUST_0205,Regular,Referral,2021-05-07,70,CA,1
CUST_0206,New,Paid,2021-11-02,34,TX,1
CUST_0207,New,Referral,2021-01-29,69,OH,0
CUST_0208,New,Paid,2021-05-24,51,FL,1
CUST_0209,New,Email,2021-08-16,58,IL,1
CUST_0210,Occasional,Social,2023-12-16,38,CA,0
CUST_0211,VIP,Organic,2020-04-14,73,NY,1
CUST_0212,VIP,Paid,2023-02-27,65,IL,0
CUST_0213,New,Social,2020-08-29,57,IL,0
CUST_0214,Regular,Social,2022-01-28,25,TX,0
CUST_0215,Occasional,Organic,2022-08-02,40,IL,0
CUST_0216,New,Paid,2023-12-10,18,OH,1
CUST_0217,Regular,Organic,2022-04-24,40,TX,0
CUST_0218,Regular,Email,2023-12-29,41,NY,0
CUST_0219,VIP,Social,2020-10-03,48,PA,1
CUST_0220,VIP,Email,2021-03-11,24,TX,1
CUST_0221,New,Referral,2021-03-17,22,PA,0
CUST_0222,Regular,Social,2021-06-03,55,OH,1
CUST_0223,New,Organic,2023-05-28,48,NY,0
CUST_0224,VIP,Social,2021-04-07,20,NY,1
CUST_0225,New,Organic,2022-04-15,58,NY,1
CUST_0226,Occasional,Social,2020-07-08,27,IL,1
CUST_0227,New,Referral,2022-02-08,70,OH,0
CUST_0228,Occasional,Paid,2023-08-04,51,TX,0
CUST_0229,New,Social,2020-09-29,72,NY,1
CUST_0230,Occasional,Paid,2022-04-25,42,CA,0
CUST_0231,VIP,Paid,2021-02-17,38,FL,0
CUST_0232,New,Organic,2021-11-16,73,IL,1
CUST_0233,New,Organic,2023-05-30,29,NY,1
CUST_0234,Occasional,Referral,2020-05-28,38,PA,1
CUST_0235,Regular,Paid,2023-10-15,49,TX,0
CUST_0236,Occasional,Email,2021-10-23,42,PA,1
CUST_0237,Occasional,Social,2024-01-29,46,IL,0
CUST_0238,Regular,Social,2020-10-09,48,OH,0
CUST_0239,Occasional,Paid,2020-03-28,30,PA,0
CUST_0240,Occasional,Email,2023-10-08,71,TX,0
CUST_0241,New,Paid,2022-11-19,64,NY,0
CUST_0242,Regular,Social,2023-02-08,33,NY,1
CUST_0243,Regular,Organic,2021-05-29,21,TX,1
CUST_0244,Occasional,Social,2022-05-23,60,NY,1
CUST_0245,Occasional,Email,2020-10-28,44,CA,0
CUST_0246,Occasional,Organic,2022-11-02,69,FL,0
CUST_0247,New,Social,2021-08-24,71,FL,1
CUST_0248,Regular,Organic,2022-11-03,51,IL,0
CUST_0249,Occasional,Email,2021-08-09,48,OH,1
CUST_0250,Occasional,Referral,2023-05-19,21,OH,1
CUST_0251,Occasional,Social,2022-11-09,41,PA,0
CUST_0252,Occasional,Referral,2024-02-01,27,PA,0
CUST_0253,New,Organic,2020-07-06,62,FL,0
CUST_0254,Occasional,Paid,2021-08-05,46,PA,1
CUST_0255,Regular,Social,2020-12-01,72,FL,0
CUST_0256,Occasional,Social,2022-02-04,47,CA,1
CUST_0257,Regular,Paid,2023-04-26,36,NY,0
CUST_0258,Regular,Referral,2020-07-29,29,PA,1
CUST_0259,VIP,Paid,2023-02-14,36,IL,0
CUST_0260,New,Organic,2020-07-01,72,NY,1
CUST_0261,New,Email,2023-02-10,45,TX,0
CUST_0262,Regular,Referral,2022-10-16,50,NY,0
CUST_0263,Regular,Email,2021-10-21,32,PA,0
CUST_0264,VIP,Email,2020-05-03,56,NY,1
CUST_0265,VIP,Organic,2022-04-16,69,IL,0
CUST_0266,VIP,Email,2022-08-30,66,PA,1
CUST_0267,Regular,Organic,2021-12-10,62,TX,1
CUST_0268,VIP,Email,2023-12-20,63,CA,0
CUST_0269,VIP,Referral,2023-10-04,37,NY,0
CUST_0270,Occasional,Referral,2021-12-04,53,PA,1
CUST_0271,Regular,Social,2021-09-29,52,NY,1
CUST_0272,Regular,Organic,2021-09-03,71,PA,1
CUST_0273,Regular,Organic,2020-07-06,48,FL,0
CUST_0274,Regular,Referral,2021-07-01,47,FL,0
CUST_0275,New,Paid,2023-09-27,24,TX,0
CUST_0276,New,Social,2020-09-26,33,PA,1
CUST_0277,Occasional,Paid,2020-07-23,26,IL,0
CUST_0278,VIP,Social,2021-08-18,60,NY,1
CUST_0279,Occasional,Organic,2021-11-20,44,OH,0
CUST_0280,New,Social,2023-11-23,49,TX,0
CUST_0281,VIP,Referral,2022-08-01,59,CA,0
CUST_0282,Occasional,Organic,2022-06-14,54,CA,0
CUST_0283,VIP,Social,2023-02-28,54,NY,1
CUST_0284,Occasional,Paid,2022-05-02,74,IL,1
CUST_0285,New,Referral,2023-04-16,21,OH,0
CUST_0286,New,Organic,2020-11-22,34,IL,1
CUST_0287,New,Social,2020-01-28,60,NY,1
CUST_0288,Regular,Organic,2020-06-25,51,PA,1
CUST_0289,New,Organic,2021-09-01,27,IL,1
CUST_0290,New,Organic,2020-01-22,19,CA,1
CUST_0291,Occasional,Referral,2021-03-10,56,PA,1
CUST_0292,New,Paid,2023-08-10,27,TX,0
CUST_0293,New,Referral,2021-07-14,37,CA,0
CUST_0294,Occasional,Referral,2022-06-02,32,PA,1
CUST_0295,New,Email,2022-02-20,58,CA,1
CUST_0296,Regular,Social,2022-05-30,42,PA,1
CUST_0297,Occasional,Organic,2022-12-03,59,FL,0
CUST_0298,Regular,Paid,2021-11-09,40,NY,0
CUST_0299,Occasional,Email,2023-12-21,22,TX,0
CUST_0300,New,Social,2020-09-24,25,FL,1
CUST_0301,Regular,Referral,2020-06-12,38,OH,1
CUST_0302,Regular,Social,2020-08-25,59,FL,1
CUST_0303,Regular,Social,2023-07-15,24,TX,0
CUST_0304,Occasional,Social,2020-10-09,60,PA,0
CUST_0305,New,Referral,2023-02-26,49,FL,0
CUST_0306,Regular,Paid,2021-09-04,47,PA,0
CUST_0307,VIP,Organic,2021-06-27,29,TX,0
CUST_0308,Occasional,Organic,2022-11-05,62,OH,0
CUST_0309,New,Referral,2021-10-31,51,FL,0
CUST_0310,VIP,Email,2020-09-03,22,NY,0
CUST_0311,New,Organic,2020-07-14,37,CA,0
CUST_0312,New,Referral,2022-10-18,52,IL,1
CUST_0313,Occasional,Paid,2020-09-21,55,CA,1
CUST_0314,New,Email,2023-11-01,19,OH,1
CUST_0315,Regular,Referral,2021-04-01,41,CA,1
CUST_0316,Regular,Paid,2021-08-10,47,CA,0
CUST_0317,New,Social,2020-06-04,50,IL,0
CUST_0318,Occasional,Organic,2021-06-29,68,OH,1
CUST_0319,New,Organic,2023-01-03,40,PA,0
CUST_0320,Regular,Email,2021-09-11,47,OH,0
CUST_0321,New,Paid,2020-10-15,33,CA,1
CUST_0322,Occasional,Paid,2022-07-24,64,OH,1
CUST_0323,New,Organic,2020-05-03,25,OH,0
CUST_0324,New,Email,2020-07-09,21,CA,1
CUST_0325,Occasional,Referral,2020-05-22,52,NY,0
CUST_0326,Occasional,Paid,2023-08-18,31,FL,0
CUST_0327,VIP,Organic,2021-07-04,52,FL,0
CUST_0328,Regular,Email,2020-07-28,50,PA,1
CUST_0329,Regular,Email,2021-02-10,44,CA,0
CUST_0330,Occasional,Paid,2021-07-03,70,PA,1
CUST_0331,Occasional,Organic,2021-08-18,42,PA,0
CUST_0332,VIP,Organic,2021-10-23,36,PA,0
CUST_0333,VIP,Email,2023-12-20,26,FL,1
CUST_0334,New,Organic,2023-09-12,72,NY,0
CUST_0335,New,Paid,2022-07-31,31,PA,0
CUST_0336,New,Organic,2021-11-06,47,NY,0
CUST_0337,New,Paid,2023-10-31,42,PA,0
CUST_0338,Occasional,Email,2022-09-27,31,PA,0
CUST_0339,Occasional,Paid,2020-03-08,25,CA,1
CUST_0340,Regular,Referral,2023-02-24,66,PA,1
CUST_0341,Occasional,Social,2022-02-17,38,OH,1
CUST_0342,Regular,Paid,2023-08-20,54,TX,0
CUST_0343,Occasional,Referral,2022-10-09,26,IL,1
CUST_0344,New,Organic,2022-11-24,51,NY,1
CUST_0345,New,Paid,2020-12-08,71,FL,0
CUST_0346,Occasional,Organic,2021-06-10,36,CA,1
CUST_0347,New,Referral,2021-02-09,68,PA,0
CUST_0348,Occasional,Paid,2020-06-27,72,OH,1
CUST_0349,New,Paid,2022-02-10,62,TX,0
CUST_0350,Regular,Social,2020-07-12,44,OH,1
CUST_0351,VIP,Organic,2023-01-15,35,NY,0
CUST_0352,New,Social,2020-09-18,44,TX,0
CUST_0353,New,Organic,2024-01-12,46,IL,0
CUST_0354,Occasional,Email,2023-12-18,65,IL,0
CUST_0355,Occasional,Referral,2021-10-14,55,NY,1
CUST_0356,New,Email,2023-04-28,37,FL,0
CUST_0357,New,Referral,2020-12-06,66,PA,1
CUST_0358,Occasional,Organic,2021-01-16,26,IL,1
CUST_0359,New,Referral,2022-05-05,68,TX,0
CUST_0360,Occasional,Referral,2022-11-30,28,PA,0
CUST_0361,VIP,Referral,2023-09-18,18,FL,1
CUST_0362,Regular,Referral,2021-08-06,70,IL,1
CUST_0363,Regular,Organic,2023-06-17,62,CA,0
CUST_0364,VIP,Referral,2023-06-27,25,NY,0
CUST_0365,Regular,Referral,2023-09-28,64,OH,0
CUST_0366,New,Social,2022-04-29,19,FL,0
CUST_0367,Occasional,Paid,2021-09-30,35,IL,1
CUST_0368,New,Paid,2021-02-15,66,NY,1
CUST_0369,Occasional,Organic,2021-10-16,56,CA,1
CUST_0370,Regular,Social,2020-04-14,19,TX,1
CUST_0371,Occasional,Social,2023-07-13,68,PA,0
CUST_0372,New,Paid,2022-02-09,23,TX,0
CUST_0373,Regular,Social,2021-01-21,34,NY,1
CUST_0374,Occasional,Email,2021-02-22,18,OH,0
CUST_0375,Occasional,Referral,2022-09-12,38,PA,0
CUST_0376,Occasional,Organic,2020-08-10,40,NY,1
CUST_0377,New,Email,2020-10-03,35,FL,1
CUST_0378,Regular,Organic,2021-01-09,70,PA,1
CUST_0379,Regular,Paid,2023-04-26,51,TX,0
CUST_0380,Occasional,Organic,2023-04-10,40,TX,0
CUST_0381,Occasional,Paid,2023-02-15,50,OH,1
CUST_0382,Occasional,Paid,2022-07-21,54,NY,0
CUST_0383,Occasional,Email,2023-03-17,46,CA,0
CUST_0384,Regular,Email,2023-12-13,64,OH,0
CUST_0385,Regular,Organic,2021-01-29,66,PA,0
CUST_0386,Regular,Social,2023-11-16,65,FL,0
CUST_0387,Occasional,Paid,2022-04-12,66,IL,0
CUST_0388,VIP,Email,2022-07-14,20,TX,0
CUST_0389,New,Email,2023-03-24,44,CA,0
CUST_0390,Occasional,Email,2020-09-18,32,IL,1
CUST_0391,New,Social,2021-04-29,54,CA,0
CUST_0392,Occasional,Paid,2022-11-24,35,FL,1
CUST_0393,Occasional,Referral,2022-03-07,64,PA,0
CUST_0394,Occasional,Paid,2020-04-18,22,IL,1
CUST_0395,Occasional,Referral,2021-11-04,39,IL,1
CUST_0396,Regular,Email,2022-08-04,59,CA,1
CUST_0397,New,Organic,2022-01-31,38,PA,1
CUST_0398,Regular,Email,2020-10-26,56,FL,1
CUST_0399,Occasional,Referral,2023-07-27,52,IL,0
CUST_0400,Regular,Paid,2020-05-18,68,IL,1
CUST_0401,VIP,Organic,2020-04-13,41,CA,0
CUST_0402,Occasional,Referral,2022-09-25,25,FL,1
CUST_0403,VIP,Paid,2021-09-04,71,TX,0
CUST_0404,New,Referral,2023-01-19,51,TX,0
CUST_0405,Occasional,Referral,2023-03-09,71,TX,0
CUST_0406,Occasional,Paid,2022-09-03,58,PA,1
CUST_0407,New,Email,2022-06-01,43,FL,1
CUST_0408,Occasional,Social,2022-05-13,53,PA,0
CUST_0409,Occasional,Email,2023-05-24,28,NY,0
CUST_0410,Occasional,Email,2024-01-28,70,PA,1
CUST_0411,Occasional,Email,2021-08-26,64,OH,1
CUST_0412,Occasional,Referral,2022-06-21,52,OH,1
CUST_0413,New,Referral,2020-04-25,34,NY,0
CUST_0414,Regular,Email,2022-04-19,55,TX,1
CUST_0415,Occasional,Referral,2022-11-02,48,OH,0
CUST_0416,New,Referral,2021-04-24,39,TX,1
CUST_0417,VIP,Social,2022-06-24,38,FL,0
CUST_0418,Regular,Organic,2021-11-26,47,OH,0
CUST_0419,VIP,Social,2023-10-25,66,OH,0
CUST_0420,New,Organic,2021-08-01,53,NY,0
CUST_0421,Regular,Referral,2022-06-29,30,IL,1
CUST_0422,Regular,Organic,2020-07-19,53,TX,0
CUST_0423,Regular,Organic,2023-02-01,51,PA,0
CUST_0424,New,Email,2023-07-07,52,TX,0
CUST_0425,Regular,Referral,2023-08-06,36,TX,0
CUST_0426,VIP,Organic,2022-12-25,72,CA,1
CUST_0427,Regular,Paid,2023-10-13,19,CA,0
CUST_0428,Regular,Paid,2020-07-02,51,OH,0
CUST_0429,Occasional,Email,2023-05-23,71,IL,1
CUST_0430,Occasional,Organic,2020-11-16,58,PA,1
CUST_0431,VIP,Referral,2023-11-27,36,NY,0
CUST_0432,Regular,Organic,2020-01-31,72,OH,1
CUST_0433,VIP,Social,2023-01-02,53,PA,0
CUST_0434,New,Social,2020-06-08,31,CA,1
CUST_0435,Regular,Referral,2022-10-08,41,OH,1
CUST_0436,Occasional,Paid,2021-12-03,30,TX,1
CUST_0437,Regular,Paid,2024-01-29,72,OH,0
CUST_0438,New,Social,2022-04-29,28,NY,1
CUST_0439,Regular,Organic,2024-01-04,46,CA,0
CUST_0440,Regular,Organic,2020-10-20,40,CA,1
CUST_0441,Occasional,Referral,2021-01-24,61,NY,1
CUST_0442,New,Email,2021-10-29,74,NY,1
CUST_0443,New,Email,2020-05-16,51,FL,1
CUST_0444,Occasional,Email,2022-06-29,30,TX,0
CUST_0445,VIP,Paid,2021-09-15,68,IL,1
CUST_0446,New,Social,2021-04-15,46,NY,1
CUST_0447,VIP,Social,2021-09-23,64,OH,0
CUST_0448,New,Referral,2020-08-22,54,NY,0
CUST_0449,New,Organic,2021-06-06,21,OH,1
CUST_0450,VIP,Paid,2021-06-16,36,TX,1
CUST_0451,Regular,Organic,2022-03-20,54,PA,1
CUST_0452,VIP,Organic,2021-06-23,52,OH,0
CUST_0453,New,Paid,2020-08-14,58,FL,1
CUST_0454,VIP,Social,2022-11-02,54,IL,1
CUST_0455,Occasional,Organic,2022-06-16,26,PA,0
CUST_0456,Occasional,Organic,2022-08-09,53,IL,0
CUST_0457,Regular,Organic,2020-06-10,41,OH,1
CUST_0458,New,Paid,2022-10-23,23,FL,1
CUST_0459,New,Organic,2021-06-23,53,IL,1
CUST_0460,New,Referral,2020-08-14,74,NY,1
CUST_0461,New,Paid,2021-07-18,64,IL,0
CUST_0462,Regular,Social,2023-01-30,39,NY,0
CUST_0463,New,Email,2023-03-07,42,TX,1
CUST_0464,Occasional,Paid,2020-01-17,71,FL,1
CUST_0465,New,Organic,2020-06-19,53,CA,1
CUST_0466,Occasional,Organic,2020-08-17,37,OH,1
CUST_0467,Regular,Paid,2021-04-09,29,TX,0
CUST_0468,Occasional,Organic,2020-06-23,51,IL,1
CUST_0469,New,Organic,2021-10-26,72,CA,0
CUST_0470,New,Email,2020-01-12,70,FL,1
CUST_0471,Occasional,Email,2023-06-05,26,TX,0
CUST_0472,Regular,Organic,2022-09-09,73,IL,1
CUST_0473,Occasional,Email,2021-10-05,46,NY,1
CUST_0474,VIP,Paid,2023-06-03,30,OH,0
CUST_0475,New,Paid,2023-05-26,43,NY,0
CUST_0476,New,Paid,2021-08-30,67,TX,1
CUST_0477,VIP,Organic,2021-06-23,34,TX,1
CUST_0478,Regular,Social,2023-05-07,74,CA,0
CUST_0479,Regular,Referral,2021-05-21,36,TX,1
CUST_0480,VIP,Paid,2021-03-31,64,OH,1
CUST_0481,Regular,Organic,2021-05-05,66,OH,0
CUST_0482,VIP,Paid,2020-08-03,74,OH,0
CUST_0483,New,Social,2021-11-16,43,NY,1
CUST_0484,VIP,Email,2020-12-26,73,PA,0
CUST_0485,Occasional,Email,2021-02-25,51,OH,1
CUST_0486,Occasional,Referral,2023-02-19,63,IL,1
CUST_0487,Regular,Social,2021-08-20,31,CA,1
CUST_0488,New,Email,2023-05-31,47,PA,0
CUST_0489,Occasional,Referral,2023-12-22,60,FL,0
CUST_0490,Regular,Referral,2020-11-26,67,TX,1
CUST_0491,Occasional,Paid,2020-09-28,52,FL,1
CUST_0492,VIP,Organic,2023-01-18,29,TX,0
